"","zew","esi.eu","esi.ger","cli.eur","cli.ger","cons.conf","gfk","ip","u","dax","eur.stox","long.rate","short.rate","oil","manuf.order","usd","ex","im","trade.bal","ex.pr","im.pr","tot","infl","spread","MTI_all_all","MTI_DE_all","MTI_all_Gegenwart","MTI_all_Zukunft","MTI_all_Klima","MTI_DE_Gegenwart","MTI_DE_Zukunft","MTI_DE_Klima","MTI_all_Waehrungspolitik.EURO.Geldpolitik","MTI_all_Steuerpolitik","MTI_all_Konjunktur","MTI_all_Arbeitsmarkt","MTI_all_Haushaltspolitik","MTI_DE_Steuerpolitik","MTI_DE_Konjunktur","MTI_DE_Arbeitsmarkt","MTI_DE_Haushaltspolitik","idio MTI_all_all","idio MTI_DE_all","idio MTI_all_Gegenwart","idio MTI_all_Zukunft","idio MTI_all_Klima","idio MTI_DE_Gegenwart","idio MTI_DE_Zukunft","idio MTI_DE_Klima","idio MTI_all_Waehrungspolitik.EURO.Geldpolitik","idio MTI_all_Steuerpolitik","idio MTI_all_Konjunktur","idio MTI_all_Arbeitsmarkt","idio MTI_all_Haushaltspolitik","idio MTI_DE_Steuerpolitik","idio MTI_DE_Konjunktur","idio MTI_DE_Arbeitsmarkt","idio MTI_DE_Haushaltspolitik","mti_pc1","R1","R2","R3","R4","R5","R6","RWort","RWort_sc","CA","empl"
"1978/06",NA,NA,NA,100.334,100.174,NA,NA,NA,3.8,0.0167438213992384,NA,6.09,3,-0.0380622837370241,NA,0.0253509767200253,0.0219224283305228,0,NA,0.012820512820513,-0.0398230088495576,0.0554347826086956,0.0273684210526315,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/07",NA,NA,NA,100.538,100.465,NA,NA,NA,3.8,0.0550713678041403,NA,6.3,3,-0.0346020761245674,NA,0.0408829069862677,0.00884955752212391,0.00972762645914416,NA,0.0144230769230769,-0.0327380952380952,0.0484391819160388,0.0273684210526315,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/08",NA,NA,NA,100.742,100.757,NA,NA,NA,3.8,0.083007209062822,NA,6.32,3,-0.0273109243697478,NA,0.0803537234968492,0.0476190476190477,0.0256916996047432,NA,0.0176565008025682,-0.028443113772455,0.047159699892819,0.0231092436974791,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/09",NA,NA,NA,100.927,101.011,NA,NA,NA,3.7,0.0775077103833162,NA,6.35,3,-0.0224089635854341,NA,0.10462603587538,0.10930828351836,0.0665342601787486,NA,0.0192307692307694,-0.028443113772455,0.0492505353319057,0.0230607966457022,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/10",NA,NA,NA,101.069,101.213,NA,NA,NA,3.7,0.117940816099209,NA,6.45,3,-0.0133053221288515,NA,0.116236290918212,0.0373376623376622,0.061569016881827,NA,0.0176000000000001,-0.0299850074962519,0.0490928495197438,0.0230607966457022,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/11",NA,NA,NA,101.174,101.375,NA,NA,NA,3.6,0.0533278214138073,NA,6.63,3,0.0213523131672597,NA,0.131351295550738,0.0739795918367347,0.0707964601769913,NA,0.0191693290734825,-0.0195488721804511,0.0392781316348196,0.0229645093945721,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/12",NA,NA,NA,101.245,101.509,NA,NA,NA,3.6,0.0455997572772218,NA,6.64,3,0.0604982206405693,NA,0.0815642074155529,0.0727424749163879,0.0687318489835429,NA,0.024,-0.0106221547799696,0.0358649789029537,0.0250521920668059,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/01",NA,NA,NA,101.298,101.636,NA,NA,NA,3.6,0.0429586914735429,NA,6.73,3,0.156583629893238,NA,0.100339001147799,0.0523156089193824,0.0764647467725919,NA,0.024,0.0122887864823351,0.0114583333333333,0.0290456431535269,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/02",NA,NA,NA,101.358,101.772,NA,NA,NA,3.6,0.0401216135512241,NA,6.98,3,0.348754448398576,NA,0.0753198044337284,0.0795847750865051,0.11334002006018,NA,0.0287081339712918,0.046656298600311,-0.0184426229508197,0.0289256198347108,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/03",NA,NA,NA,101.425,101.898,NA,NA,NA,3.4,0.015318438390475,NA,7.1,4,0.571428571428571,NA,0.0639587853205477,0.0994940978077572,0.164493480441324,NA,0.035143769968051,0.062208398133748,-0.0256937307297019,0.03099173553719,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/04",NA,NA,NA,101.492,101.978,NA,NA,NA,3.4,-0.00243057444994632,NA,7.25,4,0.666666666666667,NA,0.0496078456876032,0.129303106633081,0.128751210067764,NA,0.0398089171974523,0.0855365474339036,-0.0420081967213114,0.0329218106995885,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/05",NA,NA,NA,101.548,101.996,NA,NA,NA,3.3,0.0424904156957078,NA,7.79,4,0.710050614605929,NA,0.0721539531648505,0.126929674099485,0.218470705064548,NA,0.0428571428571429,0.0955315870570106,-0.0484037075180226,0.0349075975359343,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/06",NA,NA,NA,101.576,101.938,NA,NA,NA,3.3,-0.0481374726908884,NA,7.99,4,1.35611510791367,NA,0.0619804686198047,0.113861386138614,0.221238938053097,NA,0.0458860759493669,0.121351766513057,-0.0679711637487126,0.0368852459016393,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/07",NA,NA,NA,101.563,101.807,NA,NA,NA,3.3,-0.0887148795871561,NA,7.87,5,1.61648745519713,NA,0.0753544122854182,0.192982456140351,0.265895953757225,NA,0.0521327014218009,0.141538461538462,-0.0780287474332649,0.0450819672131149,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/08",NA,NA,NA,101.506,101.622,NA,NA,NA,3.2,-0.0695044780248281,NA,7.66,5,1.51979841612671,NA,0.064503238696787,0.129058441558441,0.261078998073218,NA,0.0536277602523658,0.147919876733436,-0.0818833162743091,0.0472279260780286,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/09",NA,NA,NA,101.412,101.416,NA,NA,NA,3.2,-0.0795992776092957,NA,7.68,5,1.560888252149,NA,0.0471776950543188,0.0508083140877598,0.189944134078212,NA,0.0550314465408803,0.151001540832049,-0.0836734693877551,0.0491803278688525,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/10",NA,NA,NA,101.295,101.214,NA,NA,NA,3.2,-0.111293777711354,NA,7.86,5,1.59048970901348,NA,0.0642197253433208,0.07981220657277,0.253507951356408,NA,0.0628930817610063,0.168469860896445,-0.0905391658189216,0.0532786885245902,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/11",NA,NA,NA,101.161,101.025,NA,NA,NA,3.1,-0.14012695379155,NA,8.06,6,1.68292682926829,NA,0.00509151960873777,0.129849564528899,0.244260789715335,NA,0.0626959247648904,0.171779141104295,-0.0929519918283964,0.0530612244897959,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979/12",NA,NA,NA,101.01,100.86,NA,NA,NA,3,-0.133769159867545,NA,7.94,6,1.81879194630872,NA,0.0891131261398079,0.112236944660951,0.255434782608696,NA,0.0625,0.185582822085889,-0.103869653767821,0.0529531568228105,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/01",NA,NA,NA,100.844,100.703,NA,NA,NA,3.1,-0.134504042423715,NA,8.06,6,1.49230769230769,NA,0.0381046528552715,0.220863895680522,0.306273062730627,NA,0.0765625000000001,0.218512898330804,-0.116374871266735,0.0483870967741935,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/02",NA,NA,NA,100.659,100.519,NA,NA,NA,3,-0.11415596617601,NA,8.39,7,1.11081794195251,NA,0.0563105707665861,0.225160256410256,0.34954954954955,NA,0.0759689922480622,0.203566121842496,-0.106471816283925,0.0582329317269077,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/03",NA,NA,NA,100.447,100.283,NA,NA,NA,3.1,-0.0728624801129761,NA,9.37,7,0.75,NA,0.0252086862775296,0.156441717791411,0.233419465977606,NA,0.0756172839506173,0.203513909224012,-0.105485232067511,0.060120240480962,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/04",NA,NA,NA,100.215,99.994,NA,NA,NA,3.2,-0.130588941214975,NA,9.36,7,0.645161290322581,NA,-0.0583293059221531,0.117472118959108,0.240994854202401,NA,0.0689127105666156,0.19054441260745,-0.101604278074866,0.0577689243027888,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/05",NA,NA,NA,99.983,99.685,NA,NA,NA,3.3,-0.105727110486183,NA,8.59,7.5,0.613107822410148,NA,0.00874900368866882,0.156012176560122,0.224938875305623,NA,0.0624048706240485,0.163150492264416,-0.0865800865800865,0.0575396825396826,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/06",NA,NA,NA,99.78,99.402,NA,NA,NA,3.3,-0.039886589388007,NA,8.18,7.5,0.175572519083969,NA,0.0394192564323061,0.102222222222222,0.177133655394525,NA,0.0605143721633887,0.131506849315068,-0.061878453038674,0.0553359683794465,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/07",NA,NA,NA,99.622,99.185,NA,NA,NA,3.4,0.0252275989539297,NA,7.95,7.5,0.0410958904109588,NA,0.0141952950645738,0.0639705882352941,0.0936073059360729,NA,0.0540540540540542,0.113207547169811,-0.0534521158129175,0.0509803921568628,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/08",NA,NA,NA,99.502,99.038,NA,NA,NA,3.5,-0.0241183247240698,NA,7.84,7.5,0.0685714285714285,NA,-0.00700520092272472,0.0589503953989936,0.0939648586707411,NA,0.0523952095808384,0.114093959731544,-0.0557413600891862,0.0529411764705883,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/09",NA,NA,NA,99.414,98.95,NA,NA,NA,3.5,-0.0527377734996853,NA,8.17,7.5,-0.0601398601398601,NA,-0.0106040820274714,0.0791208791208791,0.120500782472614,NA,0.0506706408345754,0.109772423025435,-0.0534521158129175,0.0507812499999998,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/10",NA,NA,NA,99.357,98.897,NA,NA,NA,3.6,-0.0422669432143058,NA,8.36,7.5,-0.0849315068493151,NA,-0.0509830603913471,0.0710144927536231,0.0798507462686566,NA,0.054733727810651,0.123015873015873,-0.0604026845637584,0.0486381322957199,0.859999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/11",NA,NA,NA,99.324,98.868,NA,NA,NA,3.8,-0.0174035561200191,NA,8.7,7.5,-0.0155844155844156,NA,-0.0649587237030043,0.0532585844428872,0.0907749077490774,NA,0.056047197640118,0.132198952879581,-0.0675675675675675,0.0523255813953487,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980/12",NA,NA,NA,99.313,98.864,NA,NA,NA,3.9,-0.0203747857100633,NA,8.86,7.5,-0.0273809523809524,NA,-0.116192232069406,0.0567624386825509,0.0584415584415585,NA,0.0573529411764706,0.128072445019405,-0.0636363636363636,0.0541586073500966,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/01",NA,NA,NA,99.322,98.876,NA,NA,NA,4,-0.0338897928845497,NA,8.98,7.5,-0.00864197530864197,NA,-0.122000806211333,0.0206942590120158,0.057909604519774,NA,0.0449927431059505,0.112079701120797,-0.0606060606060607,0.0596153846153846,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/02",NA,NA,NA,99.343,98.891,NA,NA,NA,4.1,-0.0740282442598158,NA,9.76,7.5,0.00749999999999984,NA,-0.176524348897681,0.0431654676258992,0.0206942590120158,NA,0.0461095100864553,0.123456790123457,-0.0689252336448597,0.0550284629981024,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/03",NA,NA,NA,99.371,98.899,NA,NA,NA,4.3,-0.0867444326617178,NA,10.08,7.5,0.0051948051948052,NA,-0.187943539422054,0.0543766578249336,0.135474860335196,NA,0.0473457675753228,0.113138686131387,-0.0589622641509434,0.0567107750472591,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/04",NA,NA,NA,99.404,98.913,NA,NA,NA,4.4,0.028275645717871,NA,10.05,7.5,0.00261437908496731,NA,-0.098177391762074,0.115768463073852,0.0456116102280582,NA,0.0515759312320918,0.114320096269555,-0.055952380952381,0.0583804143126176,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/05",NA,NA,NA,99.438,98.936,NA,NA,NA,4.6,0.0288461538461537,NA,10.38,7.5,-0.0251638269986894,NA,-0.199598194324495,0.0803159973666887,0.0412508316699933,NA,0.0558739255014327,0.137847642079806,-0.0722748815165878,0.0600375234521577,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/06",NA,NA,NA,99.479,98.982,NA,NA,NA,4.7,0.00859800317402915,NA,10.48,7.5,-0.085974025974026,NA,-0.251121726159922,0.133736559139785,0.0909712722298222,NA,0.0599144079885878,0.156174334140436,-0.0836277974087163,0.0599250936329589,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/07",NA,NA,NA,99.53,99.054,NA,NA,NA,4.9,0.0322017644802457,NA,10.55,7.5,-0.125,NA,-0.279872058487549,0.237042156185211,0.116910229645094,NA,0.066951566951567,0.176755447941889,-0.0929411764705883,0.0652985074626866,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/08",NA,NA,NA,99.584,99.135,NA,NA,NA,5.1,0.0387090632140135,NA,10.54,7.5,-0.062566844919786,NA,-0.29959879516603,0.156143923964698,0.142458100558659,NA,0.0753911806543386,0.193975903614458,-0.0991735537190084,0.0651769087523277,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/09",NA,NA,NA,99.635,99.217,NA,NA,NA,5.3,0.0271823031676861,NA,10.59,7.5,0.0654761904761902,NA,-0.284392682122038,0.1663272233537,0.110335195530726,NA,0.0723404255319149,0.172496984318456,-0.0847058823529412,0.0706319702602232,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/10",NA,NA,NA,99.683,99.282,NA,NA,NA,5.5,-0.029948297727051,NA,10.26,7.5,0.0751497005988024,NA,-0.242898464733368,0.221244925575102,0.102280580511403,NA,0.0631136044880785,0.13545347467609,-0.0642857142857144,0.0742115027829313,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/11",NA,NA,NA,99.72,99.311,NA,NA,NA,5.8,0.0277289710188833,NA,9.92,7.5,-0.0358839050131926,NA,-0.195177837470468,0.207584830339321,0.100135317997294,NA,0.058659217877095,0.108670520231214,-0.0446859903381643,0.0718232044198897,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981/12",NA,NA,NA,99.745,99.3,NA,NA,NA,6,0.0177008951020818,NA,9.71,7.5,-0.091309669522644,NA,-0.1840878784278,0.142572944297082,0.0245398773006134,NA,0.0598052851182198,0.099770642201835,-0.0364077669902912,0.0678899082568807,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982/01",NA,NA,NA,99.755,99.242,NA,NA,NA,6.1,0.0196914247691924,NA,9.83,7.5,-0.0859277708592776,NA,-0.192330725007985,0.200784826684107,0.106141522029372,NA,0.0652777777777778,0.0772676371780516,-0.0111662531017369,0.0653357531760437,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982/02",NA,NA,NA,99.737,99.144,NA,NA,NA,6.2,0.0673468521975225,NA,9.76,7.5,-0.228039702233251,NA,-0.158507507572015,0.157366771159875,0.066710268149117,NA,0.0592286501377413,0.0615384615384615,-0.00125470514429116,0.0611510791366907,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982/03",NA,NA,NA,99.667,98.98,NA,NA,NA,6.3,0.0898745935903391,NA,9.43,7.5,-0.253229974160207,NA,-0.151872132603226,0.170440251572327,-0.00615006150061514,NA,0.0575342465753426,0.0557377049180328,0.00125313283208039,0.0536672629695885,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982/04",NA,NA,NA,99.545,98.749,NA,NA,NA,6.4,0.0786909919254786,NA,8.98,7.5,-0.236245110821382,NA,-0.18283367017124,0.0912343470483006,0.0912095175148713,NA,0.0544959128065394,0.0410367170626351,0.0126103404791928,0.0480427046263345,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982/05",NA,NA,NA,99.388,98.484,NA,NA,NA,6.5,0.015439173965007,NA,8.82,7.5,-0.0992202204893788,NA,-0.132870611282867,0.137111517367459,0.0293929712460064,NA,0.0488466757123474,0.0127523910733263,0.0357598978288634,0.0513274336283185,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982/06",NA,NA,NA,99.211,98.228,NA,NA,NA,6.6,0.0214113569820942,NA,9.15,7.5,-0.0289855072463767,NA,-0.0789539468909515,0.0788381742738589,-0.00313479623824442,NA,0.0430686406460297,0.00732984293193728,0.0359897172236503,0.058303886925795,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
