"","zew","esi.eu","esi.ger","cli.eur","cli.ger","cons.conf","gfk","ip","u","dax","eur.stox","long.rate","short.rate","oil","manuf.order","usd","ex","im","trade.bal","ex.pr","im.pr","tot","infl","spread","MTI_all_all","MTI_DE_all","MTI_all_Gegenwart","MTI_all_Zukunft","MTI_all_Klima","MTI_DE_Gegenwart","MTI_DE_Zukunft","MTI_DE_Klima","MTI_all_Waehrungspolitik.EURO.Geldpolitik","MTI_all_Steuerpolitik","MTI_all_Konjunktur","MTI_all_Arbeitsmarkt","MTI_all_Haushaltspolitik","MTI_DE_Steuerpolitik","MTI_DE_Konjunktur","MTI_DE_Arbeitsmarkt","MTI_DE_Haushaltspolitik","idio MTI_all_all","idio MTI_DE_all","idio MTI_all_Gegenwart","idio MTI_all_Zukunft","idio MTI_all_Klima","idio MTI_DE_Gegenwart","idio MTI_DE_Zukunft","idio MTI_DE_Klima","idio MTI_all_Waehrungspolitik.EURO.Geldpolitik","idio MTI_all_Steuerpolitik","idio MTI_all_Konjunktur","idio MTI_all_Arbeitsmarkt","idio MTI_all_Haushaltspolitik","idio MTI_DE_Steuerpolitik","idio MTI_DE_Konjunktur","idio MTI_DE_Arbeitsmarkt","idio MTI_DE_Haushaltspolitik","mti_pc1","R1","R2","R3","R4","R5","R6","RWort","RWort_sc","CA","empl"
"1974/05",NA,NA,NA,99.7,99.983,NA,NA,NA,2,-0.216559452933478,NA,10.58,7,2.23383084577114,NA,0.00250510567148976,0.330250990752972,0.253205128205128,NA,0.164583333333333,0.293032786885246,-0.098677517802645,0.0701298701298703,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/06",NA,NA,NA,99.399,99.826,NA,NA,NA,2.1,-0.13474909943872,NA,10.68,7,2.23383084577114,NA,-0.0394734618699201,0.336525307797538,0.291530944625407,NA,0.176348547717842,0.278455284552845,-0.0795918367346938,0.0699481865284972,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/07",NA,NA,NA,99,99.539,NA,NA,NA,2.2,-0.155968291815691,NA,10.68,7,2.05882352941176,NA,-0.0702962378667368,0.349865951742627,0.334448160535117,NA,0.187628865979381,0.302658486707567,-0.0877016129032259,0.0695876288659794,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/08",NA,NA,NA,98.523,99.138,NA,NA,NA,2.3,-0.099331230848375,NA,10.68,7,1.60180995475113,NA,-0.0637168335728153,0.350698856416773,0.42809364548495,NA,0.188911704312115,0.313645621181263,-0.095669687814703,0.0721649484536084,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/09",NA,NA,NA,98.015,98.671,NA,NA,NA,2.6,-0.115265486725664,NA,10.68,7,1.51091703056769,NA,-0.0806258119799873,0.212713936430318,0.281098546042003,NA,0.187755102040816,0.323828920570265,-0.103103103103103,0.0745501285347043,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/10",NA,NA,NA,97.533,98.214,NA,NA,NA,2.8,-0.132645338837289,NA,10.68,6.5,1.51091703056769,NA,-0.0772420172786891,0.193195625759417,0.212538226299694,NA,0.18421052631579,0.28968253968254,-0.0825688073394495,0.0714285714285714,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/11",NA,NA,NA,97.139,97.825,NA,NA,NA,3.1,-0.188414067123172,NA,10.38,6.5,1.54347826086957,NA,-0.0667519479009188,0.221311475409836,0.213432835820896,NA,0.167330677290837,0.198515769944341,-0.0257787325456498,0.0628140703517588,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974/12",NA,NA,NA,96.874,97.543,NA,NA,NA,3.2,-0.00966582475228295,NA,9.78,6,1.54347826086957,NA,-0.00654933893704579,0.291450777202073,0.197226502311248,NA,0.149019607843137,0.137745974955277,0.00986842105263142,0.0601503759398496,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/01",NA,NA,NA,96.747,97.406,NA,NA,NA,3.4,0.0139810725552052,NA,9.28,6,1.54347826086957,NA,0.0319891430787127,0.00534188034188032,0,NA,0.10586011342155,0.0064829821717991,0.0991831971995332,0.0620347394540943,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/02",NA,NA,NA,96.751,97.412,NA,NA,NA,3.6,0.0236011181889006,NA,8.79,5.5,-0.258064516129032,NA,0.115534587264888,0.0214822771213747,0.166409861325115,NA,0.0757855822550833,-0.0286168521462639,0.1068524970964,0.0563725490196079,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/03",NA,NA,NA,96.846,97.545,NA,NA,NA,3.8,0.243852921272276,NA,8.69,5,-0.258064516129032,NA,0.13430963382521,-0.0376569037656905,0,NA,0.0636363636363637,-0.0378548895899053,0.105990783410138,0.0588235294117649,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/04",NA,NA,NA,97.021,97.796,NA,NA,NA,4,0.25332603884316,NA,8.59,5,-0.258064516129032,NA,0.0518982831038493,-0.0576725025746654,0.0701754385964912,NA,0.0503597122302157,-0.03486529318542,0.0873015873015874,0.0609756097560976,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/05",NA,NA,NA,97.271,98.145,NA,NA,NA,4.2,0.212968191229061,NA,8.29,4.5,-0.123076923076923,NA,0.0384349030470916,-0.070506454816286,-0.0319693094629157,NA,0.0465116279069768,-0.03486529318542,0.0846501128668171,0.0606796116504855,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/06",NA,NA,NA,97.586,98.586,NA,NA,NA,4.3,0.178244662826161,NA,8.19,4.5,-0.123076923076923,NA,0.0674372100932978,-0.0214943705220061,-0.0264817150063051,NA,0.0317460317460316,-0.0317965023847376,0.0654101995565408,0.0653753026634383,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/07",NA,NA,NA,97.95,99.083,NA,NA,NA,4.3,0.218243544630024,NA,8.19,4.5,-0.123076923076923,NA,0.0581771474697006,-0.0655412115193644,-0.0451127819548872,NA,0.0190972222222223,-0.0282574568288855,0.0486187845303867,0.0626506024096385,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/08",NA,NA,NA,98.361,99.611,NA,NA,NA,4.3,0.317472931359889,NA,8.29,4,0,NA,-0.00552366447985009,-0.119473189087488,-0.0538641686182669,NA,0.0172711571675301,-0.0186046511627908,0.0367483296213809,0.0576923076923077,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/09",NA,NA,NA,98.804,100.143,NA,NA,NA,4.4,0.241335333833459,NA,8.29,3.5,0,NA,0.0158748293756501,-0.0564516129032259,0.0252206809583859,NA,0.0137457044673539,-0.013846153846154,0.0279017857142858,0.062200956937799,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/10",NA,NA,NA,99.256,100.632,NA,NA,NA,4.3,0.313714602998334,NA,8.39,3.5,0,NA,-0.0133008718068062,-0.0417515274949084,0.0504413619167718,NA,0.0153846153846153,-0.00461538461538458,0.02,0.0571428571428572,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/11",NA,NA,NA,99.675,101.037,NA,NA,NA,4.2,0.396421968177912,NA,8.39,3.5,-0.00854700854700852,NA,0.00197003411956675,-0.0249280920421859,0.0184501845018448,NA,0.0153583617747439,0,0.0154355016538037,0.054373522458629,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975/12",NA,NA,NA,100.024,101.344,NA,NA,NA,4.2,0.378978861150621,NA,8.29,3.5,-0.00854700854700852,NA,-0.0249892768797776,-0.0100300902708126,0.124839124839125,NA,0.0187713310580204,0.0220125786163521,-0.00325732899022801,0.054373522458629,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/01",NA,NA,NA,100.281,101.557,NA,NA,NA,4.1,0.401851713581722,NA,8.09,3.5,-0.00854700854700852,NA,-0.0571505018245579,0.108395324123273,0.191400832177531,NA,0.0273504273504275,0.0466988727858293,-0.0191082802547771,0.0514018691588787,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/02",NA,NA,NA,100.446,101.679,NA,NA,NA,4.2,0.278071275071633,NA,7.89,3.5,0.121739130434783,NA,-0.101899517698396,0.064143007360673,0.175693527080581,NA,0.034364261168385,0.0621931260229134,-0.0262329485834207,0.0533642691415313,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/03",NA,NA,NA,100.547,101.73,NA,NA,NA,4.1,0.146677145044936,NA,7.59,3.5,0.121739130434783,NA,-0.147452393206382,0.133695652173913,0.194331983805668,NA,0.0307692307692307,0.0639344262295083,-0.0322916666666666,0.0509259259259258,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/04",NA,NA,NA,100.602,101.743,NA,NA,NA,4.1,0.155178571428572,NA,7.59,3.5,0.121739130434783,NA,-0.163863049454364,0.139890710382514,0.180327868852459,NA,0.0359589041095891,0.0738916256157636,-0.0354535974973932,0.0482758620689656,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/05",NA,NA,NA,100.619,101.735,NA,NA,NA,4,0.0653658158119328,NA,7.79,3.5,0.135964912280702,NA,-0.180782483049906,0.142094017094017,0.202113606340819,NA,0.0410256410256411,0.0821018062397374,-0.0385015608740894,0.0457665903890161,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/06",NA,NA,NA,100.605,101.698,NA,NA,NA,4,0.11567854061383,NA,7.99,3.5,0.135964912280702,NA,-0.185377055304375,0.106694560669456,0.205958549222798,NA,0.0461538461538462,0.09688013136289,-0.0468262226847035,0.0409090909090908,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/07",NA,NA,NA,100.563,101.622,NA,NA,NA,3.9,0.0934480584202924,NA,8.09,3.5,0.135964912280702,NA,-0.171261212603774,0.16259298618491,0.261154855643045,NA,0.0459965928449744,0.0936995153473346,-0.0442571127502634,0.038548752834467,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/08",NA,NA,NA,100.488,101.499,NA,NA,NA,3.9,-0.0023184799819046,NA,8.09,3.5,0.143478260869565,NA,-0.125411569293838,0.191239316239316,0.258663366336634,NA,0.0475382003395586,0.066350710900474,-0.0171858216970998,0.0431818181818182,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/09",NA,NA,NA,100.388,101.325,NA,NA,NA,3.9,0.0634556112890552,NA,7.89,3.5,0.143478260869565,NA,-0.120882438247672,0.245726495726496,0.175891758917589,NA,0.047457627118644,0.0530421216848675,-0.00542888165038002,0.0337837837837838,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/10",NA,NA,NA,100.268,101.111,NA,NA,NA,3.8,0.0747695527915309,NA,7.79,3.5,0.143478260869565,NA,-0.107635739081002,0.211477151965994,0.172869147659064,NA,0.0404040404040404,0.0324574961360122,0.00871459694989096,0.0360360360360361,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/11",NA,NA,NA,100.135,100.872,NA,NA,NA,3.8,-0.0871811129345069,NA,7.39,3.5,0.168965517241379,NA,-0.121078782638564,0.101278269419862,0.160628019323672,NA,0.0386554621848738,0.0325077399380806,0.00651465798045603,0.0358744394618835,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976/12",NA,NA,NA,99.99,100.618,NA,NA,NA,3.8,-0.0955861431213545,NA,7.29,3.5,0.168965517241379,NA,-0.108165602024828,0.108409321175279,0.135011441647597,NA,0.0385259631490786,0.0292307692307694,0.00871459694989096,0.0358744394618835,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/01",NA,NA,NA,99.837,100.365,NA,NA,NA,3.8,-0.0851841988459832,NA,6.99,3.5,0.168965517241379,NA,-0.0997282936843376,0.0690316395014383,0.112922002328289,NA,0.0249584026622296,0.0338461538461539,-0.00865800865800881,0.04,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/02",NA,NA,NA,99.687,100.146,NA,NA,NA,3.8,-0.0976459873191579,NA,6.99,3.5,0.12015503875969,NA,-0.0835537148844868,0.111660079051384,0.0910112359550563,NA,0.0282392026578073,0.0431432973805854,-0.0140086206896551,0.0374449339207048,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/03",NA,NA,NA,99.54,99.955,NA,NA,NA,3.8,-0.126403655214832,NA,6.79,3.5,0.12015503875969,NA,-0.0635536346179781,0.108341323106424,0.12090395480226,NA,0.0298507462686568,0.0523882896764252,-0.0204520990312165,0.0374449339207048,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/04",NA,NA,NA,99.406,99.8,NA,NA,NA,3.9,-0.119510142388485,NA,6.57,3.5,0.12015503875969,NA,-0.0312502075598271,0.0882070949185043,0.0491452991452992,NA,0.0297520661157025,0.0458715596330275,-0.0162162162162162,0.0350877192982457,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/05",NA,NA,NA,99.303,99.686,NA,NA,NA,4,0.00739176346356918,NA,6.61,3.5,0.115830115830116,NA,-0.00681093548605938,0.0664172123479889,0.0615384615384615,NA,0.0213464696223318,0.0394537177541729,-0.0173160173160174,0.0371991247264769,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/06",NA,NA,NA,99.245,99.609,NA,NA,NA,4,-0.0135704947614576,NA,6.64,3.5,0.115830115830116,NA,-0.0133459217048252,0.120982986767486,0.0923737916219118,NA,0.0196078431372548,0.0149700598802396,0.00436681222707436,0.037117903930131,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/07",NA,NA,NA,99.235,99.576,NA,NA,NA,4,-0.0159985117663471,NA,6.49,3.5,0.115830115830116,NA,-0.015607468472645,0.0329067641681902,0.0697190426638918,NA,0.0162866449511401,-0.00738552437223039,0.0242557883131203,0.037117903930131,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/08",NA,NA,NA,99.272,99.589,NA,NA,NA,4,0.00899317954240586,NA,6.21,3.5,0.0859315589353611,NA,-0.0327979257164023,0.0547085201793722,-0.00491642084562449,NA,0.00972447325769843,-0.0103703703703704,0.019672131147541,0.0370370370370372,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/09",NA,NA,NA,99.338,99.626,NA,NA,NA,4,0.0318425489193235,NA,6.24,3.5,0.0859315589353611,NA,-0.0371938943838835,0.00428816466552329,0.0533472803347279,NA,0.00970873786407767,-0.0103703703703704,0.0196506550218343,0.0392156862745099,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/10",NA,NA,NA,99.421,99.665,NA,NA,NA,3.9,0.0087077021029569,NA,6.2,3.5,0.0859315589353611,NA,-0.0273658814280681,0.0807017543859649,0.030706243602866,NA,0.0113268608414241,-0.00149700598802383,0.0118790496760259,0.0369565217391306,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/11",NA,NA,NA,99.505,99.682,NA,NA,NA,3.9,0.136632004739627,NA,6.2,3.5,0.0361356932153392,NA,-0.0209349648276421,0.05,0.0582726326742977,NA,0.0129449838187703,-0.00299850074962527,0.0161812297734627,0.0367965367965366,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977/12",NA,NA,NA,99.585,99.666,NA,NA,NA,3.9,0.101736240832137,NA,6.12,3,0.0361356932153392,NA,-0.0167983188166849,0.093235831809872,0.0413306451612903,NA,0.00806451612903225,-0.0149476831091181,0.0237580993520519,0.0367965367965366,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/01",NA,NA,NA,99.656,99.62,NA,NA,NA,3.8,0.0702350224154329,NA,5.92,3,0.0361356932153392,NA,0.00502337310449819,0.0457399103139013,0.0533472803347279,NA,0.0146103896103895,-0.0312500000000001,0.0480349344978166,0.02991452991453,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/02",NA,NA,NA,99.735,99.587,NA,NA,NA,3.9,0.0725557561288068,NA,5.81,3,-0.0276816608996538,NA,0.0161843573898131,0.0275555555555556,0.0267765190525231,NA,0.012924071082391,-0.050221565731167,0.0666666666666667,0.0276008492569002,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/03",NA,NA,NA,99.843,99.613,NA,NA,NA,3.9,0.108323945928549,NA,5.65,3,-0.0311418685121106,NA,0.0463052498028325,0.0259515570934254,0.00504032258064524,NA,0.00805152979066026,-0.0585651537335286,0.0692307692307692,0.0276008492569002,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/04",NA,NA,NA,99.985,99.722,NA,NA,NA,3.8,0.0754540311725804,NA,5.76,3,-0.0346020761245674,NA,0.0542460268487666,0.0493392070484582,0.0519348268839104,NA,0.00802568218298561,-0.0599415204678364,0.0725274725274725,0.0296610169491525,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978/05",NA,NA,NA,100.148,99.913,NA,NA,NA,3.9,-0.0383141762452108,NA,5.97,3,-0.0429065743944637,NA,0.0310711309645779,0.0228070175438597,0.0424430641821947,NA,0.012861736334405,-0.0525547445255473,0.0693832599118942,0.0274261603375527,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
