"","X2005.11.22","X2006.01.24","X2006.02.20","X2006.03.20","X2006.04.24","X2006.05.24","X2006.06.21","X2006.07.21","X2006.08.22","X2006.09.20","X2006.10.20","X2006.11.22","X2006.12.20","X2007.01.22","X2007.02.23","X2007.03.23","X2007.04.23","X2007.05.23","X2007.06.21","X2007.07.20","X2007.08.21","X2007.09.21","X2007.10.23","X2007.11.21","X2007.12.19","X2008.01.21","X2008.02.20","X2008.03.25","X2008.04.21","X2008.05.21","X2008.06.25","X2008.07.21","X2008.08.22","X2008.09.24","X2008.10.21","X2008.11.25","X2008.12.19","X2009.01.23","X2009.02.25","X2009.03.31","X2009.04.24","X2009.05.25","X2009.06.25","X2009.07.24","X2009.08.25","X2009.09.25","X2009.10.23","X2009.11.25","X2009.12.21","X2010.01.25","X2010.02.25","X2010.03.24","X2010.04.23","X2010.05.25","X2010.06.25","X2010.07.23","X2010.08.25","X2010.09.23","X2010.10.22","X2010.11.25","X2010.12.21","X2011.01.25","X2011.02.24","X2011.03.24","X2011.04.21","X2011.05.24","X2011.06.21","X2011.07.21","X2011.08.25","X2011.09.21","X2011.10.25","X2011.11.23","X2011.12.20","X2012.01.24","X2012.02.22","X2012.03.23","X2012.04.23","X2012.05.25","X2012.06.25","X2012.07.25","X2012.08.24","X2012.09.25","X2012.10.25","X2012.11.23","X2012.12.21","X2013.01.25","X2013.02.25","X2013.03.25","X2013.04.25","X2013.05.23","X2013.06.25","X2013.07.25","X2013.08.23","X2013.09.26","X2013.10.25","X2013.11.25","X2013.12.20","X2014.01.23","X2014.02.24","X2014.03.24","X2014.04.25","X2014.05.22","X2014.06.25","X2014.07.25","X2014.08.25","X2014.09.25","X2014.10.23","X2014.11.24","X2014.12.19","X2015.01.23","X2015.02.25","X2015.03.25","X2015.04.24","X2015.05.22","X2015.06.24"
"2007-12","","","","","","","","","","","","","","","","","","","","","","","","","","","71288","71049","71049","71049","71049","71049","71709","71709","71709","71709","71700","71700","71700","74592","74592","74592","74592","74592","74592","74592","74720","74720","74806","72724","72724","72724","72724","72724","72724","72724","72690","72929","72929","72929","72929","72929","72929","72929","72929","72929","72922","72922","73275","73275","73275","73275","73275","73275","73054","73054","73054","73054","72167","72164","72164","72177","72177","72177","72177","72177","72177","72195","72195","72195","72195","72195","72182","72182","72182","72182","72178","72178","72178","72178","72178","72178","72178","72178","72178","72178","72178","72178","72185","72185","72185","72185","72185","72185","72185"
"2008-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","78961","79011","79011","79011","79011","77175","77175","77175","77175","77158","77158","77158","79974","79974","79974","79974","79974","79974","79974","80146","80146","80265","78801","78801","78801","78801","78801","78801","78801","78750","78916","78916","78916","78916","78916","78916","78916","78916","78916","78927","78927","78864","78864","78864","78864","78864","78864","78971","78971","78971","78971","78805","78816","78816","78820","78820","78820","78820","78820","78820","78795","78795","78795","78795","78795","78772","78772","78772","78772","78768","78768","78768","78768","78768","78768","78768","78768","78768","78768","78768","78768","78778","78778","78778","78778","78778","78778","78778"
"2008-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80952","81168","81168","81168","78648","78648","78648","78648","78678","78678","78678","79814","79814","79814","79814","79814","79814","79814","79979","79979","80010","79542","79542","79542","79542","79542","79542","79542","79548","79589","79589","79589","79589","79589","79589","79589","79589","79589","79584","79584","79322","79322","79322","79322","79322","79322","79298","79298","79298","79298","79167","79174","79174","79171","79171","79171","79171","79171","79171","79157","79157","79157","79157","79157","79149","79149","79149","79149","79145","79145","79145","79145","79145","79145","79145","79145","79145","79145","79145","79145","79157","79157","79157","79157","79157","79157","79157"
"2008-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67926","68020","68020","68830","68830","68830","68830","70602","71116","71116","69734","69734","69734","69734","69734","69734","69734","69702","69702","69710","71766","71766","71766","71766","71766","71766","71766","71806","71520","71520","71520","71520","71520","71520","71520","71520","71520","71503","71503","70149","70149","70149","70149","70149","70149","70435","70435","70435","70435","70545","70555","70555","70553","70553","70553","70553","70553","70553","70554","70554","70554","70554","70554","70554","70554","70554","70554","70549","70549","70549","70549","70549","70549","70549","70549","70549","70549","70549","70549","70561","70561","70561","70561","70561","70561","70561"
"2008-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65537","65526","66258","66258","66258","66258","68052","68477","68477","67787","67787","67787","67787","67787","67787","67787","67056","67056","67014","67428","67428","67428","67428","67428","67428","67428","67475","67214","67214","67214","67214","67214","67214","67214","67214","67214","67206","67206","67306","67306","67306","67306","67306","67306","67111","67111","67111","67111","66937","66946","66946","66938","66938","66938","66938","66938","66938","66945","66945","66945","66945","66945","66949","66949","66949","66949","66947","66947","66947","66947","66947","66947","66947","66947","66947","66947","66947","66947","66948","66948","66948","66948","66948","66948","66948"
"2008-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66763","67659","67659","67659","67659","69449","69838","69838","68467","68467","68467","68467","68467","68467","68467","68266","68266","68221","68501","68501","68501","68501","68501","68501","68501","68541","68329","68329","68329","68329","68329","68329","68329","68329","68329","68327","68327","68338","68338","68338","68338","68338","68338","68256","68256","68256","68256","68420","68424","68424","68406","68406","68406","68406","68406","68406","68422","68422","68422","68422","68422","68447","68447","68447","68447","68448","68448","68448","68448","68448","68448","68448","68448","68448","68448","68448","68448","68446","68446","68446","68446","68446","68446","68446"
"2008-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65864","65830","65830","65830","67625","67946","67946","67602","67602","67602","67602","67602","67602","67602","67514","67514","67473","68160","68160","68160","68160","68160","68160","68160","68176","68152","68152","68152","68152","68152","68152","68152","68152","68152","68155","68155","68383","68383","68383","68383","68383","68383","68435","68435","68435","68435","68482","68482","68482","68463","68463","68463","68463","68463","68463","68439","68439","68439","68439","68439","68459","68459","68459","68459","68467","68467","68467","68467","68467","68467","68467","68467","68467","68467","68467","68467","68458","68458","68458","68458","68458","68458","68458"
"2008-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64055","63976","63976","65600","65957","65957","65655","65655","65655","65655","65655","65655","65655","66219","66219","66187","66907","66907","66907","66907","66907","66907","66907","66898","66898","66898","66898","66898","66898","66898","66898","66898","66898","66898","66898","67102","67102","67102","67102","67102","67102","66797","66797","66797","66797","66884","66886","66886","66885","66885","66885","66885","66885","66885","66876","66876","66876","66876","66876","66873","66873","66873","66873","66881","66881","66881","66881","66881","66881","66881","66881","66881","66881","66881","66881","66868","66868","66868","66868","66868","66868","66868"
"2008-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67664","67757","69535","70013","70013","69020","69020","69020","69020","69020","69020","69020","69204","69204","69187","69087","69087","69087","69087","69087","69087","69087","69085","69085","69085","69085","69085","69085","69085","69085","69085","69085","69088","69088","69280","69280","69280","69280","69280","69280","69233","69233","69233","69233","69240","69227","69227","69231","69231","69231","69231","69231","69231","69223","69223","69223","69223","69223","69236","69236","69236","69236","69241","69241","69241","69241","69241","69241","69241","69241","69241","69241","69241","69241","69226","69226","69226","69226","69226","69226","69226"
"2008-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65668","67179","67571","67571","67046","67046","67046","67046","67046","67046","67046","67268","67268","67242","67492","67492","67492","67492","67492","67492","67492","67479","67526","67526","67526","67526","67526","67526","67526","67526","67526","67538","67538","67938","67938","67938","67938","67938","67938","68044","68044","68044","68044","68114","68109","68109","68109","68109","68109","68109","68109","68109","68082","68082","68082","68082","68082","68077","68077","68077","68077","68080","68080","68080","68080","68080","68080","68080","68080","68080","68080","68080","68080","68068","68068","68068","68068","68068","68068","68068"
"2008-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66589","66745","66745","66519","66519","66519","66519","66519","66519","66519","66788","66788","66756","67069","67069","67069","67069","67069","67069","67069","67051","67034","67034","67034","67034","67034","67034","67034","67034","67034","67031","67031","67169","67169","67169","67169","67169","67169","67106","67106","67106","67106","67263","67255","67255","67264","67264","67264","67264","67264","67264","67248","67248","67248","67248","67248","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243","67243"
"2008-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66689","66704","66480","66480","66480","66480","66480","66480","66480","66701","66701","66720","66499","66499","66499","66499","66499","66499","66499","66472","66472","66472","66472","66472","66472","66472","66472","66472","66472","66487","66487","66909","66909","66909","66909","66909","66909","66794","66794","66794","66794","67036","67022","67022","67041","67041","67041","67041","67041","67041","67044","67044","67044","67044","67044","67035","67035","67035","67035","67032","67032","67032","67032","67032","67032","67032","67032","67032","67032","67032","67032","67036","67036","67036","67036","67036","67036","67036"
"2008-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67704","70144","70144","70144","70144","70144","70144","70144","69937","69937","70028","67995","67995","67995","67995","67995","67995","67995","67961","68325","68325","68325","68325","68325","68325","68325","68325","68325","68317","68317","68635","68635","68635","68635","68635","68635","69149","69149","69149","69149","69064","69060","69060","69072","69072","69072","69072","69072","69072","69120","69120","69120","69120","69120","69106","69106","69106","69106","69100","69100","69100","69100","69100","69100","69100","69100","69100","69100","69100","69100","69110","69110","69110","69110","69110","69110","69110"
"2009-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64939","64814","64814","64814","64814","64814","64814","65114","65114","65217","63887","63887","63887","63887","63887","63887","63887","63841","64042","64042","64042","64042","64042","64042","64042","64042","64042","64052","64052","63974","63974","63974","63974","63974","63974","64331","64331","64331","64331","64361","64369","64369","64382","64382","64382","64382","64382","64382","64397","64397","64397","64397","64397","64378","64378","64378","64378","64372","64372","64372","64372","64372","64372","64372","64372","64372","64372","64372","64372","64386","64386","64386","64386","64386","64386","64386"
"2009-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66001","65987","65987","65987","65987","65987","66280","66280","66306","65685","65685","65685","65685","65685","65685","65685","65690","65667","65667","65667","65667","65667","65667","65667","65667","65667","65662","65662","65368","65368","65368","65368","65368","65368","65472","65472","65472","65472","65563","65570","65570","65568","65568","65568","65568","65568","65568","65572","65572","65572","65572","65572","65563","65563","65563","65563","65559","65559","65559","65559","65559","65559","65559","65559","65559","65559","65559","65559","65574","65574","65574","65574","65574","65574","65574"
"2009-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67654","67730","67730","67730","67730","67192","67192","70193","72042","72042","72042","72042","72042","72042","72042","72084","71877","71877","71877","71877","71877","71877","71877","71877","71877","71857","71857","70340","70340","70340","70340","70340","70340","70088","70088","70088","70088","69632","69643","69643","69640","69640","69640","69640","69640","69640","69621","69621","69621","69621","69621","69620","69620","69620","69620","69613","69613","69613","69613","69613","69613","69613","69613","69613","69613","69613","69613","69628","69628","69628","69628","69628","69628","69628"
"2009-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67842","67825","67825","67825","67043","67043","69886","70154","70154","70154","70154","70154","70154","70154","70208","69994","69994","69994","69994","69994","69994","69994","69994","69994","69985","69985","70042","70042","70042","70042","70042","70042","69916","69916","69916","69916","69597","69609","69609","69596","69596","69596","69596","69596","69596","69591","69591","69591","69591","69591","69598","69598","69598","69598","69593","69593","69593","69593","69593","69593","69593","69593","69593","69593","69593","69593","69597","69597","69597","69597","69597","69597","69597"
"2009-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65928","66005","66005","65791","65791","68582","68868","68868","68868","68868","68868","68868","68868","68913","68707","68707","68707","68707","68707","68707","68707","68707","68707","68705","68705","68652","68652","68652","68652","68652","68652","68572","68572","68572","68572","68756","68761","68761","68734","68734","68734","68734","68734","68734","68724","68724","68724","68724","68724","68751","68751","68751","68751","68752","68752","68752","68752","68752","68752","68752","68752","68752","68752","68752","68752","68753","68753","68753","68753","68753","68753","68753"
"2009-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65329","65372","65304","65304","68215","68977","68977","68977","68977","68977","68977","68977","68994","68994","68994","68994","68994","68994","68994","68994","68994","68994","68998","68998","69198","69198","69198","69198","69198","69198","69248","69248","69248","69248","69381","69381","69381","69357","69357","69357","69357","69357","69357","69361","69361","69361","69361","69361","69387","69387","69387","69387","69399","69399","69399","69399","69399","69399","69399","69399","69399","69399","69399","69399","69386","69386","69386","69386","69386","69386","69386"
"2009-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63922","64581","64581","67240","68055","68055","68055","68055","68055","68055","68055","68044","68044","68044","68044","68044","68044","68044","68044","68044","68044","68042","68042","68243","68243","68243","68243","68243","68243","67903","67903","67903","67903","67990","67992","67992","67995","67995","67995","67995","67995","67995","67990","67990","67990","67990","67990","67981","67981","67981","67981","67992","67992","67992","67992","67992","67992","67992","67992","67992","67992","67992","67992","67974","67974","67974","67974","67974","67974","67974"
"2009-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67695","67714","70703","70618","70618","70618","70618","70618","70618","70618","70614","70614","70614","70614","70614","70614","70614","70614","70614","70614","70618","70618","70871","70871","70871","70871","70871","70871","70784","70784","70784","70784","70854","70838","70838","70843","70843","70843","70843","70843","70843","70848","70848","70848","70848","70848","70864","70864","70864","70864","70871","70871","70871","70871","70871","70871","70871","70871","70871","70871","70871","70871","70846","70846","70846","70846","70846","70846","70846"
"2009-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65941","68612","69058","69058","69058","69058","69058","69058","69058","69045","69068","69068","69068","69068","69068","69068","69068","69068","69068","69080","69080","69500","69500","69500","69500","69500","69500","69603","69603","69603","69603","69679","69673","69673","69671","69671","69671","69671","69671","69671","69677","69677","69677","69677","69677","69671","69671","69671","69671","69673","69673","69673","69673","69673","69673","69673","69673","69673","69673","69673","69673","69657","69657","69657","69657","69657","69657","69657"
"2009-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67644","68260","68260","68260","68260","68260","68260","68260","68240","68246","68246","68246","68246","68246","68246","68246","68246","68246","68243","68243","68316","68316","68316","68316","68316","68316","68253","68253","68253","68253","68329","68319","68319","68334","68334","68334","68334","68334","68334","68347","68347","68347","68347","68347","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338","68338"
"2009-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68588","68573","68573","68573","68573","68573","68573","68547","68634","68634","68634","68634","68634","68634","68634","68634","68634","68651","68651","69047","69047","69047","69047","69047","69047","68640","68640","68640","68640","68594","68576","68576","68596","68596","68596","68596","68596","68596","68596","68596","68596","68596","68596","68585","68585","68585","68585","68581","68581","68581","68581","68581","68581","68581","68581","68581","68581","68581","68581","68586","68586","68586","68586","68586","68586","68586"
"2009-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67289","67201","67201","67201","67201","67201","67168","67633","67633","67633","67633","67633","67633","67633","67633","67633","67624","67624","67940","67940","67940","67940","67940","67940","68900","68900","68900","68900","69165","69159","69159","69174","69174","69174","69174","69174","69174","69163","69163","69163","69163","69163","69148","69148","69148","69148","69141","69141","69141","69141","69141","69141","69141","69141","69141","69141","69141","69141","69152","69152","69152","69152","69152","69152","69152"
"2010-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57632","57593","57593","57593","57593","57545","57784","57784","57784","57784","57784","57784","57784","57784","57784","57795","57795","57661","57661","57661","57661","57661","57661","58103","58103","58103","58103","58211","58222","58222","58243","58243","58243","58243","58243","58243","58698","58698","58698","58698","58698","58679","58679","58704","58704","58874","58874","58874","58874","58850","58962","58741","58830","58806","58806","58806","58806","58825","58825","58825","58825","58825","58687","58737"
"2010-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57103","57519","57519","57519","57522","57476","57476","57476","57476","57476","57476","57476","57476","57476","57472","57472","57117","57117","57117","57117","57117","57117","57219","57219","57219","57219","57469","57478","57478","57476","57476","57476","57476","57476","57476","57838","57838","57838","57838","57838","57830","57830","58126","58126","57989","57989","57989","57989","57866","57739","57562","58048","58023","58023","58023","58023","58039","58039","58039","58039","58039","58178","58498"
"2010-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69073","69147","69142","69187","68974","68974","68974","71471","71500","71500","71500","71500","71500","71479","71479","70037","70037","70037","70037","70037","70037","69574","69574","69574","69574","69052","69066","69066","69060","69060","69060","69060","69060","69060","69175","69175","69175","69175","69175","69176","69176","69644","69644","70429","70429","70429","70429","70331","69444","69488","69532","69508","69508","69508","69508","69526","69526","69526","69526","69526","69237","68695"
"2010-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70680","70677","70734","70446","70446","70446","72920","72921","72921","72921","72921","72921","72911","72911","72967","72967","72967","72967","72967","72967","72819","72819","72819","72819","72480","72495","72495","72479","72479","72479","72479","72479","72479","72743","72743","72743","72743","72743","72753","72753","72630","72630","72314","72314","72314","72314","72314","72334","73038","72422","72471","72471","72471","72471","72474","72474","72474","72474","72474","72381","72307"
"2010-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69171","69233","69036","69036","69036","71481","71480","71480","71480","71480","71480","71480","71480","71325","71325","71325","71325","71325","71325","71285","71285","71285","71285","71411","71418","71418","71380","71380","71380","71380","71380","71380","71337","71337","71337","71337","71337","71366","71366","71292","71292","71163","71163","71163","71163","71188","71144","71144","71408","71482","71482","71482","71482","71482","71482","71482","71482","71482","71370","71443"
"2010-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68313","68300","68300","68300","70759","70766","70766","70766","70766","70766","70772","70772","70993","70993","70993","70993","70993","70993","71020","71020","71020","71020","71152","71151","71151","71118","71118","71118","71118","71118","71118","71015","71015","71015","71015","71015","71049","71049","71024","71024","70776","70776","70776","70776","70776","70732","70776","70908","70908","70908","70908","70908","70894","70894","70894","70894","70894","70670","70719"
"2010-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68979","68989","68989","71290","71277","71277","71277","71277","71277","71276","71276","71434","71434","71434","71434","71434","71434","71075","71075","71075","71075","71121","71124","71124","71128","71128","71128","71128","71128","71128","70859","70859","70859","70859","70859","70846","70846","70650","70650","70402","70402","70402","70402","70426","70495","70539","70583","70583","70583","70583","70583","70556","70556","70556","70556","70556","70654","70679"
"2010-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68728","68748","71235","71232","71232","71232","71232","71232","71240","71240","71512","71512","71512","71512","71512","71512","71404","71404","71404","71404","71456","71435","71435","71442","71442","71442","71442","71442","71442","71359","71359","71359","71359","71359","71378","71378","71232","71232","70890","70890","70890","70890","70963","71225","71269","71225","71225","71225","71225","71225","71189","71189","71189","71189","71189","71326","71399"
"2010-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68525","70811","70815","70815","70815","70815","70815","70828","70828","71304","71304","71304","71304","71304","71304","71405","71405","71405","71405","71480","71473","71473","71470","71470","71470","71470","71470","71470","70966","70966","70966","70966","70966","70957","70957","70883","70883","70756","70756","70756","70756","70756","70931","70931","70931","70931","70931","70931","70931","70907","70907","70907","70907","70907","70974","71072"
"2010-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72733","72895","72895","72895","72895","72895","72888","72888","72921","72921","72921","72921","72921","72921","72859","72859","72859","72859","72878","72865","72865","72887","72887","72887","72887","72887","72887","72541","72541","72541","72541","72541","72530","72530","72506","72506","72853","72853","72853","72853","72926","72970","72752","72839","72839","72839","72839","72839","72842","72842","72842","72842","72842","72953","72807"
"2010-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71688","71695","71695","71695","71695","71716","71716","72168","72168","72168","72168","72168","72168","71604","71604","71604","71604","71418","71396","71396","71417","71417","71417","71417","71417","71417","70894","70894","70894","70894","70894","70883","70883","70858","70858","70983","70983","70983","70983","70958","71331","71287","71113","71088","71088","71088","71088","71097","71097","71097","71097","71097","71358","71455"
"2010-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54291","54346","54346","54346","54337","54337","54670","54670","54670","54670","54670","54670","55922","55922","55922","55922","56447","56441","56441","56455","56455","56455","56455","56455","56455","56669","56669","56669","56669","56669","56655","56655","56582","56582","56749","56749","56749","56749","56652","56546","56199","56069","56020","56020","56020","56020","56031","56031","56031","56031","56031","56185","56088"
"2011-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72892","73195","73195","73208","73208","73021","73021","73021","73021","73021","73021","73454","73454","73454","73454","73443","73459","73459","73494","73494","73494","73494","73494","73494","74132","74132","74132","74132","74132","74109","74109","74109","74109","74359","74359","74359","74359","74335","74205","73989","74292","74267","74267","74267","74267","74300","74300","74300","74300","74300","74102","74127"
"2011-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75660","75640","75633","75633","75122","75122","75122","75122","75122","75122","75223","75223","75223","75223","75445","75458","75458","75458","75458","75458","75458","75458","75458","75802","75802","75802","75802","75802","75792","75792","76131","76131","76038","76038","76038","76038","75869","75571","75355","76090","76066","76066","76066","76066","76095","76095","76095","76095","76095","76346","76612"
"2011-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76870","76852","76852","75512","75512","75512","75512","79715","79673","79180","79180","79180","79180","78857","78876","78876","78867","78867","78867","78867","78867","78867","78984","78984","78984","78984","78984","78984","78984","79587","79587","80397","80397","80397","80397","80276","79402","79402","79316","79268","79268","79268","79268","79293","79293","79293","79293","79293","78961","78623"
"2011-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72935","72946","72962","72962","72962","72962","76983","77033","76887","76887","76887","76887","76532","76551","76551","76530","76530","76530","76530","76530","76530","76795","76795","76795","76795","76795","76807","76807","76686","76686","76332","76332","76332","76332","76332","76351","77128","76437","76509","76509","76509","76509","76513","76513","76513","76513","76513","76398","76325"
"2011-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72953","72814","72814","72814","72814","76840","76945","76789","76789","76789","76789","76929","76941","76941","76891","76891","76891","76891","76891","76891","76733","76733","76733","76733","76733","76765","76765","76693","76693","76567","76567","76567","76567","76567","76438","76481","76869","77013","77013","77013","77013","77014","77014","77014","77014","77014","76861","76910"
"2011-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70043","70117","70117","70117","73768","73927","74033","74033","74033","74033","74185","74185","74185","74145","74145","74145","74145","74145","74145","74010","74010","74010","74010","74010","74050","74050","73953","73953","73627","73627","73627","73627","73675","73675","73718","73804","73780","73780","73780","73780","73768","73768","73768","73768","73768","73547","73547"
"2011-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72719","72812","72812","76805","76984","76609","76609","76609","76609","76638","76638","76638","76646","76646","76646","76646","76646","76646","76369","76369","76369","76369","76369","76349","76349","76084","76084","75759","75759","75759","75759","75808","75961","76004","76047","76047","76047","76047","76047","76010","76010","76010","76010","76010","76044","76044"
"2011-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71610","71570","75593","75705","75576","75576","75576","75576","75588","75560","75560","75570","75570","75570","75570","75570","75570","75570","75570","75570","75570","75570","75594","75594","75401","75401","75066","75066","75066","75066","75138","75419","75462","75419","75419","75419","75419","75419","75369","75369","75369","75369","75369","75588","75637"
"2011-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70552","74379","74594","74734","74734","74734","74734","74752","74742","74742","74740","74740","74740","74740","74740","74740","74218","74218","74218","74218","74218","74207","74207","74135","74135","73966","73966","73966","73966","73966","74181","74181","74138","74114","74114","74114","74114","74081","74081","74081","74081","74081","74215","74311"
"2011-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75357","75648","75648","75648","75648","75648","75651","75635","75635","75663","75663","75663","75663","75663","75663","75269","75269","75269","75269","75269","75255","75255","75231","75231","75659","75659","75659","75659","75755","75841","75626","75626","75602","75602","75602","75602","75609","75609","75609","75609","75609","75786","75665"
"2011-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78803","78121","78121","78121","78121","77859","77833","77833","77857","77857","77857","77857","77857","77857","77299","77299","77299","77299","77299","77286","77286","77238","77238","77402","77402","77402","77402","77402","77813","77813","77598","77598","77598","77598","77598","77610","77610","77610","77610","77610","77843","77963"
"2011-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73019","73040","73040","73040","73743","73736","73736","73754","73754","73754","73754","73754","73754","73969","73969","73969","73969","73969","73949","73949","73853","73853","74058","74058","74058","74058","73914","73767","73252","73124","73052","73052","73052","73052","73068","73068","73068","73068","73068","73306","73186"
"2012-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76422","76275","76275","76133","76156","76156","76198","76198","76198","76198","76198","76198","76802","76802","76802","76802","76802","76777","76777","76753","76753","77042","77042","77042","77042","76994","76566","76438","77080","77032","77032","77032","77032","77074","77074","77074","77074","77074","76883","76883"
"2012-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63514","63456","63715","63728","63728","63727","63727","63727","63727","63727","63727","64077","64077","64077","64077","64077","64066","64066","64473","64473","64340","64340","64340","64340","64125","63642","63471","64411","64363","64363","64363","64363","64391","64391","64391","64391","64391","64797","64965"
"2012-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77122","77129","77148","77148","77139","77139","77139","78331","78387","78387","78571","78571","78571","78571","78571","78573","78573","79267","79267","80024","80024","80024","80024","79928","79277","79192","78850","78802","78802","78802","78802","78829","78829","78829","78829","78829","78319","78056"
