,zew  ,esi eu,esi ger,cli eur,cli ger,cons conf,gfk,bus exp,ip,u,dax,eur stox,gold,long rate,short rate,oil,wholesale,retail sales,manuf order,constr order,m0,m1,m2,m3,usd,eer,tot,cpi,prod,empl
15/09/1996,71,96.9,96.6,99.183,99.893,-20.1,,101.6,77.4,10.5,2532.88,1602.57,386.8,6.23,2.5,22.7,95.4,104.8,67.1,301.8,151.1,405.5,1068.1,1112.8,1.30363,111.13,106.2,81.8,67.2,37855
15/10/1996,76.2,100.3,97,99.231,100.004,-19.5,,102.5,76.2,10.6,2655.73,1693.99,378.65,6,2.5,23.47,95.4,102.1,68,277.2,148,409.4,1072.5,1117.1,1.27937,110.06,105.6,81.8,67.1,37843
15/11/1996,74.6,99.9,97.4,99.274,100.089,-19.4,,100.7,77.5,10.7,2683.25,1702.07,377.95,5.86,2.5,22.38,95.5,103.6,67.5,272.5,147.7,430.4,1077,1120.5,1.28656,110.06,105.4,81.7,67.5,37853
15/12/1996,69.3,99.4,97.4,99.329,100.172,-20.6,,99.8,77.3,10.8,2858.6,1825.15,370.85,5.79,2.5,24.3,95.7,102.5,67.3,273.7,156.5,456.8,1084,1126.9,1.26943,109.28,104.8,82,68.1,37835
15/01/1997,70.8,102.6,99.3,99.404,100.272,-19.1,,100.9,76.4,11.3,2888.69,1850.32,369.65,5.79,2.5,23.99,95.7,103.8,68.3,253.5,149,421.7,1095.4,1139.8,1.27112,108.53,104.3,82.7,67.8,37745
15/02/1997,62.3,103,99.1,99.494,100.377,-20.7,,100.6,77.5,11.2,3062.29,2004.32,346.2,5.58,2.5,23.11,95.3,102,68.4,271.6,150.2,423.5,1097.7,1143.1,1.19079,107.12,103.9,82.8,68.6,37793
15/03/1997,65.7,104,100.3,99.598,100.491,-20.3,,100.3,78.5,11.2,3263.86,2080.42,362.75,5.76,2.5,19.22,95,101.6,70.7,249.4,152.1,423.6,1099.5,1143.2,1.15278,106.83,104,82.8,69,37804
15/04/1997,73,103.8,101.8,99.721,100.613,-17.2,,100.9,78.1,11.2,3295.93,2063.22,350.65,5.9,2.5,18.4,95.4,103.3,71.4,243.5,148.7,425.3,1106.8,1151.4,1.17065,105.9,104.4,82.7,69.8,37840
15/05/1997,70.1,106,101.8,99.86,100.732,-16.9,,101.5,77.3,11.4,3438.07,2175.5,341.05,5.8,2.5,18.09,95.2,102.4,70.3,251.5,152.5,429.8,1111.3,1155.7,1.13793,106.13,104.3,82.9,71,37843
15/06/1997,68.1,106.3,101.5,100.019,100.865,-19.6,,101.5,79.9,11.5,3605.62,2250.77,344.05,5.75,2.5,19.33,95.6,103.7,71.6,241.1,159.3,436.9,1113,1157,1.1348,105.26,104.4,83,70.8,37847
15/07/1997,66.9,108.7,102.1,100.185,100.998,-18.9,,103.2,81,11.5,3819.85,2445.8,333.65,5.56,2.5,18.88,96.2,101.9,71.5,250.7,152.8,436.3,1119,1163.8,1.12883,104.5,103.6,83.7,71.1,37879
15/08/1997,66.3,109.1,103.3,100.342,101.113,-17.7,,105.1,78.3,11.6,4408.79,2656.32,324.05,5.66,2.5,19.39,95.2,99.6,72.1,244.5,151.7,435.7,1123,1168.1,1.05755,103.9,103.1,83.8,70.9,37917
15/09/1997,71.9,110.9,103.9,100.483,101.195,-17.5,,107,79.2,11.7,3989.96,2439.92,324.55,5.6,2.5,18.29,95.5,100.9,73.6,241.4,149.7,437.3,1125.9,1170.7,1.08453,104.79,103.9,83.6,70.9,37913
15/10/1997,78.1,110.7,104.2,100.588,101.219,-14.7,,106.5,80.2,11.8,4196.98,2608.01,336.05,5.57,2.5,19.84,96.9,102.6,73.1,246.2,152.5,438.2,1127.8,1172.1,1.10517,105.49,104,83.5,71.1,37926
15/11/1997,68.3,111.6,105.1,100.657,101.195,-15.1,,105,80.5,11.7,3854.07,2392.17,314.35,5.56,2.5,19.54,95.4,101.3,72.5,218.2,154,457.4,1132.2,1176.4,1.13137,106.07,104.4,83.5,71.6,37930
15/12/1997,61.9,113.1,106.3,100.701,101.149,-14.5,,103.7,81.5,11.7,4068.05,2482.43,293.75,5.32,2.5,18.16,95.6,100.6,73.9,236.7,156.8,465,1139.3,1183.8,1.10481,106.81,104.4,83.7,72.2,37885
15/01/1998,49.9,111.8,107.2,100.726,101.086,-13.8,,101.6,82.4,11.7,4249.69,2531.99,289.15,5.12,2.5,16.41,97.5,101.5,74.8,237.7,152.6,443.2,1138.9,1183.6,1.09073,106.77,104.6,83.7,73.8,37932
15/02/1998,40.7,111.9,107.2,100.735,101.005,-13.7,,101.8,82.2,11.6,4522.81,2694.29,302.55,4.99,2.5,15.58,97.9,102.4,74.2,241.5,155.8,447.1,1144.5,1192.1,1.07471,106.24,105.2,83.9,72.9,37986
15/03/1998,51,112.7,108.2,100.725,100.898,-9.7,,102.3,83.3,11.5,4736.74,2929.02,299.65,4.9,2.5,13.51,97.7,104.6,75.7,239.8,153.5,449.5,1150.6,1198.8,1.0812,105.21,105.7,83.8,73.7,38067
15/04/1998,63.6,112.7,109.5,100.684,100.751,-9.4,,102.3,82.6,11.3,5154.21,3196.05,301.15,4.9,2.5,13.86,97.9,101.3,75.5,225.8,152.7,456.7,1160.9,1208.8,1.05902,105.23,106.1,83.9,73.1,38141
15/05/1998,64.2,112.9,109.8,100.62,100.569,-7.6,,103.3,83.1,11.2,5107.44,3195.43,305.95,4.96,2.5,14.88,97.4,102.2,74.4,237.3,153.3,456.4,1160.5,1209.2,1.10066,106.67,106.6,84,74,38204
15/06/1998,68.7,113.3,109.7,100.533,100.356,-6.5,,102.9,82.4,11,5569.08,3357.77,289.2,4.8,2.5,14.26,97.2,100.7,74.5,237.4,155.9,463.5,1166.2,1216,1.10009,107.15,107,84.1,73.3,38271
15/07/1998,68.4,112,110,100.427,100.114,0.4,,102.2,84.1,10.9,5906.85,3464.96,295.65,4.69,2.5,12.38,96.5,103.4,74.6,255,151.7,457,1169.4,1221.2,1.0773,107.47,107.3,84.4,74.2,38356
15/08/1998,58.1,110.4,109.7,100.298,99.847,-2.2,,102.5,82.3,10.8,5758.77,3422.75,284.35,4.42,2.5,12.16,96.9,101.8,72.3,232.4,154,465.4,1181.3,1234.1,1.09718,107.93,107.9,84.2,73.5,38442
15/09/1998,22.8,108.6,108.5,100.153,99.57,-2.6,,99.5,81.7,10.7,4791.81,2950.01,279.05,4.05,2.5,12.37,96.9,101.5,74.5,235.2,151.3,466.9,1184.7,1237.2,1.11881,109.92,108.9,84,73.1,38529
15/10/1998,-6.2,104.9,106.9,100.006,99.299,1.8,,98.9,82.2,10.6,4226.49,2533.07,300.55,4.03,2.5,14.19,95.5,101.8,71.8,221.5,147.9,474.9,1193.4,1247.7,1.1857,110.68,109.4,83.9,73.3,38596
15/11/1998,-17.9,105.3,107.1,99.879,99.067,3,,96.8,81,10.6,4761.15,2952.04,292.35,4.1,2.5,12.36,96.5,105.1,71.1,219.5,152.2,501.4,1202.5,1259.1,1.18522,109.37,109.5,83.9,72.8,38617
15/12/1998,-24.9,105.3,105.8,99.783,98.898,1.5,,95.7,81.5,10.8,4781.73,3056.11,293.15,3.87,2.5,9.87,96.8,102.8,73.2,230.7,156.2,513.4,1226.2,1272,1.16561,109.77,110.1,84,72.6,38627
15/01/1999,-25.1,103.9,106.3,99.721,98.803,2.3,,94.9,82.8,10.7,5002.39,3342.32,287.75,3.72,3,10.48,96.7,102.5,72.2,245.5,158.3,504.3,1242.2,1279.2,1.1743,109.25,109.8,83.9,73.7,38660
15/02/1999,-6.6,103.9,106.3,99.69,98.791,3.7,,94.2,81.3,10.7,5190.82,3597.04,287.65,3.83,3,10.89,95.1,103.4,72.3,235.5,158.5,506.4,1245.5,1284.4,1.1305,108.36,110,84,73.8,38677
15/03/1999,9.2,103.9,106,99.703,98.871,0.3,,94.1,81.8,10.6,4784.31,3441.74,285.85,4.02,3,10.54,98.4,103.9,72.7,225.2,161,505.1,1253.4,1295,1.0934,107.17,109.4,84,74.1,38702
15/04/1999,30.3,102.8,104.7,99.768,99.037,-2.6,,95.5,82.2,10.6,4914.59,3573.6,280.45,3.87,2.5,14.69,95.4,100.7,73.2,231.8,164.8,512.8,1259.9,1308.8,1.0812,106.49,108.6,84.4,74,38573
15/05/1999,45.1,104.1,103.9,99.898,99.292,-2.2,,97,82.9,10.5,5377.56,3776.39,286.55,4.04,2.5,17.02,95.4,101.7,73.6,232.8,163.2,524.7,1269,1324.8,1.0568,106,108.6,84.4,75.5,38689
15/06/1999,56.4,104.4,104.8,100.08,99.604,-3.9,,98.8,82.9,10.5,5021.24,3610.59,267.35,4.34,2.5,14.37,97.1,101.4,75.9,220.9,158.3,535,1279.5,1334,1.0465,105.12,107.8,84.5,75.6,38884
15/07/1999,74.3,105.2,101.9,100.294,99.926,-3.5,,99.9,83.5,10.5,5480.22,3865.54,262.9,4.66,2.5,17.61,98.2,101.5,76.4,240.5,165,530.2,1281,1335,1.0247,105.48,107.2,84.9,75.3,38950
15/08/1999,74,106.3,102,100.515,100.231,-4.3,,102.3,84.3,10.5,5129.5,3633.44,254.05,4.89,2.5,19.57,97.9,102.5,79.7,238.4,164.6,529.4,1284.3,1339.8,1.0662,105.84,106.8,84.8,76.2,39064
15/09/1999,80.7,108.7,101.9,100.725,100.487,-5,,104.8,84,10.5,5317.12,3795.62,254,5.05,2.5,21,98,99.1,78.5,219.7,168.9,535.3,1287.2,1348.2,1.0594,104.67,106.2,84.6,76.4,39107
15/10/1999,82.4,110.6,105.9,100.912,100.69,-4.4,,104.8,84.9,10.5,5124.55,3642.34,307,5.31,2.5,24.03,97.8,102.1,79.1,203.2,173.7,536.2,1291.4,1355,1.0699,104.89,105.8,84.5,76.2,39157
15/11/1999,84.5,111.3,106.6,101.07,100.851,-3.5,,104.7,85,10.4,5524.92,3913.89,289.6,5.05,3,22.09,98.3,102.3,80.1,205.8,166.9,564.3,1299.9,1373.9,1.0493,103.66,104.5,84.7,77.1,39247
15/12/1999,84.4,112.9,108.6,101.198,100.974,-1,,103.3,85.2,10.3,5933.84,4340.699,288.8,5.17,3,24.95,98,103,80.5,197.1,176.7,557.6,1288.8,1363.9,1.0079,102.7,103.3,85,75.9,39401
15/01/2000,89.6,114.3,108.2,101.303,101.076,1.1,,104.2,84.4,10.2,6750.76,4849.219,291,5.54,3,25.73,96.5,102.5,77.4,220,169.3,559.7,1298.5,1371,1.0153,102.77,102.9,85.2,76.4,39593
15/02/2000,85.5,115.3,110.4,101.391,101.163,1.9,,104.5,86.4,10.1,7050.46,4792.039,282.95,5.51,3.25,27.5,100.1,103.9,82.1,196.4,159.4,564.4,1301.4,1374.9,0.9729,101.69,101.9,85.3,78.2,39656
15/03/2000,83.7,115.9,110.2,101.459,101.221,2.1,,105.1,86.6,10.1,7727.93,5235.137,293.5,5.33,3.5,29.91,97.4,102.8,84,212,168.2,560.2,1299.9,1374.7,0.9681,100.41,101.6,85.3,78,39728
15/04/2000,83,116.2,109.9,101.503,101.258,1.4,,104.5,87.7,9.6,7429.22,5118.367,278.5,5.23,3.75,24.32,100.3,103.8,84.8,208.8,165.8,571.4,1302.4,1376.4,0.9564,99.45,102.2,85.3,78.9,39757
15/05/2000,81,117.1,112.5,101.527,101.286,7.6,,104.6,89.7,9.5,7414.68,5303.949,275.25,5.36,3.75,24.1,101.4,103.9,85,191.7,163.4,561.6,1294.5,1370.1,0.9084,98.3,101.1,85.2,80.4,39804
15/06/2000,77.1,115.8,111,101.529,101.29,4.3,,103.7,87.7,9.5,7272.76,5275.199,273.05,5.16,4.25,29.81,99.5,103.4,86.8,190.9,175.7,561,1288.3,1362.6,0.9311,100.17,100.7,85.6,80.5,39827
15/07/2000,71.9,115.6,111.4,101.517,101.277,3.8,,103.9,89.3,9.5,6958.96,5187.008,287.85,5.26,4.25,32.52,98.8,103.1,86.8,191.6,168.6,556.5,1282,1356.9,0.9516,100.11,100.4,86,80.3,39859
15/08/2000,67.7,116.2,112.6,101.488,101.233,6.9,,103.6,90.1,9.5,7145.53,5104.227,277.75,5.2,4.25,27.3,99.5,102.6,87.2,184.5,168.5,547.8,1279.4,1353.8,0.9256,98.35,100,85.8,80.4,39851
15/09/2000,40.8,113.9,110.8,101.437,101.142,2.8,,103.4,90.3,9.4,7344.67,5298.637,277,5.26,4.5,35.35,100,102.1,86.8,171.4,167.1,545.7,1278.5,1349.2,0.9,96.92,98.6,86,81.4,39837
15/10/2000,20.4,115.3,110.7,101.36,100.993,-0.3,,103.7,89.9,9.4,6862.26,4961.879,273.25,5.22,4.75,30.76,100.4,102.8,87,175.4,160.3,548.9,1276.7,1349.6,0.8817,96.06,98.3,85.9,81.5,39875
15/11/2000,8.7,113.4,110.7,101.252,100.789,3.4,,101.3,90.5,9.3,7059.07,5085.469,265.45,5.17,4.75,31.42,100.9,103,87.3,165.8,164,570.8,1279.1,1350.2,0.8576,96.32,97.9,86,82.3,39856
15/12/2000,-0.1,113.6,110,101.113,100.543,2,,98.7,91.3,9.3,6512.91,4839.27,269.85,4.91,4.75,31.05,100,103.5,88.7,154.1,176.9,574.6,1275.8,1348.7,0.873,98.91,99.4,86.7,82.1,39859
15/01/2001,-4.4,114.2,107.6,100.94,100.277,3.9,16.2,98.2,91,9.3,6433.61,4772.387,272.95,4.8,4.75,22.38,100,105,85.7,183.5,161.3,559.1,1285.3,1358.1,0.9389,100.24,100,86.4,81.1,39711
15/02/2001,-6.1,111.2,105.2,100.737,99.996,1.5,16.5,97.8,91.9,9.3,6704.68,4709.188,267.4,4.79,4.75,28.87,97.9,103.2,86.1,167.6,163.9,569.1,1296.6,1371.5,0.9403,99.89,99.8,86.9,82.5,39703
15/03/2001,-10.4,109.3,102.7,100.51,99.714,3.1,16.8,97,90.8,9.3,6123.38,4282.898,266,4.7,4.75,25.59,97.7,104.3,85.3,168.1,166.9,569.1,1304.7,1381.2,0.9297,99.57,100.4,86.9,81,39694
15/04/2001,-4.5,108.7,102.9,100.27,99.444,3.6,16.6,95.7,89,9.3,5760.76,4190.797,256,4.86,4.75,23.78,97,103.7,82.4,167.5,160.1,578.6,1311.8,1390,0.882,99.31,100.1,87.3,81.4,39715
15/05/2001,-4.3,105.5,101.3,100.032,99.206,0.4,16.4,94.3,89.9,9.2,6264.51,4525.008,263.95,5.06,4.5,27.48,96.2,103.9,85.1,169.9,161.9,581.2,1314.7,1395.5,0.8913,98.01,99.6,87.6,81.7,39724
15/06/2001,-8.1,105.7,99.3,99.799,98.993,-2,15.8,93.2,90.3,9.3,6125.17,4414.949,267.25,5.03,4.5,28.61,97.3,103.5,85.3,178.8,162.3,587.2,1327.5,1409.6,0.8465,97.26,99.1,87.7,82.6,39649
15/07/2001,-1.9,104.6,96.9,99.579,98.81,-5.3,15.3,94.8,87.8,9.3,6109.5,4304.438,269.4,5.02,4.5,25.49,96.1,103.4,82.7,147.6,164.3,580.7,1328,1414.3,0.8463,98.16,100.3,87.8,80.2,39622
15/08/2001,11.4,101.3,94.4,99.377,98.647,-9.1,13.9,95.7,89.9,9.3,5835.23,4092.22,267.2,4.84,4.25,24.82,95.9,102.7,83.6,152.8,159.8,579.4,1333.5,1424.4,0.879,99.55,101.2,87.6,80.2,39640
15/09/2001,13.7,98.3,92.6,99.207,98.511,-7.4,12,91.7,88.9,9.4,5094.1,3691.77,273.65,4.83,3.75,26.6,94.9,103,80.8,151.6,157.1,593.9,1346.8,1440.2,0.9064,99.65,101.4,87.6,80.7,39616
15/10/2001,9.8,94.1,87.6,99.101,98.45,-8,11,91.4,87.2,9.5,4239.97,3208.31,291.5,4.62,3.75,21.45,94.4,100.5,79.8,147.3,154.7,590.7,1348.4,1446.5,0.9157,99.41,102.6,87.5,79.7,39616
15/11/2001,13.1,91.8,84,99.074,98.478,-12.9,9.6,91.5,86.3,9.6,4636.13,3508.96,280.35,4.48,3.25,19.44,93.4,104.6,79.8,131.6,148.4,611.1,1347.8,1443.4,0.9065,98.24,102.9,87.3,81.2,39654
15/12/2001,25.8,93,85.1,99.118,98.599,-13.5,7.1,92,86.9,9.6,4988.44,3645.6,276.65,4.79,3.25,19.53,93,102.3,83.4,125.8,124.4,601.6,1332.8,1433.6,0.8906,99.36,103,88.1,80.5,39660
15/01/2002,35.9,96,86,99.214,98.794,-12.2,3.9,93.4,87.2,9.6,5160.1,3806.13,276.8,4.86,3.25,19.76,92.7,100,81.7,150.1,113.2,520,1269,1365.4,0.8904,98.79,102.7,88.2,80.6,39683
15/02/2002,50.2,96.8,88,99.338,99.043,-12,1.2,96,87.5,9.6,5097.06,3682.69,284,4.93,3.25,20.9,91.7,99.7,81.2,142.6,110.4,519.4,1266.3,1362.6,0.8611,98.43,102.2,88.5,81.7,39671
15/03/2002,71.2,98.9,90.7,99.465,99.307,-10.4,-1,100.3,87.9,9.6,5097.41,3645.33,297.4,5.19,3.25,21.61,92.6,100.4,82.9,142.6,115.4,516.7,1270.4,1367.8,0.8657,98.33,101.8,88.7,81.8,39639
15/04/2002,70.6,100.6,90.8,99.563,99.533,-9.9,-2.2,100.3,87.8,9.5,5397.29,3784.05,302.5,5.16,3.25,26,91.3,101.4,83.1,148.8,114.9,525.7,1271.1,1369.7,0.8796,97.94,101.8,88.6,82.8,39627
15/05/2002,66.3,100.8,89.7,99.614,99.693,-8.7,-2.7,102.1,86.9,9.7,5041.2,3574.23,309.9,5.17,3.25,26.15,91.9,101.8,85.4,141.5,121.9,531.4,1279,1382,0.9062,99.1,102.3,88.7,84,39592
15/06/2002,69.6,99.5,89,99.609,99.771,-6.8,-2.7,100.9,89.2,9.8,4747.95,3382.54,325.3,5.02,3.25,23.81,89.5,99.7,84.6,138.6,124,544.6,1291.9,1391.6,0.938,100.75,103,88.7,84.9,39498
15/07/2002,69.1,98.3,88.6,99.563,99.784,-7,-2.6,99.5,87.7,9.8,4366.81,3131.39,312.75,4.86,3.25,25.79,91,100.8,83.4,126,124.7,539.7,1295.3,1397,0.9873,102.02,103.6,88.8,83.2,39490
15/08/2002,43.4,97.1,87,99.494,99.751,-10.1,-2.4,99,89.7,9.8,3606.45,2557.86,304.4,4.59,3.25,25.27,90.6,100.5,85.1,134.7,130.4,534.5,1295.4,1399,0.9823,101.51,103.4,88.7,83,39432
15/09/2002,39.5,98,89.7,99.411,99.691,-5.1,-2.8,98.3,88.8,9.9,3609.41,2639.18,312.15,4.38,3.25,27.77,90.2,102.2,84,131.9,128.2,549.6,1299.9,1407,0.9844,101.31,103,88.7,84.3,39398
15/10/2002,23.4,96.9,86.7,99.319,99.621,-10.5,-2.7,97.8,87.6,10,2865.23,2266.55,321.4,4.48,3.25,29.07,90.6,101,83.6,128.9,130.3,550.8,1310.8,1421.1,0.9846,101.22,102.9,88.6,83.6,39351
15/11/2002,4.2,97,84.9,99.213,99.536,-17.5,-2.9,93.9,89.5,10.1,3165.16,2487.66,318.7,4.49,3.25,25.39,89.5,100.6,84.9,148.7,131.6,582.6,1321,1431.8,0.9965,101.13,103.9,88.3,85.9,39305
15/12/2002,0.6,93.9,82.3,99.086,99.43,-21,-2.9,94.3,87.8,10.2,3380.2,2662.49,317.55,4.33,2.75,25.88,91,100.4,82,144.6,139.8,583.5,1337.8,1453.7,0.9942,102.5,103,89.1,84.4,39283
15/01/2003,14,94.4,83.8,98.944,99.309,-19.9,-3.1,93.8,88.6,10.4,2892.63,2386.41,343.25,4.17,2.75,29.98,90.8,99.1,84.4,130,127.2,574,1335.2,1445.5,1.0494,103.57,103,89.1,84.8,39214
15/02/2003,15,94.4,85.3,98.806,99.185,-20.1,-3.2,93.5,88.6,10.5,2751.99,2270.73,368.95,3.96,2.75,30.69,91.5,99.3,84.2,125.7,125.6,579.5,1347.5,1468.4,1.0735,104.45,102.9,89.6,83.7,39207
15/03/2003,17.7,92,84.5,98.7,99.074,-21.6,-3.5,93.3,88.7,10.5,2549.65,2142.39,348.15,4.03,2.5,33.52,90.2,99.4,82.4,133.1,136.5,586.5,1352.4,1467.6,1.0846,104.39,103.4,89.7,84.1,39130
15/04/2003,18.4,93.9,87.9,98.654,99.009,-19.6,-2.5,93,88,10.6,2450.19,2067.23,335,4.15,2.5,27.47,91.3,99.4,82.6,128.1,129.5,594.5,1357.4,1473.6,1.09015,104.05,105.2,89.4,84,39028
15/05/2003,18.7,93.4,86,98.676,99.021,-22.5,-0.8,94.2,87.4,10.6,2942.04,2324.23,342.25,3.84,2.5,23.88,90.6,99.8,80.6,120.2,131.5,600.7,1367.4,1482.3,1.12625,105.76,106.1,89.2,82.6,38995
15/06/2003,21.3,94.1,88.3,98.76,99.128,-19.7,0.8,96.9,86.9,10.6,3064.56,2379.39,366.5,3.65,2,28.05,91.7,100.4,83.8,125.4,136.9,617.5,1378,1490.9,1.17175,106.52,105.7,89.5,82.5,39035
15/07/2003,41.9,94.3,89,98.9,99.317,-17.8,2.3,98.6,89.1,10.6,3146.55,2366.86,351.8,3.95,2,28.43,91.1,99.4,82.8,129.1,139.8,605,1372.2,1485.2,1.1596,105.99,105.7,89.7,85.6,39097
15/08/2003,52.5,97.3,92.5,99.079,99.57,-17.7,3.3,101.2,86.9,10.5,3438.89,2479.7,353.9,4.15,2,30.27,91,99.4,83.1,128.8,141.8,607.2,1383.5,1488.1,1.12535,105.15,105.4,89.7,85.4,39019
15/09/2003,60.9,98,94.5,99.277,99.847,-18.5,3.8,103.1,86.8,10.5,3571.22,2600.9,376.5,4.19,2,29.57,90.6,99.8,84.8,129.5,142.3,617.3,1376.5,1484,1.0973,104.7,105.7,89.6,84.2,39012
15/10/2003,60.3,98.8,95,99.471,100.119,-17,3.8,106.1,89.1,10.5,3329.83,2439.25,384.4,4.25,2,28.44,91.1,100.9,85.9,135,145.8,620.7,1378.8,1488.9,1.17145,105.55,105.5,89.6,86.2,39044
15/11/2003,67.2,101.2,97.4,99.637,100.34,-14.5,3.8,106.7,90.1,10.5,3744.5,2631.65,378.25,4.38,2,27.71,92.2,100,86.2,135.2,142.1,643.2,1387.2,1499.6,1.1472,105.28,105.4,89.4,86,39035
15/12/2003,73.4,100.7,95.6,99.759,100.486,-15.3,3.9,106.7,90.3,10.5,3821.2,2674.62,398.45,4.29,2,28.47,91.3,99.4,88.3,136.4,155.3,631.9,1382.7,1502,1.19625,107.68,105.6,90.1,87.6,39057
15/01/2004,72.9,101.8,94.4,99.839,100.567,-16.4,4.1,106.2,89.7,10.3,3965.16,2760.66,417.25,4.18,2,29.99,91.7,99.8,86.3,109.1,143,640.5,1386.5,1500.5,1.26135,107.96,105.6,90.1,87.9,39135
15/02/2004,69.9,102.1,97.3,99.892,100.606,-13.2,4.4,103.4,90.4,10.3,4071.6,2853.9,398.25,4.12,2,30.56,91.7,101.8,87.1,135.3,142.1,645.3,1393.8,1504,1.2441,107.85,105.7,90.3,87.9,39151
15/03/2004,57.6,101.9,94.6,99.928,100.63,-15.9,4.8,101.6,89.9,10.4,4054.43,2918.56,399.75,3.93,2,34.36,91.9,101.2,88.4,119.2,137.8,646.8,1396.4,1507.9,1.2445,106.63,105,90.6,87.3,39200
15/04/2004,49.7,104,95.5,99.959,100.651,-16.3,4.7,100.8,91.1,10.4,3924.85,2819.7,426.25,4.12,2,32.16,92.6,102.4,89.5,114.5,148.8,652.7,1395,1505,1.23655,105.63,104.8,90.9,87.6,39267
15/05/2004,46.4,104,95.2,99.985,100.664,-17,4.4,100.2,92,10.5,4007.65,2806.46,387.75,4.28,2,35.68,91.2,100.3,89.9,119.2,153,649.8,1399.6,1509.4,1.19545,106.12,104.4,91.1,88.6,39235
15/06/2004,47.4,104.8,95,100.013,100.669,-14.4,3.9,100.4,91.6,10.5,3864.18,2713.29,395.25,4.33,2,39.53,92.9,101,88.9,118.2,151.2,653.5,1395.6,1505.2,1.22215,106.1,104.5,91.1,88.1,39253
15/07/2004,48.4,104,95.1,100.041,100.668,-16.7,3.4,101.7,92.6,10.6,4035.02,2806.62,396,4.25,2,35.67,92.8,101.5,89.9,113.9,157.3,644.8,1397.3,1509.8,1.21575,106.57,104.3,91.3,89.6,39231
15/08/2004,45.3,104.6,95.2,100.063,100.639,-18,2.5,101.1,91.8,10.6,3862.71,2696.26,392.25,4.09,2,41.59,92.5,100.9,88.2,112.8,158.3,646.4,1402.8,1512.3,1.20355,106.42,104,91.4,90.7,39238
15/09/2004,38.4,105.5,96.9,100.077,100.582,-14.7,2.2,101.8,91.6,10.7,3817.62,2691.67,408.1,4.04,2,41.54,93.9,101.2,89.8,118.2,159.4,660.7,1408.7,1516.6,1.21705,106.03,103.7,91.2,88.9,39248
15/10/2004,31.3,105.7,96.1,100.076,100.492,-18.1,2.3,101.9,92.5,10.7,3994.96,2796.08,417.4,3.91,2,47.01,93.1,101.1,89.2,112,156,656.9,1411,1517.9,1.23945,106.21,102.9,91.3,90.1,39241
15/11/2004,13.9,104.9,97.1,100.054,100.372,-17.6,2.4,101.3,90.8,10.8,4012.64,2834.03,427.97,3.8,2,46.47,93.4,101.8,87.7,108.8,168.7,685.2,1411.4,1516.8,1.2745,106.75,104,91.1,88.1,39219
15/12/2004,14.4,104.5,95.3,100.008,100.23,-17,2.7,101.9,90.7,10.9,4186.03,2913.21,452.77,3.64,2,42.2,93.2,102.1,93.4,109.6,167.1,655.4,1410.6,1514.9,1.33055,108.51,104.2,92.1,88.9,39185
15/01/2005,26.9,104.4,97.7,99.938,100.056,-12.2,3.4,100.4,93.5,11.6,4291.53,2970.02,438.1,3.58,2,38.4,95.3,103.6,91,103,168.5,679,1426.4,1532.3,1.3461,106.69,103.7,91.4,90.9,39158
15/02/2005,35.9,102.6,94.6,99.853,99.872,-16,4.4,99.1,91.9,11.9,4279.97,3008.85,420.1,3.57,2,45.3,95.3,102.5,89.3,104.7,169.1,684,1430.1,1541.3,1.30065,106.23,103.5,91.8,90.2,39154
15/03/2005,36.3,101.1,92.2,99.771,99.713,-18.2,4.9,97.8,93.1,12.1,4383.62,3078.44,432.25,3.71,2,50.01,96.3,102.4,91.1,109.6,166.7,684.1,1427.8,1536.5,1.31855,106.55,102.8,92.2,91.4,39122
15/04/2005,20.1,100.3,92.4,99.711,99.611,-14.5,5,96.9,93.7,11.9,4373.53,3061.11,425.65,3.5,2,54.53,95.2,102.3,90.3,100,169.7,686.6,1434.5,1544.7,1.29605,105.56,103,92,91.1,39114
15/05/2005,13.9,99.5,93.9,99.686,99.587,-13.1,4.7,95.7,92.8,11.9,4224.02,2949.09,436.45,3.32,2,49.87,97.3,102,90.8,111.6,172.2,696.1,1444.5,1553,1.28385,104.98,103.4,92.2,92,39129
15/06/2005,19.5,98.9,93.7,99.708,99.646,-14.5,4.2,96.8,94.7,11.8,4527.17,3125.88,416.25,3.19,2,51.14,95.8,102.8,93.8,107.3,171.1,706.3,1450.8,1563.2,1.2263,103.57,101.8,92.3,92,39177
15/07/2005,37,100.5,94.1,99.773,99.775,-15.9,3.6,99.8,96,11.7,4617.07,3208.61,428.15,3.23,2,56.69,96.9,102.9,95.9,106.3,178.1,706.8,1460.6,1573.8,1.19675,104.06,101.6,92.7,93.4,39150
15/08/2005,50,100.2,94.7,99.871,99.94,-14.8,3.2,100.4,93.5,11.7,4890.85,3320.44,431.25,3.25,2,60.47,97.7,102.8,93.7,106.6,174.9,708.5,1464.2,1581.2,1.22085,104.18,101.2,92.8,93.7,39237
15/09/2005,38.6,101.7,95.4,99.995,100.137,-13.1,3.2,101.5,96,11.6,4842.94,3282.29,440.45,3.09,2,67.28,97.2,102.6,96.7,105.6,176.9,715.8,1468,1581.3,1.24665,103.45,101.1,92.9,94.9,39311
15/10/2005,39.4,103.2,97.4,100.134,100.337,-11,3.3,104.4,97.8,11.5,5082.07,3449.34,465.95,3.26,2,62.01,97.9,102.7,98,109.8,175.1,718.8,1472.7,1588.7,1.19095,103.14,100.7,93,95.4,39340
