;Metadaten;;;;;;;Bewertungsteil;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;7;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;8;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;9;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;10;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;11;;;;;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;1;;;;;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;2;;;;;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;3;;;;;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;4;;;;;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;5;;;;;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;6;;;;;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nächste Privatisierungswelle;Götz Hamann;1;;;;;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nächste Privatisierungswelle;Götz Hamann;2;;;;;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nächste Privatisierungswelle;Götz Hamann;3;;;;;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nächste Privatisierungswelle;Götz Hamann;4;;;;;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nächste Privatisierungswelle;Götz Hamann;5;;;;;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nächste Privatisierungswelle;Götz Hamann;6;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;1;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;2;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;3;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;4;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;5;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;6;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;7;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;8;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;9;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;10;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;11;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;12;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;13;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;14;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;15;;;;;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit Gefühl;Anna Marohn;16;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;1;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;2;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;3;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;4;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;5;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;6;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;7;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;8;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;9;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;10;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;11;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;12;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;13;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;14;;;;;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;15;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;1;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;2;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;3;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;4;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;5;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;6;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;7;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;8;;;;;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;9;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;1;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;2;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;3;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;4;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;5;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;6;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;7;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;8;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;9;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;10;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;11;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;12;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;13;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;14;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;15;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;16;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;17;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Götz Hamann + Arne Storn;18;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;1;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;2;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;3;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;4;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;5;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;6;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;7;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;8;;;;;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Böse Banker?;Uwe Jean Heuser;9;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;1;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;2;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;3;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;4;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;5;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;6;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;7;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;8;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;9;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;10;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;11;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;12;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;13;;;;;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der Gefälligkeiten;Mark Schieritz;14;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;1;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;2;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;3;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;4;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;5;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;6;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;7;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;8;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;9;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;10;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;11;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;12;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;13;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;14;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;15;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;16;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;17;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;18;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;19;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;20;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;21;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;22;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;23;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;24;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;25;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;26;;;;;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;27;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;1;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;2;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;3;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;4;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;5;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;6;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;7;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;8;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;9;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;10;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;11;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;12;;;;;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;13;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;1;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;2;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;3;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;4;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;5;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;6;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;7;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;8;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;9;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;10;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;11;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;12;;;;;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkötter;13;;;;;;;
