;Metadaten;;;;;;;Bewertungsteil;;;;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;13;Gegenwart, Vergangenheit, Zukunft;Deutschland, Polen, Niederlange, Europa;Mecklenburg-Vorprommern, Bismark;billig Plattenbauwohnung, erhalten Wohngeld, erhalten Kindergeld, profitiert Leistungen-Vergangenheit-Niederländer-Odendall, profitiert Leistungen-Polen-Odendall;1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;14;Gegenwart, Zukunft;Deutschland, Polen;Mecklenburg-Vorprommern, Bismark;lobt Plattenbau, angleockt Bekannte, angelockt Freunde, sichereren Mietvertrag, mühsam Sprachkenntnisse, gründen Veranstaltungsservice ;1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;15;Gegenwart, Zukunft;Deutschland, Polen;Mecklenburg-Vorprommern, Löcknitz;gemischten Gefühlen, Gruppenteilung-Scherer, bildungsorientiert Polen-Scherer, Sprachprobleme-Scherer, schlechte Zukunfsaussichten-Scherer;-1;Neuankömmlinge = Zuwanderer;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;16;Gegenwart, Vergangenheit;Deutschland, Polen;"Bayern; Mecklenburg-Vorprommern, Löcknitz";Solutions, teuer Firmengründung-Bayern-Karzelek, Unterstützung-Arbeitsagentur, hoher Arbeitslosigkeit, fehlten Arbeitskräfte-Deutschland, Programmierermangel-Karzelek;-1;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;1;Gegenwart, Vergangenheit;Welt;;geringer Ölpreiserhöhungsgefahr-Schmidt, konstant-Ölpreis-Konjunktur-Schmidt;2;wieder eine Verneinung;40 Minuten
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;2;Gegenwart, Vergangenheit;Welt, Deutschland;;geringer Ölpreisabhängigkeit, halbiert Öleinsatz, dazugelernt Gewerschaften, keine Lohnpreisspirale;2;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;3;Gegenwart, Vergangenheit;Welt, Deutschland;;höher Kapitalzurückfluss, kompensiert Nachfrageausfall;1;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;4;Gegenwart;USA;;existiert Inflationsrisiko, niedrig Inflationserwartungen;1;oft Bezug auf Wörter in Frage;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;5;Gegenwart, Vergangenheit;USA;;gestützt espansive Geld-Politik, steigen Zinsen, abwarten Folgen-Schmidt;-1;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;6;Gegenwart;Europa, USA;;angemessen Zinsniveau-Schmidt, konstant-Konjunktur-Schmidt;1;tükischer Satz!!!;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;7;Zukunft, Gegenwart;Deutschland;;verkraften Euro-Kurs-Schmidt;1;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;8;Gegenwart, Zukunft;Deutschland;;hohen Preise, sinken Preise-Schmidt, gering Effekt-Konsumnachfrage-Schmidt;0;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;9;Gegenwart, Zukunft;Deutschland;;konstant Steuern-Schmidt, kurzfristig Wachstumsgewinn, längfristig-überwiegen Negativeffekte;-1;Bewertung teilweise abhängig von Frage;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;»Gang auf dem Grat«;Schmid;10;Zukunft;Deutschland;;hoch Wachstum;2;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;1;Vergangenheit, Gegenwart, Zukunft;Deutschland;;konstant Ausgaben, konstant Abgaben, kein Geldentzug, brummt Wirtschaft, kräftig Wachstum, hoch Steuereinnahmen, einhalten Verschuldungsgrenze, voll Auftragsbücher;3;Verschuldungsgrenze = Neuverschuldungsgrenze;40 Minuten
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;2;Gegenwart, Vergangenheit;Deutschland, Frankreich, Italien, USA;;Lehrbuch-Aufschwung, steigend Investitionen, steigend Jobanzahl, mitziehend Kaufkraft, neuen Warenhunger, schneller Wachstum;2;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;3;Gegenwart, Zukunft;Deutschland;Berlin;reklamieren Aufschwung, Wirtschaftswunder-Merkel, konstan Mehrwersteuer;-1;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;4;Gegenwart;Deutschland, USA, Welt;;Exportweltmeister, unverlässlich Ausfuhren, groß Risiken, politische Gefahren,mögliche Terroranschläge, Kriege, ökonomische Aufschwungsrisiko, negativ Sparfolgen;-2;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;5;Zukunft, Gegenwart;Deutschland;;kurzzeitig aufschwung, ausgleichen Binnenkonjunktur, drohende Exportschwäche, schlecht Vorzeichen, höhere Krankenversicherungseiträge, weniger Pendlergeld, steigende Strompreise, Mehrwertsteueraufschlag, vergehen Konsumlust, fließenden Steuermilliarden, stopfen Staatshaushaltlöcher, höhere Einnahmen;-3;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;6;Gegenwart, Vergangenheit;Deutschland;;unstoppbar Erhöhung, Verlässlichekeit-Frage, Glaubwürdigkeit-Frage, missratenen Gesundheitskompromiss, umstrittenen Unternehmensteuernreform, klammert Festgeschriebene, geändert Rahmenbedingungen, anpasst Politik;-2;vergangenheit??;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;7;Gegenwart;Deutschland;;sanieren Staatsfinanzen, wachsenden Wirtschaft, höhere Steuereinnahmen, steigend Jobanzahl, steigend Beitragszahleranzahl, schließen Löcher, festhalten Mehrwersteuererhöhung, beweisen Reformmut, senken Lohnnebenkosten, günstiger Arbeit, beflügeln Aufschwung;-1;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;Dafür kann sie nichts;Marc Brost;8;Gegenwart;Deutschland;;unsicheren Zeiten, Wirtschaftskursverantwortung, Angst-Bürger, sichern Konjunktur, korrigieren Mehrwersteuererhöhung-Irrtum;-1;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;1;Gegenwart;Deutschland;Saarland;endlosen Strompreisstreit, aufgeschlagen Kapitel, Enflechtung, eigentumsrechtliche Trennung-Kraftwerke-Stromleitungsnetz-Lepricht, Forderung-Minister, Qualitätsverleihung-Disput, Zwangsmaßnahmen, Stromkonzernenteignung, Tabubrechung;1;komische Wortgebilde;50 Minuten
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;2;Gegenwart, Vergangenheit;Deutschland;Berlin;Leitungsnetzabtrennung-Energieerzeugung-Gabriel, Schlagzeilen, populären Drohung, eingehen Auseinandersetzung-Gabriel ;1;Umweltminister = Sigmar-Gabriel;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;3;Gegenwart, Zukunft;Deutschland;;treibt Sorge-Gabriel, verweigern Netzanschluss-Exmonopolisten, sichern Pfründen, wegfallen Wettbewerb, hoch preise, RWE, möglich Engpässe-RWE, zurückweisen Verweigerungsvorwurf-RWE, diskutieren Modalitäten-Bundesnetagentur;-1;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;4;Gegenwart;Deutschland, Belgien;;anhaltend Enflechtungsagenda, geminsamen Holding-Betreibung, RWE-Energy, RWE-Power, hinterfragen Eigentümerstruktur-Brüssel;-1;mit Brüssel ist hier eine Instanz der EU gemeint, aber nicht klar welche;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;5;Gegenwart, Vergangenheit;Europa;;gelassener Diskussion, ausgesprochen eigentumsrechtliche-Trennung , stärker Ruf-Linkohr;1;Sonderberater-des-EU-Kommissars-für-Energie=Rolf-Linkohr;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;6;Gegenwart;Deutschland;Sachsen, Dresden;entscheidend Netzbetreiberunabhängigkeit, natürliches Monopol-Stromnetz, angewiesen Nutzung, droht, Diskriminierung, vertikal-integrierte- Infrastrukturunternehmen-von-Hirschhausen, Schwesterunternehmen-Bevorzugung-Anreiz-von-Hirschhausen, diskriminieren Drittunternehmen;-1;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;7;Gegenwart, vergangenheit;Europa;;zaghaft Entflechtungsvorschriften-EU, getrennte Buchhaltung, verhindern Netzbetriebverbilligung-Konkurenz, unterbinden Informationsfluss, informationelle Entflechtung, operationelle Entflechtung, ausgelagert Rechtspersönlichkeit, ungezwungen Geschäftstrennung ;-1;mit EU wieder eine Instution gemeint;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;8;Vergangenheit, Gegenwart;Europa, England, Wales, Skandinavien, Italien;;stattgefunden igentumsrechtlich-Enflechtung, Nationale-Grid, ermöglichen Wettbewerbssteigerung;1;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;9;Gegenwart;Deutschland, USA;"Saarland; Sachsen, Dresden";organisieren Netztrennung, verletzen Grundgesetz-Eigentumsgarantie, konsequente Regulierung-Leprich, senken Rendite-Leprich, renditemaximierenden Großstromerzeuger-Leprich, freiwillig Netztrennung-Leprich, Hybridlösung-von- Hirschhausen. betreiberunabhängige Bewirtschaftung-von-Hirschhausen;-1;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;1;Vergangenheit, Gegenwart;Deutschland, Österreich, Slowenien, Frankreich, Europa;Schleswig-Holstein, Kiel;ver.di, gegen Sozialabbau, unterhalten Auslandsjobchancen;0;Zentralstelle-für-Arbeitsvermittlung = ZAV, Direktorin-der-Zentralstelle-für-Arbeitsvermittlung = Monika-Varnhagen;1 Stunde 40 Minuten
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;2;Vergangenheit, Gegenwart;Deutschland, Slowenien, Dänemark;Schleswig-Holstein, Kiel;gering Ansturm, reservierte Norddeutsche, ausländischen Stellenanzeigen, Ausland-Karrierechancen;-1;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;3;Vergangenheit, Gegenwart, Zukunft;Deutschland, Österreich, Großbritannien;Schleswig-Holstein, Kiel;unbezahlt Arbeit-Osterreich, unauffindbar Beschäftigung-Deutschland, will Ausland-Einzelhandelskaufmann;-1;wieder nicht direkt Kiel genannt, aber etwas, was sich in Kiel befindet (der Bus);
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;4;Vergangenheit, Gegenwart, Zukunft;Deutschland, Europa;;ZAV, steigt Druck-Varnhagen, steigen Arbeitslosengeld-II-Empänger-Anzahl-Varnhagen, steigen Auslandsvermittlung, automatisch-anbieten Beratung-Varnhagen;-1;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;5;Gegenwart, Vergangenheit;Deutschland;Baden-Württemberg, Heidelberg;unpräzise Wanderungsstatistik, Nettoverlust-Abwanderung;-1;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;6;Gegenwart, Vergangenheit;Deutschland;;Nettoabfluss-Deutsche, wettmachen Zuwanderer, demografischer-Wandel, schrumpf Gesamtbevölkerung;-2;sterben-mehr-alsgeboren = demografische-Wandel;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;7;Gegenwart, Vergangenheit;Deutschland;Bremen, Bremerhaven;höchsten Auswanderungszahlen-Eick, Wanderungsbewegungen, fertige Strukturen-Ausland, schneller Kettenwanderung-Eick;0;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;8;Gegenwart, Vergangenheit;Deutschland;;moderne Massenmedien, Modethema-Auswanderung, Amazon, Auswanderungsbereitschaft-Deutsche;0;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;9;Gegenwart;Deutschland;Baden-Württemberg, Ulm;jung Abwanderer, akti-motiviert Abwanderer, abwandern Aktive-Thränhardt;-2;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;10;Gegenwart, Zukunft;Deutschland, Schweiz, österreich, Irland, Neuseeland, Kanada, USA, Großbritannien, USA;;quer-durch-Berufsgruppen Abwanderer, Republickflüchtlinge, internationale Wanderjahre, nicht-festlegen Abwanderer;-1;besser Formulierung?, Republickflüchtlinge = Abwanderer;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;11;Gegenwart, Vergangenheit;Deutschland, Spanien, Norwegen, Großbritannien;;ganzes Gründebündel-Bausch, hohe Arbeitslosigkeit, Arbeitsplatzunzufriedenheit, Kinder-Zukunft, soziale Kälte-Bausch, wollen neues-Leben-Bausch, keine-goldene Nase-Bausch;-2;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;12;Gegenwart, Vergangenheit;Deutschland, USA, Spanien;;schlechter Karrierechance, abwandern wissenschaftlichen-Nachwuchs, schlecht Bürokratie,  Sparwut-Unternhemen, Anstellungsgesprächen-Ruppigkeit, schlecht-behandeln Leute-Fischkopp;-2;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;13;Gegenwart;Deutschland;;weniger-gebraucht junge-Kräfte, entgegenzuwirken Gesellschafts-Vergreisung, klein Abwanderungswelle, nicht-fallen demografisches-Gewicht;1;bessere Formulierung?;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;14;Gegenwart;Deutschland;Niedersachsen, Osnabrück;knappe Kräfte-Abwanderer, spezialisierte Handwerker-Abwanderer, Fachärzte-Abwanderer, Akademiker-Abwanderer,einfallsreiche Unternehmer-Abwanderer, besorgniserregend Naturwissenschaftler-Abwanderer-Bade;-2;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;15;Gegenwart, Zukunft;Deutschland;;zurückkehre-Schlüsselfrage,  aussichtsreicher Karrierechancen-Zukunft, locken Familie-Zukunft, locken Heimat-Zukunft, vorteilhaft Wanderungswelle, entlasten Arbeitslosenversicherungskassen, neu Lebenserfahrungen-Zukunft, zurückkehren Abwanderer-Zukunft-Varnhagen ;1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;1;Vergangenheit, Gegenwart, Zukunft;Welt;;Befreiungsschlag, angreifen Vorgänger-Streiff, Airbus, Flugzeugbauer-Krise, Konkurenten-Rückstand, Boeing, unentbehlich klare-Entscheidungsstruktur-Zukunft-Streiff;-1;Airbus-Chef = Christian-Streiff, Flugzeugbauer = Airbus;2 Stunden 40 Minuten
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;2;Vergangenheit, Gegenwart;Welt;;Rücktrittsgesuch-Streiff, notwendigen Umbau, schleppende Sanierung, Arbeitsplätzeabbau, vermächtnis;-1;Co-Chef-EADS = Thomas-Enders;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;3;Gegenwart, Vergangenheit;Deutschland, Frankreich;;spektakulärer Rückzug, zu-weit-gehen Neuordnung-Vorstellungen, Airbus, EADS, gefährdet Industrieprojekt;-1;Industrieprojekt = Airbus;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;4;Gegenwart, Vergangenheit;Deutschland, Frankreich;Berlin;vielfältig Probleme, politisch Entscheidungen, gleichbesetzen Führungspositionen, Übergewicht-Frankreich, Aktienmehrheit-Frankriech, EADS, gegenübertreten Augenhöhe-Deutschland;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;5;Vergangenheit, Gegenwart;Welt;;jahrelange Erfolgsmeldungen-Vergangenheit, hohe Gewinne-Vergangenheit, überholt Bestellungsanzahl-Vergangenheit, peinliche Eigestädnis, A380, fristungerecht Auslieferung;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;6;Gegenwart;Europa, Deutschland;Hamburg;bangen Jobs-Angestelte, Airbus, stockend Montage, A380;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;7;Vergangenheit, Gegenwart;Deutschland;;unüberrascht Insider, aufmerksam-machen Zeitprobleme, unbeachtet Manager, enthoben Position, Airbus, wahre Krisenauslöser;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;8;Vergangenheit, Gegenwart;Europa;;gescheitert europäisches-Unternemen-Schnellaufbau, heilloses Durcheinander, zerschlagen klare- Strukturen, unübersichtliche länderübergreifende-Organisationen, Maulkorb-Autoren;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;9;Vergangenheit, Gegenwart;Deutschland;;Toll-Collect-Pleite, fristungerecht Mautsystem, Zeitdruck, Fehlschlag, verschwiegen Verantwortlichen, Blamage;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;10;Vergangenheit, Gegenwart;Deutschland;Hamburg;Airbus, akquiriert Wilden, gewaltig Verkabelungsanforderungen, gescheitert Bordelektrik-Spezialisten;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;11;Vergangenheit, Gegenwart;Deutschland, Frankreich;Hamburg;unterschiedlichen Produktionsstandorten-Problem, unpassend Kabel, unfähigen Hamburger,  schlecht-zugearbeitet  Kollegen-Frankreich;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;12;Zukunft, Gegenwart;;;Milliardenverlust-Zukunft, verlangen Entschädigung-Zukunft, annullieren Optionen-Zukunft, schwere Aufgabe, festhalten Sparplan;-2;neuer-Airbus-Cher = Louis Gallois;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;13;Zukunft;Europa, Deutschland, Frankreich;Hamburg;sinken Kosten-Zukunft, schmerzliche Veränderungen-Zukunft, hoch Arbeitsplatzplatzverlust-Zukunft, Produktionsabgabe-Zukunft-Hamburg, A380;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;14;Vergangenheit, Gegenwart;Deutschland;Hamburg;Baudesaster, Airbus, strukturellen Defizite, hinterherhängend Führungsseite-Mirow;-1;Hamburger-Wirtschaftssenator = Thomas-Mirow;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;15;Vergangenheit, Gegenwart;Deutschland;;Airbus, gekostet Steuerzahler, teuer Entwicklung, A380, finanziert Eigenmittel, finanziert industrielle-Partner, finanziert Staatshilfe, zurückgezahlt staatliche-Dahrlehnen, spendiert Absatzhilfe, investiert Grundlagenforschung, sicher hochqualifiziert-Arbeitsplätze;0;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;16;Gegenwart, Vergangenheit;Deutschland, USA;Nordhein-Westfallen, Köln;wiederstehen industriepolitische-Sirenenklänge-Brüderle, erfolgreicher Staatseingriff-Donges, Airbus, sinvoll Staatsengagement, gewaltige Investitionssummen, abgewehrt Monopolgefahr;1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;17;Gegenwart;Deutschland, Frankreich, Europa;München;Airbus, industriepolitischen Ambitionen, deutsche Angst, einverleibt europäische-Großindustrie-Frankreich-Sinn, verteidigen-lernen-Deutschland-Sinn;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;18;Zukunft, Gegenwart;Deutschland, Frankreich;Berlin;sanieren auf-deutsche- Kosten, beeinflussen Personalentscheidungen-Frankreich, Airbus, beanspruchen Projekt-Frankreich-Mirow, verlangen Eingriff-Wend, verhindern einseitige-Entwicklung-Jung;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;19;Zukunft, Gegenwart, Vergangenheit;Deutschland, Frankreich, Spanien, Russlamd;;stärkere deutsch-Beteiligung-Zukunft, Airbus, EADS, Lagardère, DaimlerChrysler, reduzieren Anteil-Zukunft-DaimlerChrysler, KfW, kaufen Aktien-Zukunft-Deutschland, Caisse-des-Dépôts;0;"Kreditanstalt-für-Wiederaufbau = KfW;";
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;20;Zukunft, Gegenwart;Deutschland;;unklar Zweckmäßigkeit, plädiert Erwerb-Finanzministerium, predigt Zurückhaltung-Wirtschaftsministerium, Kapitalstärke-Zukunft-Steinbrück, Airbus, wichtig Kapitalstruktur-Mirow, aufzubauen Gegengewicht ;0;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;21;Zukunft, Gegenwart;Deutschland, Russland;;gewährleistet gleiche-Augenhöhe-Wuermeling, zurückdrängen Staatseinfluss-Wuermeling, verhindert Bundesengagement-Wuermeling, KfW, Daimler, kaufen Daimler-Beteiligung-Zukunft-Glos;-1;" wie ist ""Hause des Wirtschaftsministers Glos"" zu annotieren?";
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;22;Zukunft, Gegenwart;Welt;;politischen Gedankenspiele, verzweifelt Betriebsorganisationssuche, schlecht staatlicher-Einfluss-Streiff, EADS, schweren Krise, optimales Kräftegleichgewicht-Zukunft-Streiff;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;23;Gegenwart;Deutschland;Hamburg;Airbus, wehren Herabsetzung-Igenieure, tiefsitzend Herabsetzungsgefühl, unspektakulären A320, Verunsicherung;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;24;Zukunft, Gegenwart, Vergangenheit;Deutschland, Frankreich;Hamburg;degradiert normalen-Flugzeugwerft-Zukunft, A380, hoch Investitionen-Vergangenheit-Deutschland, unentbehrliche Seeanbindung-Hamburg, angesammelte Wissen-Hamburg, Zuliefernetz-Hamburg;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;25;Gegenwart;Deutschland, Frankreich;;A380, unwillig Bauabtritt-Frankreich, Concorde, mystischer Stolz-Kenner;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;26;Zukunft, Vergangeheit, Gegenwart;Deutschland, USA;;Airbus, unsicher Zukunft, Boeing, 747, zweijähriger Verspätung-747, fast Pleite-Boeing, gut Verkaufszahlen-Boeing, zuversichtlich Airbus-Krise-Mirow, A380, voll Auftragsbücher-Mirow, dominierende Flugzeug-A380-Zukunft-Mirow, unbekannt Zwischenfälle;-1;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;27;Gegenwart;Deutschland, Frankreich;;Übergewicht-Verfestigung-Frankreich, stark Machtposition-Gallois, EADS, Airbus, unzufrieden Zuständigkeit-Enders;-2;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;28;Gegenwart. Zukunft;Deutschland;;EADS, ungleiche Augenhöhe, finanziellen-Engagement Befürworter-Zulauf-Zukunft;-1;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch für die Konjunktur;Klaus-Peter Schmid;1;Gegenwart, Vergangenheit;Deutschland;;Kaufrausch-Financial-Times-Deutschland, Anschaffungsbereitschaft-Höchstand-GfK, Konsumklimaindex, lockerer Geld-Franzen;3;;1 Stunde 35 Minuten
