"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,14,14,14,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS2",NA,37,30,22,20,27,26,NA,NA,42,NA,NA,28,25,22,28,70,68,30,24,20,20,22,16,19,62,NA,50,48,NA,NA,NA,NA,27,24,13,10,13,10,18,21,22,22,21,34,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,57,48,51,45,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS4",NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,75,50,49,8,4,3,4,23,22,24,27,24,12,10,10,9,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,39,31,26,21,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"ECCS6",NA,NA,NA,NA,NA,21,22,27,27,30,47,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,51,53,NA,NA,NA,NA,NA,NA,NA,37,40,46,48,45,48,50,54,NA,54,53,58,52,48,50,45,48,48,38,37,41,44,46,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",NA,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,55,51,43,35,37,47,51,50,38,72,26,42,NA,NA,NA,NA,42,42,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,27,27,14,15,12,11,14,12,13,13,15,15,15,20,17,17,16,15,12,11,12,11,9,10,9,10,10,10,10,9,9,9,9,8,8,7,7,5,7,9,14,15,18,29,NA,NA,NA,52,NA,NA,NA,NA,36,NA,NA,NA
"ECCS9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,10,8,7,5,3,1,1,2,1,1,2,2,1,1,2,1,2,2,5,5,26,13,4,5,8,30,19,34,34,41,39,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,31,37,34,33,40,37,39,NA,33,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,48,45,NA,57,21,26,7,NA,NA,10,8
"ECCS10",NA,NA,NA,NA,NA,NA,70,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,61,34,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,48,NA,46,44,44,44,35,39,NA,NA,NA,60,NA,NA,17,57,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,64,62,NA,51,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,17,17,17,19,15,15,17,17,19,20,21,16,15,16,16,19,19,18,16,16,17,16,23,23,61,49,22,50,36,44,17,27,33,30,32,NA,NA,51,50,NA,52,49,40,23,21,25,24,20,21,20,46,NA,NA,NA,NA,NA,51,47,47,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,22,19,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,23,26,23,NA,49,28,49,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,49,45,57,NA,30,30,34,33,28,38,43,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,51,NA,61,NA,NA,NA,NA,NA,NA,51,NA,42,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.presence",36,NA,NA,NA,NA,57,56,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,72,51,50,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,55,NA,NA,52,53,56,57,42,26,25,41,45,NA,39,48,NA,55,NA,NA,NA,NA,47,52,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,51,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,42,26,32,30,33,37,32,35,31,35,37,45,50,NA,68,NA,59,NA,NA,NA,NA,NA,NA
"MT.future",45,NA,NA,NA,NA,43,49,20,20,20,24,18,23,26,NA,17,25,22,31,35,29,NA,NA,NA,NA,34,69,16,44,78,14,NA,16,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,19,15,19,18,17,19,22,33,30,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,51,64,40,27,NA,33,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,29,NA,NA,NA,NA,51,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,67,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA
"MT.de.future",22,28,33,16,19,14,14,24,25,28,26,39,36,NA,NA,34,NA,NA,42,NA,30,33,NA,25,22,NA,25,NA,16,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,22,21,28,27,NA,NA,26,20,NA,NA,26,NA,26,27,28,28,NA,NA,NA,NA,NA,29,NA,NA,NA,22,27,26,22,21,24,22,21,27,28,25,34,NA,NA,NA,NA,36,NA,43,NA,NA,NA,40,61,72,NA,NA,NA,30
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,28,33,32,32,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.currency",38,38,40,25,29,29,38,51,58,49,57,28,30,27,23,24,36,31,33,36,45,36,34,34,41,33,55,NA,NA,39,38,45,40,29,25,35,22,27,20,22,35,39,36,29,30,NA,28,25,26,32,47,49,53,53,NA,29,38,52,53,NA,NA,NA,NA,52,44,41,44,46,48,38,37,41,38,43,50,51,53,NA,48,45,44,42,44,NA,60,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,32,23,NA,NA,61,35,6,31,NA
"MT.taxation",NA,41,48,33,30,NA,60,36,35,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,39,NA,NA,54,21,69,67,NA,58,52,45,33,24,28,25,38,25,24,24,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,51,NA,NA,18,8,37,NA,NA,NA,14
"MT.cycle",55,NA,NA,NA,NA,NA,NA,NA,NA,74,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,59,60,NA
"MT.labor",24,NA,NA,NA,NA,25,37,53,56,26,71,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,55,45,47,NA,NA,NA,NA,NA,NA,NA,47,65,30,NA,NA,47,NA,NA,41,NA,21
"MT.budget",NA,NA,NA,39,35,NA,NA,41,37,36,31,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,23,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,26,21,29,30,28,28,27,40,NA,48,8,8,22,NA,65,10,8,NA,17
"MT.de.taxation",NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,66,70,NA,54,61,72,62,69,59,60,65,67,61,NA,NA,NA,42,NA,NA,39,17,26,19,19,19,17,16,15,NA,59,NA,NA,46,36,32,NA,36,29,33,32,31,38,35,33,28,29,32,35,39,39,36,36,43,NA,NA,37,36,40,NA,55,48,50,40,26,29,34,27,30,23,21,20,19,29,30,36,NA,NA,NA,48,48,46,48,48,41,41,40,40,45,36,36,35,12,44,29,43,59,20,NA,26,16
"MT.de.cycle",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,66,59,38,35,44,NA,44,37,NA,55,NA,40,42,44,43,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,44,51,NA,NA,53,NA,52,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA
"MT.de.labor",NA,59,NA,59,61,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,65,60,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,37,36,NA,49,43,39,39,56,46,NA,NA,65,NA,NA,NA,64,NA,69,NA,NA,NA,15,NA,9
"MT.de.budget",62,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,33,35,32,32,31,29,30,29,26,26,25,24,28,34,33,31,30,33,29,35,NA,NA,NA,50,48,NA,35,26,26,25,33,32,37,45,NA,20,NA,56,6,52,6,4,6,32
"DIS.M",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,57,56,NA,NA,NA,NA,NA,NA,NA,67,62,76,52,NA,NA,72,43,50,NA,NA,NA,NA,NA,NA,NA,38,30,NA,NA,NA,NA,NA,NA,13,11,11,11,6,5,6,6,6,6,6,8,8,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,15,14,13,11,12,10,10,9,10,10,8,8,8,8,8,8,7,7,7,6,7,7,8,8,6,6,7,6,8,5,4,56,NA,NA,60,40,46,NA,58,56,NA,NA,NA
"DIS.D",NA,NA,67,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,52,52,60,NA,NA,77,NA,NA,NA,NA,NA,78,NA,NA,21,22,53,NA,22,22,44,27,23,33,35,NA,58,NA,NA,27,19,23,22,13,18,18,18,21,25,22,22,17,18,20,18,20,20,17,17,18,18,17,18,17,19,18,17,16,17,NA,NA,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,55,27,31,35,25,55,51,NA
"DIS.3M",4,6,6,2,2,3,1,1,1,2,4,6,9,33,31,4,4,5,4,4,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,23,71,49,48,25,31,24,23,17,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,48,48,45,46,43,44,35,47,46,NA,NA,42,40,31,41,60,33,24,20,17,1,2,3,11,31,30,25,45,NA,16,NA,39
"DIL.3",10,10,12,6,5,4,4,5,6,3,11,7,7,7,6,NA,10,6,NA,18,10,NA,NA,NA,9,8,9,68,69,NA,71,8,NA,NA,NA,62,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,60,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIL.5",15,21,18,17,15,NA,17,17,12,12,18,13,13,11,12,8,14,13,15,19,12,14,11,8,10,10,10,7,9,8,9,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,48,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,40,37,34,35,37,37,29,NA,NA,NA,38,NA,24,29,25,43,26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,51
"DIL.10",NA,NA,37,NA,37,19,21,25,17,14,19,19,19,16,17,14,28,21,26,29,23,19,17,15,18,23,18,14,13,18,17,33,12,14,16,42,33,22,42,46,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,50,49,54,54,55,NA,NA,NA,NA,NA,NA,50,52,NA,34,30,25,25,24,25,27,25,24,23,21,22,25,22,19,19,19,30,29,27,25,44,34,NA,NA,40,NA,NA,NA,NA,45,41,46,31,45,29,NA,NA
"DVOLA1",28,24,29,38,43,38,46,37,29,22,28,NA,NA,30,37,NA,38,28,NA,NA,28,NA,25,31,NA,42,29,32,62,59,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,45,45,41,39,38,38,40,38,35,33,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,31,28,28,NA,44,54,44,NA,23,53,18
"DVOLA2",35,NA,NA,60,NA,NA,NA,NA,NA,75,NA,NA,64,59,NA,NA,63,NA,NA,NA,NA,NA,75,65,76,NA,NA,NA,74,NA,NA,13,14,11,10,12,11,14,37,NA,39,29,26,23,22,26,33,37,33,38,43,38,43,42,40,41,45,51,50,NA,NA,NA,NA,NA,NA,NA,47,44,42,41,43,40,39,35,37,36,35,33,33,NA,NA,NA,NA,NA,36,27,41,NA,NA,NA,NA,NA,NA,33,61,59,NA,NA,NA,NA,24,NA,45,NA,45,49,46,NA,24,NA,58
"DIFO.C",33,58,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,38,26,NA,51,57,NA,NA,58,55,NA,NA,NA,NA,NA,NA,41,47,52,49,44,NA,NA,NA,NA,NA,NA,29,30,29,32,32,31,NA,44,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,64,72,67,NA,NA,NA,NA,74,73,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,62,52,64,59,52,67,78,76,58,NA,59,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",18,NA,NA,NA,NA,41,47,NA,NA,NA,NA,20,22,17,18,NA,19,19,10,13,11,9,14,19,21,18,22,58,22,17,18,11,46,60,60,15,16,5,29,39,32,38,43,41,37,27,31,33,31,13,NA,12,16,21,16,24,34,12,11,11,15,17,18,12,12,7,7,7,8,8,9,9,10,14,13,10,9,15,14,10,9,9,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,61,NA,NA
"DIFOM.EXP",NA,NA,22,54,NA,35,28,35,NA,NA,NA,43,38,35,26,NA,NA,38,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,67,37,30,41,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,68,NA,36,NA,NA
"DIFOMI.C",NA,NA,68,NA,NA,16,16,10,11,24,NA,29,10,12,10,15,15,11,7,6,13,10,9,13,15,12,12,9,8,10,10,12,11,10,9,2,3,6,8,7,6,8,9,9,4,5,6,6,7,8,7,7,7,7,7,6,6,7,7,7,9,8,7,7,7,8,9,8,9,7,6,7,6,7,8,8,8,8,9,31,11,32,NA,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,21,47,NA,25,25
"DIFOMI.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,66,48,NA,NA,62
