"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,2,NA,NA,NA,NA,2,3,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,34,37,36,NA,24,15,15,20,NA,21,20,16,16,15,12,8,8,8,9,8,8,8,9,9,8,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,34,28,24,9,9,19
"ECCS2",NA,NA,NA,39,39,26,19,21,18,14,11,12,12,8,8,15,17,17,6,6,6,6,6,6,6,10,9,6,5,6,4,8,13,13,13,15,15,7,5,5,6,6,7,6,6,7,7,6,6,6,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,50,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,33,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,3,2,4,2,2,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,3,6,6,6,6,6,7,7,6,6,7,7,8,7,6,6,7,19,19,18,18,16,17,18,17,14,14,14,NA,13,14,12,12,10,8,8,10,12,16,11,8,6,6,8,6,6,5,5,9,10,9,6,2,1,1,1,1,1,1
"ECCS6",18,35,23,18,24,20,17,20,20,26,30,NA,51,42,NA,49,54,63,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,45,40,45,48,55,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",NA,51,NA,NA,NA,56,46,66,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,49,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,37,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,51,45,54,NA,51,52,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,44,38,35,33,38,42,31,34,32,41,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,38,59,NA,NA,71,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,9,10,9,9,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,4,5,5,5,5,3,3,2,5,19,25,34,36,45,NA,NA,NA,NA,27,NA,29,63,NA,36
"ECCS9",NA,NA,NA,NA,NA,NA,NA,32,NA,7,4,5,3,3,4,NA,13,10,4,3,2,2,2,3,1,1,1,1,1,1,1,1,2,3,2,3,8,3,4,8,9,NA,27,29,24,22,31,NA,NA,30,14,13,21,26,29,33,35,25,25,25,7,7,6,6,6,6,7,7,6,6,7,7,7,7,7,7,7,7,7,11,14,16,15,17,18,21,23,22,17,15,32,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,54,NA,NA,NA
"ECCS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,NA,NA,NA,NA,NA,33,31,NA,11,14,13,13,16,14,16,15,12,11,12,9,9,NA,NA,28,69,29,36,9,16,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,40,37,37,39,42,NA,NA,NA,NA,NA,NA,NA,NA,49,51,50,54,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,60,54,51,NA,42,52,43,37,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,56,53,43,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,28,52,34,17,15,18,19,21,18,17,17,24,28,23,35,29,39,27,30,31,NA,NA,45,NA,44,NA,47,56,58,48,43,52,NA,NA,NA,55,48,NA,49,45,43,35,39,NA,48,29,25,27,19,22,22,27,28,39,33,47,53,NA,52,39,51,NA
"ECCS12",32,25,NA,46,4,2,2,1,2,1,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,60,NA,NA,NA,NA,NA,NA,NA,12,13,10,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,48,48,49,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,54,NA,43,37,22,27,25,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,17,20,22,22,20,19,18,19,19,17,19,19,19,19,17,15,16,16,15,15,14,13,15,13,17,17,16,15,15,17,15,16,19,21,23,18,17,17,23,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,45
"MT.presence",22,15,14,16,26,27,31,29,34,31,25,31,42,NA,NA,25,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,45,45,NA,NA,NA,NA,48,26,23,17,21,19,19,26,30,NA,33,34,37,39,38,40,36,36,37,31,32,31,32,29,32,38,41,42,43,42,56,49,22,33,18,34,29,37,47,NA,NA,NA,NA,NA,NA,NA,30,30,54,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,28,NA,NA,40,NA,NA,NA,NA
"MT.future",50,NA,NA,56,55,52,44,NA,NA,NA,NA,NA,NA,NA,NA,32,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,62,NA,57,NA,NA,NA,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,20,32,27,39,56,31,NA,NA,NA,27,31,NA,NA,NA,NA,NA,30,24,NA,NA,NA,59,NA,58,NA,NA,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,11,7,15,6,5
"MT.de.future",52,47,54,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,53,NA,41,48,NA,NA,NA,NA,NA
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,63,NA,NA,NA
"MT.currency",NA,NA,NA,44,40,55,NA,NA,59,54,NA,56,NA,NA,58,36,NA,NA,16,19,NA,NA,NA,65,NA,48,NA,41,39,41,39,35,44,NA,NA,NA,NA,NA,54,48,NA,17,28,NA,31,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,48,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,44,NA,NA,NA,NA,58,9,NA,9,NA,NA,NA
"MT.taxation",NA,NA,NA,11,NA,NA,NA,34,22,35,31,27,NA,28,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,13,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,41,NA,NA,23,26,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,13,14,21,63,20,NA,33,NA,42,14
"MT.cycle",25,23,22,30,29,39,26,30,31,29,37,20,43,NA,NA,48,32,33,42,44,41,53,43,44,50,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,57,NA,NA
"MT.labor",46,50,39,41,36,31,36,NA,38,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,63,59,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,33,NA,NA,NA,NA,44
"MT.budget",39,NA,NA,52,53,34,NA,37,40,36,40,32,45,41,45,70,NA,NA,32,25,32,32,41,NA,53,53,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,53,48,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,9,18,42,35,NA,24,NA
"MT.de.taxation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,53,41,37,44,27,37,28,16,26,26,25,28,36,19,28,12,38,19,20,21,23,23,25,22,21,21,27,26,25,25,27,27,23,31,49,50,55,35,50,48,NA,NA,31,19,21,22,26,29,22,24,27,40,49,48,23,28,28,28,30,35,38,33,28,23,24,24,25,15,NA,NA,NA,65,54,15,26,13,20
"MT.de.cycle",NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,23,27,31,28,30,31,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,55,54,49,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,48,43,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,32,NA,NA,NA,NA,3
"MT.de.labor",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,61,NA,NA,NA,63,NA,NA,NA,NA,NA,52,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,42,NA,NA,NA,NA,NA,NA,NA,22,34,25,33,16,NA
"MT.de.budget",38,NA,NA,NA,51,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,46,43,44,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,25,26,21,21,21,28,NA,26,31,30,61,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,38,29,NA,NA,NA,21,6,9,NA,NA,NA,41
"DIS.M",NA,37,NA,28,43,33,32,31,41,33,NA,NA,NA,NA,NA,44,35,37,55,NA,36,34,31,30,35,NA,42,53,NA,42,NA,29,34,30,33,33,48,32,21,11,11,12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,34,35,35,34,30,29,32,42,51,46,42,47,40,44,42,25,33,32,24,22,18,16,15,11,9,16,23,24,19,43,46,42,32,NA
"DIS.D",NA,NA,NA,NA,NA,NA,NA,NA,51,46,47,40,48,NA,55,NA,NA,62,57,26,30,49,NA,NA,NA,69,58,NA,53,55,25,26,29,27,27,44,59,NA,NA,NA,48,39,34,33,NA,39,NA,NA,NA,NA,NA,16,24,19,22,25,27,NA,NA,22,22,21,20,41,44,46,40,39,NA,36,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,45,54,NA,21
"DIS.3M",NA,NA,NA,NA,NA,NA,NA,8,6,30,NA,NA,33,NA,NA,4,6,6,22,NA,43,46,NA,NA,NA,NA,NA,58,30,33,12,5,16,4,5,NA,NA,NA,NA,NA,NA,30,37,NA,43,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,35,44,NA,NA,NA,4,5,6,17,23,23,20,26,15
"DIL.3",NA,NA,NA,51,28,32,NA,NA,NA,NA,NA,NA,31,18,22,43,NA,50,35,27,25,24,21,21,26,56,36,34,46,51,56,41,67,37,37,43,NA,20,7,12,NA,NA,NA,NA,NA,NA,NA,43,53,NA,NA,NA,56,50,53,50,51,55,57,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,59,NA,NA,NA,37,48
"DIL.5",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,10,19,19,20,NA,NA,NA,NA,NA,NA,26,NA,29,43,27,49,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,37,34,33,34,32,32,32,37,29,41,40,31,24,27,47,25,29,26,24,25,24,23,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,43,NA,NA,44,34,NA
"DIL.10",NA,NA,NA,61,60,NA,24,50,37,38,33,44,NA,NA,NA,21,21,21,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,28,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,28,24,20,26,25,27,33,39,47,45,37,33,39,40,55,22,31,35,29,28,26,28,26,23,40,NA,39,36,NA,NA,47,NA,NA
"DVOLA1",NA,52,49,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,75,NA,NA,NA,NA,NA,NA,46,NA,15,12,12,11,9,8,8,10,12,13,11,14,15,16,12,12,12,15,14,13,16,17,17,16,16,18,18,18,17,17,17,16,17,16,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,59,57,51,49,45,45,37,40,NA,NA,NA,NA,NA,NA,26,27,43,30,26,26,40,NA,42
"DVOLA2",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,34,17,23,26,31,69,44,49,70,49,26,29,30,32,31,43,35,52,47,43,NA,50,38,NA,NA,20,NA,NA,55,NA,NA,NA,51,NA,16,33,NA,NA,NA,NA,NA,NA,50,54,59,54,53,53,55,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48,47,51,49,50,53,55,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,31,NA,49,24,22,55
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,57,62,53,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,51,NA,NA,49,63,NA,47,51,43,43,44,41,33,40,35,37,39,38,38,36,37,45,41,NA,NA,NA,38,35,33,36,30,37,38,35,36,49,NA,19,NA,NA,NA,NA,NA,25,31,34,39,NA,NA,NA,56,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,42,39,38,NA,NA,57,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,24,24,40,40,43,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,48,51,48,43,36,40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA
"DIFOM.C",6,NA,12,NA,10,15,11,58,NA,NA,52,55,9,NA,NA,NA,NA,NA,NA,9,12,8,9,8,9,13,NA,NA,NA,52,10,NA,NA,NA,NA,NA,NA,NA,17,NA,12,NA,38,NA,10,5,5,3,3,3,3,4,4,4,3,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,4,4,4,4,4,2,3,5,4,5,5,4,4,3,2,2,2,3,3,3,4,3,4,NA,NA,NA,NA,NA,7,NA,NA,33,28,NA,NA,5,8,NA,NA,NA,17
"DIFOM.EXP",14,38,40,NA,25,18,12,NA,27,19,12,NA,10,9,11,17,NA,42,26,13,18,22,19,18,17,17,NA,NA,12,13,11,NA,NA,NA,NA,50,45,NA,60,NA,NA,NA,NA,NA,11,NA,NA,8,9,NA,NA,NA,NA,NA,48,52,38,33,36,47,NA,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,30,30,31,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",13,7,8,6,15,14,NA,19,21,16,NA,NA,21,23,24,12,10,14,10,8,10,9,11,11,12,8,7,7,6,8,27,10,8,6,8,8,6,8,6,4,5,7,8,9,9,9,6,7,5,4,4,7,8,7,8,7,7,7,6,6,8,15,11,17,12,13,17,NA,NA,10,10,NA,NA,NA,NA,11,32,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,14,22,NA,43,18
"DIFOMI.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,47,53,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,74,NA,NA,NA,49,NA,NA,NA,NA,37,51,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,45,36,43,58,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
