"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,41,40,NA,45,NA,NA,NA,50,50,NA,45,52,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,19,36,NA,NA,NA,31,33,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15,15,10,9,15,14,14,15,15,NA,NA,NA,13,NA,NA,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,52,50,NA,14,13,14,4,5
"ECCS4",NA,NA,NA,NA,NA,NA,37,40,37,32,NA,NA,28,27,37,47,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,51,56,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,4,4,2,1,1,1,1
"ECCS6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,46,52,52,44,51,53,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,56,57,59,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,33
"ECCS7",2,6,4,4,8,9,15,16,20,25,NA,NA,NA,50,41,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,50,NA,NA,NA,NA,NA,NA,NA,51,55,51,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",49,55,52,55,57,57,42,NA,NA,49,4,1,1,2,2,NA,36,NA,53,53,54,NA,NA,NA,NA,48,NA,NA,NA,NA,39,11,12,10,7,6,3,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,25,14,11,10,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,32,22,16,20
"ECCS9",NA,54,49,40,41,34,24,34,23,16,16,5,8,10,10,43,24,17,17,13,15,11,6,5,5,3,3,4,4,3,2,2,2,2,2,2,43,55,38,23,26,19,16,24,24,15,6,4,4,4,5,5,5,5,5,7,7,7,13,43,40,35,26,25,6,6,6,6,5,5,3,4,5,5,8,7,7,7,7,8,8,5,5,4,4,4,4,5,5,6,7,6,5,6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,30
"ECCS10",NA,38,37,44,39,54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,18,56,19,NA,NA,NA,NA,NA,52,31,35,28,28,32,30,20,25,30,32,35,NA,NA,NA,NA,NA,NA,NA,18,16,13,12,10,11,15,14,14,17,18,17,14,14,14,15,18,17,17,16,16,17,16,13,14,11,10,11,10,25,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,58,NA,42,21,35,NA,NA,NA,NA,NA,NA,NA,34,35,33,42,56,44,47,NA,NA,NA,44,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,64,50,32,39,34,38,43,45,NA,NA,NA,NA,NA,NA,NA,29,23,23,30,26,25,29,28,30,30,29,32,31,35,22,26,37,31,38,39,59,52,NA,53,23,23,24,25,12,12,11,11,9,10,13,13,19,27,15,11,26,29,27,27,27,22,26,41,37,45,42,37,32,NA,NA
"ECCS12",NA,NA,NA,6,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,27,26,20,20,38,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,37,34,31,23,23,21,22,28,28,27,30,29,39,45,NA,NA,NA,NA,54,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,20,20,18,18,18,19,18,19,NA,NA,15,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,7,NA
"MT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,49,NA,34,29,31,NA,NA,NA,NA,NA,NA,NA,NA,42,44,41,NA,NA,NA,NA,NA,NA,NA,30,31,27,29,NA,NA,NA,40,35,45,45,NA,60,37,31,25,27,46,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.future",NA,NA,NA,NA,NA,65,43,NA,NA,50,49,NA,NA,54,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,30,43,41,19,17,43,NA,NA,13,NA,46,NA,42,NA,5,5,5,6,4,4,4,4,8,6,8,7,7,6,7,6,8,8,7,7,8,7,8,6,6,6,7,7,6,6,6,6,7,7,6,9,12,15,NA,21,22,21,33,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,49,NA,NA,NA,46,29,21,17,17,14,14,15,14,NA,28,NA,59,NA,39,59,NA,NA,NA,NA,NA,NA,NA,23,21,20,18,21,23,25,23,24,23,22,20,22,28,27,22,NA,27,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,10
"MT.de.future",NA,NA,NA,17,18,19,22,26,34,30,38,NA,NA,NA,NA,40,48,24,25,25,29,32,31,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,43,44,NA,48,NA,NA,NA,NA,NA,NA,NA
"MT.de.climate",NA,NA,NA,46,45,49,NA,52,54,47,62,37,36,NA,NA,57,55,48,51,47,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,11,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.currency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,36,39,57,NA,56,NA,59,38,51,45,53,39,43,54,26,29,26,25,27,47,47,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,45,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,41,43,48,49,54,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,11,11,NA,NA
"MT.taxation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,37,45,NA,57,NA,NA,NA,NA,NA,NA,NA,28,26,23,NA,NA,NA,NA,NA,NA,NA,NA,27,52,43,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40,NA,48,NA,NA,NA,12,11
"MT.cycle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,44,55,21,51,21,17,18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,44,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,43,40,6,13,14,39,36,NA,NA,NA,NA,NA
"MT.budget",16,23,25,21,30,41,NA,29,NA,NA,44,NA,43,24,26,35,23,39,NA,24,26,25,26,25,47,51,48,30,36,34,32,47,25,24,16,15,NA,31,57,NA,NA,57,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,22,25,24,17,NA,41,NA,7,14,44,49,NA,29,35
"MT.de.taxation",NA,NA,NA,NA,NA,61,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,54,57,NA,NA,NA,25,10,11,9,11,8,8,8,8,8,9,10,11,10,10,9,12,16,13,12,11,10,11,11,12,12,11,12,12,11,13,10,13,12,11,14,14,14,12,12,12,11,9,8,9,6,6,6,8,7,7,9,7,7,9,13,22,8,16,21,26,20,16,NA,NA,35,40,47,NA,NA,14,NA
"MT.de.cycle",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,31,21,20,17,17,26,26,33,30,33,34,33,32,35,39,41,60,NA,55,60,NA,NA,57,56,50,49,47,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,12,NA,NA,NA
"MT.de.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,26,NA,31,NA,19,NA
"MT.de.budget",NA,NA,NA,NA,NA,53,29,22,27,33,25,32,54,33,28,NA,20,21,22,35,41,40,NA,33,22,NA,NA,51,43,NA,NA,31,48,42,37,17,29,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,56,50,42,NA,NA,NA,57,NA,NA,44,40,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,11,6,16,NA,NA,42
"DIS.M",NA,44,40,34,40,33,31,30,NA,NA,NA,NA,46,46,NA,NA,54,49,NA,NA,NA,NA,NA,NA,NA,53,57,37,41,38,38,50,45,NA,NA,56,NA,NA,NA,39,37,20,32,NA,NA,NA,NA,NA,NA,NA,NA,49,48,43,42,30,30,58,60,53,58,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,NA,55,28,31,30,30,25,25,31,32,29,32,35,46,36,38,33,12,19,17,22,34,38,33,30,28,12,51,NA,NA,NA,49
"DIS.D",NA,NA,NA,NA,NA,NA,NA,NA,25,26,19,NA,NA,NA,NA,19,21,23,27,28,NA,26,25,24,31,NA,33,29,39,36,NA,25,32,NA,NA,59,NA,NA,NA,NA,50,39,36,NA,NA,45,NA,NA,NA,48,46,NA,NA,NA,NA,21,27,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,34,NA,26,NA
"DIS.3M",NA,NA,NA,NA,NA,NA,NA,31,51,31,43,25,NA,NA,53,NA,NA,NA,NA,NA,30,NA,37,47,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,8,4,NA,28,28,23,25,25,21,40,27,38,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,53,49,42,40,42,NA,NA,NA,NA,NA,24,20,19,17,24,29,41,32,9,7,10,11,13
"DIL.3",NA,NA,NA,38,34,37,58,NA,NA,NA,NA,NA,15,14,14,13,10,6,7,8,10,12,14,14,11,9,9,10,11,11,10,8,8,9,8,7,9,6,3,5,48,23,12,9,7,7,9,9,10,11,12,16,15,16,15,20,19,22,17,19,19,19,18,19,20,18,19,16,14,19,15,15,15,13,16,15,15,13,14,14,14,14,15,17,17,14,12,13,11,11,11,9,11,12,7,6,5,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,45
"DIL.5",NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,26,24,13,23,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,37,32,26,27,37,37,18,17,32,25,21,18,18,14,7,8,10,27,6,5,4,7,9,22,26,21,23,NA,NA,31,NA,NA
"DIL.10",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,28,NA,NA,14,35,31,18,16,14,NA,NA,16,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,58,NA,NA,48,50,38,36,45,40,42,43,37,38,44,43,44,NA,NA,NA,NA,NA,NA,NA,37,33,33,31,18,NA,NA,NA,43,NA,NA,NA,NA,NA
"DVOLA1",13,21,19,31,25,22,25,18,18,21,22,20,22,28,25,25,25,25,26,21,20,16,16,19,19,16,14,NA,23,15,12,28,13,14,11,22,NA,NA,53,47,39,61,62,NA,48,NA,25,36,NA,39,41,39,41,35,33,43,NA,NA,52,NA,54,54,44,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,60,NA,55,49,43,41,43,51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,29,43,40
"DVOLA2",NA,NA,NA,NA,NA,NA,NA,NA,61,42,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,52,53,39,47,NA,51,46,54,62,36,62,50,42,31,NA,NA,21,35,NA,NA,NA,NA,NA,NA,44,49,37,37,NA,NA,41,NA,52,50,48,47,43,43,54,53,55,55,NA,NA,53,NA,NA,44,34,49,46,49,51,46,NA,NA,NA,47,NA,34,40,NA,NA,NA,46,NA,39,34,28,26,25,NA,NA,22,34,NA,NA,NA,NA,NA,NA,17,NA,NA,41,51
"DIFO.C",9,12,14,NA,NA,NA,40,45,NA,NA,NA,15,21,NA,NA,21,33,26,20,16,9,8,10,8,8,6,6,21,20,6,20,NA,6,6,6,9,7,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,45,31,32,36,37,24,27,26,29,28,29,27,45,NA,NA,39,36,45,30,31,41,29,30,31,29,42,NA,NA,36,40,NA,NA,NA,30,26,38,34,31,20,6,23,NA,NA,30,NA,20,35,NA,NA,25,NA,28,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,7,NA,NA,NA,NA,NA,NA,NA,NA,32,34,14,7,7,7,7,6,6,5,11,13,NA,NA,10,9,11,4,5,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",8,33,43,37,46,45,NA,46,NA,NA,NA,9,10,42,NA,6,8,7,11,11,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,8,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,4,4,4,4,4,4,4,4,7,11,6,5,NA,NA,6,NA,NA,5,5,4,4,4,5,9,8,9,5,10,4,NA,NA,NA,NA,5,NA,NA,NA,NA
"DIFOM.EXP",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,47,47,NA,NA,NA,NA,63,NA,58,NA,17,56,NA,NA,8,NA,NA,NA,NA,NA,NA,20,17,NA,NA,NA,NA,NA,NA,16,24,NA,NA,NA,23,23,23,NA,22,NA,NA,12,12,13,14,15,16,16,14,13,15,17,15,25,20,32,30,20,10,12,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",11,15,13,NA,NA,43,NA,NA,NA,NA,NA,14,12,17,15,9,12,12,14,15,16,21,22,26,NA,21,20,17,13,13,15,32,18,15,24,23,18,11,18,12,8,6,5,6,5,5,5,NA,NA,6,7,7,6,7,6,9,8,6,5,6,7,6,7,7,10,20,10,26,15,16,17,NA,20,NA,NA,22,32,29,17,5,6,17,6,7,14,5,5,7,6,5,8,8,6,5,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,29
"DIFOMI.EXP",NA,39,41,NA,NA,NA,NA,NA,NA,53,NA,NA,47,43,38,41,46,47,55,NA,59,NA,NA,NA,55,NA,38,42,37,33,37,36,40,NA,NA,NA,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,46,47,48,45,45,40,43,23,25,26,41,35,33,35,31,25,23,26,20,23,33,39,31,34,34,38,37,34,28,22,48,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,37
"DIFOMV.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,63,NA,61,NA,NA,44,36,51,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,7,6,5,4,5,9,NA,NA
