"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,43,11,4,9,NA,NA,49,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,70,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,50,37,40,NA,40,40,NA,NA,69,54,53,47,46,52,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,26,25,26,24,24,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,54,NA,33,NA,NA,32,49,62,33,41,NA,NA,50,64,59,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,31,NA,NA,NA,NA,NA,66,NA,NA,NA,66,NA,37,37,NA,NA,38,NA,52,NA,NA,NA,NA,NA,NA,NA,34,29,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,37,31,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,46
"ECCS4",58,41,47,36,8,59,71,36,NA,NA,NA,18,48,16,10,19,12,NA,NA,NA,63,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA
"ECCS5",NA,43,42,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,44,64,45,59,74,NA,50,18,24,11,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,64,75,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
"ECCS6",NA,NA,NA,NA,NA,9,15,NA,34,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,18,19,48,20,22,13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,54,59,NA,NA,52,65,66,NA,NA,71,66,NA,NA,NA,NA,NA,61,51,NA,NA,NA,NA,NA,NA,NA,63,NA
"ECCS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,36,39,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,79,52,NA,NA,54,56,60,49,NA,69,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,43,48,46,45,45,42,52,49,40,43,56,43,45,42,46,58,42,58,51,48,46,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
"ECCS8",36,NA,16,72,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,9,23,40,19,36,49,NA,40,41,NA,35,62,26,48,21,40,15,NA,NA,NA,NA,32,NA,NA,NA,35,34,33,27,24,28,26,26,NA,NA,47,NA,NA,NA,NA,NA,NA,68,NA,65,NA,NA,NA,NA,NA,41,NA,NA,NA,64,NA,NA,NA,74,66,NA,NA,NA,69,NA,68,68,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,86,NA,NA,NA,69,NA,42,75
"ECCS9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,8,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,18,43,71,33,NA,NA,NA,66,68,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,64,24,NA,NA,NA,21,19,22,78,71,65,62,60,72,20,62,NA,73,NA,NA,NA,80,70,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,70,NA
"ECCS10",NA,NA,NA,NA,34,64,NA,NA,40,44,33,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,39,63,NA,NA,NA,NA,10,15,10,14,29,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,NA,NA,50,60,NA,NA,NA,NA,NA,NA,17,14,32,29,40,NA,26,70,50,NA,NA,46,NA,NA,NA,74,71,NA,66,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,75,NA,NA,NA,NA,48,NA,55,NA,NA,59,45,44,41,NA,38,NA,70,29,30,36,57,48,39,26,31,27,20,22,28,21,25,21,34,15,21,18,20,18,65,NA,NA,NA,42,41,NA,NA,66,65,NA,57
"ECCS12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60,63,41,42,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,61,53,52,56,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,56,34,33,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,24,31,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,67,69,NA,NA,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,60,33,42,NA,NA,18,NA,NA,NA,NA,73,72,NA,74,6,6,4,6,60,20,34,36,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,57,71,80,56,66,60,59,NA,NA,49,61,NA,NA,NA,NA,NA,49,35,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
"MT.presence",37,49,19,65,NA,56,63,60,NA,NA,NA,NA,NA,NA,80,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,44,31,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,69,38,38,34,32,29,31,31,33,41,50,49,47,54,NA,NA,NA,66,NA,NA,34,NA,NA,NA,44
"MT.future",45,37,65,38,35,36,11,34,28,28,30,41,71,60,59,54,39,36,53,40,49,59,NA,NA,64,NA,52,NA,NA,NA,5,NA,NA,NA,NA,NA,80,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,66,NA,NA,NA,21,22,64,61,58,NA,59,64,76,NA,78,74,52,55,7,79,NA,NA,48,NA,NA,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,53,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,51,59,64,65,NA,NA,NA,82,70,47,64,55,40,39,NA,NA,NA,66,55,NA,NA,NA,NA,NA
"MT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,63,66,NA,NA,NA,NA,54,67,NA,NA,NA,NA,38,74,11,3,4,8,9,43,67,NA,NA,NA,NA,NA,NA,63,NA,60,58,60,56,50,58,59,56,47,NA,NA,NA,NA,NA,NA,43,69,70,69,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,66,58,64,NA,NA,NA,62,72,NA,NA,58,47,51,51,55,53,67,55,52,52,51,NA,NA,77,NA,76,68,NA,NA,29,61,35,NA,NA,64,16,76,21
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,78,79,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,46,52,52,NA,NA,NA,NA,NA,NA,NA,NA,50,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,53,NA,NA,NA,NA,43,NA,22
"MT.currency",NA,NA,57,61,52,7,30,63,47,43,32,30,25,38,44,34,32,35,38,26,35,35,33,38,28,37,70,64,59,76,78,NA,48,45,NA,NA,NA,18,16,9,13,16,14,NA,66,20,NA,70,NA,NA,NA,66,66,69,NA,30,21,19,17,55,NA,NA,17,21,22,18,17,18,22,64,58,58,55,51,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,23,23,20,17,17,23,24,19,26,29,NA,42,7,44,5,72,74,28,NA,5,NA,3
"MT.taxation",NA,NA,31,11,31,62,61,44,42,36,48,75,NA,56,61,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,8,8,6,4,5,7,6,7,10,10,19,21,24,25,22,29,24,13,11,20,14,21,15,19,26,25,27,23,23,22,21,15,14,16,12,16,9,10,11,9,13,11,9,9,12,12,13,13,14,22,21,18,19,35,37,36,37,43,NA,2,NA,12,32,39,62,1,64,54
"MT.cycle",NA,54,NA,75,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,42,51,NA,NA,NA,NA,NA,NA,77,NA,76,75,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,77,69,NA,77,71,68,71,NA,NA,NA,NA,NA,69,75,54,53,46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,58,NA,58,NA,NA,58,59,59,60,NA,NA,NA,74,74,73,NA,NA,NA,53,48,NA,NA,52,NA,NA,68,58
"MT.labor",NA,NA,NA,34,NA,NA,41,59,NA,NA,NA,NA,49,NA,17,16,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,19,26,20,17,15,37,59,49,14,15,19,20,14,25,34,NA,38,26,23,49,23,28,NA,36,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,75,74,NA,63,61,51,NA,55,49,47,68,72,NA,63,70,NA,66,NA,78,63,57,37,49,17,63,38,NA,56,55,71,NA,24
"MT.budget",NA,NA,NA,40,62,NA,21,NA,NA,64,64,55,NA,64,66,NA,NA,NA,NA,64,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,70,24,23,33,67,54,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,26,NA,28,34,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,79,NA,35,21,54,45,14,44,25,22,57,77,NA
"MT.de.taxation",52,28,40,46,65,NA,38,43,41,NA,NA,NA,NA,68,NA,NA,NA,51,47,57,NA,44,42,37,41,26,28,31,22,19,20,19,12,12,23,36,50,46,66,52,58,NA,NA,NA,70,79,NA,NA,NA,NA,76,61,62,NA,NA,63,60,61,64,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,63,62,NA,NA,NA,NA,57,51,NA,NA,NA,NA,NA,62,38,25,NA,62,76,NA,NA,16,17
"MT.de.cycle",NA,NA,46,NA,NA,72,NA,70,67,65,74,60,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,73,NA,82,66,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,70,71,63,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,71,67,67,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,39,NA,NA,4,NA,24,30,47,NA
"MT.de.labor",NA,NA,NA,NA,NA,42,42,NA,NA,NA,NA,NA,69,31,NA,36,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,59,63,69,NA,59,NA,NA,NA,NA,51,59,67,65,NA,NA,NA,NA,NA,NA,NA,NA,62,49,67,NA,NA,37,39,38,46,39,28,25,NA,NA,38,37,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,76,54,67,69,69,NA,NA,63,NA,48,NA,NA,NA,36,NA,23
"MT.de.budget",42,27,24,NA,24,22,NA,28,73,77,67,64,40,71,65,65,61,60,NA,NA,57,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,57,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,73,44,NA,NA,NA,NA,57,54,NA,76,81,65,59,66,56,64,62,1,NA,72,NA,66,NA,7,NA,12,31
"DIS.M",59,NA,NA,55,80,37,37,47,35,37,42,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,61,58,NA,7,NA,62,NA,NA,71,74,55,NA,31,61,5,6,2,NA,6,2,2,3,2,2,3,3,3,2,3,2,2,3,3,4,4,4,4,3,10,3,5,4,4,5,6,6,3,4,4,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,4,5,5,6,6,7,10,5,14,23,20,17,30,NA,59,NA,40,NA,24,NA,32,25,22,21,NA
"DIS.D",34,52,56,52,58,67,66,51,57,59,54,36,45,23,50,24,24,28,27,29,47,37,53,50,45,35,44,36,43,47,54,46,53,53,38,50,57,NA,NA,61,NA,NA,NA,NA,63,NA,NA,60,60,64,65,41,40,41,40,39,40,41,40,63,64,62,72,NA,NA,NA,72,NA,NA,30,NA,NA,NA,55,74,44,47,54,55,64,65,56,49,44,42,45,41,40,39,57,NA,NA,NA,64,53,43,46,46,NA,26,17,22,19,18,44,27,NA,31,29,26,NA
"DIS.3M",62,42,50,NA,NA,NA,36,NA,6,8,8,58,47,NA,NA,71,NA,11,7,6,7,77,NA,NA,NA,50,35,28,25,29,32,31,37,48,64,30,75,NA,NA,NA,NA,NA,NA,6,7,5,7,NA,6,5,4,6,6,8,8,NA,NA,NA,NA,19,NA,NA,15,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,68,70,5,5,4,5,4,5,5,2,4,4,NA,NA,72,NA,NA,NA,NA,NA,NA,27,22,34
"DIL.3",NA,57,NA,53,42,63,62,37,52,45,40,28,15,13,20,12,14,12,17,16,15,7,5,5,4,4,7,12,12,16,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,56,NA,NA,62,65,NA,59,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,49,48,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,61,72,59,61,61,NA,57,26,78,53
"DIL.5",31,45,36,42,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,60,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,37,30,25,32,24,27,31,41,37,33,19,21,27,24,48,72,NA,23,NA,NA,78,62,32,32,27,NA,58,NA,44,35,45,38,46,50,38,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,17,33,50
"DIL.10",NA,NA,NA,76,18,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,49,67,66,NA,NA,46,58,60,NA,NA,NA,15,NA,58,30,45,35,37,28,20,28,27,42,38,40,39,33,58,60,70,62,NA,NA,NA,71,72,75,NA,NA,71,NA,NA,36,38,35,27,41,35,33,32,38,NA,76,24,27,22,19,19,26,24,25,27,30,27,29,39,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,57,57,66,53,47,37,47,41,53,47,NA,NA,NA,NA,NA
"DVOLA1",16,9,18,23,21,23,NA,5,17,19,23,16,NA,12,14,17,26,21,10,5,18,13,27,31,36,NA,40,56,70,70,NA,NA,39,28,3,39,68,53,NA,NA,62,NA,NA,20,20,23,NA,NA,23,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,47,41,45,41,41,33,42,66,NA,NA,NA,NA,NA,NA,NA,72,8,76,NA,NA,NA,NA,NA,NA,53,NA,54,47,48,53,48,49,48,46,74,31,31,28,26,34,21,28,14,22,15,10,19,NA,46,NA,63
"DVOLA2",6,4,4,5,10,10,40,52,43,39,34,52,36,52,55,42,36,39,49,60,33,36,34,42,20,31,69,30,39,45,43,NA,26,22,NA,27,74,NA,NA,NA,NA,NA,61,66,64,28,20,21,24,36,41,NA,34,31,28,31,28,27,NA,27,23,19,18,15,15,17,20,24,30,13,15,16,15,11,12,10,10,9,8,7,7,7,7,7,8,7,7,8,10,12,12,13,13,13,20,10,9,10,10,7,4,2,5,3,4,3,3,NA,35,23,15
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,74,72,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,45,NA,NA,47,44,38,60,38,28,35,52,53,43,39,31,27,25,24,30,29,32,28,30,NA,24,26,30,34,39,28,32,26,55,NA,NA,NA,NA,58,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",38,NA,NA,57,41,17,16,21,14,15,17,12,12,10,12,15,16,13,8,13,21,21,19,18,23,38,34,29,42,38,47,12,23,18,17,2,1,10,26,27,39,19,19,30,29,21,37,34,46,48,45,44,37,36,34,28,32,30,31,57,55,48,49,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,78,73,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,50,68,NA,NA,NA,NA,68,78,80,66,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA
"DIFOMI.C",NA,NA,62,62,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,9,10,10,11,14,19,13,26,23,32,27,22,4,6,5,4,3,2,5,24,22,26,18,16,14,15,11,15,13,19,16,18,20,18,18,19,20,NA,69,NA,46,46,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,45,56,48,56,53,61,62,54,NA,NA,NA,71,62,73,71,60,54,52,70,56,56,61,61,55,67,68,NA,70,NA,NA,43,34,NA,NA,66
"DIFOMI.EXP",55,66,68,NA,59,54,55,NA,NA,NA,NA,NA,NA,54,52,48,63,53,56,33,53,60,56,51,59,53,72,43,51,48,51,38,38,55,51,47,40,48,43,60,59,64,63,NA,NA,76,70,NA,NA,74,73,NA,NA,NA,NA,36,NA,NA,NA,NA,40,30,47,48,43,68,NA,52,63,NA,52,NA,NA,NA,NA,79,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,75,NA,NA,45,NA,NA,63,NA,41,42,49,73
"DIFOMV.C",20,23,39,41,32,78,56,67,50,49,43,25,37,55,60,45,45,24,NA,NA,NA,NA,NA,NA,35,68,64,52,58,59,70,65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,79,NA,NA,NA,NA,59,68,NA,NA,NA,NA,NA,NA,NA,73,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,73,NA,NA,71,NA,NA,NA,67,68
