"Name","Link"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bw_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab1"
"Kredite an Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab2"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bayern_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab1"
"Kredite an Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab2"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_berlin_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab1"
"Kredite an Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab2"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bb_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab1"
"Kredite an Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab2"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_bremen_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab1"
"Kredite an Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab2"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_ns_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab1"
"Kredite an Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab2"
"Kredite an inländische Unternehmen und wirtschaftlich selbständige Privatpersonen nach Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab3"
"Kredite an das inländische Verarbeitende Gewerbe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab31"
"Kredite an das inländische Dienstleistungsgewerbe (einschl. freier Berufe)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab32"
"Kredite an inländische wirtschaftlich unselbständige und sonstige Privatpersonen sowie Organisationen ohne Erwerbszweck","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab4"
"Kredite an inländische öffentliche Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab5"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Gläubigergruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab6"
"Einlagen und aufgenommene Kredite von Nichtbanken (Nicht-MFIs) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab7"
"Einlagen und aufgenommene Kredite von inländischen Unternehmen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab71"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich selbständigen Privatpersonen nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab72"
"Einlagen und aufgenommene Kredite von inländischen wirtschaftlich unselbständigen und sonstigen Privatpersonen (einschließlich Organisationen ohne Erwerbszweck) nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab73"
"Einlagen und aufgenommene Kredite von inländischen öffentlichen Haushalten nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab74"
"Spareinlagen von inländischen Nichtbanken (Nicht-MFIs) nach Sparformen und Befristung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab8"
"Umsätze im Sparverkehr nach Bankengruppen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab9"
"Bei Filialen der Deutschen Bundesbank und inländischen Banken (MFIs) im Quartal zu Protest gegebene Wechsel und nicht eingelöste Schecks","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_sa_tab10"
"Kredite an Nichtbanken (Nicht-MFIs)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s107_hamburg_tab1"
