month,year,ym,HWWA,ZEW,GFK-EXP,ALQ,VAC,CAPA,FAZ
12,1998,1998-12,20.4,-24.9,,10.8,,58,1524.29
1,1999,1999-01,21,-25.1,,10.7,,63.1,1593.86
2,1999,1999-02,20.4,-6.6,,10.7,,60.6,1645.38
3,1999,1999-03,22.6,9.2,,10.6,,64.9,1510.02
4,1999,1999-04,25.1,30.3,,10.6,,65.7,1556.89
5,1999,1999-05,25.5,45.1,,10.5,,65.4,1699.38
6,1999,1999-06,25.8,56.4,,10.5,,64.9,1585.5
7,1999,1999-07,28,74.3,,10.5,,65.6,1731.63
8,1999,1999-08,29.6,74,,10.5,,64.5,1598.42
9,1999,1999-09,32.2,80.7,,10.5,,65.3,1666.5
10,1999,1999-10,31.5,82.4,,10.5,,64.3,1625.05
11,1999,1999-11,33.4,84.5,,10.4,,64.3,1724.16
12,1999,1999-12,34.4,84.4,,10.3,368675,62.3,1869.74
1,2000,2000-01,35,89.6,,10.2,388705,59.9,2195.69
2,2000,2000-02,36.7,85.5,,10.1,428471,63.9,2203.82
3,2000,2000-03,36.9,83.7,,10.1,445171,64.2,2392.48
4,2000,2000-04,33.2,83,,9.6,462908,64,2334.17
5,2000,2000-05,36.9,81,,9.5,481825,63.1,2300.56
6,2000,2000-06,38.5,77.1,,9.5,484199,63.3,2229.97
7,2000,2000-07,37.4,71.9,,9.5,482682,62.2,2117.62
8,2000,2000-08,38.5,67.7,,9.5,475158,62.9,2142.94
9,2000,2000-09,41.3,40.8,,9.4,469923,62.4,2178.06
10,2000,2000-10,40.5,20.4,,9.4,453988,61.8,2054.6
11,2000,2000-11,41.2,8.7,,9.3,434588,62.2,2131
12,2000,2000-12,35.3,-0.1,,9.3,417609,61.8,1985.98
1,2001,2001-01,35.5,-4.4,16.2,9.3,426609,57.4,1962.41
2,2001,2001-02,36.8,-6.1,16.5,9.3,456001,63,2017.52
3,2001,2001-03,34.8,-10.4,16.8,9.3,467628,61.7,1884.19
4,2001,2001-04,35.3,-4.5,16.6,9.3,465506,61.4,1775.34
5,2001,2001-05,36.6,-4.3,16.4,9.2,461459,62,1876.48
6,2001,2001-06,35.8,-8.1,15.8,9.3,458692,61.6,1842.2
7,2001,2001-07,33.9,-1.9,15.3,9.3,449132,61.9,1839.7
8,2001,2001-08,34.4,11.4,13.9,9.3,439922,61.9,1808.76
9,2001,2001-09,34,13.7,12,9.4,429170,61.2,1573.59
10,2001,2001-10,29.6,9.8,11,9.5,403314,61.3,1311.21
11,2001,2001-11,27.4,13.1,9.6,9.6,369908,60.8,1441.87
12,2001,2001-12,27.2,25.8,7.1,9.6,344604,57,1521.81
1,2002,2002-01,27.9,35.9,3.9,9.6,359388,63.6,1586.23
2,2002,2002-02,28.6,50.2,1.2,9.6,393768,63.3,1590.82
3,2002,2002-03,32.4,71.2,-1,9.6,411369,60.1,1566.24
4,2002,2002-04,34,70.6,-2.2,9.5,414346,60,1646.87
5,2002,2002-05,34.1,66.3,-2.7,9.7,412936,59.6,1551.32
6,2002,2002-06,33.3,69.6,-2.7,9.8,408031,60.3,1483.17
7,2002,2002-07,34.4,69.1,-2.6,9.8,392796,61,1311.18
8,2002,2002-08,35.1,43.4,-2.4,9.8,381388,60.9,1121.99
9,2002,2002-09,36.8,39.5,-2.8,9.9,361983,60.9,1128.29
10,2002,2002-10,36.1,23.4,-2.7,10,339005,60.8,874.11
11,2002,2002-11,33.7,4.2,-2.9,10.1,310069,60.5,971.86
12,2002,2002-12,36.2,0.6,-2.9,10.2,284349,61,1065.83
1,2003,2003-01,39.3,14,-3.1,10.4,285427,60.6,940.74
2,2003,2003-02,41.8,15,-3.2,10.5,295221,60.2,879.5
3,2003,2003-03,39.3,17.7,-3.5,10.5,298491,58.5,812.61
4,2003,2003-04,34.7,18.4,-2.5,10.6,297731,61.9,802.96
5,2003,2003-05,35.4,18.7,-0.8,10.6,282783,62.6,920.38
6,2003,2003-06,37,21.3,0.8,10.6,275572,62.1,953.48
7,2003,2003-07,37.8,41.9,2.3,10.6,276825,62.1,999.53
8,2003,2003-08,39,52.5,3.3,10.5,273422,62.3,1072.17
9,2003,2003-09,36.6,60.9,3.8,10.5,254036,62.3,1108.3
10,2003,2003-10,39.1,60.3,3.8,10.5,236690,62.2,1044.39
11,2003,2003-11,39.7,67.2,3.8,10.5,220139,62.8,1164.51
12,2003,2003-12,40.9,73.4,3.9,10.5,199037,63.2,1182.4
1,2004,2004-01,43.1,72.9,4.1,10.3,197452,63.3,1229.72
2,2004,2004-02,43.6,69.9,4.4,10.3,205632,62.7,1243.75
3,2004,2004-03,46.4,57.6,4.8,10.4,205638,61.8,1245.29
4,2004,2004-04,46.8,49.7,4.7,10.4,207798,61.5,1198.05
5,2004,2004-05,49.9,46.4,4.4,10.5,214914,60.6,1197.66
6,2004,2004-06,48.7,47.4,3.9,10.5,219726,61.5,1168.3
7,2004,2004-07,50.6,48.4,3.4,10.6,220321,61.2,1203.14
8,2004,2004-08,53.7,45.3,2.5,10.6,217993,61.5,1157.37
9,2004,2004-09,53.4,38.4,2.2,10.7,211217,61.4,1144.02
10,2004,2004-10,58.6,31.3,2.3,10.7,202235,61.8,1174.86
11,2004,2004-11,54.8,13.9,2.4,10.8,190062,61.4,1198.5
12,2004,2004-12,51.6,14.4,2.7,10.9,179391,61.6,1247.82
1,2005,2005-01,55.6,26.9,3.4,11.6,190840,63,1276.75
2,2005,2005-02,57.2,35.9,4.4,11.9,208619,63.5,1274.08
3,2005,2005-03,64.2,36.3,4.9,12.1,226527,57.3,1299.54
4,2005,2005-04,63.9,20.1,5,11.9,241425,61.1,1298.53
5,2005,2005-05,60.8,13.9,4.7,11.9,257815,63,1245.4
6,2005,2005-06,66.3,19.5,4.2,11.8,266694,62.8,1321.83
7,2005,2005-07,68.5,37,3.6,11.7,283267,63.3,1351.07
8,2005,2005-08,73.6,50,3.2,11.7,287425,63.1,1434.84
9,2005,2005-09,73.3,38.6,3.2,11.6,292291,63.7,1414.21
10,2005,2005-10,69.9,39.4,3.3,11.5,287157,63.4,1476.46
11,2005,2005-11,67.1,38.7,3.5,11.5,271912,64.2,1427.91
12,2005,2005-12,69.3,61.6,3.5,11.3,255127,63.6,1517.16
1,2006,2006-01,75.6,71,4,11.4,259875,64.6,1562.61
2,2006,2006-02,74,69.8,4.7,11.4,284718,63.7,1652.76
3,2006,2006-03,75.3,63.4,5.1,11.4,305127,58.5,1699.43
4,2006,2006-04,83.1,62.7,5.4,11.3,326840,63.3,1745.72
5,2006,2006-05,84.9,50,5.9,10.9,353479,68.2,1756.5
6,2006,2006-06,83.5,37.8,7.1,10.8,369046,69.1,1646.88
7,2006,2006-07,88.2,15.1,7.9,10.6,392030,69.9,1619.59
8,2006,2006-08,87.4,-5.6,8.5,10.5,398954,70.1,1612.12
9,2006,2006-09,77.8,-22.2,8.7,10.5,401793,69.7,1669.75
10,2006,2006-10,74.5,-27.4,8.9,10.3,397951,70.7,1722.53
11,2006,2006-11,75.3,-28.5,9.1,10.1,387373,70.4,1801.01
12,2006,2006-12,78.7,-19,9.1,9.8,374269,71.4,1812.67
1,2007,2007-01,71.4,-3.6,8.6,9.6,374115,71,1909.96
2,2007,2007-02,75.8,2.9,4.8,9.5,409468,70.2,1978.13
3,2007,2007-03,79.2,5.8,4.4,9.3,429509,69.2,1901.3
4,2007,2007-04,84.4,16.5,4.5,9.2,439929,69.9,2008.51
5,2007,2007-05,84.4,24,5.7,9.1,445439,68.4,2115.12
6,2007,2007-06,87.2,20.3,7.4,9,453724,68.2,2213.62
7,2007,2007-07,92.4,10.4,8.4,8.9,455324,68.2,2220.72
8,2007,2007-08,88.5,-6.9,8.3,8.8,450146,68.3,2123.23
9,2007,2007-09,94.8,-18.1,7.3,8.7,436399,69.3,2143.53
10,2007,2007-10,100.9,-18.1,6.4,8.6,420564,68.6,2216.69
11,2007,2007-11,110,-32.5,4.7,8.5,397569,69,2197.84
12,2007,2007-12,107.9,-37.2,4.4,8.4,369088,68.9,2190.88
1,2008,2008-01,111.2,-41.6,4.5,8.2,351628,68.7,2217.48
2,2008,2008-02,116.7,-39.5,4.5,8,376477,74.2,1954.21
3,2008,2008-03,125.8,-32,4.6,7.9,392657,72,1867.05
4,2008,2008-04,131.5,-40.7,4.6,7.9,395069,68.7,1899.27
5,2008,2008-05,146.2,-41.4,5,7.9,398188,68.2,1952.63
6,2008,2008-06,155.4,-52.4,4.3,7.7,417953,68.8,1923.41
7,2008,2008-07,157.5,-63.9,3.4,7.7,422535,68.4,1760.07
8,2008,2008-08,137.2,-55.5,1.8,7.6,417052,68.7,1755.13
9,2008,2008-09,121.3,-41.1,1.5,7.6,409264,67.7,1777.03
10,2008,2008-10,89.1,-63,1.7,7.6,392934,67.7,1598.53
11,2008,2008-11,69.6,-53.5,1.9,7.6,367219,67.6,1455.5
12,2008,2008-12,56.7,-45.2,2.1,7.7,327594,67.4,1271.02
1,2009,2009-01,58.5,-31,2.2,7.8,301715,67.7,1340.06
2,2009,2009-02,56.4,-5.8,2.3,7.9,317677,66.9,1182.78
3,2009,2009-03,60.5,-3.5,2.5,8.1,317273,62.7,1043.96
4,2009,2009-04,64.6,13,2.5,8.3,305622,69.5,1184.57
5,2009,2009-05,73.2,31.1,2.6,8.2,298793,67.9,1290.42
6,2009,2009-06,84.6,44.8,2.7,8.3,297143,66.2,1331.12
7,2009,2009-07,80.4,39.5,3,8.3,297881,65,1247.06
8,2009,2009-08,88.4,56.1,3.4,8.2,300159,65.2,1352.6
9,2009,2009-09,84.6,57.7,3.8,8.2,301942,65.1,1274.13
10,2009,2009-10,90.8,56,4.2,8.1,297630,65.1,1314.5
11,2009,2009-11,94.9,51.1,3.9,8.1,290595,64.9,1295.79
12,2009,2009-12,93.1,50.4,3.6,8.1,281258,65.5,1364.33
1,2010,2010-01,96.6,47.2,3.4,8,271401,64.4,1403.43
2,2010,2010-02,93.1,45.1,3.3,8,297979,62.8,1332.82
3,2010,2010-03,98.3,44.5,3.2,8,320129,58.5,1336.6
4,2010,2010-04,105,53,3.4,7.8,335167,63.9,1446.08
5,2010,2010-05,95.6,45.8,3.7,7.7,355703,64.7,1424.99
6,2010,2010-06,94.3,28.7,3.5,7.7,370431,66.3,1350.69
7,2010,2010-07,95.3,21.2,3.7,7.6,391102,67,1342.83
8,2010,2010-08,97.1,14,4.1,7.6,396706,66.3,1427.53
9,2010,2010-09,98.1,-4.3,4.4,7.5,397973,66.6,1393.5
10,2010,2010-10,104.4,-7.2,5,7.4,400938,67.3,1442.17
11,2010,2010-11,107.8,1.8,5.2,7.4,394515,67.7,1536.96
12,2010,2010-12,114.3,4.3,5.5,7.4,380140,61.5,1583
1,2011,2011-01,118.7,15.4,5.6,7.4,375023,58.7,1614.09
2,2011,2011-02,124.1,15.7,5.8,7.3,417513,70,1635.24
3,2011,2011-03,134.2,14.1,5.8,7.2,442333,71.9,1630.35
4,2011,2011-04,142.4,7.6,6,7.1,461130,73.2,1644.67
5,2011,2011-05,133.8,3.1,5.9,7.1,470093,71.7,1716.77
6,2011,2011-06,131,-9,5.6,7,479528,70.6,1595.24
7,2011,2011-07,133.2,-15.1,5.6,7,492291,72.1,1662.71
8,2011,2011-08,125.9,-37.6,5.4,7,497140,70.9,1518.78
9,2011,2011-09,126.2,-43.3,5.3,6.9,501571,71.5,1264.18
10,2011,2011-10,122.7,-48.3,5.2,6.9,499839,71.1,1207.38
11,2011,2011-11,126.6,-55.2,5.3,6.8,491948,71.2,1336.05
12,2011,2011-12,124.8,-53.8,5.4,6.8,467051,72.1,1358.62
1,2012,2012-01,128,-21.6,5.6,6.8,451918,72.7,1354.62
2,2012,2012-02,134.1,5.4,5.7,6.8,473175,70.5,1485.52
3,2012,2012-03,138.8,22.3,5.9,6.8,490903,69.7,1537.32
4,2012,2012-04,134,23.4,5.9,6.8,499001,70.1,1567.39
5,2012,2012-05,124,10.8,5.8,6.8,499217,70.7,1485.75
6,2012,2012-06,110.4,-16.9,5.7,6.8,499167,70.7,1319.85
7,2012,2012-07,116.7,-19.6,5.7,6.8,499847,69.6,1406.4
8,2012,2012-08,124.7,-25.5,5.8,6.8,493380,71.3,1431.16
9,2012,2012-09,126,-18.2,6,6.8,484507,70.7,1507.11
10,2012,2012-10,122.8,-11.5,6,6.9,468074,70.5,1560.38
11,2012,2012-11,120.2,-15.7,6.1,6.9,450605,70.2,1581.87
12,2012,2012-12,121.2,6.9,6,6.9,420537,68.8,1599.9
1,2013,2013-01,125.4,31.5,5.8,6.9,420012,68.7,1672.42
2,2013,2013-02,127.9,48.2,5.7,6.9,448442,68.3,1688.93
3,2013,2013-03,122,48.5,5.9,6.9,462660,66.6,1669.9
4,2013,2013-04,117.5,36.3,6,6.9,460197,62.2,1712.22
5,2013,2013-05,117.9,36.4,6.2,6.9,457010,72,1693.79
6,2013,2013-06,117.9,38.5,6.5,6.8,458732,71.3,1731.53
7,2013,2013-07,122.7,36.3,6.8,6.8,468686,72.4,1661.69
8,2013,2013-08,125.7,42,7,6.8,470938,72.4,1762.85
9,2013,2013-09,126.1,49.6,7,6.9,472550,72,1741.84
10,2013,2013-10,123.2,52.8,7.1,6.9,466033,72.5,1818.75
11,2013,2013-11,120.6,54.6,7.1,6.9,457996,73.1,1901.98
12,2013,2013-12,123.5,62,7.4,6.8,440443,74.4,1977.11
1,2014,2014-01,120.2,61.7,7.6,6.8,425198,73.4,1977.2
2,2014,2014-02,122.6,55.7,8.3,6.8,456229,76.7,1929.95
3,2014,2014-03,122,46.6,8.5,6.7,475714,78.6,1968.63
4,2014,2014-04,122.9,43.2,8.5,6.7,485334,75.7,2024.88
5,2014,2014-05,123.7,33.1,8.5,6.7,481436,74.1,1988.7
6,2014,2014-06,125.8,29.8,8.6,6.7,494628,72.8,2039.12
7,2014,2014-07,122.5,27.1,8.9,6.7,501968,71.6,2032.22
8,2014,2014-08,117.3,8.6,8.9,6.7,515092,71.6,1892.79
9,2014,2014-09,112.4,6.9,8.6,6.7,518317,72.6,1948.22
10,2014,2014-10,102.7,-3.6,8.4,6.6,517432,73,1881
11,2014,2014-11,94.1,11.5,8.5,6.6,514599,73.5,1900.84
12,2014,2014-12,78.9,34.9,8.7,,497768,74.1,2032.93
1,2015,2015-01,65.5,,9,,485172,75.3,2010.02
2,2015,2015-02,72.4,,,,518890,74.8,2217.41
3,2015,2015-03,,,,,,,2341.31
4,2015,2015-04,,,,,,,
5,2015,2015-05,,,,,,,
6,2015,2015-06,,,,,,,
7,2015,2015-07,,,,,,,
8,2015,2015-08,,,,,,,
9,2015,2015-09,,,,,,,
10,2015,2015-10,,,,,,,
11,2015,2015-11,,,,,,,
12,2015,2015-12,,,,,,,
