"",BBEX3.D.BGN.USD.CA.AC.000,BBEX3.D.BGN.USD.CA.AC.000_FLAGS
2005-05-04,1.50994,
2005-05-05,1.50983,
2005-05-06,.,No value available
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,1.52513,
2005-05-10,1.52157,
2005-05-11,1.51827,
2005-05-12,1.53146,
2005-05-13,1.54795,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,1.55028,
2005-05-17,1.54782,
2005-05-18,1.54966,
2005-05-19,1.54709,
2005-05-20,1.55138,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,.,No value available
2005-05-24,.,No value available
2005-05-25,1.55669,
2005-05-26,1.56179,
2005-05-27,1.55831,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,1.56818,
2005-05-31,1.58611,
2005-06-01,1.59947,
2005-06-02,1.59490,
2005-06-03,1.59153,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,1.59373,
2005-06-07,1.59205,
2005-06-08,1.58701,
2005-06-09,1.59803,
2005-06-10,1.59934,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,1.62148,
2005-06-14,1.61505,
2005-06-15,1.62054,
2005-06-16,1.61439,
2005-06-17,1.60617,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,1.60183,
2005-06-21,1.61746,
2005-06-22,1.61492,
2005-06-23,1.62094,
2005-06-24,1.61880,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,1.60788,
2005-06-28,1.61706,
2005-06-29,1.62256,
2005-06-30,1.61746,
2005-07-01,1.61813,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,1.64438,
2005-07-05,1.64591,
2005-07-06,1.64176,
2005-07-07,1.63572,
2005-07-08,1.64300,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,1.62904,
2005-07-12,1.60762,
2005-07-13,1.60524,
2005-07-14,1.62081,
2005-07-15,1.62000,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,1.62256,
2005-07-19,1.63463,
2005-07-20,1.62135,
2005-07-21,1.60485,
2005-07-22,1.61066,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,1.62108,
2005-07-26,1.63163,
2005-07-27,1.63122,
2005-07-28,1.61639,
2005-07-29,1.61732,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,1.60065,
2005-08-02,1.60091,
2005-08-03,1.58907,
2005-08-04,1.58765,
2005-08-05,1.57907,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,1.58111,
2005-08-09,1.58149,
2005-08-10,1.58021,
2005-08-11,1.57665,
2005-08-12,1.57007,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,1.58060,
2005-08-16,1.58843,
2005-08-17,1.59062,
2005-08-18,1.60143,
2005-08-19,1.60538,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,1.59908,
2005-08-23,1.59881,
2005-08-24,1.60170,
2005-08-25,1.59373,
2005-08-26,1.58920,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,1.59153,
2005-08-30,1.60564,
2005-08-31,1.60340,
2005-09-01,1.57881,
2005-09-02,1.55955,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,.,No value available
2005-09-06,.,No value available
2005-09-07,1.57082,
2005-09-08,1.57500,
2005-09-09,1.57538,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,1.58843,
2005-09-13,1.59321,
2005-09-14,1.58830,
2005-09-15,1.60012,
2005-09-16,1.59751,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,1.61120,
2005-09-20,1.60921,
2005-09-21,1.59986,
2005-09-22,.,No value available
2005-09-23,.,No value available
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,1.62566,
2005-09-27,1.62918,
2005-09-28,1.62485,
2005-09-29,1.62135,
2005-09-30,1.62417,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,1.63901,
2005-10-04,1.63832,
2005-10-05,1.63709,
2005-10-06,1.62162,
2005-10-07,1.61053,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,1.61799,
2005-10-11,1.62688,
2005-10-12,1.62877,
2005-10-13,1.63258,
2005-10-14,1.62999,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,1.62688,
2005-10-18,1.63846,
2005-10-19,1.63668,
2005-10-20,1.63627,
2005-10-21,1.62823,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,1.63750,
2005-10-25,1.62755,
2005-10-26,1.62188,
2005-10-27,1.61239,
2005-10-28,1.61133,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,1.62674,
2005-11-01,1.62877,
2005-11-02,1.63095,
2005-11-03,1.62431,
2005-11-04,1.63901,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,1.65412,
2005-11-08,1.66581,
2005-11-09,1.66624,
2005-11-10,1.66284,
2005-11-11,1.67208,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,1.66979,
2005-11-15,1.67638,
2005-11-16,1.67494,
2005-11-17,1.67279,
2005-11-18,1.67466,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,1.65594,
2005-11-22,1.67151,
2005-11-23,1.66086,
2005-11-24,1.65987,
2005-11-25,1.66270,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,1.66794,
2005-11-29,1.65847,
2005-11-30,1.66185,
2005-12-01,1.66524,
2005-12-02,1.67208,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,1.66213,
2005-12-06,1.65987,
2005-12-07,1.67022,
2005-12-08,1.66256,
2005-12-09,1.65959,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,1.64011,
2005-12-13,1.64011,
2005-12-14,1.62715,
2005-12-15,1.62999,
2005-12-16,1.63217,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,1.63299,
2005-12-20,1.63599,
2005-12-21,1.64743,
2005-12-22,1.65440,
2005-12-23,1.64924,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,1.65021,
2005-12-28,1.64135,
2005-12-29,1.65398,
2005-12-30,1.65790,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,.,No value available
2006-01-03,1.64701,
2006-01-04,1.61866,
2006-01-05,1.61799,
2006-01-06,1.61732,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,1.61933,
2006-01-10,1.62121,
2006-01-11,1.61799,
2006-01-12,1.61465,
2006-01-13,1.62458,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,1.61479,
2006-01-17,1.61973,
2006-01-18,1.61306,
2006-01-19,1.62000,
2006-01-20,1.62067,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,1.59308,
2006-01-24,1.59373,
2006-01-25,1.59088,
2006-01-26,1.59607,
2006-01-27,1.60683,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,1.61880,
2006-01-31,1.61399,
2006-02-01,1.61746,
2006-02-02,1.62094,
2006-02-03,1.62162,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,1.63244,
2006-02-07,1.63353,
2006-02-08,1.63695,
2006-02-09,1.63367,
2006-02-10,1.63394,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,1.64521,
2006-02-14,1.64383,
2006-02-15,1.64300,
2006-02-16,1.64938,
2006-02-17,1.64868,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,1.63915,
2006-02-21,1.64273,
2006-02-22,1.64701,
2006-02-23,1.63572,
2006-02-24,1.64411,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,1.65021,
2006-02-28,1.64701,
2006-03-01,1.63613,
2006-03-02,1.64066,
2006-03-03,.,No value available
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,1.62755,
2006-03-07,1.64176,
2006-03-08,1.64162,
2006-03-09,1.64080,
2006-03-10,1.64093,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,1.64052,
2006-03-14,1.63695,
2006-03-15,1.62633,
2006-03-16,1.62054,
2006-03-17,1.60511,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,1.60656,
2006-03-21,1.61053,
2006-03-22,1.62054,
2006-03-23,1.62242,
2006-03-24,1.63408,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,1.62647,
2006-03-28,1.61853,
2006-03-29,1.62823,
2006-03-30,1.61692,
2006-03-31,1.61585,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,1.62135,
2006-04-04,1.60091,
2006-04-05,1.59503,
2006-04-06,1.58856,
2006-04-07,1.60590,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,1.61652,
2006-04-11,1.61572,
2006-04-12,1.61306,
2006-04-13,1.61719,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,1.61719,
2006-04-18,1.59634,
2006-04-19,1.58418,
2006-04-20,1.58418,
2006-04-21,1.58817,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,.,No value available
2006-04-25,1.57411,
2006-04-26,1.57411,
2006-04-27,1.57550,
2006-04-28,1.56005,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,1.54697,
2006-05-03,1.54954,
2006-05-04,1.55323,
2006-05-05,1.54148,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,1.53326,
2006-05-09,1.54039,
2006-05-10,1.53050,
2006-05-11,1.53809,
2006-05-12,1.51450,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,1.52489,
2006-05-16,1.52597,
2006-05-17,1.51827,
2006-05-18,1.53158,
2006-05-19,1.53194,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,1.53362,
2006-05-23,1.52311,
2006-05-24,.,No value available
2006-05-25,1.53338,
2006-05-26,1.52835,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,1.53302,
2006-05-30,1.52335,
2006-05-31,1.51992,
2006-06-01,1.53567,
2006-06-02,1.52620,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,1.50936,
2006-06-06,1.52240,
2006-06-07,1.52931,
2006-06-08,1.53579,
2006-06-09,1.54501,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,1.55570,
2006-06-13,1.55583,
2006-06-14,1.55682,
2006-06-15,1.55102,
2006-06-16,1.54599,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,1.55336,
2006-06-20,1.55893,
2006-06-21,1.54831,
2006-06-22,1.55447,
2006-06-23,1.56441,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,1.55707,
2006-06-27,1.55632,
2006-06-28,1.55595,
2006-06-29,1.56104,
2006-06-30,1.53845,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,1.52919,
2006-07-04,1.52907,
2006-07-05,1.52871,
2006-07-06,1.53579,
2006-07-07,1.53062,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,1.53374,
2006-07-11,1.53567,
2006-07-12,1.53736,
2006-07-13,1.54099,
2006-07-14,1.54416,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,1.55955,
2006-07-18,1.56079,
2006-07-19,1.56692,
2006-07-20,1.54697,
2006-07-21,1.54245,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,1.54819,
2006-07-25,1.54782,
2006-07-26,1.55385,
2006-07-27,1.53555,
2006-07-28,1.54440,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,1.53194,
2006-08-01,1.53290,
2006-08-02,1.52823,
2006-08-03,1.53026,
2006-08-04,1.52895,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,1.52205,
2006-08-08,1.52335,
2006-08-09,1.51862,
2006-08-10,1.52122,
2006-08-11,1.53098,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,1.53784,
2006-08-15,1.53700,
2006-08-16,1.52883,
2006-08-17,1.51862,
2006-08-18,1.52775,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,1.51392,
2006-08-22,1.52656,
2006-08-23,1.52656,
2006-08-24,1.52430,
2006-08-25,1.53254,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,1.52799,
2006-08-29,1.52704,
2006-08-30,1.52585,
2006-08-31,1.52193,
2006-09-01,1.52597,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,1.52181,
2006-09-05,1.52680,
2006-09-06,.,No value available
2006-09-07,1.53627,
2006-09-08,1.53845,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,1.53845,
2006-09-12,1.53893,
2006-09-13,1.54282,
2006-09-14,1.53724,
2006-09-15,1.54306,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,1.54428,
2006-09-19,1.54562,
2006-09-20,1.54294,
2006-09-21,1.53627,
2006-09-22,.,No value available
2006-09-23,.,No value available
2006-09-24,.,No value available
2006-09-25,1.53182,
2006-09-26,1.54063,
2006-09-27,1.54197,
2006-09-28,1.53845,
2006-09-29,1.54489,
2006-09-30,.,No value available
2006-10-01,.,No value available
2006-10-02,1.54184,
2006-10-03,1.53555,
2006-10-04,1.54197,
2006-10-05,1.53748,
2006-10-06,1.54440,
2006-10-07,.,No value available
2006-10-08,.,No value available
2006-10-09,1.55188,
2006-10-10,1.55992,
2006-10-11,1.55930,
2006-10-12,1.56079,
2006-10-13,1.55843,
2006-10-14,.,No value available
2006-10-15,.,No value available
2006-10-16,1.56279,
2006-10-17,1.56167,
2006-10-18,1.55930,
2006-10-19,1.55707,
2006-10-20,1.55003,
2006-10-21,.,No value available
2006-10-22,.,No value available
2006-10-23,1.55769,
2006-10-24,1.55955,
2006-10-25,1.55471,
2006-10-26,1.54574,
2006-10-27,1.54209,
2006-10-28,.,No value available
2006-10-29,.,No value available
2006-10-30,1.53796,
2006-10-31,1.54051,
2006-11-01,1.53314,
2006-11-02,1.53194,
2006-11-03,1.53278,
2006-11-04,.,No value available
2006-11-05,.,No value available
2006-11-06,1.53978,
2006-11-07,1.53338,
2006-11-08,1.53086,
2006-11-09,1.52847,
2006-11-10,1.52039,
2006-11-11,.,No value available
2006-11-12,.,No value available
2006-11-13,1.52442,
2006-11-14,1.52513,
2006-11-15,1.52895,
2006-11-16,1.52751,
2006-11-17,1.53110,
2006-11-18,.,No value available
2006-11-19,.,No value available
2006-11-20,1.52311,
2006-11-21,1.52632,
2006-11-22,1.51779,
2006-11-23,1.50994,
2006-11-24,1.49551,
2006-11-25,.,No value available
2006-11-26,.,No value available
2006-11-27,1.49141,
2006-11-28,1.48766,
2006-11-29,1.48653,
2006-11-30,1.48169,
2006-12-01,1.47677,
2006-12-02,.,No value available
2006-12-03,.,No value available
2006-12-04,1.46955,
2006-12-05,1.46713,
2006-12-06,1.47343,
2006-12-07,1.47088,
2006-12-08,1.47321,
2006-12-09,.,No value available
2006-12-10,.,No value available
2006-12-11,1.48428,
2006-12-12,1.47677,
2006-12-13,1.47443,
2006-12-14,1.48259,
2006-12-15,1.49232,
2006-12-16,.,No value available
2006-12-17,.,No value available
2006-12-18,1.49357,
2006-12-19,1.48642,
2006-12-20,1.48135,
2006-12-21,1.48416,
2006-12-22,1.48259,
2006-12-23,.,No value available
2006-12-24,.,No value available
2006-12-25,.,No value available
2006-12-26,.,No value available
2006-12-27,1.48631,
2006-12-28,1.48473,
2006-12-29,1.48506,
2006-12-30,.,No value available
2006-12-31,.,No value available
2007-01-01,.,No value available
2007-01-02,.,No value available
2007-01-03,1.47822,
2007-01-04,1.49232,
2007-01-05,1.49483,
2007-01-06,.,No value available
2007-01-07,.,No value available
2007-01-08,1.50379,
2007-01-09,1.50240,
2007-01-10,1.50587,
2007-01-11,1.50634,
2007-01-12,1.51697,
2007-01-13,.,No value available
2007-01-14,.,No value available
2007-01-15,1.51134,
2007-01-16,1.50994,
2007-01-17,1.51509,
2007-01-18,1.51357,
2007-01-19,1.50936,
2007-01-20,.,No value available
2007-01-21,.,No value available
2007-01-22,1.51193,
2007-01-23,1.49987,
2007-01-24,1.50391,
2007-01-25,1.50703,
2007-01-26,1.51603,
2007-01-27,.,No value available
2007-01-28,.,No value available
2007-01-29,1.51368,
2007-01-30,1.50773,
2007-01-31,1.50983,
2007-02-01,1.50217,
2007-02-02,1.50217,
2007-02-03,.,No value available
2007-02-04,.,No value available
2007-02-05,1.51321,
2007-02-06,1.50971,
2007-02-07,1.50599,
2007-02-08,1.50553,
2007-02-09,1.50367,
2007-02-10,.,No value available
2007-02-11,.,No value available
2007-02-12,1.50959,
2007-02-13,1.50194,
2007-02-14,1.49505,
2007-02-15,1.48880,
2007-02-16,1.49084,
2007-02-17,.,No value available
2007-02-18,.,No value available
2007-02-19,1.48936,
2007-02-20,1.48789,
2007-02-21,1.48789,
2007-02-22,1.49232,
2007-02-23,1.48914,
2007-02-24,.,No value available
2007-02-25,.,No value available
2007-02-26,1.48619,
2007-02-27,1.47833,
2007-02-28,1.48046,
2007-03-01,1.47889,
2007-03-02,1.48585,
2007-03-03,.,No value available
2007-03-04,.,No value available
2007-03-05,1.49494,
2007-03-06,1.49300,
2007-03-07,1.48902,
2007-03-08,1.48710,
2007-03-09,1.48676,
2007-03-10,.,No value available
2007-03-11,.,No value available
2007-03-12,1.48664,
2007-03-13,1.47967,
2007-03-14,1.48360,
2007-03-15,1.47878,
2007-03-16,1.46779,
2007-03-17,.,No value available
2007-03-18,.,No value available
2007-03-19,1.47022,
2007-03-20,1.47099,
2007-03-21,1.47132,
2007-03-22,1.46493,
2007-03-23,1.46757,
2007-03-24,.,No value available
2007-03-25,.,No value available
2007-03-26,1.47443,
2007-03-27,1.46537,
2007-03-28,1.46526,
2007-03-29,1.46482,
2007-03-30,1.46856,
2007-03-31,.,No value available
2007-04-01,.,No value available
2007-04-02,1.46329,
2007-04-03,1.46416,
2007-04-04,1.46482,
2007-04-05,1.46252,
2007-04-06,.,No value available
2007-04-07,.,No value available
2007-04-08,.,No value available
2007-04-09,.,No value available
2007-04-10,1.45675,
2007-04-11,1.45762,
2007-04-12,1.45231,
2007-04-13,1.44534,
2007-04-14,.,No value available
2007-04-15,.,No value available
2007-04-16,1.44342,
2007-04-17,1.44352,
2007-04-18,1.44055,
2007-04-19,1.43800,
2007-04-20,1.43748,
2007-04-21,.,No value available
2007-04-22,.,No value available
2007-04-23,1.44267,
2007-04-24,1.44002,
2007-04-25,1.43295,
2007-04-26,1.43853,
2007-04-27,1.43358,
2007-04-28,.,No value available
2007-04-29,.,No value available
2007-04-30,.,No value available
2007-05-01,.,No value available
2007-05-02,1.43938,
2007-05-03,1.43674,
2007-05-04,1.44225,
2007-05-05,.,No value available
2007-05-06,.,No value available
2007-05-07,1.43653,
2007-05-08,1.44257,
2007-05-09,1.44502,
2007-05-10,1.44587,
2007-05-11,1.45027,
2007-05-12,.,No value available
2007-05-13,.,No value available
2007-05-14,1.44352,
2007-05-15,1.44470,
2007-05-16,1.44086,
2007-05-17,1.44705,
2007-05-18,1.45124,
2007-05-19,.,No value available
2007-05-20,.,No value available
2007-05-21,1.45480,
2007-05-22,1.45372,
2007-05-23,1.44984,
2007-05-24,.,No value available
2007-05-25,.,No value available
2007-05-26,.,No value available
2007-05-27,.,No value available
2007-05-28,1.45382,
2007-05-29,1.44780,
2007-05-30,1.45740,
2007-05-31,1.45382,
2007-06-01,1.45566,
2007-06-02,.,No value available
2007-06-03,.,No value available
2007-06-04,1.45070,
2007-06-05,1.44534,
2007-06-06,1.44737,
2007-06-07,1.45199,
2007-06-08,1.46515,
2007-06-09,.,No value available
2007-06-10,.,No value available
2007-06-11,1.46449,
2007-06-12,1.46559,
2007-06-13,1.47199,
2007-06-14,1.47011,
2007-06-15,1.46900,
2007-06-16,.,No value available
2007-06-17,.,No value available
2007-06-18,1.45914,
2007-06-19,1.45925,
2007-06-20,1.45664,
2007-06-21,1.45990,
2007-06-22,1.45512,
2007-06-23,.,No value available
2007-06-24,.,No value available
2007-06-25,1.45296,
2007-06-26,1.45307,
2007-06-27,1.45545,
2007-06-28,1.45231,
2007-06-29,1.44823,
2007-06-30,.,No value available
2007-07-01,.,No value available
2007-07-02,1.43938,
2007-07-03,1.43800,
2007-07-04,1.43621,
2007-07-05,1.43389,
2007-07-06,1.43853,
2007-07-07,.,No value available
2007-07-08,.,No value available
2007-07-09,1.43589,
2007-07-10,1.43116,
2007-07-11,1.42211,
2007-07-12,1.41850,
2007-07-13,1.41912,
2007-07-14,.,No value available
2007-07-15,.,No value available
2007-07-16,1.41922,
2007-07-17,1.42025,
2007-07-18,1.41943,
2007-07-19,1.41522,
2007-07-20,1.41696,
2007-07-21,.,No value available
2007-07-22,.,No value available
2007-07-23,1.41511,
2007-07-24,1.41389,
2007-07-25,1.42315,
2007-07-26,1.42532,
2007-07-27,1.43274,
2007-07-28,.,No value available
2007-07-29,.,No value available
2007-07-30,1.43190,
2007-07-31,1.42688,
2007-08-01,1.43148,
2007-08-02,1.43137,
2007-08-03,1.42824,
2007-08-04,.,No value available
2007-08-05,.,No value available
2007-08-06,1.41542,
2007-08-07,1.41788,
2007-08-08,1.41788,
2007-08-09,1.42460,
2007-08-10,1.43284,
2007-08-11,.,No value available
2007-08-12,.,No value available
2007-08-13,1.43274,
2007-08-14,1.43906,
2007-08-15,1.45134,
2007-08-16,1.45903,
2007-08-17,1.45372,
2007-08-18,.,No value available
2007-08-19,.,No value available
2007-08-20,1.45134,
2007-08-21,1.44790,
2007-08-22,1.44951,
2007-08-23,1.44086,
2007-08-24,1.43653,
2007-08-25,.,No value available
2007-08-26,.,No value available
2007-08-27,1.43200,
2007-08-28,1.43137,
2007-08-29,1.43484,
2007-08-30,1.43705,
2007-08-31,1.42709,
2007-09-01,.,No value available
2007-09-02,.,No value available
2007-09-03,1.43473,
2007-09-04,1.44023,
2007-09-05,1.43938,
2007-09-06,.,No value available
2007-09-07,.,No value available
2007-09-08,.,No value available
2007-09-09,.,No value available
2007-09-10,1.41778,
2007-09-11,1.41481,
2007-09-12,1.40859,
2007-09-13,1.40738,
2007-09-14,1.41113,
2007-09-15,.,No value available
2007-09-16,.,No value available
2007-09-17,1.40940,
2007-09-18,1.41042,
2007-09-19,1.39952,
2007-09-20,1.39403,
2007-09-21,1.39215,
2007-09-22,.,No value available
2007-09-23,.,No value available
2007-09-24,1.38584,
2007-09-25,1.38652,
2007-09-26,1.38446,
2007-09-27,1.37929,
2007-09-28,1.37939,
2007-09-29,.,No value available
2007-09-30,.,No value available
2007-10-01,1.37425,
2007-10-02,1.38075,
2007-10-03,1.37783,
2007-10-04,1.38623,
2007-10-05,1.38358,
2007-10-06,.,No value available
2007-10-07,.,No value available
2007-10-08,1.38820,
2007-10-09,1.39334,
2007-10-10,1.38260,
2007-10-11,1.37744,
2007-10-12,1.37997,
2007-10-13,.,No value available
2007-10-14,.,No value available
2007-10-15,1.37483,
2007-10-16,1.38221,
2007-10-17,1.37735,
2007-10-18,1.36781,
2007-10-19,1.36886,
2007-10-20,.,No value available
2007-10-21,.,No value available
2007-10-22,1.38065,
2007-10-23,1.37213,
2007-10-24,1.37444,
2007-10-25,1.36685,
2007-10-26,1.35973,
2007-10-27,.,No value available
2007-10-28,.,No value available
2007-10-29,1.35906,
2007-10-30,1.35756,
2007-10-31,1.35380,
2007-11-01,1.35605,
2007-11-02,1.35080,
2007-11-03,.,No value available
2007-11-04,.,No value available
2007-11-05,1.34997,
2007-11-06,1.34449,
2007-11-07,1.32851,
2007-11-08,1.33358,
2007-11-09,1.33204,
2007-11-10,.,No value available
2007-11-11,.,No value available
2007-11-12,1.34154,
2007-11-13,1.33897,
2007-11-14,1.33050,
2007-11-15,1.33604,
2007-11-16,1.33495,
2007-11-17,.,No value available
2007-11-18,.,No value available
2007-11-19,1.33467,
2007-11-20,1.32285,
2007-11-21,1.32026,
2007-11-22,1.31892,
2007-11-23,1.32070,
2007-11-24,.,No value available
2007-11-25,.,No value available
2007-11-26,1.31750,
2007-11-27,1.31493,
2007-11-28,1.32626,
2007-11-29,1.32707,
2007-11-30,1.32500,
2007-12-01,.,No value available
2007-12-02,.,No value available
2007-12-03,1.33358,
2007-12-04,1.32680,
2007-12-05,1.32869,
2007-12-06,1.34384,
2007-12-07,1.33513,
2007-12-08,.,No value available
2007-12-09,.,No value available
2007-12-10,1.32887,
2007-12-11,1.33304,
2007-12-12,1.33276,
2007-12-13,1.33204,
2007-12-14,1.34801,
2007-12-15,.,No value available
2007-12-16,.,No value available
2007-12-17,1.35888,
2007-12-18,1.35671,
2007-12-19,1.35963,
2007-12-20,1.36304,
2007-12-21,1.36010,
2007-12-22,.,No value available
2007-12-23,.,No value available
2007-12-24,.,No value available
2007-12-25,.,No value available
2007-12-26,.,No value available
2007-12-27,1.34736,
2007-12-28,1.33122,
2007-12-29,.,No value available
2007-12-30,.,No value available
2007-12-31,.,No value available
2008-01-01,.,No value available
2008-01-02,1.33158,
2008-01-03,1.32572,
2008-01-04,1.32806,
2008-01-05,.,No value available
2008-01-06,.,No value available
2008-01-07,1.32842,
2008-01-08,1.33004,
2008-01-09,1.33231,
2008-01-10,1.33394,
2008-01-11,1.32222,
2008-01-12,.,No value available
2008-01-13,.,No value available
2008-01-14,1.31308,
2008-01-15,1.31387,
2008-01-16,1.32222,
2008-01-17,1.33131,
2008-01-18,1.33285,
2008-01-19,.,No value available
2008-01-20,.,No value available
2008-01-21,1.35052,
2008-01-22,1.34941,
2008-01-23,1.34200,
2008-01-24,1.33385,
2008-01-25,1.33004,
2008-01-26,.,No value available
2008-01-27,.,No value available
2008-01-28,1.32554,
2008-01-29,1.32392,
2008-01-30,1.32061,
2008-01-31,1.31529,
2008-02-01,1.31361,
2008-02-02,.,No value available
2008-02-03,.,No value available
2008-02-04,1.31892,
2008-02-05,1.33158,
2008-02-06,1.33769,
2008-02-07,1.34246,
2008-02-08,1.34764,
2008-02-09,.,No value available
2008-02-10,.,No value available
2008-02-11,1.34495,
2008-02-12,1.34532,
2008-02-13,1.34090,
2008-02-14,1.33723,
2008-02-15,1.33285,
2008-02-16,.,No value available
2008-02-17,.,No value available
2008-02-18,1.33631,
2008-02-19,1.32671,
2008-02-20,1.33449,
2008-02-21,1.32725,
2008-02-22,1.31723,
2008-02-23,.,No value available
2008-02-24,.,No value available
2008-02-25,1.31999,
2008-02-26,1.31493,
2008-02-27,1.30007,
2008-02-28,1.29345,
2008-02-29,1.28953,
2008-03-01,.,No value available
2008-03-02,.,No value available
2008-03-03,.,No value available
2008-03-04,1.28622,
2008-03-05,1.28707,
2008-03-06,1.27673,
2008-03-07,1.26862,
2008-03-08,.,No value available
2008-03-09,.,No value available
2008-03-10,1.27499,
2008-03-11,1.27175,
2008-03-12,1.26370,
2008-03-13,1.25559,
2008-03-14,1.25688,
2008-03-15,.,No value available
2008-03-16,.,No value available
2008-03-17,1.24022,
2008-03-18,1.24014,
2008-03-19,1.24639,
2008-03-20,1.26813,
2008-03-21,1.26813,
2008-03-22,.,No value available
2008-03-23,.,No value available
2008-03-24,1.26813,
2008-03-25,1.25623,
2008-03-26,1.24496,
2008-03-27,1.23896,
2008-03-28,1.23818,
2008-03-29,.,No value available
2008-03-30,.,No value available
2008-03-31,1.23693,
2008-04-01,1.24893,
2008-04-02,1.25117,
2008-04-03,1.25971,
2008-04-04,1.24401,
2008-04-05,.,No value available
2008-04-06,.,No value available
2008-04-07,1.24631,
2008-04-08,1.24623,
2008-04-09,1.24369,
