"",BBEX3.D.ILS.EUR.BB.AC.000,BBEX3.D.ILS.EUR.BB.AC.000_FLAGS
2002-12-09,4.7378,
2002-12-10,4.7249,
2002-12-11,4.6945,
2002-12-12,4.7398,
2002-12-13,4.7599,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,4.7333,
2002-12-17,4.7897,
2002-12-18,4.7790,
2002-12-19,4.8698,
2002-12-20,4.8576,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,4.8678,
2002-12-24,4.8959,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,4.9722,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,4.9654,
2002-12-31,4.9708,
2003-01-01,.,No value available
2003-01-02,5.0005,
2003-01-03,4.9798,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,5.0206,
2003-01-07,4.9810,
2003-01-08,5.0063,
2003-01-09,5.0644,
2003-01-10,5.0488,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,5.0878,
2003-01-14,5.1076,
2003-01-15,5.0862,
2003-01-16,5.1060,
2003-01-17,5.1673,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,5.1720,
2003-01-21,5.1955,
2003-01-22,5.2391,
2003-01-23,5.2548,
2003-01-24,5.2827,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,5.3165,
2003-01-28,5.2721,
2003-01-29,5.2927,
2003-01-30,5.1838,
2003-01-31,5.2176,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,5.1875,
2003-02-04,5.2757,
2003-02-05,5.3350,
2003-02-06,5.2648,
2003-02-07,5.2491,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,5.2700,
2003-02-11,5.2042,
2003-02-12,5.2153,
2003-02-13,5.2962,
2003-02-14,5.3092,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,5.2058,
2003-02-18,5.1931,
2003-02-19,5.2089,
2003-02-20,5.2432,
2003-02-21,5.2860,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,5.2190,
2003-02-25,5.2505,
2003-02-26,5.2257,
2003-02-27,5.2384,
2003-02-28,5.1962,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,5.2187,
2003-03-04,5.2870,
2003-03-05,5.3229,
2003-03-06,5.3105,
2003-03-07,5.3462,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,5.3576,
2003-03-11,5.3660,
2003-03-12,5.3262,
2003-03-13,5.1984,
2003-03-14,5.1828,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,5.2007,
2003-03-18,5.0812,
2003-03-19,5.0123,
2003-03-20,5.0282,
2003-03-21,5.0193,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,5.0182,
2003-03-25,5.0214,
2003-03-26,4.9992,
2003-03-27,5.0312,
2003-03-28,5.0570,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,5.1108,
2003-04-01,5.0861,
2003-04-02,5.0603,
2003-04-03,4.9925,
2003-04-04,5.0090,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,4.9153,
2003-04-08,4.9526,
2003-04-09,4.9818,
2003-04-10,5.0146,
2003-04-11,5.0047,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,4.9337,
2003-04-15,4.9423,
2003-04-16,4.9629,
2003-04-17,5.0032,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,5.0686,
2003-04-23,5.0561,
2003-04-24,5.0174,
2003-04-25,5.0257,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,5.0405,
2003-04-29,4.9510,
2003-04-30,5.0679,
2003-05-01,.,No value available
2003-05-02,5.0441,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,5.0257,
2003-05-06,5.0639,
2003-05-07,5.0930,
2003-05-08,5.1172,
2003-05-09,5.1104,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,5.1734,
2003-05-13,5.1789,
2003-05-14,5.1493,
2003-05-15,5.1332,
2003-05-16,5.1537,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,5.2574,
2003-05-20,5.2829,
2003-05-21,5.3594,
2003-05-22,5.3256,
2003-05-23,5.2724,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,5.2504,
2003-05-27,5.2665,
2003-05-28,5.2152,
2003-05-29,5.1801,
2003-05-30,5.1921,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,5.1450,
2003-06-03,5.1348,
2003-06-04,5.1078,
2003-06-05,5.2109,
2003-06-06,5.2109,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,5.1720,
2003-06-10,5.1780,
2003-06-11,5.1881,
2003-06-12,5.1712,
2003-06-13,5.1700,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,5.1556,
2003-06-17,5.1375,
2003-06-18,5.1218,
2003-06-19,5.0986,
2003-06-20,5.1088,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,5.0702,
2003-06-24,5.0562,
2003-06-25,5.0385,
2003-06-26,4.9619,
2003-06-27,4.9535,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,4.9392,
2003-07-01,4.9797,
2003-07-02,4.9717,
2003-07-03,4.9231,
2003-07-04,4.9246,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,4.8644,
2003-07-08,4.9121,
2003-07-09,4.9308,
2003-07-10,4.9258,
2003-07-11,4.9333,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,4.9501,
2003-07-15,4.9601,
2003-07-16,4.9397,
2003-07-17,4.9866,
2003-07-18,4.9694,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,4.9943,
2003-07-22,4.9841,
2003-07-23,4.9902,
2003-07-24,5.0324,
2003-07-25,5.0441,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,5.0287,
2003-07-29,5.0288,
2003-07-30,5.0499,
2003-07-31,5.0148,
2003-08-01,4.9780,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,5.0395,
2003-08-05,5.0504,
2003-08-06,5.0501,
2003-08-07,5.0289,
2003-08-08,5.0147,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,5.0206,
2003-08-12,5.0203,
2003-08-13,5.0070,
2003-08-14,5.0118,
2003-08-15,5.0020,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,4.9630,
2003-08-19,4.9118,
2003-08-20,4.9457,
2003-08-21,4.9265,
2003-08-22,4.8990,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,4.8778,
2003-08-26,4.8352,
2003-08-27,4.8776,
2003-08-28,4.8358,
2003-08-29,4.8560,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,4.8788,
2003-09-02,4.8376,
2003-09-03,4.7935,
2003-09-04,4.8032,
2003-09-05,4.8564,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,4.9399,
2003-09-09,4.9546,
2003-09-10,4.9939,
2003-09-11,5.0364,
2003-09-12,5.0547,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,5.0900,
2003-09-16,5.0367,
2003-09-17,5.0221,
2003-09-18,5.0516,
2003-09-19,5.0682,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,5.0682,
2003-09-23,5.0946,
2003-09-24,5.1024,
2003-09-25,5.1160,
2003-09-26,5.1198,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,5.0822,
2003-09-30,5.1716,
2003-10-01,5.1714,
2003-10-02,5.1718,
2003-10-03,5.1582,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,5.1110,
2003-10-07,5.2132,
2003-10-08,5.2213,
2003-10-09,5.2079,
2003-10-10,5.2127,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,5.1544,
2003-10-14,5.1341,
2003-10-15,5.1507,
2003-10-16,5.1478,
2003-10-17,5.1330,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,5.1656,
2003-10-21,5.1870,
2003-10-22,5.2152,
2003-10-23,5.2754,
2003-10-24,5.2895,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,5.2572,
2003-10-28,5.2307,
2003-10-29,5.2695,
2003-10-30,5.2817,
2003-10-31,5.2222,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,5.2100,
2003-11-04,5.1318,
2003-11-05,5.1388,
2003-11-06,5.1548,
2003-11-07,5.1271,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,5.1442,
2003-11-11,5.2167,
2003-11-12,5.1966,
2003-11-13,5.2281,
2003-11-14,5.3303,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,5.3439,
2003-11-18,5.3206,
2003-11-19,5.2759,
2003-11-20,5.3288,
2003-11-21,5.3428,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,5.3427,
2003-11-25,5.2619,
2003-11-26,5.2559,
2003-11-27,5.2964,
2003-11-28,5.3309,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,5.3163,
2003-12-02,5.3172,
2003-12-03,5.3548,
2003-12-04,5.3633,
2003-12-05,5.3599,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,5.3606,
2003-12-09,5.3687,
2003-12-10,5.3770,
2003-12-11,5.3497,
2003-12-12,5.3834,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,5.3363,
2003-12-16,5.3839,
2003-12-17,5.4147,
2003-12-18,5.4511,
2003-12-19,5.4475,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,5.4493,
2003-12-23,5.4274,
2003-12-24,5.4141,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,5.4141,
2003-12-30,5.4119,
2003-12-31,5.5424,
2004-01-01,.,No value available
2004-01-02,5.5405,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,5.5417,
2004-01-06,5.5756,
2004-01-07,5.5756,
2004-01-08,5.5593,
2004-01-09,5.5810,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,5.6242,
2004-01-13,5.5986,
2004-01-14,5.5955,
2004-01-15,5.6048,
2004-01-16,5.4839,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,5.5253,
2004-01-20,5.5555,
2004-01-21,5.5760,
2004-01-22,5.5760,
2004-01-23,5.6416,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,5.6556,
2004-01-27,5.5880,
2004-01-28,5.6126,
2004-01-29,5.5911,
2004-01-30,5.5907,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,5.5641,
2004-02-03,5.5539,
2004-02-04,5.6280,
2004-02-05,5.6045,
2004-02-06,5.5955,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,5.6909,
2004-02-10,5.6891,
2004-02-11,5.6819,
2004-02-12,5.6680,
2004-02-13,5.6866,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,5.6638,
2004-02-17,5.6646,
2004-02-18,5.7180,
2004-02-19,5.7180,
2004-02-20,5.6673,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,5.6102,
2004-02-24,5.6204,
2004-02-25,5.6292,
2004-02-26,5.6616,
2004-02-27,5.5731,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,5.5999,
2004-03-02,5.5657,
2004-03-03,5.5908,
2004-03-04,5.4716,
2004-03-05,5.4674,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,5.5614,
2004-03-09,5.5558,
2004-03-10,5.5273,
2004-03-11,5.5306,
2004-03-12,5.5212,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,5.5277,
2004-03-16,5.5389,
2004-03-17,5.4986,
2004-03-18,5.4933,
2004-03-19,5.5308,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,5.5555,
2004-03-23,5.5604,
2004-03-24,5.4971,
2004-03-25,5.5150,
2004-03-26,5.5013,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,5.4974,
2004-03-30,5.4749,
2004-03-31,5.5183,
2004-04-01,5.5277,
2004-04-02,5.5616,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,5.4645,
2004-04-06,5.4587,
2004-04-07,5.4712,
2004-04-08,5.4668,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,5.4686,
2004-04-14,5.4211,
2004-04-15,5.4066,
2004-04-16,5.4104,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,5.4112,
2004-04-20,5.4305,
2004-04-21,5.4154,
2004-04-22,5.4119,
2004-04-23,5.4319,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,5.4457,
2004-04-27,5.4301,
2004-04-28,5.4656,
2004-04-29,5.4725,
2004-04-30,5.4270,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,5.4801,
2004-05-04,5.4805,
2004-05-05,5.5420,
2004-05-06,5.5420,
2004-05-07,5.5350,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,5.4838,
2004-05-11,5.4845,
2004-05-12,5.4855,
2004-05-13,5.4733,
2004-05-14,5.4587,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,5.4484,
2004-05-18,5.5165,
2004-05-19,5.5044,
2004-05-20,5.4776,
2004-05-21,5.4776,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,5.5188,
2004-05-25,5.5167,
2004-05-26,5.5324,
2004-05-27,5.5264,
2004-05-28,5.5920,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,5.5583,
2004-06-01,5.5610,
2004-06-02,5.5651,
2004-06-03,5.5558,
2004-06-04,5.5726,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,5.5868,
2004-06-08,5.5495,
2004-06-09,5.5655,
2004-06-10,5.4498,
2004-06-11,5.4371,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,5.4411,
2004-06-15,5.4550,
2004-06-16,5.4302,
2004-06-17,5.4205,
2004-06-18,5.4195,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,5.4377,
2004-06-22,5.4436,
2004-06-23,5.4411,
2004-06-24,5.4681,
2004-06-25,5.4612,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,5.4897,
2004-06-29,5.4684,
2004-06-30,5.4678,
2004-07-01,5.4526,
2004-07-02,5.4438,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,5.4905,
2004-07-06,5.5161,
2004-07-07,5.5387,
2004-07-08,5.5385,
2004-07-09,5.5457,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,5.5506,
2004-07-13,5.5465,
2004-07-14,5.5626,
2004-07-15,5.5651,
2004-07-16,5.5512,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,5.5684,
2004-07-20,5.5680,
2004-07-21,5.5584,
2004-07-22,5.5217,
2004-07-23,5.5165,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,5.4717,
2004-07-27,5.4891,
2004-07-28,5.4499,
2004-07-29,5.4443,
2004-07-30,5.4365,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,5.4397,
2004-08-03,5.4597,
2004-08-04,5.4440,
2004-08-05,5.4482,
2004-08-06,5.4881,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,5.5555,
2004-08-10,5.5546,
2004-08-11,5.5512,
2004-08-12,5.5590,
2004-08-13,5.5551,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,5.5978,
2004-08-17,5.5968,
2004-08-18,5.5887,
2004-08-19,5.6114,
2004-08-20,5.5731,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,5.5650,
2004-08-24,5.4990,
2004-08-25,5.5050,
2004-08-26,5.4828,
2004-08-27,5.4958,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,5.4609,
2004-08-31,5.4585,
2004-09-01,5.4637,
2004-09-02,5.4914,
2004-09-03,5.4859,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,5.4534,
2004-09-07,5.4445,
2004-09-08,5.4215,
2004-09-09,5.4969,
2004-09-10,5.5060,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,5.4992,
2004-09-14,5.4826,
2004-09-15,5.4797,
2004-09-16,5.4461,
2004-09-17,5.4694,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,5.4339,
2004-09-21,5.4939,
2004-09-22,5.4862,
2004-09-23,5.5224,
2004-09-24,5.5175,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,5.4968,
2004-09-28,5.5266,
2004-09-29,5.5293,
2004-09-30,5.5601,
2004-10-01,5.5539,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,5.4921,
2004-10-05,5.4968,
2004-10-06,5.4857,
2004-10-07,5.4893,
2004-10-08,5.5000,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,5.5174,
2004-10-12,5.4937,
2004-10-13,5.4763,
2004-10-14,5.5268,
2004-10-15,5.5524,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,5.5827,
2004-10-19,5.5881,
2004-10-20,5.6072,
2004-10-21,5.5997,
2004-10-22,5.6041,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,5.6660,
2004-10-26,5.6680,
2004-10-27,5.6946,
2004-10-28,5.6946,
2004-10-29,5.6782,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,5.6627,
2004-11-02,5.6570,
2004-11-03,5.6764,
2004-11-04,5.7082,
2004-11-05,5.7023,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,5.7184,
2004-11-09,5.7166,
2004-11-10,5.7228,
2004-11-11,5.7133,
2004-11-12,5.7197,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,5.7183,
2004-11-16,5.6895,
2004-11-17,5.7219,
2004-11-18,5.7149,
2004-11-19,5.6936,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,5.7093,
2004-11-23,5.7285,
2004-11-24,5.7455,
2004-11-25,5.7732,
2004-11-26,5.7896,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,5.7926,
2004-11-30,5.8001,
2004-12-01,5.8020,
2004-12-02,5.8102,
2004-12-03,5.8063,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,5.8501,
2004-12-07,5.8129,
2004-12-08,5.7734,
2004-12-09,5.7775,
2004-12-10,5.7631,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,5.7853,
2004-12-14,5.7605,
2004-12-15,5.7617,
2004-12-16,5.7967,
2004-12-17,5.7570,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,5.7942,
2004-12-21,5.8039,
2004-12-22,5.8113,
2004-12-23,5.8367,
2004-12-24,5.8633,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,5.8721,
2004-12-28,5.9193,
2004-12-29,5.9538,
2004-12-30,5.9041,
2004-12-31,5.8922,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,5.8922,
2005-01-04,5.8583,
2005-01-05,5.8155,
2005-01-06,5.7957,
2005-01-07,5.7891,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,5.7186,
2005-01-11,5.7334,
2005-01-12,5.7360,
2005-01-13,5.7555,
2005-01-14,5.7133,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,5.7077,
2005-01-18,5.6955,
2005-01-19,5.7120,
2005-01-20,5.6608,
2005-01-21,5.6735,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,5.7194,
2005-01-25,5.7371,
2005-01-26,5.7430,
2005-01-27,5.7509,
2005-01-28,5.7318,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,5.7172,
2005-02-01,5.7184,
2005-02-02,5.7388,
2005-02-03,5.6901,
2005-02-04,5.6609,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,5.6176,
2005-02-08,5.6000,
2005-02-09,5.5985,
2005-02-10,5.5989,
2005-02-11,5.6309,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,5.6662,
2005-02-15,5.6828,
2005-02-16,5.6876,
2005-02-17,5.6889,
2005-02-18,5.6857,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,5.6998,
2005-02-22,5.7500,
2005-02-23,5.7596,
2005-02-24,5.7783,
2005-02-25,5.7491,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,5.7734,
2005-03-01,5.7309,
2005-03-02,5.6801,
2005-03-03,5.6992,
2005-03-04,5.6971,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,5.7143,
2005-03-08,5.7028,
2005-03-09,5.7405,
2005-03-10,5.7818,
2005-03-11,5.7738,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,5.7712,
2005-03-15,5.7725,
2005-03-16,5.7709,
2005-03-17,5.7698,
2005-03-18,5.7245,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,5.6998,
2005-03-22,5.6859,
2005-03-23,5.6598,
2005-03-24,5.6411,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,5.6499,
2005-03-30,5.6627,
2005-03-31,5.6506,
2005-04-01,5.6533,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,5.6303,
2005-04-05,5.5980,
2005-04-06,5.6117,
2005-04-07,5.6422,
2005-04-08,5.6067,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,5.6653,
2005-04-12,5.6770,
2005-04-13,5.6684,
2005-04-14,5.6272,
2005-04-15,5.6546,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,5.6826,
2005-04-19,5.6890,
2005-04-20,5.7025,
2005-04-21,5.7037,
2005-04-22,5.7040,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,5.6562,
2005-04-26,5.6627,
2005-04-27,5.6456,
2005-04-28,5.6379,
2005-04-29,5.6594,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,5.6216,
2005-05-03,5.6232,
2005-05-04,5.6516,
2005-05-05,5.6462,
2005-05-06,5.6408,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,5.6440,
2005-05-10,5.5894,
2005-05-11,5.6207,
2005-05-12,5.5810,
2005-05-13,5.5367,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,5.5267,
2005-05-17,5.5249,
2005-05-18,5.5191,
2005-05-19,5.5102,
2005-05-20,5.5083,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,5.4977,
2005-05-24,5.5238,
2005-05-25,5.5145,
2005-05-26,5.5192,
2005-05-27,5.5250,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,5.4920,
2005-05-31,5.4434,
2005-06-01,5.4094,
2005-06-02,5.4129,
2005-06-03,5.4161,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,5.4140,
2005-06-07,5.4120,
2005-06-08,5.4313,
2005-06-09,5.4234,
2005-06-10,5.4262,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,5.3712,
2005-06-14,5.4011,
2005-06-15,5.4132,
2005-06-16,5.4132,
2005-06-17,5.4629,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,5.5453,
2005-06-21,5.4917,
2005-06-22,5.4698,
2005-06-23,5.4674,
2005-06-24,5.4780,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,5.5260,
2005-06-28,5.5214,
2005-06-29,5.5067,
2005-06-30,5.5315,
2005-07-01,5.5291,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,5.4659,
2005-07-05,5.4581,
2005-07-06,5.4849,
2005-07-07,5.5114,
2005-07-08,5.4842,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,5.4723,
2005-07-12,5.5141,
2005-07-13,5.5113,
2005-07-14,5.4760,
2005-07-15,5.4863,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,5.5016,
2005-07-19,5.4884,
2005-07-20,5.5145,
2005-07-21,5.5252,
2005-07-22,5.5050,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,5.5134,
2005-07-26,5.4558,
2005-07-27,5.4531,
2005-07-28,5.4846,
2005-07-29,5.4722,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,5.5212,
2005-08-02,5.5022,
2005-08-03,5.5182,
2005-08-04,5.5235,
2005-08-05,5.5423,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,5.5788,
2005-08-09,5.5871,
2005-08-10,5.5932,
2005-08-11,5.6135,
2005-08-12,5.6360,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,5.6082,
2005-08-16,5.5731,
2005-08-17,5.5106,
2005-08-18,5.4710,
2005-08-19,5.4645,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,5.5049,
2005-08-23,5.4990,
2005-08-24,5.4846,
2005-08-25,5.5462,
2005-08-26,5.5762,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,5.5807,
2005-08-30,5.5527,
2005-08-31,5.5385,
2005-09-01,5.5845,
2005-09-02,5.6404,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,5.6184,
2005-09-06,5.6072,
2005-09-07,5.5966,
2005-09-08,5.5969,
2005-09-09,5.5846,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,5.6100,
2005-09-13,5.5597,
2005-09-14,5.5730,
2005-09-15,5.5397,
2005-09-16,5.5508,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,5.5327,
2005-09-20,5.5352,
2005-09-21,5.5946,
2005-09-22,5.6104,
2005-09-23,5.5646,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,5.5323,
2005-09-27,5.4854,
2005-09-28,5.5093,
2005-09-29,5.5259,
2005-09-30,5.5427,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,5.5441,
2005-10-04,5.4995,
2005-10-05,5.4974,
2005-10-06,5.5470,
2005-10-07,5.5744,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,5.5704,
2005-10-11,5.5579,
2005-10-12,5.5723,
2005-10-13,5.5781,
2005-10-14,5.5695,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,5.5723,
2005-10-18,5.5429,
2005-10-19,5.5500,
2005-10-20,5.5469,
2005-10-21,5.5551,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,5.5377,
2005-10-25,5.5673,
2005-10-26,5.5903,
2005-10-27,5.6041,
2005-10-28,5.6381,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,5.5767,
2005-11-01,5.5742,
2005-11-02,5.5813,
2005-11-03,5.6273,
2005-11-04,5.5707,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,5.5386,
2005-11-08,5.5213,
2005-11-09,5.5011,
2005-11-10,5.5364,
2005-11-11,5.5231,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,5.5503,
