"",BBEX3.D.RON.USD.CA.AC.000,BBEX3.D.RON.USD.CA.AC.000_FLAGS
2011-05-05,2.7655,
2011-05-06,2.8347,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,2.8495,
2011-05-10,2.8504,
2011-05-11,2.8356,
2011-05-12,2.8978,
2011-05-13,2.8720,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,2.9093,
2011-05-17,2.8905,
2011-05-18,2.8909,
2011-05-19,2.8965,
2011-05-20,2.8746,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,2.9476,
2011-05-24,2.9224,
2011-05-25,2.9340,
2011-05-26,2.9189,
2011-05-27,2.9064,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,2.8845,
2011-05-31,2.8571,
2011-06-01,2.8646,
2011-06-02,2.8639,
2011-06-03,2.8509,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,2.8286,
2011-06-07,2.8319,
2011-06-08,2.8435,
2011-06-09,2.8537,
2011-06-10,2.8701,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,.,No value available
2011-06-14,2.8888,
2011-06-15,2.9168,
2011-06-16,2.9820,
2011-06-17,2.9734,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,2.9978,
2011-06-21,2.9601,
2011-06-22,2.9596,
2011-06-23,2.9694,
2011-06-24,2.9523,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,2.9718,
2011-06-28,2.9491,
2011-06-29,2.9274,
2011-06-30,2.9259,
2011-07-01,2.9260,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,2.9073,
2011-07-05,2.8875,
2011-07-06,2.9283,
2011-07-07,2.9426,
2011-07-08,2.9510,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,2.9921,
2011-07-12,3.0794,
2011-07-13,3.0323,
2011-07-14,3.0119,
2011-07-15,3.0133,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,3.0368,
2011-07-19,3.0012,
2011-07-20,2.9869,
2011-07-21,2.9953,
2011-07-22,2.9328,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,2.9547,
2011-07-26,2.9369,
2011-07-27,2.9227,
2011-07-28,2.9631,
2011-07-29,2.9682,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,2.9249,
2011-08-02,2.9864,
2011-08-03,2.9573,
2011-08-04,2.9716,
2011-08-05,3.0005,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,2.9768,
2011-08-09,2.9892,
2011-08-10,2.9629,
2011-08-11,3.0177,
2011-08-12,3.0057,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,.,No value available
2011-08-16,2.9673,
2011-08-17,2.9524,
2011-08-18,2.9544,
2011-08-19,2.9796,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,2.9567,
2011-08-23,2.9394,
2011-08-24,2.9385,
2011-08-25,2.9489,
2011-08-26,2.9402,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,2.9240,
2011-08-30,2.9272,
2011-08-31,2.9244,
2011-09-01,2.9600,
2011-09-02,2.9764,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,3.0025,
2011-09-06,2.9992,
2011-09-07,3.0156,
2011-09-08,3.0177,
2011-09-09,3.0863,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,3.1396,
2011-09-13,3.1451,
2011-09-14,3.1346,
2011-09-15,3.1127,
2011-09-16,3.0917,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,3.1337,
2011-09-20,3.1253,
2011-09-21,3.1368,
2011-09-22,3.1978,
2011-09-23,3.1886,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,3.1970,
2011-09-27,3.1897,
2011-09-28,3.1672,
2011-09-29,3.1630,
2011-09-30,3.2195,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,3.2369,
2011-10-04,3.2674,
2011-10-05,3.2451,
2011-10-06,3.2263,
2011-10-07,3.2149,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,3.1738,
2011-10-11,3.1853,
2011-10-12,3.1330,
2011-10-13,3.1455,
2011-10-14,3.1324,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,3.1300,
2011-10-18,3.1818,
2011-10-19,3.1301,
2011-10-20,3.1371,
2011-10-21,3.1440,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,3.1181,
2011-10-25,3.1057,
2011-10-26,3.1035,
2011-10-27,3.0897,
2011-10-28,3.0423,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,3.0889,
2011-11-01,3.1712,
2011-11-02,3.1542,
2011-11-03,3.1626,
2011-11-04,3.1430,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,3.1716,
2011-11-08,3.1617,
2011-11-09,3.1855,
2011-11-10,3.2084,
2011-11-11,3.1903,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,3.1707,
2011-11-15,3.2116,
2011-11-16,3.2300,
2011-11-17,3.2348,
2011-11-18,3.2255,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,3.2425,
2011-11-22,3.2215,
2011-11-23,3.2557,
2011-11-24,3.2548,
2011-11-25,3.2926,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,3.2569,
2011-11-29,3.2429,
2011-11-30,3.2764,
2011-12-01,.,No value available
2011-12-02,3.2278,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,3.2363,
2011-12-06,3.2486,
2011-12-07,3.2504,
2011-12-08,3.2421,
2011-12-09,3.2452,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,3.2690,
2011-12-13,3.2955,
2011-12-14,3.3345,
2011-12-15,3.3423,
2011-12-16,3.3308,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,3.3127,
2011-12-20,3.2953,
2011-12-21,3.2787,
2011-12-22,3.2943,
2011-12-23,3.2837,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,3.2861,
2011-12-28,3.2798,
2011-12-29,3.3335,
2011-12-30,3.3393,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,.,No value available
2012-01-03,.,No value available
2012-01-04,3.3208,
2012-01-05,3.3796,
2012-01-06,3.3958,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,3.4096,
2012-01-10,3.4071,
2012-01-11,3.4190,
2012-01-12,3.4074,
2012-01-13,3.3884,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,3.4245,
2012-01-17,3.3847,
2012-01-18,3.3892,
2012-01-19,3.3699,
2012-01-20,3.3663,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,3.3507,
2012-01-24,3.3395,
2012-01-25,3.3521,
2012-01-26,3.2991,
2012-01-27,3.3024,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,3.3020,
2012-01-31,3.2919,
2012-02-01,3.3102,
2012-02-02,3.3053,
2012-02-03,3.2988,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,3.3295,
2012-02-07,3.3088,
2012-02-08,3.2812,
2012-02-09,3.2813,
2012-02-10,3.2831,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,3.2778,
2012-02-14,3.2908,
2012-02-15,3.3047,
2012-02-16,3.3457,
2012-02-17,3.3100,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,3.2903,
2012-02-21,3.2903,
2012-02-22,3.2954,
2012-02-23,3.2714,
2012-02-24,3.2524,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,3.2468,
2012-02-28,3.2360,
2012-02-29,3.2357,
2012-03-01,3.2651,
2012-03-02,3.2843,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,3.2983,
2012-03-06,3.3126,
2012-03-07,3.3114,
2012-03-08,3.2926,
2012-03-09,3.2918,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,3.3230,
2012-03-13,3.3234,
2012-03-14,3.3375,
2012-03-15,3.3478,
2012-03-16,3.3544,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,3.3267,
2012-03-20,3.3159,
2012-03-21,3.3001,
2012-03-22,3.3210,
2012-03-23,3.2980,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,3.3048,
2012-03-27,3.2694,
2012-03-28,3.2750,
2012-03-29,3.2985,
2012-03-30,3.2805,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,3.2800,
2012-04-03,3.2785,
2012-04-04,3.3211,
2012-04-05,3.3467,
2012-04-06,3.3463,
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,3.3411,
2012-04-10,3.3394,
2012-04-11,3.3376,
2012-04-12,3.3335,
2012-04-13,3.3249,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,.,No value available
2012-04-17,3.3287,
2012-04-18,3.3454,
2012-04-19,3.3308,
2012-04-20,3.3217,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,3.3307,
2012-04-24,3.3261,
2012-04-25,3.3131,
2012-04-26,3.3084,
2012-04-27,3.3074,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,3.3240,
2012-05-01,.,No value available
2012-05-02,3.3594,
2012-05-03,3.3551,
2012-05-04,3.3525,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,3.3821,
2012-05-08,3.3850,
2012-05-09,3.4031,
2012-05-10,3.4141,
2012-05-11,3.4209,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,3.4479,
2012-05-15,3.4576,
2012-05-16,3.4987,
2012-05-17,3.4950,
2012-05-18,3.4981,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,3.4767,
2012-05-22,3.4817,
2012-05-23,3.5272,
2012-05-24,3.5538,
2012-05-25,3.5492,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,3.5473,
2012-05-29,3.5607,
2012-05-30,3.5864,
2012-05-31,3.5939,
2012-06-01,3.6231,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,.,No value available
2012-06-05,3.5918,
2012-06-06,3.5691,
2012-06-07,3.5455,
2012-06-08,3.5734,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,3.5451,
2012-06-12,3.5628,
2012-06-13,3.5568,
2012-06-14,3.5530,
2012-06-15,3.5304,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,3.5342,
2012-06-19,3.5387,
2012-06-20,3.5146,
2012-06-21,3.5202,
2012-06-22,3.5590,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,3.5766,
2012-06-26,3.5723,
2012-06-27,3.5573,
2012-06-28,3.5810,
2012-06-29,3.5360,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,3.5208,
2012-07-03,3.5347,
2012-07-04,3.5542,
2012-07-05,3.5827,
2012-07-06,3.6480,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,3.6848,
2012-07-10,3.6675,
2012-07-11,3.6842,
2012-07-12,3.7031,
2012-07-13,3.7274,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,3.7399,
2012-07-17,3.7113,
2012-07-18,3.7309,
2012-07-19,3.7128,
2012-07-20,3.7438,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,3.7999,
2012-07-24,3.8343,
2012-07-25,3.8040,
2012-07-26,3.8098,
2012-07-27,3.7575,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,3.7086,
2012-07-31,3.7242,
2012-08-01,3.7285,
2012-08-02,3.7528,
2012-08-03,3.7972,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,3.6997,
2012-08-07,3.6582,
2012-08-08,3.6714,
2012-08-09,3.6745,
2012-08-10,3.6984,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,3.6790,
2012-08-14,3.6569,
2012-08-15,.,No value available
2012-08-16,3.6611,
2012-08-17,3.6250,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,3.6404,
2012-08-21,3.6255,
2012-08-22,3.5999,
2012-08-23,3.5729,
2012-08-24,3.5739,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,3.5675,
2012-08-28,3.5515,
2012-08-29,3.5573,
2012-08-30,3.5544,
2012-08-31,3.5484,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,3.5728,
2012-09-04,3.5635,
2012-09-05,3.5837,
2012-09-06,3.5536,
2012-09-07,3.5287,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,3.5049,
2012-09-11,3.5031,
2012-09-12,3.4728,
2012-09-13,3.4882,
2012-09-14,3.4514,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,3.4302,
2012-09-18,3.4480,
2012-09-19,3.4604,
2012-09-20,3.4843,
2012-09-21,3.4642,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,3.4977,
2012-09-25,3.4999,
2012-09-26,3.5079,
2012-09-27,3.5131,
2012-09-28,3.5029,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,3.4999,
2012-10-02,3.5016,
2012-10-03,3.5000,
2012-10-04,3.5104,
2012-10-05,3.5117,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,3.5203,
2012-10-09,3.5272,
2012-10-10,3.5503,
2012-10-11,3.5463,
2012-10-12,3.5193,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,3.5248,
2012-10-16,3.5143,
2012-10-17,3.4888,
2012-10-18,3.4900,
2012-10-19,3.5097,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,3.5051,
2012-10-23,3.5128,
2012-10-24,3.5380,
2012-10-25,3.5078,
2012-10-26,3.5200,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,3.5195,
2012-10-30,3.5023,
2012-10-31,3.4873,
2012-11-01,3.5001,
2012-11-02,3.5120,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,3.5336,
2012-11-06,3.5306,
2012-11-07,3.5102,
2012-11-08,3.5451,
2012-11-09,3.5545,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,3.5565,
2012-11-13,3.5729,
2012-11-14,3.5603,
2012-11-15,3.5552,
2012-11-16,3.5637,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,3.5512,
2012-11-20,3.5381,
2012-11-21,3.5474,
2012-11-22,3.5224,
2012-11-23,3.5175,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,3.4950,
2012-11-27,3.4815,
2012-11-28,3.4905,
2012-11-29,3.4687,
2012-11-30,.,No value available
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,3.4666,
2012-12-04,3.4665,
2012-12-05,3.4734,
2012-12-06,3.4722,
2012-12-07,3.5067,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,3.5133,
2012-12-11,3.5012,
2012-12-12,3.4790,
2012-12-13,3.4522,
2012-12-14,3.4205,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,3.3954,
2012-12-18,3.3880,
2012-12-19,3.3731,
2012-12-20,3.3788,
2012-12-21,3.3636,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,3.3468,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,3.3384,
2012-12-28,3.3619,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,3.3575,
2013-01-01,.,No value available
2013-01-02,.,No value available
2013-01-03,3.3683,
2013-01-04,3.4017,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,3.3917,
2013-01-08,3.3608,
2013-01-09,3.3728,
2013-01-10,3.3393,
2013-01-11,3.3010,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,3.2761,
2013-01-15,3.2882,
2013-01-16,3.2596,
2013-01-17,3.2431,
2013-01-18,3.2484,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,3.2689,
2013-01-22,3.2658,
2013-01-23,3.2808,
2013-01-24,3.2812,
2013-01-25,3.2482,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,3.2625,
2013-01-29,3.2668,
2013-01-30,3.2338,
2013-01-31,3.2332,
2013-02-01,3.2033,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,3.2154,
2013-02-05,3.2321,
2013-02-06,3.2404,
2013-02-07,3.2493,
2013-02-08,3.2773,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,3.2874,
2013-02-12,3.2828,
2013-02-13,3.2542,
2013-02-14,3.2881,
2013-02-15,3.2907,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,3.2853,
2013-02-19,3.2884,
2013-02-20,3.2670,
2013-02-21,3.3288,
2013-02-22,3.3159,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,3.3026,
2013-02-26,3.3481,
2013-02-27,3.3408,
2013-02-28,3.3345,
2013-03-01,3.3420,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,3.3593,
2013-03-05,3.3478,
2013-03-06,3.3474,
2013-03-07,3.3417,
2013-03-08,3.3174,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,3.3556,
2013-03-12,3.3625,
2013-03-13,3.3675,
2013-03-14,3.3997,
2013-03-15,3.3636,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,3.4088,
2013-03-19,3.4078,
2013-03-20,3.4194,
2013-03-21,3.4235,
2013-03-22,3.4225,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,3.3948,
2013-03-26,3.4265,
2013-03-27,3.4419,
2013-03-28,3.4497,
2013-03-29,3.4455,
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,3.4440,
2013-04-02,3.4398,
2013-04-03,3.4471,
2013-04-04,3.4597,
2013-04-05,3.4215,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,3.3894,
2013-04-09,3.3817,
2013-04-10,3.3508,
2013-04-11,3.3554,
2013-04-12,3.3673,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,3.3538,
2013-04-16,3.3480,
2013-04-17,3.3177,
2013-04-18,3.3470,
2013-04-19,3.3353,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,3.3382,
2013-04-23,3.3531,
2013-04-24,3.3401,
2013-04-25,3.3334,
2013-04-26,3.3308,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,3.3040,
2013-04-30,3.3075,
2013-05-01,.,No value available
2013-05-02,3.2923,
2013-05-03,3.2816,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,.,No value available
2013-05-07,3.3020,
2013-05-08,3.2884,
2013-05-09,3.2908,
2013-05-10,3.3237,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,3.3309,
2013-05-14,3.3323,
2013-05-15,3.3630,
2013-05-16,3.3696,
2013-05-17,3.3701,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,3.3761,
2013-05-21,3.3781,
2013-05-22,3.3601,
2013-05-23,3.3845,
2013-05-24,3.3651,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,3.3615,
2013-05-28,3.3506,
2013-05-29,3.3743,
2013-05-30,3.3337,
2013-05-31,3.3737,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,3.3846,
2013-06-04,3.3649,
2013-06-05,3.3885,
2013-06-06,3.4113,
2013-06-07,3.4402,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,3.4191,
2013-06-11,3.4051,
2013-06-12,3.3855,
2013-06-13,3.3638,
2013-06-14,3.3472,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,3.3408,
2013-06-18,3.3481,
2013-06-19,3.3602,
2013-06-20,3.4375,
2013-06-21,3.4179,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,.,No value available
2013-06-25,3.4210,
2013-06-26,3.3881,
2013-06-27,3.4151,
2013-06-28,3.4151,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,3.4094,
2013-07-02,3.4076,
2013-07-03,3.4337,
2013-07-04,3.4165,
2013-07-05,3.4473,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,3.4624,
2013-07-09,3.4510,
2013-07-10,3.4628,
2013-07-11,3.3950,
2013-07-12,3.3870,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,3.3933,
2013-07-16,3.3905,
2013-07-17,3.3809,
2013-07-18,3.3814,
2013-07-19,3.3787,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,3.3542,
2013-07-23,3.3571,
2013-07-24,3.3284,
2013-07-25,3.3314,
2013-07-26,3.3029,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,3.3111,
2013-07-30,3.3081,
2013-07-31,3.3169,
2013-08-01,3.3420,
2013-08-02,3.3562,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,3.3275,
2013-08-06,3.3206,
2013-08-07,3.3365,
2013-08-08,3.3254,
2013-08-09,3.3157,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,3.3292,
2013-08-13,3.3243,
2013-08-14,3.3435,
2013-08-15,.,No value available
2013-08-16,3.3365,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,3.3392,
2013-08-20,3.3219,
2013-08-21,3.3204,
2013-08-22,3.3312,
2013-08-23,3.3140,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,3.3110,
2013-08-27,3.3286,
2013-08-28,3.3159,
2013-08-29,3.3516,
2013-08-30,3.3510,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,3.3441,
2013-09-03,3.3662,
2013-09-04,3.3746,
2013-09-05,3.3820,
2013-09-06,3.4106,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,3.3884,
2013-09-10,3.3719,
2013-09-11,3.3693,
2013-09-12,3.3744,
2013-09-13,3.3685,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,3.3367,
2013-09-17,3.3490,
2013-09-18,3.3504,
2013-09-19,3.2838,
2013-09-20,3.2960,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,3.3105,
2013-09-24,3.3126,
2013-09-25,3.3103,
2013-09-26,3.3089,
2013-09-27,3.3052,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,3.3051,
2013-10-01,3.2894,
2013-10-02,3.2888,
2013-10-03,3.2624,
2013-10-04,3.2560,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,3.2629,
2013-10-08,3.2682,
2013-10-09,3.2988,
2013-10-10,3.2987,
2013-10-11,3.2781,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,3.2948,
2013-10-15,3.2940,
2013-10-16,3.2871,
2013-10-17,3.2661,
2013-10-18,3.2513,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,3.2517,
2013-10-22,3.2447,
2013-10-23,3.2251,
2013-10-24,3.2257,
2013-10-25,3.2259,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,3.2152,
2013-10-29,3.2290,
2013-10-30,3.2201,
2013-10-31,3.2441,
2013-11-01,3.2814,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,3.2836,
2013-11-05,3.2900,
2013-11-06,3.2815,
2013-11-07,3.2809,
2013-11-08,3.3104,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,3.3241,
2013-11-12,3.3267,
2013-11-13,3.3264,
2013-11-14,3.3152,
2013-11-15,3.3101,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,3.2904,
2013-11-19,3.2906,
2013-11-20,3.2864,
2013-11-21,3.3101,
2013-11-22,3.2944,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,3.2892,
2013-11-26,3.2800,
2013-11-27,3.2664,
2013-11-28,3.2619,
2013-11-29,3.2644,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,3.2745,
2013-12-03,3.2936,
2013-12-04,3.2900,
2013-12-05,3.2869,
2013-12-06,3.2612,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,3.2475,
2013-12-10,3.2403,
2013-12-11,3.2361,
2013-12-12,3.2332,
2013-12-13,3.2482,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,3.2324,
2013-12-17,3.2425,
2013-12-18,3.2549,
2013-12-19,3.2755,
2013-12-20,3.2771,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,3.2719,
2013-12-24,3.2647,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,3.2305,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,3.2458,
2013-12-31,3.2551,
2014-01-01,.,No value available
2014-01-02,.,No value available
2014-01-03,3.2888,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,3.3009,
2014-01-07,3.2990,
2014-01-08,3.3106,
2014-01-09,3.3267,
2014-01-10,3.3432,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,3.3201,
2014-01-14,3.3092,
2014-01-15,3.3225,
2014-01-16,3.3244,
2014-01-17,3.3301,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,3.3472,
2014-01-21,3.3514,
2014-01-22,3.3447,
2014-01-23,3.3218,
2014-01-24,3.3109,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,3.3180,
2014-01-28,3.3226,
2014-01-29,3.3048,
2014-01-30,3.3146,
2014-01-31,3.3221,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,3.3264,
2014-02-04,3.2984,
2014-02-05,3.2978,
2014-02-06,3.3021,
2014-02-07,3.3040,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,3.2851,
2014-02-11,3.2713,
2014-02-12,3.2828,
2014-02-13,3.2863,
2014-02-14,3.2721,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,3.2758,
2014-02-18,3.2685,
2014-02-19,3.2674,
2014-02-20,3.3040,
2014-02-21,3.2955,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,3.2773,
2014-02-25,3.2858,
2014-02-26,3.2854,
2014-02-27,3.2997,
2014-02-28,3.2618,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,3.2776,
2014-03-04,3.2852,
2014-03-05,3.2896,
2014-03-06,3.2752,
2014-03-07,3.2352,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,3.2428,
2014-03-11,3.2494,
2014-03-12,3.2534,
2014-03-13,3.2298,
2014-03-14,3.2465,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,3.2471,
2014-03-18,3.2420,
2014-03-19,3.2314,
2014-03-20,3.2642,
2014-03-21,3.2488,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,3.2528,
2014-03-25,3.2351,
2014-03-26,3.2348,
2014-03-27,3.2533,
2014-03-28,3.2419,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,3.2304,
2014-04-01,3.2360,
2014-04-02,3.2384,
2014-04-03,3.2490,
2014-04-04,3.2536,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,3.2534,
2014-04-08,3.2360,
2014-04-09,3.2356,
2014-04-10,3.2161,
