"",BBEX3.D.JPY.USD.CA.AA.000,BBEX3.D.JPY.USD.CA.AA.000_FLAGS
1999-09-16,104.00,
1999-09-17,104.05,
1999-09-18,.,No value available
1999-09-19,.,No value available
1999-09-20,106.95,
1999-09-21,105.80,
1999-09-22,103.75,
1999-09-23,.,No value available
1999-09-24,103.55,
1999-09-25,.,No value available
1999-09-26,.,No value available
1999-09-27,104.80,
1999-09-28,104.70,
1999-09-29,105.45,
1999-09-30,105.95,
1999-10-01,105.00,
1999-10-02,.,No value available
1999-10-03,.,No value available
1999-10-04,104.50,
1999-10-05,105.00,
1999-10-06,105.45,
1999-10-07,106.65,
1999-10-08,106.30,
1999-10-09,.,No value available
1999-10-10,.,No value available
1999-10-11,.,No value available
1999-10-12,105.70,
1999-10-13,105.15,
1999-10-14,105.75,
1999-10-15,105.80,
1999-10-16,.,No value available
1999-10-17,.,No value available
1999-10-18,104.80,
1999-10-19,104.55,
1999-10-20,104.65,
1999-10-21,105.30,
1999-10-22,104.75,
1999-10-23,.,No value available
1999-10-24,.,No value available
1999-10-25,105.00,
1999-10-26,104.35,
1999-10-27,103.35,
1999-10-28,103.35,
1999-10-29,104.00,
1999-10-30,.,No value available
1999-10-31,.,No value available
1999-11-01,103.20,
1999-11-02,103.15,
1999-11-03,.,No value available
1999-11-04,104.45,
1999-11-05,103.90,
1999-11-06,.,No value available
1999-11-07,.,No value available
1999-11-08,105.20,
1999-11-09,104.40,
1999-11-10,104.00,
1999-11-11,103.90,
1999-11-12,104.00,
1999-11-13,.,No value available
1999-11-14,.,No value available
1999-11-15,104.05,
1999-11-16,104.20,
1999-11-17,104.85,
1999-11-18,104.55,
1999-11-19,105.30,
1999-11-20,.,No value available
1999-11-21,.,No value available
1999-11-22,105.50,
1999-11-23,.,No value available
1999-11-24,103.50,
1999-11-25,103.40,
1999-11-26,103.45,
1999-11-27,.,No value available
1999-11-28,.,No value available
1999-11-29,102.50,
1999-11-30,101.45,
1999-12-01,101.40,
1999-12-02,101.50,
1999-12-03,101.70,
1999-12-04,.,No value available
1999-12-05,.,No value available
1999-12-06,101.75,
1999-12-07,102.10,
1999-12-08,101.65,
1999-12-09,102.10,
1999-12-10,101.55,
1999-12-11,.,No value available
1999-12-12,.,No value available
1999-12-13,101.65,
1999-12-14,101.90,
1999-12-15,102.55,
1999-12-16,102.50,
1999-12-17,102.20,
1999-12-18,.,No value available
1999-12-19,.,No value available
1999-12-20,102.40,
1999-12-21,101.45,
1999-12-22,101.45,
1999-12-23,.,No value available
1999-12-24,101.00,
1999-12-25,.,No value available
1999-12-26,.,No value available
1999-12-27,102.00,
1999-12-28,101.45,
1999-12-29,101.50,
1999-12-30,101.40,
1999-12-31,.,No value available
2000-01-01,.,No value available
2000-01-02,.,No value available
2000-01-03,.,No value available
2000-01-04,100.55,
2000-01-05,102.10,
2000-01-06,103.65,
2000-01-07,104.40,
2000-01-08,.,No value available
2000-01-09,.,No value available
2000-01-10,.,No value available
2000-01-11,104.35,
2000-01-12,105.15,
2000-01-13,104.85,
2000-01-14,105.30,
2000-01-15,.,No value available
2000-01-16,.,No value available
2000-01-17,104.55,
2000-01-18,104.05,
2000-01-19,104.70,
2000-01-20,104.30,
2000-01-21,104.35,
2000-01-22,.,No value available
2000-01-23,.,No value available
2000-01-24,103.90,
2000-01-25,104.65,
2000-01-26,104.85,
2000-01-27,104.75,
2000-01-28,103.95,
2000-01-29,.,No value available
2000-01-30,.,No value available
2000-01-31,106.00,
2000-02-01,106.25,
2000-02-02,106.85,
2000-02-03,106.95,
2000-02-04,106.80,
2000-02-05,.,No value available
2000-02-06,.,No value available
2000-02-07,106.30,
2000-02-08,108.20,
2000-02-09,108.75,
2000-02-10,108.00,
2000-02-11,.,No value available
2000-02-12,.,No value available
2000-02-13,.,No value available
2000-02-14,107.75,
2000-02-15,107.90,
2000-02-16,108.15,
2000-02-17,108.50,
2000-02-18,109.80,
2000-02-19,.,No value available
2000-02-20,.,No value available
2000-02-21,109.65,
2000-02-22,110.70,
2000-02-23,109.50,
2000-02-24,110.55,
2000-02-25,110.25,
2000-02-26,.,No value available
2000-02-27,.,No value available
2000-02-28,108.60,
2000-02-29,108.90,
2000-03-01,108.45,
2000-03-02,106.60,
2000-03-03,106.75,
2000-03-04,.,No value available
2000-03-05,.,No value available
2000-03-06,106.45,
2000-03-07,106.65,
2000-03-08,105.25,
2000-03-09,106.20,
2000-03-10,105.50,
2000-03-11,.,No value available
2000-03-12,.,No value available
2000-03-13,105.15,
2000-03-14,104.65,
2000-03-15,104.10,
2000-03-16,104.70,
2000-03-17,105.10,
2000-03-18,.,No value available
2000-03-19,.,No value available
2000-03-20,.,No value available
2000-03-21,105.50,
2000-03-22,105.90,
2000-03-23,106.50,
2000-03-24,106.40,
2000-03-25,.,No value available
2000-03-26,.,No value available
2000-03-27,105.90,
2000-03-28,105.65,
2000-03-29,105.20,
2000-03-30,104.70,
2000-03-31,105.15,
2000-04-01,.,No value available
2000-04-02,.,No value available
2000-04-03,103.60,
2000-04-04,103.90,
2000-04-05,104.10,
2000-04-06,103.95,
2000-04-07,104.00,
2000-04-08,.,No value available
2000-04-09,.,No value available
2000-04-10,105.05,
2000-04-11,105.50,
2000-04-12,105.70,
2000-04-13,105.05,
2000-04-14,105.20,
2000-04-15,.,No value available
2000-04-16,.,No value available
2000-04-17,103.75,
2000-04-18,103.30,
2000-04-19,103.70,
2000-04-20,103.85,
2000-04-21,104.80,
2000-04-22,.,No value available
2000-04-23,.,No value available
2000-04-24,104.90,
2000-04-25,104.55,
2000-04-26,104.75,
2000-04-27,105.45,
2000-04-28,105.70,
2000-04-29,.,No value available
2000-04-30,.,No value available
2000-05-01,107.25,
2000-05-02,107.85,
2000-05-03,.,No value available
2000-05-04,.,No value available
2000-05-05,.,No value available
2000-05-06,.,No value available
2000-05-07,.,No value available
2000-05-08,108.05,
2000-05-09,107.90,
2000-05-10,108.35,
2000-05-11,108.45,
2000-05-12,107.15,
2000-05-13,.,No value available
2000-05-14,.,No value available
2000-05-15,107.90,
2000-05-16,108.30,
2000-05-17,108.65,
2000-05-18,107.95,
2000-05-19,107.65,
2000-05-20,.,No value available
2000-05-21,.,No value available
2000-05-22,106.10,
2000-05-23,106.20,
2000-05-24,105.55,
2000-05-25,106.80,
2000-05-26,106.60,
2000-05-27,.,No value available
2000-05-28,.,No value available
2000-05-29,106.00,
2000-05-30,105.95,
2000-05-31,105.40,
2000-06-01,106.95,
2000-06-02,107.90,
2000-06-03,.,No value available
2000-06-04,.,No value available
2000-06-05,107.00,
2000-06-06,106.55,
2000-06-07,104.90,
2000-06-08,104.70,
2000-06-09,105.35,
2000-06-10,.,No value available
2000-06-11,.,No value available
2000-06-12,106.15,
2000-06-13,105.85,
2000-06-14,106.00,
2000-06-15,105.65,
2000-06-16,105.60,
2000-06-17,.,No value available
2000-06-18,.,No value available
2000-06-19,105.45,
2000-06-20,104.60,
2000-06-21,104.60,
2000-06-22,104.50,
2000-06-23,103.95,
2000-06-24,.,No value available
2000-06-25,.,No value available
2000-06-26,103.70,
2000-06-27,104.70,
2000-06-28,104.45,
2000-06-29,104.35,
2000-06-30,104.50,
2000-07-01,.,No value available
2000-07-02,.,No value available
2000-07-03,105.00,
2000-07-04,105.25,
2000-07-05,105.00,
2000-07-06,106.15,
2000-07-07,106.50,
2000-07-08,.,No value available
2000-07-09,.,No value available
2000-07-10,106.55,
2000-07-11,106.00,
2000-07-12,106.15,
2000-07-13,107.45,
2000-07-14,107.45,
2000-07-15,.,No value available
2000-07-16,.,No value available
2000-07-17,106.75,
2000-07-18,107.25,
2000-07-19,107.30,
2000-07-20,.,No value available
2000-07-21,106.75,
2000-07-22,.,No value available
2000-07-23,.,No value available
2000-07-24,107.95,
2000-07-25,107.80,
2000-07-26,108.20,
2000-07-27,108.35,
2000-07-28,108.35,
2000-07-29,.,No value available
2000-07-30,.,No value available
2000-07-31,108.65,
2000-08-01,108.35,
2000-08-02,107.85,
2000-08-03,108.15,
2000-08-04,107.45,
2000-08-05,.,No value available
2000-08-06,.,No value available
2000-08-07,107.70,
2000-08-08,108.15,
2000-08-09,107.70,
2000-08-10,106.85,
2000-08-11,107.85,
2000-08-12,.,No value available
2000-08-13,.,No value available
2000-08-14,107.85,
2000-08-15,108.50,
2000-08-16,108.15,
2000-08-17,107.45,
2000-08-18,107.85,
2000-08-19,.,No value available
2000-08-20,.,No value available
2000-08-21,107.20,
2000-08-22,107.65,
2000-08-23,106.95,
2000-08-24,106.05,
2000-08-25,105.90,
2000-08-26,.,No value available
2000-08-27,.,No value available
2000-08-28,105.75,
2000-08-29,105.50,
2000-08-30,105.40,
2000-08-31,105.65,
2000-09-01,105.65,
2000-09-02,.,No value available
2000-09-03,.,No value available
2000-09-04,104.85,
2000-09-05,105.40,
2000-09-06,104.75,
2000-09-07,105.05,
2000-09-08,104.35,
2000-09-09,.,No value available
2000-09-10,.,No value available
2000-09-11,105.15,
2000-09-12,105.30,
2000-09-13,106.05,
2000-09-14,106.25,
2000-09-15,.,No value available
2000-09-16,.,No value available
2000-09-17,.,No value available
2000-09-18,106.20,
2000-09-19,105.95,
2000-09-20,106.25,
2000-09-21,105.60,
2000-09-22,106.00,
2000-09-23,.,No value available
2000-09-24,.,No value available
2000-09-25,107.00,
2000-09-26,106.45,
2000-09-27,106.50,
2000-09-28,106.45,
2000-09-29,107.00,
2000-09-30,.,No value available
2000-10-01,.,No value available
2000-10-02,107.15,
2000-10-03,107.60,
2000-10-04,107.70,
2000-10-05,108.25,
2000-10-06,108.05,
2000-10-07,.,No value available
2000-10-08,.,No value available
2000-10-09,.,No value available
2000-10-10,107.75,
2000-10-11,107.00,
2000-10-12,106.70,
2000-10-13,106.85,
2000-10-14,.,No value available
2000-10-15,.,No value available
2000-10-16,106.75,
2000-10-17,107.05,
2000-10-18,107.00,
2000-10-19,106.80,
2000-10-20,107.60,
2000-10-21,.,No value available
2000-10-22,.,No value available
2000-10-23,108.05,
2000-10-24,107.35,
2000-10-25,106.95,
2000-10-26,107.35,
2000-10-27,107.40,
2000-10-28,.,No value available
2000-10-29,.,No value available
2000-10-30,107.80,
2000-10-31,108.05,
2000-11-01,108.00,
2000-11-02,107.40,
2000-11-03,.,No value available
2000-11-04,.,No value available
2000-11-05,.,No value available
2000-11-06,106.20,
2000-11-07,106.45,
2000-11-08,106.25,
2000-11-09,106.40,
2000-11-10,106.65,
2000-11-11,.,No value available
2000-11-12,.,No value available
2000-11-13,107.00,
2000-11-14,106.70,
2000-11-15,107.25,
2000-11-16,107.80,
2000-11-17,107.90,
2000-11-18,.,No value available
2000-11-19,.,No value available
2000-11-20,108.00,
2000-11-21,108.80,
2000-11-22,109.15,
2000-11-23,.,No value available
2000-11-24,109.65,
2000-11-25,.,No value available
2000-11-26,.,No value available
2000-11-27,110.25,
2000-11-28,109.50,
2000-11-29,109.30,
2000-11-30,110.25,
2000-12-01,109.60,
2000-12-02,.,No value available
2000-12-03,.,No value available
2000-12-04,110.00,
2000-12-05,110.25,
2000-12-06,110.05,
2000-12-07,109.55,
2000-12-08,109.75,
2000-12-09,.,No value available
2000-12-10,.,No value available
2000-12-11,109.95,
2000-12-12,109.95,
2000-12-13,110.90,
2000-12-14,111.55,
2000-12-15,111.50,
2000-12-16,.,No value available
2000-12-17,.,No value available
2000-12-18,111.65,
2000-12-19,111.10,
2000-12-20,111.90,
2000-12-21,112.00,
2000-12-22,111.40,
2000-12-23,.,No value available
2000-12-24,.,No value available
2000-12-25,111.85,
2000-12-26,112.45,
2000-12-27,113.05,
2000-12-28,113.55,
2000-12-29,113.75,
2000-12-30,.,No value available
2000-12-31,.,No value available
2001-01-01,.,No value available
2001-01-02,.,No value available
2001-01-03,.,No value available
2001-01-04,113.10,
2001-01-05,115.30,
2001-01-06,.,No value available
2001-01-07,.,No value available
2001-01-08,.,No value available
2001-01-09,115.00,
2001-01-10,116.05,
2001-01-11,115.65,
2001-01-12,116.90,
2001-01-13,.,No value available
2001-01-14,.,No value available
2001-01-15,117.95,
2001-01-16,117.80,
2001-01-17,116.60,
2001-01-18,118.95,
2001-01-19,117.05,
2001-01-20,.,No value available
2001-01-21,.,No value available
2001-01-22,115.70,
2001-01-23,115.70,
2001-01-24,115.80,
2001-01-25,117.05,
2001-01-26,115.90,
2001-01-27,.,No value available
2001-01-28,.,No value available
2001-01-29,116.70,
2001-01-30,115.45,
2001-01-31,115.05,
2001-02-01,115.45,
2001-02-02,114.60,
2001-02-03,.,No value available
2001-02-04,.,No value available
2001-02-05,114.90,
2001-02-06,114.00,
2001-02-07,113.90,
2001-02-08,115.35,
2001-02-09,115.80,
2001-02-10,.,No value available
2001-02-11,.,No value available
2001-02-12,.,No value available
2001-02-13,116.40,
2001-02-14,115.85,
2001-02-15,115.35,
2001-02-16,114.75,
2001-02-17,.,No value available
2001-02-18,.,No value available
2001-02-19,115.10,
2001-02-20,115.05,
2001-02-21,114.65,
2001-02-22,115.45,
2001-02-23,115.85,
2001-02-24,.,No value available
2001-02-25,.,No value available
2001-02-26,114.85,
2001-02-27,115.45,
2001-02-28,115.40,
2001-03-01,116.45,
2001-03-02,116.60,
2001-03-03,.,No value available
2001-03-04,.,No value available
2001-03-05,118.35,
2001-03-06,118.05,
2001-03-07,117.85,
2001-03-08,118.70,
2001-03-09,118.80,
2001-03-10,.,No value available
2001-03-11,.,No value available
2001-03-12,119.10,
2001-03-13,119.35,
2001-03-14,118.80,
2001-03-15,119.90,
2001-03-16,121.25,
2001-03-17,.,No value available
2001-03-18,.,No value available
2001-03-19,122.25,
2001-03-20,.,No value available
2001-03-21,121.40,
2001-03-22,122.55,
2001-03-23,122.60,
2001-03-24,.,No value available
2001-03-25,.,No value available
2001-03-26,122.55,
2001-03-27,121.75,
2001-03-28,120.95,
2001-03-29,121.35,
2001-03-30,122.90,
2001-03-31,.,No value available
2001-04-01,.,No value available
2001-04-02,125.10,
2001-04-03,125.50,
2001-04-04,124.85,
2001-04-05,124.15,
2001-04-06,124.05,
2001-04-07,.,No value available
2001-04-08,.,No value available
2001-04-09,123.45,
2001-04-10,124.00,
2001-04-11,123.25,
2001-04-12,124.00,
2001-04-13,122.95,
2001-04-14,.,No value available
2001-04-15,.,No value available
2001-04-16,123.80,
2001-04-17,123.55,
2001-04-18,121.80,
2001-04-19,121.00,
2001-04-20,120.55,
2001-04-21,.,No value available
2001-04-22,.,No value available
2001-04-23,121.00,
2001-04-24,120.70,
2001-04-25,121.35,
2001-04-26,121.25,
2001-04-27,122.55,
2001-04-28,.,No value available
2001-04-29,.,No value available
2001-04-30,.,No value available
2001-05-01,122.30,
2001-05-02,120.80,
2001-05-03,.,No value available
2001-05-04,.,No value available
2001-05-05,.,No value available
2001-05-06,.,No value available
2001-05-07,120.60,
2001-05-08,120.35,
2001-05-09,120.70,
2001-05-10,121.35,
2001-05-11,121.55,
2001-05-12,.,No value available
2001-05-13,.,No value available
2001-05-14,121.60,
2001-05-15,122.30,
2001-05-16,122.45,
2001-05-17,122.35,
2001-05-18,121.75,
2001-05-19,.,No value available
2001-05-20,.,No value available
2001-05-21,122.35,
2001-05-22,121.85,
2001-05-23,121.35,
2001-05-24,119.10,
2001-05-25,119.15,
2001-05-26,.,No value available
2001-05-27,.,No value available
2001-05-28,119.50,
2001-05-29,120.40,
2001-05-30,119.25,
2001-05-31,119.25,
2001-06-01,118.30,
2001-06-02,.,No value available
2001-06-03,.,No value available
2001-06-04,118.35,
2001-06-05,118.10,
2001-06-06,119.30,
2001-06-07,119.25,
2001-06-08,119.30,
2001-06-09,.,No value available
2001-06-10,.,No value available
2001-06-11,120.20,
2001-06-12,120.95,
2001-06-13,120.95,
2001-06-14,120.85,
2001-06-15,120.60,
2001-06-16,.,No value available
2001-06-17,.,No value available
2001-06-18,121.90,
2001-06-19,122.30,
2001-06-20,122.15,
2001-06-21,122.95,
2001-06-22,123.65,
2001-06-23,.,No value available
2001-06-24,.,No value available
2001-06-25,123.45,
2001-06-26,122.80,
2001-06-27,123.00,
2001-06-28,123.40,
2001-06-29,123.60,
2001-06-30,.,No value available
2001-07-01,.,No value available
2001-07-02,123.95,
2001-07-03,122.85,
2001-07-04,123.55,
2001-07-05,123.65,
2001-07-06,124.65,
2001-07-07,.,No value available
2001-07-08,.,No value available
2001-07-09,124.85,
2001-07-10,124.40,
2001-07-11,124.20,
2001-07-12,123.25,
2001-07-13,123.25,
2001-07-14,.,No value available
2001-07-15,.,No value available
2001-07-16,124.05,
2001-07-17,124.60,
2001-07-18,124.00,
2001-07-19,123.10,
2001-07-20,.,No value available
2001-07-21,.,No value available
2001-07-22,.,No value available
2001-07-23,122.55,
2001-07-24,123.30,
2001-07-25,123.40,
2001-07-26,122.55,
2001-07-27,122.75,
2001-07-28,.,No value available
2001-07-29,.,No value available
2001-07-30,122.50,
2001-07-31,124.10,
2001-08-01,124.00,
2001-08-02,123.60,
2001-08-03,123.05,
2001-08-04,.,No value available
2001-08-05,.,No value available
2001-08-06,123.00,
2001-08-07,122.95,
2001-08-08,122.55,
2001-08-09,122.50,
2001-08-10,121.20,
2001-08-11,.,No value available
2001-08-12,.,No value available
2001-08-13,121.45,
2001-08-14,121.55,
2001-08-15,120.60,
2001-08-16,118.70,
2001-08-17,119.25,
2001-08-18,.,No value available
2001-08-19,.,No value available
2001-08-20,119.40,
2001-08-21,119.90,
2001-08-22,118.90,
2001-08-23,119.50,
2001-08-24,119.00,
2001-08-25,.,No value available
2001-08-26,.,No value available
2001-08-27,119.20,
2001-08-28,118.80,
2001-08-29,118.95,
2001-08-30,119.20,
2001-08-31,118.25,
2001-09-01,.,No value available
2001-09-02,.,No value available
2001-09-03,118.20,
2001-09-04,117.80,
2001-09-05,118.70,
2001-09-06,120.10,
2001-09-07,120.00,
2001-09-08,.,No value available
2001-09-09,.,No value available
2001-09-10,119.20,
2001-09-11,120.15,
2001-09-12,118.65,
2001-09-13,118.80,
2001-09-14,118.10,
2001-09-15,.,No value available
2001-09-16,.,No value available
2001-09-17,116.45,
2001-09-18,116.65,
2001-09-19,116.25,
2001-09-20,116.60,
2001-09-21,115.55,
2001-09-22,.,No value available
2001-09-23,.,No value available
2001-09-24,.,No value available
2001-09-25,116.60,
2001-09-26,116.35,
2001-09-27,117.10,
2001-09-28,118.40,
2001-09-29,.,No value available
2001-09-30,.,No value available
2001-10-01,118.80,
2001-10-02,119.25,
2001-10-03,119.75,
2001-10-04,119.75,
2001-10-05,119.60,
2001-10-06,.,No value available
2001-10-07,.,No value available
2001-10-08,.,No value available
2001-10-09,118.95,
2001-10-10,119.50,
2001-10-11,119.30,
2001-10-12,120.45,
2001-10-13,.,No value available
2001-10-14,.,No value available
2001-10-15,120.10,
2001-10-16,119.75,
2001-10-17,120.65,
2001-10-18,120.35,
2001-10-19,120.25,
2001-10-20,.,No value available
2001-10-21,.,No value available
2001-10-22,120.30,
2001-10-23,121.40,
2001-10-24,121.65,
2001-10-25,122.05,
2001-10-26,122.05,
2001-10-27,.,No value available
2001-10-28,.,No value available
2001-10-29,121.55,
2001-10-30,120.95,
2001-10-31,121.10,
2001-11-01,121.40,
2001-11-02,120.90,
2001-11-03,.,No value available
2001-11-04,.,No value available
2001-11-05,120.75,
2001-11-06,120.65,
2001-11-07,120.20,
2001-11-08,120.10,
2001-11-09,119.25,
2001-11-10,.,No value available
2001-11-11,.,No value available
2001-11-12,119.45,
2001-11-13,119.75,
2001-11-14,120.60,
2001-11-15,120.65,
2001-11-16,121.50,
2001-11-17,.,No value available
2001-11-18,.,No value available
2001-11-19,121.80,
2001-11-20,122.05,
2001-11-21,121.80,
2001-11-22,122.30,
2001-11-23,.,No value available
2001-11-24,.,No value available
2001-11-25,.,No value available
2001-11-26,123.10,
2001-11-27,123.25,
2001-11-28,122.90,
2001-11-29,122.20,
2001-11-30,123.00,
2001-12-01,.,No value available
2001-12-02,.,No value available
2001-12-03,122.30,
2001-12-04,123.30,
2001-12-05,123.20,
2001-12-06,122.85,
2001-12-07,123.65,
2001-12-08,.,No value available
2001-12-09,.,No value available
2001-12-10,124.80,
2001-12-11,125.05,
2001-12-12,124.95,
2001-12-13,125.05,
2001-12-14,125.35,
2001-12-15,.,No value available
2001-12-16,.,No value available
2001-12-17,126.90,
2001-12-18,126.75,
2001-12-19,127.05,
2001-12-20,127.35,
2001-12-21,128.40,
2001-12-22,.,No value available
2001-12-23,.,No value available
2001-12-24,.,No value available
2001-12-25,128.95,
2001-12-26,129.95,
2001-12-27,130.30,
2001-12-28,130.95,
2001-12-29,.,No value available
2001-12-30,.,No value available
2001-12-31,.,No value available
2002-01-01,.,No value available
2002-01-02,.,No value available
2002-01-03,.,No value available
2002-01-04,130.70,
2002-01-05,.,No value available
2002-01-06,.,No value available
2002-01-07,129.70,
2002-01-08,130.90,
2002-01-09,132.00,
2002-01-10,131.90,
2002-01-11,131.40,
2002-01-12,.,No value available
2002-01-13,.,No value available
2002-01-14,.,No value available
2002-01-15,130.80,
2002-01-16,130.40,
2002-01-17,131.25,
2002-01-18,131.60,
2002-01-19,.,No value available
2002-01-20,.,No value available
2002-01-21,131.30,
2002-01-22,132.15,
2002-01-23,132.80,
2002-01-24,133.45,
2002-01-25,133.80,
2002-01-26,.,No value available
2002-01-27,.,No value available
2002-01-28,133.60,
2002-01-29,132.65,
2002-01-30,132.50,
2002-01-31,131.90,
2002-02-01,133.70,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,132.10,
2002-02-05,131.20,
2002-02-06,132.70,
2002-02-07,132.65,
2002-02-08,133.05,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,.,No value available
2002-02-12,132.50,
2002-02-13,131.60,
2002-02-14,131.60,
2002-02-15,131.40,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,131.70,
2002-02-19,131.80,
2002-02-20,132.30,
2002-02-21,132.95,
2002-02-22,133.30,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,133.00,
2002-02-26,132.80,
2002-02-27,133.50,
2002-02-28,133.35,
2002-03-01,132.45,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,132.20,
2002-03-05,131.40,
2002-03-06,131.15,
2002-03-07,129.85,
2002-03-08,126.70,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,127.55,
2002-03-12,127.60,
2002-03-13,128.10,
2002-03-14,128.35,
2002-03-15,128.30,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,128.55,
2002-03-19,130.10,
2002-03-20,131.30,
2002-03-21,.,No value available
2002-03-22,131.25,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,131.95,
2002-03-26,132.40,
2002-03-27,131.70,
2002-03-28,131.65,
2002-03-29,132.25,
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,132.15,
2002-04-02,132.20,
2002-04-03,132.15,
2002-04-04,132.05,
2002-04-05,131.30,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,130.60,
2002-04-09,130.55,
2002-04-10,129.70,
2002-04-11,130.10,
2002-04-12,130.55,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,131.20,
2002-04-16,130.80,
2002-04-17,129.95,
2002-04-18,129.60,
2002-04-19,129.15,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,129.30,
2002-04-23,128.90,
2002-04-24,129.25,
2002-04-25,128.45,
2002-04-26,127.75,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,.,No value available
2002-04-30,127.35,
2002-05-01,127.60,
2002-05-02,126.45,
2002-05-03,.,No value available
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,.,No value available
2002-05-07,125.95,
2002-05-08,127.25,
2002-05-09,127.90,
2002-05-10,127.65,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,126.30,
2002-05-14,126.90,
2002-05-15,127.45,
2002-05-16,126.85,
2002-05-17,126.80,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,124.90,
2002-05-21,124.90,
2002-05-22,122.90,
2002-05-23,123.40,
2002-05-24,124.00,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,123.85,
2002-05-28,123.80,
2002-05-29,123.65,
2002-05-30,.,No value available
2002-05-31,122.45,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,123.45,
2002-06-04,122.60,
2002-06-05,123.10,
2002-06-06,123.25,
2002-06-07,123.20,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,123.60,
2002-06-11,123.75,
2002-06-12,124.45,
2002-06-13,124.70,
2002-06-14,123.95,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,123.25,
2002-06-18,123.35,
2002-06-19,123.35,
2002-06-20,123.25,
2002-06-21,122.50,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,120.65,
2002-06-25,120.60,
2002-06-26,120.20,
2002-06-27,119.15,
2002-06-28,118.50,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,118.80,
2002-07-02,118.80,
2002-07-03,119.15,
2002-07-04,118.95,
2002-07-05,119.45,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,118.45,
2002-07-09,117.90,
2002-07-10,117.20,
2002-07-11,116.70,
2002-07-12,116.25,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,115.50,
2002-07-16,115.35,
2002-07-17,114.95,
2002-07-18,115.55,
2002-07-19,115.45,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,115.15,
2002-07-23,115.65,
2002-07-24,116.50,
2002-07-25,115.55,
2002-07-26,115.70,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,117.65,
2002-07-30,118.65,
2002-07-31,119.10,
2002-08-01,118.95,
2002-08-02,118.00,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,117.90,
2002-08-06,118.70,
2002-08-07,120.00,
2002-08-08,119.20,
2002-08-09,120.20,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,118.85,
2002-08-13,117.90,
2002-08-14,117.25,
2002-08-15,116.40,
2002-08-16,116.50,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,116.50,
2002-08-20,117.65,
2002-08-21,117.50,
2002-08-22,118.05,
2002-08-23,118.90,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,118.50,
2002-08-27,118.70,
2002-08-28,117.35,
2002-08-29,117.85,
2002-08-30,116.95,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,117.70,
2002-09-03,117.15,
2002-09-04,116.25,
2002-09-05,117.15,
2002-09-06,117.55,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,117.70,
2002-09-10,117.80,
2002-09-11,118.80,
2002-09-12,119.35,
2002-09-13,118.80,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,.,No value available
2002-09-17,121.40,
2002-09-18,121.10,
2002-09-19,120.90,
2002-09-20,120.85,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,.,No value available
2002-09-24,122.70,
2002-09-25,122.15,
2002-09-26,121.60,
2002-09-27,121.40,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,121.60,
2002-10-01,121.15,
2002-10-02,121.85,
2002-10-03,121.95,
2002-10-04,121.60,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,122.20,
2002-10-08,123.25,
2002-10-09,122.95,
2002-10-10,122.30,
2002-10-11,122.60,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,.,No value available
2002-10-15,123.55,
2002-10-16,123.85,
2002-10-17,123.75,
2002-10-18,124.25,
2002-10-19,.,No value available
2002-10-20,.,No value available
