"",BBEX3.D.BRL.EUR.BB.AC.000,BBEX3.D.BRL.EUR.BB.AC.000_FLAGS
2002-12-09,3.8439,
2002-12-10,3.7967,
2002-12-11,3.8150,
2002-12-12,3.8156,
2002-12-13,3.8165,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,3.7253,
2002-12-17,3.7007,
2002-12-18,3.6234,
2002-12-19,3.6125,
2002-12-20,3.5096,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,3.5974,
2002-12-24,3.6053,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,3.6876,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,3.6769,
2002-12-31,3.7124,
2003-01-01,.,No value available
2003-01-02,3.6770,
2003-01-03,3.6112,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,3.5145,
2003-01-07,3.5139,
2003-01-08,3.4405,
2003-01-09,3.4915,
2003-01-10,3.4523,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,3.4759,
2003-01-14,3.4693,
2003-01-15,3.4620,
2003-01-16,3.4739,
2003-01-17,3.5924,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,3.6220,
2003-01-21,3.6668,
2003-01-22,3.7899,
2003-01-23,3.7558,
2003-01-24,3.8447,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,3.9806,
2003-01-28,3.9206,
2003-01-29,3.9641,
2003-01-30,3.8139,
2003-01-31,3.8256,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,3.7466,
2003-02-04,3.8229,
2003-02-05,3.9331,
2003-02-06,3.9046,
2003-02-07,3.8619,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,3.8876,
2003-02-11,3.8172,
2003-02-12,3.8605,
2003-02-13,3.9035,
2003-02-14,3.9622,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,3.8840,
2003-02-18,3.8420,
2003-02-19,3.8365,
2003-02-20,3.8797,
2003-02-21,3.8999,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,3.8413,
2003-02-25,3.8544,
2003-02-26,3.8415,
2003-02-27,3.8847,
2003-02-28,3.8405,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,3.8534,
2003-03-04,3.8926,
2003-03-05,3.9105,
2003-03-06,3.8699,
2003-03-07,3.8758,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,3.8857,
2003-03-11,3.8880,
2003-03-12,3.8474,
2003-03-13,3.7264,
2003-03-14,3.6581,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,3.7280,
2003-03-18,3.6216,
2003-03-19,3.6414,
2003-03-20,3.6831,
2003-03-21,3.6573,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,3.6485,
2003-03-25,3.6145,
2003-03-26,3.5980,
2003-03-27,3.6437,
2003-03-28,3.6332,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,3.6907,
2003-04-01,3.6518,
2003-04-02,3.5880,
2003-04-03,3.4889,
2003-04-04,3.4892,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,3.3757,
2003-04-08,3.3472,
2003-04-09,3.4205,
2003-04-10,3.4803,
2003-04-11,3.4536,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,3.4203,
2003-04-15,3.4088,
2003-04-16,3.3207,
2003-04-17,3.3788,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,3.3604,
2003-04-23,3.3281,
2003-04-24,3.3074,
2003-04-25,3.3219,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,3.3081,
2003-04-29,3.2430,
2003-04-30,3.2119,
2003-05-01,.,No value available
2003-05-02,3.2717,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,3.3183,
2003-05-06,3.4444,
2003-05-07,3.4332,
2003-05-08,3.3442,
2003-05-09,3.3217,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,3.3312,
2003-05-13,3.2930,
2003-05-14,3.3232,
2003-05-15,3.3423,
2003-05-16,3.4329,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,3.4280,
2003-05-20,3.4845,
2003-05-21,3.5307,
2003-05-22,3.4996,
2003-05-23,3.5149,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,3.4432,
2003-05-27,3.5756,
2003-05-28,3.5519,
2003-05-29,3.5413,
2003-05-30,3.4771,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,3.4642,
2003-06-03,3.4932,
2003-06-04,3.3845,
2003-06-05,3.4339,
2003-06-06,3.4339,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,3.3741,
2003-06-10,3.3494,
2003-06-11,3.3702,
2003-06-12,3.3366,
2003-06-13,3.3540,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,3.3648,
2003-06-17,3.3884,
2003-06-18,3.3564,
2003-06-19,3.3651,
2003-06-20,3.3744,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,3.3377,
2003-06-24,3.3087,
2003-06-25,3.3105,
2003-06-26,3.2847,
2003-06-27,3.3143,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,3.2890,
2003-07-01,3.2742,
2003-07-02,3.2736,
2003-07-03,3.2251,
2003-07-04,3.2277,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,3.2353,
2003-07-08,3.2636,
2003-07-09,3.2575,
2003-07-10,3.2580,
2003-07-11,3.2712,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,3.2677,
2003-07-15,3.2361,
2003-07-16,3.1910,
2003-07-17,3.1947,
2003-07-18,3.2164,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,3.2605,
2003-07-22,3.2571,
2003-07-23,3.2932,
2003-07-24,3.3197,
2003-07-25,3.3128,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,3.3209,
2003-07-29,3.3277,
2003-07-30,3.3541,
2003-07-31,3.3705,
2003-08-01,3.3127,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,3.4452,
2003-08-05,3.4569,
2003-08-06,3.4689,
2003-08-07,3.4578,
2003-08-08,3.3783,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,3.3823,
2003-08-12,3.4032,
2003-08-13,3.4389,
2003-08-14,3.3990,
2003-08-15,3.3688,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,3.3463,
2003-08-19,3.3212,
2003-08-20,3.3233,
2003-08-21,3.3060,
2003-08-22,3.2726,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,3.2506,
2003-08-26,3.2435,
2003-08-27,3.2383,
2003-08-28,3.1970,
2003-08-29,3.2377,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,3.2651,
2003-09-02,3.2466,
2003-09-03,3.1867,
2003-09-04,3.1891,
2003-09-05,3.1983,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,3.2084,
2003-09-09,3.2829,
2003-09-10,3.2723,
2003-09-11,3.2389,
2003-09-12,3.2536,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,3.2822,
2003-09-16,3.2492,
2003-09-17,3.2596,
2003-09-18,3.2800,
2003-09-19,3.2802,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,3.2802,
2003-09-23,3.3251,
2003-09-24,3.3492,
2003-09-25,3.3585,
2003-09-26,3.3697,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,3.3549,
2003-09-30,3.4132,
2003-10-01,3.3671,
2003-10-02,3.3945,
2003-10-03,3.3685,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,3.3596,
2003-10-07,3.3721,
2003-10-08,3.3541,
2003-10-09,3.3566,
2003-10-10,3.3448,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,3.3077,
2003-10-14,3.3139,
2003-10-15,3.3134,
2003-10-16,3.2992,
2003-10-17,3.3180,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,3.3532,
2003-10-21,3.3338,
2003-10-22,3.3351,
2003-10-23,3.3891,
2003-10-24,3.3844,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,3.3781,
2003-10-28,3.3554,
2003-10-29,3.3352,
2003-10-30,3.3357,
2003-10-31,3.3062,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,3.3153,
2003-11-04,3.2781,
2003-11-05,3.2793,
2003-11-06,3.2870,
2003-11-07,3.2815,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,3.2884,
2003-11-11,3.3232,
2003-11-12,3.3474,
2003-11-13,3.3831,
2003-11-14,3.4563,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,3.5034,
2003-11-18,3.4648,
2003-11-19,3.4683,
2003-11-20,3.5194,
2003-11-21,3.4968,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,3.4882,
2003-11-25,3.4342,
2003-11-26,3.4504,
2003-11-27,3.5135,
2003-11-28,3.5283,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,3.5214,
2003-12-02,3.5246,
2003-12-03,3.5441,
2003-12-04,3.5492,
2003-12-05,3.5534,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,3.5602,
2003-12-09,3.6014,
2003-12-10,3.6028,
2003-12-11,3.5915,
2003-12-12,3.6030,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,3.5931,
2003-12-16,3.6175,
2003-12-17,3.6215,
2003-12-18,3.6421,
2003-12-19,3.6368,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,3.6352,
2003-12-23,3.6282,
2003-12-24,3.6048,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,3.6048,
2003-12-30,3.5707,
2003-12-31,3.6698,
2004-01-01,.,No value available
2004-01-02,3.6429,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,3.6045,
2004-01-06,3.6304,
2004-01-07,3.6452,
2004-01-08,3.6151,
2004-01-09,3.6270,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,3.6287,
2004-01-13,3.5766,
2004-01-14,3.5712,
2004-01-15,3.5734,
2004-01-16,3.5157,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,3.5473,
2004-01-20,3.5637,
2004-01-21,3.5801,
2004-01-22,3.5801,
2004-01-23,3.6109,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,3.6064,
2004-01-27,3.5683,
2004-01-28,3.5993,
2004-01-29,3.6359,
2004-01-30,3.6718,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,3.6514,
2004-02-03,3.6592,
2004-02-04,3.6585,
2004-02-05,3.6814,
2004-02-06,3.7032,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,3.7350,
2004-02-10,3.7116,
2004-02-11,3.7108,
2004-02-12,3.6854,
2004-02-13,3.7171,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,3.7105,
2004-02-17,3.7019,
2004-02-18,3.7487,
2004-02-19,3.7487,
2004-02-20,3.8153,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,3.7225,
2004-02-24,3.7299,
2004-02-25,3.7385,
2004-02-26,3.7060,
2004-02-27,3.6295,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,3.6251,
2004-03-02,3.6139,
2004-03-03,3.5619,
2004-03-04,3.5057,
2004-03-05,3.5123,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,3.5363,
2004-03-09,3.5529,
2004-03-10,3.5454,
2004-03-11,3.5716,
2004-03-12,3.5668,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,3.5639,
2004-03-16,3.5769,
2004-03-17,3.5504,
2004-03-18,3.5601,
2004-03-19,3.5811,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,3.5948,
2004-03-23,3.5923,
2004-03-24,3.5667,
2004-03-25,3.5789,
2004-03-26,3.5777,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,3.5603,
2004-03-30,3.5615,
2004-03-31,3.5379,
2004-04-01,3.5401,
2004-04-02,3.5599,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,3.4873,
2004-04-06,3.4673,
2004-04-07,3.4822,
2004-04-08,3.4739,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,3.4849,
2004-04-14,3.4629,
2004-04-15,3.4408,
2004-04-16,3.4795,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,3.4710,
2004-04-20,3.4610,
2004-04-21,3.4682,
2004-04-22,3.4597,
2004-04-23,3.4740,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,3.4597,
2004-04-27,3.4486,
2004-04-28,3.4651,
2004-04-29,3.5126,
2004-04-30,3.4910,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,3.5041,
2004-05-04,3.5447,
2004-05-05,3.5967,
2004-05-06,3.5860,
2004-05-07,3.6168,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,3.6249,
2004-05-11,3.7098,
2004-05-12,3.6526,
2004-05-13,3.6991,
2004-05-14,3.7112,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,3.6623,
2004-05-18,3.7408,
2004-05-19,3.7477,
2004-05-20,3.7567,
2004-05-21,3.7567,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,3.8269,
2004-05-25,3.8186,
2004-05-26,3.7989,
2004-05-27,3.8400,
2004-05-28,3.8223,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,3.7600,
2004-06-01,3.9001,
2004-06-02,3.8369,
2004-06-03,3.8420,
2004-06-04,3.8518,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,3.8346,
2004-06-08,3.8382,
2004-06-09,3.8197,
2004-06-10,3.7671,
2004-06-11,3.7601,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,3.7951,
2004-06-15,3.8048,
2004-06-16,3.7762,
2004-06-17,3.7811,
2004-06-18,3.7830,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,3.7965,
2004-06-22,3.7889,
2004-06-23,3.7884,
2004-06-24,3.7751,
2004-06-25,3.7676,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,3.7881,
2004-06-29,3.8065,
2004-06-30,3.7848,
2004-07-01,3.7554,
2004-07-02,3.7392,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,3.7254,
2004-07-06,3.7367,
2004-07-07,3.7670,
2004-07-08,3.7671,
2004-07-09,3.7809,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,3.7678,
2004-07-13,3.7620,
2004-07-14,3.7616,
2004-07-15,3.7431,
2004-07-16,3.7266,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,3.7224,
2004-07-20,3.7342,
2004-07-21,3.7229,
2004-07-22,3.7248,
2004-07-23,3.7298,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,3.7161,
2004-07-27,3.7426,
2004-07-28,3.6788,
2004-07-29,3.6598,
2004-07-30,3.6611,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,3.6572,
2004-08-03,3.6738,
2004-08-04,3.6778,
2004-08-05,3.6647,
2004-08-06,3.7028,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,3.7151,
2004-08-10,3.7313,
2004-08-11,3.7155,
2004-08-12,3.7209,
2004-08-13,3.7146,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,3.7255,
2004-08-17,3.7070,
2004-08-18,3.7036,
2004-08-19,3.6820,
2004-08-20,3.6789,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,3.6479,
2004-08-24,3.5998,
2004-08-25,3.5962,
2004-08-26,3.5757,
2004-08-27,3.5707,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,3.5602,
2004-08-31,3.5445,
2004-09-01,3.5464,
2004-09-02,3.5688,
2004-09-03,3.5780,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,3.5380,
2004-09-07,3.5147,
2004-09-08,3.5022,
2004-09-09,3.5384,
2004-09-10,3.5438,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,3.5528,
2004-09-14,3.5606,
2004-09-15,3.5567,
2004-09-16,3.5300,
2004-09-17,3.5189,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,3.4661,
2004-09-21,3.5320,
2004-09-22,3.5030,
2004-09-23,3.5425,
2004-09-24,3.5515,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,3.5187,
2004-09-28,3.5530,
2004-09-29,3.5287,
2004-09-30,3.5378,
2004-10-01,3.5502,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,3.4873,
2004-10-05,3.4825,
2004-10-06,3.4782,
2004-10-07,3.5019,
2004-10-08,3.5125,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,3.5054,
2004-10-12,3.4722,
2004-10-13,3.4635,
2004-10-14,3.5308,
2004-10-15,3.5640,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,3.5570,
2004-10-19,3.5751,
2004-10-20,3.6322,
2004-10-21,3.6213,
2004-10-22,3.6005,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,3.6711,
2004-10-26,3.6862,
2004-10-27,3.6640,
2004-10-28,3.6640,
2004-10-29,3.6417,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,3.6474,
2004-11-02,3.6238,
2004-11-03,3.6208,
2004-11-04,3.6378,
2004-11-05,3.6291,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,3.6478,
2004-11-09,3.6466,
2004-11-10,3.6600,
2004-11-11,3.6380,
2004-11-12,3.6286,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,3.6123,
2004-11-16,3.6207,
2004-11-17,3.6244,
2004-11-18,3.5901,
2004-11-19,3.5942,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,3.6068,
2004-11-23,3.5857,
2004-11-24,3.6370,
2004-11-25,3.6307,
2004-11-26,3.6254,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,3.6266,
2004-11-30,3.6422,
2004-12-01,3.6101,
2004-12-02,3.6189,
2004-12-03,3.6241,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,3.6511,
2004-12-07,3.6670,
2004-12-08,3.6849,
2004-12-09,3.6613,
2004-12-10,3.6798,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,3.6797,
2004-12-14,3.6727,
2004-12-15,3.6764,
2004-12-16,3.6544,
2004-12-17,3.6268,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,3.6175,
2004-12-21,3.6050,
2004-12-22,3.6039,
2004-12-23,3.6512,
2004-12-24,3.6485,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,3.6604,
2004-12-28,3.6641,
2004-12-29,3.6564,
2004-12-30,3.6173,
2004-12-31,3.6201,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,3.6026,
2005-01-04,3.5923,
2005-01-05,3.6037,
2005-01-06,3.5867,
2005-01-07,3.5843,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,3.5383,
2005-01-11,3.5601,
2005-01-12,3.5737,
2005-01-13,3.5757,
2005-01-14,3.5481,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,3.5336,
2005-01-18,3.5389,
2005-01-19,3.5589,
2005-01-20,3.5267,
2005-01-21,3.5072,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,3.5057,
2005-01-25,3.4919,
2005-01-26,3.4803,
2005-01-27,3.4776,
2005-01-28,3.4776,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,3.4324,
2005-02-01,3.4097,
2005-02-02,3.4394,
2005-02-03,3.3722,
2005-02-04,3.3853,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,3.3425,
2005-02-08,3.3221,
2005-02-09,3.3665,
2005-02-10,3.3452,
2005-02-11,3.3689,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,3.3544,
2005-02-15,3.3502,
2005-02-16,3.3866,
2005-02-17,3.3557,
2005-02-18,3.3316,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,3.3617,
2005-02-22,3.4009,
2005-02-23,3.4370,
2005-02-24,3.4546,
2005-02-25,3.4625,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,3.4520,
2005-03-01,3.4296,
2005-03-02,3.4505,
2005-03-03,3.4767,
2005-03-04,3.5341,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,3.5060,
2005-03-08,3.5656,
2005-03-09,3.6397,
2005-03-10,3.6621,
2005-03-11,3.6266,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,3.6686,
2005-03-15,3.6714,
2005-03-16,3.6812,
2005-03-17,3.7101,
2005-03-18,3.6174,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,3.6148,
2005-03-22,3.5835,
2005-03-23,3.5711,
2005-03-24,3.5411,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,3.5157,
2005-03-30,3.4827,
2005-03-31,3.4662,
2005-04-01,3.4711,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,3.4354,
2005-04-05,3.3748,
2005-04-06,3.3570,
2005-04-07,3.3513,
2005-04-08,3.3292,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,3.3433,
2005-04-12,3.3579,
2005-04-13,3.3084,
2005-04-14,3.2972,
2005-04-15,3.3365,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,3.4035,
2005-04-19,3.3804,
2005-04-20,3.3414,
2005-04-21,3.3304,
2005-04-22,3.3277,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,3.2949,
2005-04-26,3.2725,
2005-04-27,3.2660,
2005-04-28,3.2527,
2005-04-29,3.2823,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,3.2385,
2005-05-03,3.2270,
2005-05-04,3.2149,
2005-05-05,3.1903,
2005-05-06,3.1841,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,3.1839,
2005-05-10,3.1482,
2005-05-11,3.1775,
2005-05-12,3.1413,
2005-05-13,3.1310,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,3.1286,
2005-05-17,3.1378,
2005-05-18,3.1308,
2005-05-19,3.0909,
2005-05-20,3.0805,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,3.0563,
2005-05-24,3.0673,
2005-05-25,3.0378,
2005-05-26,3.0339,
2005-05-27,3.0130,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,2.9771,
2005-05-31,2.9283,
2005-06-01,2.9500,
2005-06-02,2.9941,
2005-06-03,2.9569,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,3.0060,
2005-06-07,3.0076,
2005-06-08,3.0183,
2005-06-09,3.0452,
2005-06-10,3.0355,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,2.9884,
2005-06-14,2.9500,
2005-06-15,2.9448,
2005-06-16,2.9448,
2005-06-17,2.9184,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,2.9068,
2005-06-21,2.8947,
2005-06-22,2.8615,
2005-06-23,2.8843,
2005-06-24,2.8997,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,2.8969,
2005-06-28,2.8635,
2005-06-29,2.8492,
2005-06-30,2.8480,
2005-07-01,2.8207,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,2.7841,
2005-07-05,2.8188,
2005-07-06,2.8414,
2005-07-07,2.8736,
2005-07-08,2.8326,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,2.8403,
2005-07-12,2.8374,
2005-07-13,2.8446,
2005-07-14,2.8491,
2005-07-15,2.8283,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,2.8183,
2005-07-19,2.8017,
2005-07-20,2.8315,
2005-07-21,2.8370,
2005-07-22,2.8741,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,2.9152,
2005-07-26,3.0106,
2005-07-27,2.9073,
2005-07-28,2.9323,
2005-07-29,2.9012,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,2.9136,
2005-08-02,2.9045,
2005-08-03,2.8676,
2005-08-04,2.8600,
2005-08-05,2.8578,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,2.8655,
2005-08-09,2.8900,
2005-08-10,2.8195,
2005-08-11,2.8388,
2005-08-12,2.9811,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,2.9015,
2005-08-16,2.8623,
2005-08-17,2.8912,
2005-08-18,2.8669,
2005-08-19,2.9176,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,2.9478,
2005-08-23,2.9141,
2005-08-24,2.9547,
2005-08-25,2.9876,
2005-08-26,2.9468,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,2.9434,
2005-08-30,2.9092,
2005-08-31,2.9003,
2005-09-01,2.9161,
2005-09-02,2.9589,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,2.9076,
2005-09-06,2.9167,
2005-09-07,2.9004,
2005-09-08,2.8896,
2005-09-09,2.8713,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,2.8784,
2005-09-13,2.8568,
2005-09-14,2.8647,
2005-09-15,2.8390,
2005-09-16,2.8215,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,2.8038,
2005-09-20,2.7925,
2005-09-21,2.8053,
2005-09-22,2.7807,
2005-09-23,2.7568,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,2.7227,
2005-09-27,2.7103,
2005-09-28,2.7095,
2005-09-29,2.6745,
2005-09-30,2.6722,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,2.6932,
2005-10-04,2.6726,
2005-10-05,2.7114,
2005-10-06,2.7530,
2005-10-07,2.7741,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,2.7084,
2005-10-11,2.6941,
2005-10-12,2.6840,
2005-10-13,2.7237,
2005-10-14,2.7153,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,2.6875,
2005-10-18,2.6687,
2005-10-19,2.6932,
2005-10-20,2.6853,
2005-10-21,2.6989,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,2.7002,
2005-10-25,2.7197,
2005-10-26,2.7456,
2005-10-27,2.7699,
2005-10-28,2.7751,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,2.7168,
2005-11-01,2.7126,
2005-11-02,2.6875,
2005-11-03,2.6918,
2005-11-04,2.6662,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,2.6026,
2005-11-08,2.5939,
2005-11-09,2.5474,
2005-11-10,2.5740,
2005-11-11,2.5333,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,2.5584,
