"",BBEX3.D.THB.EUR.BB.AC.000,BBEX3.D.THB.EUR.BB.AC.000_FLAGS
2002-01-27,.,No value available
2002-01-28,37.830,
2002-01-29,37.969,
2002-01-30,38.006,
2002-01-31,38.029,
2002-02-01,38.007,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,38.031,
2002-02-05,38.186,
2002-02-06,38.096,
2002-02-07,38.016,
2002-02-08,38.401,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,38.566,
2002-02-12,38.389,
2002-02-13,38.216,
2002-02-14,37.902,
2002-02-15,37.967,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,38.019,
2002-02-19,38.002,
2002-02-20,38.209,
2002-02-21,38.089,
2002-02-22,38.395,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,38.244,
2002-02-26,38.045,
2002-02-27,37.920,
2002-02-28,37.837,
2002-03-01,37.906,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,37.664,
2002-03-05,37.851,
2002-03-06,37.934,
2002-03-07,37.904,
2002-03-08,38.109,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,37.888,
2002-03-12,37.716,
2002-03-13,37.814,
2002-03-14,38.055,
2002-03-15,38.335,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,38.155,
2002-03-19,38.283,
2002-03-20,38.198,
2002-03-21,38.178,
2002-03-22,38.166,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,38.021,
2002-03-26,37.888,
2002-03-27,37.886,
2002-03-28,37.906,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,38.413,
2002-04-03,38.471,
2002-04-04,38.466,
2002-04-05,38.316,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,38.219,
2002-04-09,38.165,
2002-04-10,38.221,
2002-04-11,38.269,
2002-04-12,38.317,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,38.245,
2002-04-16,38.247,
2002-04-17,38.464,
2002-04-18,38.537,
2002-04-19,38.459,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,38.399,
2002-04-23,38.442,
2002-04-24,38.502,
2002-04-25,38.770,
2002-04-26,38.806,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,39.025,
2002-04-30,38.948,
2002-05-01,.,No value available
2002-05-02,38.984,
2002-05-03,39.094,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,39.264,
2002-05-07,39.182,
2002-05-08,38.987,
2002-05-09,38.887,
2002-05-10,39.132,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,39.041,
2002-05-14,38.849,
2002-05-15,38.719,
2002-05-16,39.086,
2002-05-17,38.997,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,39.167,
2002-05-21,39.290,
2002-05-22,39.598,
2002-05-23,39.495,
2002-05-24,39.376,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,39.352,
2002-05-28,39.426,
2002-05-29,39.594,
2002-05-30,39.759,
2002-05-31,39.729,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,39.498,
2002-06-04,39.939,
2002-06-05,39.852,
2002-06-06,39.973,
2002-06-07,40.119,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,40.106,
2002-06-11,39.870,
2002-06-12,40.032,
2002-06-13,39.778,
2002-06-14,39.971,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,39.745,
2002-06-18,40.049,
2002-06-19,40.231,
2002-06-20,40.358,
2002-06-21,40.486,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,40.890,
2002-06-25,40.710,
2002-06-26,41.334,
2002-06-27,40.952,
2002-06-28,41.420,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,41.132,
2002-07-02,40.834,
2002-07-03,40.690,
2002-07-04,40.680,
2002-07-05,40.541,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,40.739,
2002-07-09,40.963,
2002-07-10,40.649,
2002-07-11,40.583,
2002-07-12,40.611,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,40.832,
2002-07-16,40.859,
2002-07-17,40.803,
2002-07-18,40.848,
2002-07-19,41.102,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,40.788,
2002-07-23,40.579,
2002-07-24,40.906,
2002-07-25,41.137,
2002-07-26,41.847,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,41.787,
2002-07-30,41.235,
2002-07-31,41.111,
2002-08-01,41.098,
2002-08-02,41.603,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,41.439,
2002-08-06,41.173,
2002-08-07,41.207,
2002-08-08,41.151,
2002-08-09,41.216,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,41.309,
2002-08-13,41.334,
2002-08-14,41.339,
2002-08-15,40.948,
2002-08-16,41.089,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,41.276,
2002-08-20,41.047,
2002-08-21,41.097,
2002-08-22,41.281,
2002-08-23,41.001,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,41.078,
2002-08-27,41.211,
2002-08-28,41.464,
2002-08-29,41.540,
2002-08-30,41.471,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,41.495,
2002-09-03,41.816,
2002-09-04,41.954,
2002-09-05,42.024,
2002-09-06,41.942,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,41.539,
2002-09-10,41.423,
2002-09-11,41.364,
2002-09-12,41.433,
2002-09-13,41.931,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,41.891,
2002-09-17,41.561,
2002-09-18,41.809,
2002-09-19,42.139,
2002-09-20,42.379,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,42.578,
2002-09-24,42.621,
2002-09-25,42.404,
2002-09-26,42.667,
2002-09-27,42.415,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,42.686,
2002-10-01,42.840,
2002-10-02,42.829,
2002-10-03,43.068,
2002-10-04,42.911,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,42.931,
2002-10-08,42.837,
2002-10-09,42.933,
2002-10-10,43.197,
2002-10-11,43.274,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,43.470,
2002-10-15,43.324,
2002-10-16,43.012,
2002-10-17,42.632,
2002-10-18,42.591,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,42.517,
2002-10-22,42.611,
2002-10-23,42.563,
2002-10-24,42.379,
2002-10-25,42.379,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,42.396,
2002-10-29,42.541,
2002-10-30,42.635,
2002-10-31,42.718,
2002-11-01,43.106,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,42.996,
2002-11-05,43.234,
2002-11-06,43.107,
2002-11-07,43.288,
2002-11-08,43.465,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,43.501,
2002-11-12,43.505,
2002-11-13,43.638,
2002-11-14,43.731,
2002-11-15,43.717,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,43.682,
2002-11-19,43.884,
2002-11-20,43.565,
2002-11-21,43.486,
2002-11-22,43.499,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,43.035,
2002-11-26,42.990,
2002-11-27,43.093,
2002-11-28,43.103,
2002-11-29,43.180,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,43.140,
2002-12-03,43.491,
2002-12-04,43.775,
2002-12-05,43.802,
2002-12-06,43.680,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,43.742,
2002-12-10,43.878,
2002-12-11,43.684,
2002-12-12,44.008,
2002-12-13,44.249,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,44.102,
2002-12-17,44.358,
2002-12-18,44.137,
2002-12-19,44.232,
2002-12-20,44.189,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,44.228,
2002-12-24,44.281,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,44.970,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,45.159,
2002-12-31,45.237,
2003-01-01,.,No value available
2003-01-02,45.078,
2003-01-03,44.716,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,44.901,
2003-01-07,44.665,
2003-01-08,44.422,
2003-01-09,44.871,
2003-01-10,45.001,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,45.093,
2003-01-14,45.095,
2003-01-15,44.911,
2003-01-16,45.109,
2003-01-17,45.531,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,45.552,
2003-01-21,45.645,
2003-01-22,45.725,
2003-01-23,45.917,
2003-01-24,46.037,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,46.303,
2003-01-28,46.198,
2003-01-29,46.373,
2003-01-30,45.956,
2003-01-31,46.230,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,45.916,
2003-02-04,46.264,
2003-02-05,46.567,
2003-02-06,46.267,
2003-02-07,46.277,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,46.596,
2003-02-11,46.132,
2003-02-12,46.158,
2003-02-13,46.305,
2003-02-14,46.567,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,46.214,
2003-02-18,46.077,
2003-02-19,46.107,
2003-02-20,46.171,
2003-02-21,46.443,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,45.926,
2003-02-25,45.953,
2003-02-26,45.951,
2003-02-27,46.063,
2003-02-28,46.121,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,46.116,
2003-03-04,46.533,
2003-03-05,46.685,
2003-03-06,46.715,
2003-03-07,46.979,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,46.899,
2003-03-11,46.989,
2003-03-12,47.139,
2003-03-13,46.496,
2003-03-14,46.087,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,46.107,
2003-03-18,45.490,
2003-03-19,45.394,
2003-03-20,45.567,
2003-03-21,45.543,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,45.608,
2003-03-25,45.756,
2003-03-26,45.748,
2003-03-27,45.989,
2003-03-28,46.120,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,46.740,
2003-04-01,46.665,
2003-04-02,46.480,
2003-04-03,46.003,
2003-04-04,46.221,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,45.780,
2003-04-08,45.904,
2003-04-09,46.176,
2003-04-10,46.330,
2003-04-11,46.151,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,46.068,
2003-04-15,46.281,
2003-04-16,46.398,
2003-04-17,46.731,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,46.930,
2003-04-23,46.794,
2003-04-24,47.084,
2003-04-25,47.280,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,47.292,
2003-04-29,47.088,
2003-04-30,47.696,
2003-05-01,.,No value available
2003-05-02,48.001,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,47.895,
2003-05-06,48.319,
2003-05-07,48.566,
2003-05-08,48.541,
2003-05-09,48.817,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,49.142,
2003-05-13,48.803,
2003-05-14,48.551,
2003-05-15,48.171,
2003-05-16,48.448,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,49.015,
2003-05-20,49.029,
2003-05-21,49.023,
2003-05-22,49.189,
2003-05-23,49.403,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,49.375,
2003-05-27,49.524,
2003-05-28,49.085,
2003-05-29,49.230,
2003-05-30,49.289,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,48.651,
2003-06-03,48.862,
2003-06-04,48.702,
2003-06-05,48.932,
2003-06-06,48.932,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,48.902,
2003-06-10,48.931,
2003-06-11,49.048,
2003-06-12,48.905,
2003-06-13,48.913,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,49.216,
2003-06-17,48.983,
2003-06-18,48.713,
2003-06-19,48.514,
2003-06-20,48.489,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,47.932,
2003-06-24,48.022,
2003-06-25,47.939,
2003-06-26,47.616,
2003-06-27,47.942,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,48.048,
2003-07-01,48.436,
2003-07-02,48.361,
2003-07-03,47.783,
2003-07-04,47.782,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,47.249,
2003-07-08,47.183,
2003-07-09,47.316,
2003-07-10,47.240,
2003-07-11,47.097,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,47.016,
2003-07-15,46.996,
2003-07-16,46.388,
2003-07-17,46.788,
2003-07-18,46.796,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,47.054,
2003-07-22,47.477,
2003-07-23,47.955,
2003-07-24,48.020,
2003-07-25,48.142,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,48.245,
2003-07-29,48.162,
2003-07-30,47.941,
2003-07-31,47.470,
2003-08-01,46.979,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,47.464,
2003-08-05,47.698,
2003-08-06,47.954,
2003-08-07,47.619,
2003-08-08,47.447,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,47.215,
2003-08-12,47.296,
2003-08-13,47.093,
2003-08-14,46.986,
2003-08-15,46.842,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,46.557,
2003-08-19,46.156,
2003-08-20,46.268,
2003-08-21,45.728,
2003-08-22,45.059,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,45.081,
2003-08-26,44.738,
2003-08-27,44.933,
2003-08-28,44.611,
2003-08-29,44.937,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,44.875,
2003-09-02,44.564,
2003-09-03,44.051,
2003-09-04,44.169,
2003-09-05,44.455,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,45.047,
2003-09-09,45.096,
2003-09-10,45.128,
2003-09-11,45.687,
2003-09-12,45.495,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,45.911,
2003-09-16,45.487,
2003-09-17,45.539,
2003-09-18,45.779,
2003-09-19,45.810,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,45.915,
2003-09-23,45.856,
2003-09-24,45.933,
2003-09-25,46.069,
2003-09-26,46.117,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,45.743,
2003-09-30,46.562,
2003-10-01,46.486,
2003-10-02,46.378,
2003-10-03,46.119,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,45.877,
2003-10-07,46.407,
2003-10-08,46.278,
2003-10-09,46.170,
2003-10-10,46.091,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,45.998,
2003-10-14,46.623,
2003-10-15,46.591,
2003-10-16,46.323,
2003-10-17,46.139,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,46.518,
2003-10-21,46.499,
2003-10-22,46.741,
2003-10-23,46.930,
2003-10-24,46.988,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,46.927,
2003-10-28,46.642,
2003-10-29,46.705,
2003-10-30,46.851,
2003-10-31,46.376,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,46.298,
2003-11-04,45.800,
2003-11-05,45.764,
2003-11-06,45.675,
2003-11-07,45.606,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,45.781,
2003-11-11,45.857,
2003-11-12,46.356,
2003-11-13,46.646,
2003-11-14,46.960,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,47.074,
2003-11-18,47.018,
2003-11-19,47.549,
2003-11-20,47.563,
2003-11-21,47.537,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,47.164,
2003-11-25,46.982,
2003-11-26,47.216,
2003-11-27,47.513,
2003-11-28,47.892,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,47.958,
2003-12-02,47.797,
2003-12-03,48.285,
2003-12-04,48.191,
2003-12-05,48.219,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,48.697,
2003-12-09,48.793,
2003-12-10,48.720,
2003-12-11,48.472,
2003-12-12,48.571,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,48.539,
2003-12-16,48.887,
2003-12-17,48.929,
2003-12-18,49.160,
2003-12-19,49.202,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,49.305,
2003-12-23,49.099,
2003-12-24,49.117,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,49.117,
2003-12-30,49.524,
2003-12-31,50.041,
2004-01-01,.,No value available
2004-01-02,49.804,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,49.791,
2004-01-06,49.886,
2004-01-07,49.454,
2004-01-08,49.253,
2004-01-09,49.683,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,49.871,
2004-01-13,49.651,
2004-01-14,49.518,
2004-01-15,49.355,
2004-01-16,48.719,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,48.313,
2004-01-20,48.990,
2004-01-21,49.208,
2004-01-22,49.208,
2004-01-23,49.646,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,49.471,
2004-01-27,48.949,
2004-01-28,49.133,
2004-01-29,48.912,
2004-01-30,48.603,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,48.888,
2004-02-03,49.207,
2004-02-04,48.956,
2004-02-05,49.118,
2004-02-06,49.056,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,49.631,
2004-02-10,49.663,
2004-02-11,49.398,
2004-02-12,49.749,
2004-02-13,49.843,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,49.636,
2004-02-17,50.162,
2004-02-18,50.012,
2004-02-19,50.012,
2004-02-20,49.597,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,49.346,
2004-02-24,49.448,
2004-02-25,49.508,
2004-02-26,48.932,
2004-02-27,48.798,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,49.027,
2004-03-02,48.750,
2004-03-03,48.052,
2004-03-04,48.025,
2004-03-05,48.051,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,48.658,
2004-03-09,48.703,
2004-03-10,48.451,
2004-03-11,48.306,
2004-03-12,48.249,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,48.506,
2004-03-16,48.762,
2004-03-17,48.463,
2004-03-18,48.337,
2004-03-19,48.636,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,48.756,
2004-03-23,48.470,
2004-03-24,48.148,
2004-03-25,47.984,
2004-03-26,48.075,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,47.949,
2004-03-30,48.221,
2004-03-31,48.014,
2004-04-01,48.217,
2004-04-02,48.211,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,47.140,
2004-04-06,47.334,
2004-04-07,47.284,
2004-04-08,47.353,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,46.912,
2004-04-14,46.891,
2004-04-15,47.261,
2004-04-16,47.055,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,47.405,
2004-04-20,46.967,
2004-04-21,46.849,
2004-04-22,47.049,
2004-04-23,46.978,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,47.025,
2004-04-27,47.122,
2004-04-28,47.315,
2004-04-29,47.417,
2004-04-30,47.773,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,47.748,
2004-05-04,48.194,
2004-05-05,48.217,
2004-05-06,48.341,
2004-05-07,48.326,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,48.043,
2004-05-11,47.994,
2004-05-12,48.108,
2004-05-13,48.183,
2004-05-14,48.302,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,49.120,
2004-05-18,48.891,
2004-05-19,48.795,
2004-05-20,48.618,
2004-05-21,48.618,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,48.788,
2004-05-25,49.279,
2004-05-26,49.314,
2004-05-27,49.491,
2004-05-28,49.733,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,49.489,
2004-06-01,49.709,
2004-06-02,49.906,
2004-06-03,49.801,
2004-06-04,49.662,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,49.972,
2004-06-08,49.869,
2004-06-09,49.274,
2004-06-10,48.975,
2004-06-11,48.909,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,49.163,
2004-06-15,49.431,
2004-06-16,49.361,
2004-06-17,49.204,
2004-06-18,49.330,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,49.577,
2004-06-22,49.491,
2004-06-23,49.561,
2004-06-24,49.527,
2004-06-25,49.576,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,49.969,
2004-06-29,49.733,
2004-06-30,49.734,
2004-07-01,49.676,
2004-07-02,49.489,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,50.070,
2004-07-06,50.217,
2004-07-07,50.388,
2004-07-08,50.407,
2004-07-09,50.426,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,50.435,
2004-07-13,50.358,
2004-07-14,50.504,
2004-07-15,50.513,
2004-07-16,50.409,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,50.656,
2004-07-20,50.574,
2004-07-21,50.359,
2004-07-22,50.298,
2004-07-23,50.101,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,50.142,
2004-07-27,50.199,
2004-07-28,49.934,
2004-07-29,49.848,
2004-07-30,49.779,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,49.809,
2004-08-03,49.695,
2004-08-04,49.744,
2004-08-05,49.955,
2004-08-06,50.014,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,50.727,
2004-08-10,50.888,
2004-08-11,50.822,
2004-08-12,50.946,
2004-08-13,50.768,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,51.263,
2004-08-17,51.207,
2004-08-18,51.174,
2004-08-19,51.245,
2004-08-20,50.944,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,50.824,
2004-08-24,50.341,
2004-08-25,50.370,
2004-08-26,50.437,
2004-08-27,50.290,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,50.152,
2004-08-31,50.442,
2004-09-01,50.629,
2004-09-02,50.552,
2004-09-03,50.558,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,50.223,
2004-09-07,50.324,
2004-09-08,50.166,
2004-09-09,50.733,
2004-09-10,50.780,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,50.843,
2004-09-14,50.553,
2004-09-15,50.570,
2004-09-16,50.115,
2004-09-17,50.429,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,50.101,
2004-09-21,50.703,
2004-09-22,50.666,
2004-09-23,51.040,
2004-09-24,50.933,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,50.866,
2004-09-28,51.326,
2004-09-29,51.200,
2004-09-30,51.413,
2004-10-01,51.351,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,50.928,
2004-10-05,50.967,
2004-10-06,50.855,
2004-10-07,50.914,
2004-10-08,50.896,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,51.152,
2004-10-12,50.964,
2004-10-13,50.784,
2004-10-14,51.259,
2004-10-15,51.452,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,51.721,
2004-10-19,51.725,
2004-10-20,52.043,
2004-10-21,52.101,
2004-10-22,52.044,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,52.543,
2004-10-26,52.459,
2004-10-27,52.535,
2004-10-28,52.535,
2004-10-29,52.285,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,52.354,
2004-11-02,52.196,
2004-11-03,52.570,
2004-11-04,52.726,
2004-11-05,52.634,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,52.559,
2004-11-09,52.567,
2004-11-10,52.788,
2004-11-11,52.492,
2004-11-12,52.126,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,52.310,
2004-11-16,52.381,
2004-11-17,52.279,
2004-11-18,52.308,
2004-11-19,52.121,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,51.887,
2004-11-23,52.172,
2004-11-24,52.190,
2004-11-25,52.173,
2004-11-26,52.198,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,52.317,
2004-11-30,52.503,
2004-12-01,52.279,
2004-12-02,52.175,
2004-12-03,52.268,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,52.603,
2004-12-07,52.672,
2004-12-08,52.501,
2004-12-09,52.834,
2004-12-10,52.387,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,52.342,
2004-12-14,52.606,
2004-12-15,52.625,
2004-12-16,52.371,
2004-12-17,52.091,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,52.294,
2004-12-21,52.266,
2004-12-22,52.285,
2004-12-23,52.529,
2004-12-24,52.810,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,52.797,
2004-12-28,53.217,
2004-12-29,53.199,
2004-12-30,53.066,
2004-12-31,53.042,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,52.600,
2005-01-04,52.271,
2005-01-05,51.769,
2005-01-06,51.809,
2005-01-07,51.679,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,51.253,
2005-01-11,51.336,
2005-01-12,51.177,
2005-01-13,51.343,
2005-01-14,50.711,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,50.305,
2005-01-18,50.242,
2005-01-19,50.333,
2005-01-20,49.862,
2005-01-21,50.116,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,50.252,
2005-01-25,50.215,
2005-01-26,50.105,
2005-01-27,50.162,
2005-01-28,50.150,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,50.267,
2005-02-01,50.349,
2005-02-02,50.241,
2005-02-03,50.048,
2005-02-04,49.736,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,49.102,
2005-02-08,49.203,
2005-02-09,49.341,
2005-02-10,49.386,
2005-02-11,49.597,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,49.775,
2005-02-15,49.950,
2005-02-16,50.194,
2005-02-17,50.285,
2005-02-18,50.287,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,50.329,
2005-02-22,50.622,
2005-02-23,50.859,
2005-02-24,50.911,
2005-02-25,50.590,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,50.757,
2005-03-01,50.594,
2005-03-02,50.264,
2005-03-03,50.522,
2005-03-04,50.457,
2005-03-05,.,No value available
