"",BBEX3.D.THB.EUR.BB.AC.000,BBEX3.D.THB.EUR.BB.AC.000_FLAGS
2008-04-12,.,No value available
2008-04-13,.,No value available
2008-04-14,50.106,
2008-04-15,50.009,
2008-04-16,50.149,
2008-04-17,49.925,
2008-04-18,49.616,
2008-04-19,.,No value available
2008-04-20,.,No value available
2008-04-21,50.087,
2008-04-22,50.103,
2008-04-23,50.163,
2008-04-24,49.814,
2008-04-25,49.455,
2008-04-26,.,No value available
2008-04-27,.,No value available
2008-04-28,49.533,
2008-04-29,49.385,
2008-04-30,49.215,
2008-05-01,.,No value available
2008-05-02,49.025,
2008-05-03,.,No value available
2008-05-04,.,No value available
2008-05-05,48.993,
2008-05-06,49.247,
2008-05-07,48.979,
2008-05-08,48.995,
2008-05-09,49.381,
2008-05-10,.,No value available
2008-05-11,.,No value available
2008-05-12,49.646,
2008-05-13,49.970,
2008-05-14,50.107,
2008-05-15,50.128,
2008-05-16,50.012,
2008-05-17,.,No value available
2008-05-18,.,No value available
2008-05-19,50.232,
2008-05-20,50.006,
2008-05-21,50.225,
2008-05-22,50.294,
2008-05-23,50.429,
2008-05-24,.,No value available
2008-05-25,.,No value available
2008-05-26,50.648,
2008-05-27,50.850,
2008-05-28,50.710,
2008-05-29,50.510,
2008-05-30,50.405,
2008-05-31,.,No value available
2008-06-01,.,No value available
2008-06-02,50.583,
2008-06-03,50.841,
2008-06-04,50.574,
2008-06-05,50.688,
2008-06-06,51.688,
2008-06-07,.,No value available
2008-06-08,.,No value available
2008-06-09,52.584,
2008-06-10,51.275,
2008-06-11,51.359,
2008-06-12,51.107,
2008-06-13,50.939,
2008-06-14,.,No value available
2008-06-15,.,No value available
2008-06-16,51.440,
2008-06-17,51.376,
2008-06-18,51.568,
2008-06-19,51.738,
2008-06-20,52.005,
2008-06-21,.,No value available
2008-06-22,.,No value available
2008-06-23,51.910,
2008-06-24,52.200,
2008-06-25,52.381,
2008-06-26,52.809,
2008-06-27,52.819,
2008-06-28,.,No value available
2008-06-29,.,No value available
2008-06-30,52.738,
2008-07-01,52.830,
2008-07-02,52.800,
2008-07-03,52.992,
2008-07-04,52.450,
2008-07-05,.,No value available
2008-07-06,.,No value available
2008-07-07,52.658,
2008-07-08,52.904,
2008-07-09,52.881,
2008-07-10,52.920,
2008-07-11,53.302,
2008-07-12,.,No value available
2008-07-13,.,No value available
2008-07-14,53.325,
2008-07-15,53.536,
2008-07-16,53.157,
2008-07-17,52.985,
2008-07-18,52.711,
2008-07-19,.,No value available
2008-07-20,.,No value available
2008-07-21,52.863,
2008-07-22,53.090,
2008-07-23,52.595,
2008-07-24,52.455,
2008-07-25,52.608,
2008-07-26,.,No value available
2008-07-27,.,No value available
2008-07-28,52.666,
2008-07-29,52.604,
2008-07-30,52.215,
2008-07-31,52.328,
2008-08-01,52.224,
2008-08-02,.,No value available
2008-08-03,.,No value available
2008-08-04,52.193,
2008-08-05,52.075,
2008-08-06,52.014,
2008-08-07,51.971,
2008-08-08,50.769,
2008-08-09,.,No value available
2008-08-10,.,No value available
2008-08-11,50.647,
2008-08-12,50.222,
2008-08-13,50.201,
2008-08-14,50.274,
2008-08-15,49.872,
2008-08-16,.,No value available
2008-08-17,.,No value available
2008-08-18,49.810,
2008-08-19,50.034,
2008-08-20,50.309,
2008-08-21,50.294,
2008-08-22,50.281,
2008-08-23,.,No value available
2008-08-24,.,No value available
2008-08-25,50.355,
2008-08-26,49.998,
2008-08-27,50.274,
2008-08-28,50.369,
2008-08-29,50.453,
2008-08-30,.,No value available
2008-08-31,.,No value available
2008-09-01,50.150,
2008-09-02,50.000,
2008-09-03,49.780,
2008-09-04,49.883,
2008-09-05,49.302,
2008-09-06,.,No value available
2008-09-07,.,No value available
2008-09-08,49.067,
2008-09-09,48.860,
2008-09-10,48.822,
2008-09-11,48.449,
2008-09-12,48.788,
2008-09-13,.,No value available
2008-09-14,.,No value available
2008-09-15,48.977,
2008-09-16,48.872,
2008-09-17,48.838,
2008-09-18,49.408,
2008-09-19,48.630,
2008-09-20,.,No value available
2008-09-21,.,No value available
2008-09-22,49.396,
2008-09-23,49.732,
2008-09-24,49.953,
2008-09-25,49.862,
2008-09-26,49.703,
2008-09-27,.,No value available
2008-09-28,.,No value available
2008-09-29,48.866,
2008-09-30,48.473,
2008-10-01,47.854,
2008-10-02,47.381,
2008-10-03,47.298,
2008-10-04,.,No value available
2008-10-05,.,No value available
2008-10-06,46.908,
2008-10-07,47.058,
2008-10-08,47.193,
2008-10-09,46.957,
2008-10-10,46.671,
2008-10-11,.,No value available
2008-10-12,.,No value available
2008-10-13,46.707,
2008-10-14,46.832,
2008-10-15,46.509,
2008-10-16,46.282,
2008-10-17,45.922,
2008-10-18,.,No value available
2008-10-19,.,No value available
2008-10-20,46.017,
2008-10-21,45.313,
2008-10-22,44.334,
2008-10-23,44.361,
2008-10-24,43.702,
2008-10-25,.,No value available
2008-10-26,.,No value available
2008-10-27,43.330,
2008-10-28,43.753,
2008-10-29,44.564,
2008-10-30,45.381,
2008-10-31,44.726,
2008-11-01,.,No value available
2008-11-02,.,No value available
2008-11-03,44.813,
2008-11-04,44.799,
2008-11-05,45.039,
2008-11-06,44.689,
2008-11-07,44.589,
2008-11-08,.,No value available
2008-11-09,.,No value available
2008-11-10,45.060,
2008-11-11,44.544,
2008-11-12,43.824,
2008-11-13,43.828,
2008-11-14,44.331,
2008-11-15,.,No value available
2008-11-16,.,No value available
2008-11-17,44.291,
2008-11-18,44.317,
2008-11-19,44.251,
2008-11-20,44.079,
2008-11-21,44.403,
2008-11-22,.,No value available
2008-11-23,.,No value available
2008-11-24,45.070,
2008-11-25,45.140,
2008-11-26,45.599,
2008-11-27,45.679,
2008-11-28,45.200,
2008-11-29,.,No value available
2008-11-30,.,No value available
2008-12-01,45.036,
2008-12-02,45.157,
2008-12-03,44.919,
2008-12-04,45.047,
2008-12-05,45.170,
2008-12-06,.,No value available
2008-12-07,.,No value available
2008-12-08,45.702,
2008-12-09,45.504,
2008-12-10,45.748,
2008-12-11,46.345,
2008-12-12,46.710,
2008-12-13,.,No value available
2008-12-14,.,No value available
2008-12-15,47.123,
2008-12-16,47.614,
2008-12-17,48.581,
2008-12-18,50.184,
2008-12-19,48.093,
2008-12-20,.,No value available
2008-12-21,.,No value available
2008-12-22,48.273,
2008-12-23,48.357,
2008-12-24,48.464,
2008-12-25,.,No value available
2008-12-26,.,No value available
2008-12-27,.,No value available
2008-12-28,.,No value available
2008-12-29,49.938,
2008-12-30,48.998,
2008-12-31,48.285,
2009-01-01,.,No value available
2009-01-02,48.212,
2009-01-03,.,No value available
2009-01-04,.,No value available
2009-01-05,47.462,
2009-01-06,46.755,
2009-01-07,47.351,
2009-01-08,47.564,
2009-01-09,47.675,
2009-01-10,.,No value available
2009-01-11,.,No value available
2009-01-12,46.819,
2009-01-13,46.298,
2009-01-14,45.987,
2009-01-15,45.660,
2009-01-16,46.279,
2009-01-17,.,No value available
2009-01-18,.,No value available
2009-01-19,46.038,
2009-01-20,45.210,
2009-01-21,45.114,
2009-01-22,45.334,
2009-01-23,44.674,
2009-01-24,.,No value available
2009-01-25,.,No value available
2009-01-26,45.329,
2009-01-27,45.971,
2009-01-28,46.264,
2009-01-29,45.764,
2009-01-30,44.811,
2009-01-31,.,No value available
2009-02-01,.,No value available
2009-02-02,44.619,
2009-02-03,44.927,
2009-02-04,44.778,
2009-02-05,44.845,
2009-02-06,44.818,
2009-02-07,.,No value available
2009-02-08,.,No value available
2009-02-09,45.548,
2009-02-10,45.381,
2009-02-11,45.393,
2009-02-12,45.063,
2009-02-13,44.977,
2009-02-14,.,No value available
2009-02-15,.,No value available
2009-02-16,44.914,
2009-02-17,44.554,
2009-02-18,44.546,
2009-02-19,45.179,
2009-02-20,44.994,
2009-02-21,.,No value available
2009-02-22,.,No value available
2009-02-23,45.593,
2009-02-24,45.565,
2009-02-25,45.774,
2009-02-26,45.939,
2009-02-27,45.714,
2009-02-28,.,No value available
2009-03-01,.,No value available
2009-03-02,45.661,
2009-03-03,45.603,
2009-03-04,45.311,
2009-03-05,45.468,
2009-03-06,45.675,
2009-03-07,.,No value available
2009-03-08,.,No value available
2009-03-09,45.435,
2009-03-10,46.025,
2009-03-11,45.994,
2009-03-12,45.980,
2009-03-13,46.413,
2009-03-14,.,No value available
2009-03-15,.,No value available
2009-03-16,46.710,
2009-03-17,46.365,
2009-03-18,47.025,
2009-03-19,48.430,
2009-03-20,47.848,
2009-03-21,.,No value available
2009-03-22,.,No value available
2009-03-23,47.897,
2009-03-24,47.822,
2009-03-25,47.890,
2009-03-26,47.627,
2009-03-27,47.024,
2009-03-28,.,No value available
2009-03-29,.,No value available
2009-03-30,47.257,
2009-03-31,47.223,
2009-04-01,47.043,
2009-04-02,47.321,
2009-04-03,47.545,
2009-04-04,.,No value available
2009-04-05,.,No value available
2009-04-06,47.607,
2009-04-07,47.025,
2009-04-08,46.884,
2009-04-09,47.046,
2009-04-10,.,No value available
2009-04-11,.,No value available
2009-04-12,.,No value available
2009-04-13,.,No value available
2009-04-14,46.984,
2009-04-15,46.758,
2009-04-16,46.681,
2009-04-17,46.317,
2009-04-18,.,No value available
2009-04-19,.,No value available
2009-04-20,46.127,
2009-04-21,45.986,
2009-04-22,46.046,
2009-04-23,46.321,
2009-04-24,46.835,
2009-04-25,.,No value available
2009-04-26,.,No value available
2009-04-27,46.528,
2009-04-28,46.050,
2009-04-29,46.915,
2009-04-30,46.808,
2009-05-01,.,No value available
2009-05-02,.,No value available
2009-05-03,.,No value available
2009-05-04,46.585,
2009-05-05,47.058,
2009-05-06,46.857,
2009-05-07,46.630,
2009-05-08,46.800,
2009-05-09,.,No value available
2009-05-10,.,No value available
2009-05-11,46.980,
2009-05-12,47.282,
2009-05-13,47.040,
2009-05-14,46.908,
2009-05-15,46.718,
2009-05-16,.,No value available
2009-05-17,.,No value available
2009-05-18,46.635,
2009-05-19,46.839,
2009-05-20,47.169,
2009-05-21,47.352,
2009-05-22,47.973,
2009-05-23,.,No value available
2009-05-24,.,No value available
2009-05-25,48.170,
2009-05-26,47.962,
2009-05-27,47.799,
2009-05-28,47.685,
2009-05-29,48.377,
2009-05-30,.,No value available
2009-05-31,.,No value available
2009-06-01,48.490,
2009-06-02,48.580,
2009-06-03,48.368,
2009-06-04,48.141,
2009-06-05,48.464,
2009-06-06,.,No value available
2009-06-07,.,No value available
2009-06-08,47.664,
2009-06-09,47.733,
2009-06-10,48.010,
2009-06-11,47.676,
2009-06-12,47.768,
2009-06-13,.,No value available
2009-06-14,.,No value available
2009-06-15,47.353,
2009-06-16,47.372,
2009-06-17,47.302,
2009-06-18,47.533,
2009-06-19,47.585,
2009-06-20,.,No value available
2009-06-21,.,No value available
2009-06-22,47.335,
2009-06-23,47.742,
2009-06-24,47.888,
2009-06-25,47.570,
2009-06-26,47.997,
2009-06-27,.,No value available
2009-06-28,.,No value available
2009-06-29,47.846,
2009-06-30,48.140,
2009-07-01,47.990,
2009-07-02,47.900,
2009-07-03,47.757,
2009-07-04,.,No value available
2009-07-05,.,No value available
2009-07-06,47.424,
2009-07-07,47.794,
2009-07-08,47.368,
2009-07-09,47.669,
2009-07-10,47.382,
2009-07-11,.,No value available
2009-07-12,.,No value available
2009-07-13,47.732,
2009-07-14,47.758,
2009-07-15,48.010,
2009-07-16,48.130,
2009-07-17,47.991,
2009-07-18,.,No value available
2009-07-19,.,No value available
2009-07-20,48.359,
2009-07-21,48.351,
2009-07-22,48.271,
2009-07-23,48.357,
2009-07-24,48.322,
2009-07-25,.,No value available
2009-07-26,.,No value available
2009-07-27,48.465,
2009-07-28,48.300,
2009-07-29,47.989,
2009-07-30,47.857,
2009-07-31,48.112,
2009-08-01,.,No value available
2009-08-02,.,No value available
2009-08-03,48.652,
2009-08-04,48.884,
2009-08-05,48.980,
2009-08-06,48.833,
2009-08-07,48.778,
2009-08-08,.,No value available
2009-08-09,.,No value available
2009-08-10,48.322,
2009-08-11,48.228,
2009-08-12,48.277,
2009-08-13,48.664,
2009-08-14,48.635,
2009-08-15,.,No value available
2009-08-16,.,No value available
2009-08-17,47.950,
2009-08-18,48.021,
2009-08-19,48.058,
2009-08-20,48.462,
2009-08-21,48.765,
2009-08-22,.,No value available
2009-08-23,.,No value available
2009-08-24,48.713,
2009-08-25,48.723,
2009-08-26,48.525,
2009-08-27,48.547,
2009-08-28,48.861,
2009-08-29,.,No value available
2009-08-30,.,No value available
2009-08-31,48.532,
2009-09-01,48.685,
2009-09-02,48.426,
2009-09-03,48.817,
2009-09-04,48.597,
2009-09-05,.,No value available
2009-09-06,.,No value available
2009-09-07,48.784,
2009-09-08,49.244,
2009-09-09,49.397,
2009-09-10,49.475,
2009-09-11,49.554,
2009-09-12,.,No value available
2009-09-13,.,No value available
2009-09-14,49.438,
2009-09-15,49.524,
2009-09-16,49.522,
2009-09-17,49.602,
2009-09-18,49.563,
2009-09-19,.,No value available
2009-09-20,.,No value available
2009-09-21,49.434,
2009-09-22,49.687,
2009-09-23,49.604,
2009-09-24,49.539,
2009-09-25,49.284,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,49.195,
2009-09-29,48.906,
2009-09-30,48.988,
2009-10-01,48.698,
2009-10-02,48.655,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,48.912,
2009-10-06,49.091,
2009-10-07,49.041,
2009-10-08,49.183,
2009-10-09,49.140,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,49.219,
2009-10-13,49.490,
2009-10-14,49.710,
2009-10-15,49.794,
2009-10-16,49.729,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,49.796,
2009-10-20,50.018,
2009-10-21,49.903,
2009-10-22,50.183,
2009-10-23,50.204,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,50.141,
2009-10-27,49.731,
2009-10-28,49.463,
2009-10-29,49.499,
2009-10-30,49.484,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,49.390,
2009-11-03,49.069,
2009-11-04,49.339,
2009-11-05,49.693,
2009-11-06,49.602,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,49.916,
2009-11-10,49.855,
2009-11-11,50.051,
2009-11-12,49.713,
2009-11-13,49.484,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,49.690,
2009-11-17,49.385,
2009-11-18,49.594,
2009-11-19,49.350,
2009-11-20,49.260,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,49.720,
2009-11-24,49.746,
2009-11-25,49.978,
2009-11-26,49.971,
2009-11-27,49.565,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,49.951,
2009-12-01,50.035,
2009-12-02,50.031,
2009-12-03,50.074,
2009-12-04,49.902,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,49.026,
2009-12-08,49.028,
2009-12-09,48.993,
2009-12-10,48.793,
2009-12-11,48.868,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,48.533,
2009-12-15,48.218,
2009-12-16,48.317,
2009-12-17,47.655,
2009-12-18,47.635,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,47.746,
2009-12-22,47.492,
2009-12-23,47.603,
2009-12-24,48.010,
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,48.103,
2009-12-29,48.120,
2009-12-30,47.810,
2009-12-31,47.986,
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,47.779,
2010-01-05,47.862,
2010-01-06,47.581,
2010-01-07,47.439,
2010-01-08,47.329,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,48.008,
2010-01-12,47.839,
2010-01-13,48.098,
2010-01-14,47.641,
2010-01-15,47.244,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,47.202,
2010-01-19,46.960,
2010-01-20,46.571,
2010-01-21,46.418,
2010-01-22,46.688,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,46.649,
2010-01-26,46.548,
2010-01-27,46.487,
2010-01-28,46.316,
2010-01-29,46.332,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,46.177,
2010-02-02,46.187,
2010-02-03,46.196,
2010-02-04,45.806,
2010-02-05,45.468,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,45.387,
2010-02-09,45.649,
2010-02-10,45.576,
2010-02-11,45.496,
2010-02-12,45.066,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,45.155,
2010-02-16,45.320,
2010-02-17,45.495,
2010-02-18,45.009,
2010-02-19,44.849,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,45.158,
2010-02-23,44.906,
2010-02-24,44.753,
2010-02-25,44.669,
2010-02-26,44.869,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,44.474,
2010-03-02,44.346,
2010-03-03,44.586,
2010-03-04,44.606,
2010-03-05,44.311,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,44.644,
2010-03-09,44.379,
2010-03-10,44.510,
2010-03-11,44.652,
2010-03-12,44.800,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,44.670,
2010-03-16,44.497,
2010-03-17,44.465,
2010-03-18,44.108,
2010-03-19,43.731,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,43.592,
2010-03-23,43.700,
2010-03-24,43.168,
2010-03-25,43.260,
2010-03-26,43.284,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,43.589,
2010-03-30,43.594,
2010-03-31,43.598,
2010-04-01,43.609,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,43.370,
2010-04-07,43.208,
2010-04-08,42.916,
2010-04-09,43.150,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,43.969,
2010-04-13,43.948,
2010-04-14,43.922,
2010-04-15,43.679,
2010-04-16,43.644,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,43.379,
2010-04-20,43.374,
2010-04-21,43.061,
2010-04-22,42.958,
2010-04-23,42.881,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,42.940,
2010-04-27,42.854,
2010-04-28,42.841,
2010-04-29,42.797,
2010-04-30,43.081,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,42.880,
2010-05-04,42.232,
2010-05-05,41.790,
2010-05-06,41.178,
2010-05-07,41.211,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,41.877,
2010-05-11,41.072,
2010-05-12,40.976,
2010-05-13,40.687,
2010-05-14,40.455,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,40.055,
2010-05-18,40.186,
2010-05-19,39.700,
2010-05-20,39.931,
2010-05-21,40.534,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,40.112,
2010-05-25,39.750,
2010-05-26,40.053,
2010-05-27,39.908,
2010-05-28,40.328,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,40.070,
2010-06-01,39.607,
2010-06-02,39.818,
2010-06-03,39.969,
2010-06-04,39.328,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,39.046,
2010-06-08,38.952,
2010-06-09,39.129,
2010-06-10,39.170,
2010-06-11,39.370,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,39.693,
2010-06-15,39.708,
2010-06-16,39.796,
2010-06-17,40.062,
2010-06-18,40.091,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,40.011,
2010-06-22,39.630,
2010-06-23,39.730,
2010-06-24,39.759,
2010-06-25,39.839,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,39.941,
2010-06-29,39.564,
2010-06-30,39.767,
2010-07-01,39.967,
2010-07-02,40.671,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,40.638,
2010-07-06,40.787,
2010-07-07,40.818,
2010-07-08,41.056,
2010-07-09,40.868,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,40.702,
2010-07-13,40.683,
2010-07-14,41.050,
2010-07-15,41.377,
2010-07-16,41.893,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,41.832,
2010-07-20,41.489,
2010-07-21,41.387,
2010-07-22,41.486,
2010-07-23,41.577,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,41.657,
2010-07-27,41.966,
2010-07-28,41.906,
2010-07-29,42.144,
2010-07-30,42.048,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,42.115,
2010-08-03,42.529,
2010-08-04,42.455,
2010-08-05,42.314,
2010-08-06,42.259,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,42.370,
2010-08-10,41.980,
2010-08-11,41.554,
2010-08-12,40.864,
2010-08-13,40.810,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,40.787,
2010-08-17,40.796,
2010-08-18,40.720,
2010-08-19,40.504,
2010-08-20,40.069,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,39.986,
2010-08-24,39.769,
2010-08-25,39.715,
2010-08-26,39.796,
2010-08-27,39.840,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,39.719,
2010-08-31,39.670,
2010-09-01,39.903,
2010-09-02,39.947,
2010-09-03,40.022,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,40.103,
2010-09-07,39.740,
2010-09-08,39.405,
2010-09-09,39.240,
2010-09-10,39.165,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,39.357,
2010-09-14,39.591,
2010-09-15,40.071,
2010-09-16,40.274,
2010-09-17,40.153,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,40.203,
2010-09-21,40.337,
2010-09-22,40.955,
2010-09-23,40.922,
2010-09-24,41.155,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,41.192,
2010-09-28,41.162,
2010-09-29,41.459,
2010-09-30,41.442,
2010-10-01,41.463,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,41.341,
2010-10-05,41.533,
2010-10-06,41.492,
2010-10-07,41.714,
2010-10-08,41.709,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,41.857,
2010-10-12,41.437,
2010-10-13,41.790,
2010-10-14,42.014,
2010-10-15,42.015,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,41.546,
2010-10-19,41.452,
2010-10-20,41.486,
2010-10-21,41.859,
2010-10-22,41.722,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,41.883,
2010-10-26,41.611,
2010-10-27,41.402,
2010-10-28,41.516,
2010-10-29,41.509,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,41.590,
2010-11-02,41.774,
2010-11-03,41.694,
2010-11-04,42.298,
2010-11-05,41.741,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,41.267,
2010-11-09,41.149,
2010-11-10,40.752,
2010-11-11,40.710,
2010-11-12,40.859,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,40.803,
2010-11-16,40.652,
2010-11-17,40.490,
2010-11-18,40.859,
2010-11-19,40.940,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,40.886,
2010-11-23,40.576,
2010-11-24,40.076,
2010-11-25,40.036,
2010-11-26,40.065,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,39.694,
2010-11-30,39.254,
2010-12-01,39.443,
2010-12-02,39.524,
2010-12-03,39.811,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,39.860,
2010-12-07,40.089,
2010-12-08,39.791,
2010-12-09,39.728,
2010-12-10,39.818,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,39.889,
2010-12-14,40.312,
2010-12-15,40.194,
2010-12-16,39.863,
2010-12-17,39.982,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,39.681,
2010-12-21,39.675,
2010-12-22,39.552,
2010-12-23,39.401,
2010-12-24,39.570,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,39.651,
2010-12-28,39.829,
2010-12-29,39.628,
2010-12-30,40.046,
2010-12-31,40.170,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,40.151,
2011-01-04,40.337,
2011-01-05,39.877,
2011-01-06,39.568,
2011-01-07,39.423,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,39.650,
2011-01-11,39.504,
2011-01-12,39.400,
2011-01-13,40.164,
2011-01-14,40.687,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,40.685,
2011-01-18,40.768,
2011-01-19,41.133,
2011-01-20,41.164,
2011-01-21,41.506,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,42.019,
2011-01-25,42.100,
2011-01-26,42.146,
2011-01-27,42.266,
2011-01-28,42.515,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,42.295,
2011-02-01,42.517,
2011-02-02,42.589,
2011-02-03,42.431,
2011-02-04,41.997,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,41.662,
2011-02-08,41.887,
2011-02-09,41.937,
2011-02-10,41.914,
2011-02-11,41.722,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,41.368,
2011-02-15,41.489,
2011-02-16,41.395,
2011-02-17,41.521,
2011-02-18,41.671,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,41.728,
2011-02-22,41.862,
2011-02-23,42.044,
2011-02-24,42.159,
2011-02-25,42.153,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,42.304,
2011-03-01,42.235,
2011-03-02,42.200,
2011-03-03,42.256,
2011-03-04,42.555,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,42.673,
2011-03-08,42.222,
2011-03-09,42.230,
2011-03-10,41.976,
2011-03-11,41.953,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,42.304,
2011-03-15,42.291,
2011-03-16,42.453,
2011-03-17,42.404,
2011-03-18,42.800,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,42.979,
2011-03-22,42.974,
2011-03-23,42.804,
2011-03-24,42.737,
2011-03-25,42.712,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,42.531,
2011-03-29,42.662,
2011-03-30,42.720,
2011-03-31,42.976,
2011-04-01,42.819,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,43.033,
2011-04-05,42.795,
2011-04-06,43.115,
2011-04-07,42.963,
2011-04-08,43.275,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,43.432,
2011-04-12,43.613,
2011-04-13,43.696,
2011-04-14,43.461,
2011-04-15,43.538,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,42.968,
2011-04-19,42.992,
2011-04-20,43.472,
2011-04-21,43.621,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,43.822,
2011-04-27,43.960,
2011-04-28,44.293,
2011-04-29,44.387,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,44.303,
2011-05-03,44.340,
2011-05-04,44.601,
2011-05-05,44.664,
2011-05-06,43.880,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,43.479,
2011-05-10,43.332,
2011-05-11,43.186,
2011-05-12,42.926,
2011-05-13,43.168,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,42.924,
2011-05-17,42.938,
2011-05-18,43.065,
2011-05-19,43.209,
2011-05-20,43.138,
