"",BBEE1.D.I7.AAA.XZE01B.A.AABAN.M00,BBEE1.D.I7.AAA.XZE01B.A.AABAN.M00_FLAGS
2009-07-03,110.5110,
2009-07-04,.,No value available
2009-07-05,.,No value available
2009-07-06,110.2371,
2009-07-07,110.7438,
2009-07-08,110.4826,
2009-07-09,110.3892,
2009-07-10,110.0774,
2009-07-11,.,No value available
2009-07-12,.,No value available
2009-07-13,110.7260,
2009-07-14,110.4347,
2009-07-15,110.5676,
2009-07-16,110.7719,
2009-07-17,110.8405,
2009-07-18,.,No value available
2009-07-19,.,No value available
2009-07-20,111.1095,
2009-07-21,111.0361,
2009-07-22,110.7993,
2009-07-23,110.8832,
2009-07-24,110.7026,
2009-07-25,.,No value available
2009-07-26,.,No value available
2009-07-27,110.7957,
2009-07-28,110.5208,
2009-07-29,110.1588,
2009-07-30,109.6940,
2009-07-31,109.9622,
2009-08-01,.,No value available
2009-08-02,.,No value available
2009-08-03,110.2619,
2009-08-04,110.6504,
2009-08-05,110.7656,
2009-08-06,110.8363,
2009-08-07,110.9840,
2009-08-08,.,No value available
2009-08-09,.,No value available
2009-08-10,110.2427,
2009-08-11,110.4649,
2009-08-12,110.4440,
2009-08-13,110.5939,
2009-08-14,110.5789,
2009-08-15,.,No value available
2009-08-16,.,No value available
2009-08-17,110.0787,
2009-08-18,109.9206,
2009-08-19,110.0786,
2009-08-20,110.4351,
2009-08-21,110.5670,
2009-08-22,.,No value available
2009-08-23,.,No value available
2009-08-24,110.6209,
2009-08-25,110.6266,
2009-08-26,110.5847,
2009-08-27,110.6637,
2009-08-28,110.9195,
2009-08-29,.,No value available
2009-08-30,.,No value available
2009-08-31,110.7070,
2009-09-01,110.8811,
2009-09-02,110.6191,
2009-09-03,110.8743,
2009-09-04,110.5135,
2009-09-05,.,No value available
2009-09-06,.,No value available
2009-09-07,110.6693,
2009-09-08,111.0697,
2009-09-09,111.4926,
2009-09-10,111.5892,
2009-09-11,111.6428,
2009-09-12,.,No value available
2009-09-13,.,No value available
2009-09-14,111.7047,
2009-09-15,111.9242,
2009-09-16,111.9106,
2009-09-17,112.0808,
2009-09-18,112.2562,
2009-09-19,.,No value available
2009-09-20,.,No value available
2009-09-21,112.4183,
2009-09-22,112.6633,
2009-09-23,112.5603,
2009-09-24,112.5881,
2009-09-25,112.4098,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,112.4362,
2009-09-29,111.8155,
2009-09-30,112.0190,
2009-10-01,111.8142,
2009-10-02,111.9005,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,112.1521,
2009-10-06,112.5430,
2009-10-07,112.5637,
2009-10-08,112.7189,
2009-10-09,112.7731,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,113.1116,
2009-10-13,113.5835,
2009-10-14,113.3340,
2009-10-15,113.0672,
2009-10-16,113.1828,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,113.3352,
2009-10-20,113.2946,
2009-10-21,113.0881,
2009-10-22,113.5818,
2009-10-23,113.8463,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,113.8752,
2009-10-27,113.3150,
2009-10-28,113.1589,
2009-10-29,113.0364,
2009-10-30,112.9463,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,112.9966,
2009-11-03,112.5942,
2009-11-04,112.8003,
2009-11-05,113.0926,
2009-11-06,112.9942,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,113.1550,
2009-11-10,113.1226,
2009-11-11,113.1741,
2009-11-12,112.8479,
2009-11-13,112.3278,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,112.6441,
2009-11-17,112.1455,
2009-11-18,112.4500,
2009-11-19,112.3930,
2009-11-20,112.4997,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,112.9280,
2009-11-24,112.9541,
2009-11-25,113.2773,
2009-11-26,113.5185,
2009-11-27,113.0742,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,113.4087,
2009-12-01,113.4262,
2009-12-02,113.3050,
2009-12-03,113.5228,
2009-12-04,113.2737,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,112.4194,
2009-12-08,112.3772,
2009-12-09,112.3440,
2009-12-10,112.1446,
2009-12-11,112.3662,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,111.8135,
2009-12-15,111.6451,
2009-12-16,111.6575,
2009-12-17,110.8657,
2009-12-18,110.7593,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,110.9269,
2009-12-22,110.6914,
2009-12-23,110.6908,
2009-12-24,111.1838,
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,111.1945,
2009-12-29,111.2770,
2009-12-30,110.8818,
2009-12-31,110.7601,
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,110.6739,
2010-01-05,110.8166,
2010-01-06,110.4397,
2010-01-07,110.4372,
2010-01-08,110.1395,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,110.8685,
2010-01-12,110.7015,
2010-01-13,110.8904,
2010-01-14,110.5014,
2010-01-15,109.7096,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,109.6013,
2010-01-19,109.2415,
2010-01-20,108.6264,
2010-01-21,108.5355,
2010-01-22,109.0481,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,109.0377,
2010-01-26,108.8350,
2010-01-27,108.5940,
2010-01-28,108.2022,
2010-01-29,108.1630,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,108.0184,
2010-02-02,108.0048,
2010-02-03,108.1817,
2010-02-04,107.7485,
2010-02-05,107.3157,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,107.2433,
2010-02-09,107.5527,
2010-02-10,107.3539,
2010-02-11,107.0625,
2010-02-12,106.2934,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,106.3785,
2010-02-16,106.5774,
2010-02-17,106.7608,
2010-02-18,106.1786,
2010-02-19,106.3164,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,106.4944,
2010-02-23,106.2951,
2010-02-24,106.1668,
2010-02-25,105.9716,
2010-02-26,106.4088,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,106.4113,
2010-03-02,106.2903,
2010-03-03,106.6080,
2010-03-04,106.6469,
2010-03-05,106.2654,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,106.5278,
2010-03-09,106.2546,
2010-03-10,106.4931,
2010-03-11,106.7292,
2010-03-12,107.0789,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,106.8426,
2010-03-16,106.8062,
2010-03-17,106.6314,
2010-03-18,106.1624,
2010-03-19,105.7124,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,105.6546,
2010-03-23,105.7899,
2010-03-24,105.0269,
2010-03-25,105.1243,
2010-03-26,105.3289,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,105.8027,
2010-03-30,105.6707,
2010-03-31,105.6121,
2010-04-01,105.3869,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,105.0353,
2010-04-07,104.7045,
2010-04-08,104.4774,
2010-04-09,104.8673,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,105.8371,
2010-04-13,105.8152,
2010-04-14,105.8090,
2010-04-15,105.3900,
2010-04-16,105.3527,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,105.1353,
2010-04-20,105.2639,
2010-04-21,104.5524,
2010-04-22,104.4070,
2010-04-23,104.3989,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,104.2895,
2010-04-27,104.3884,
2010-04-28,104.4364,
2010-04-29,104.3442,
2010-04-30,104.6047,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,104.3130,
2010-05-04,103.7927,
2010-05-05,103.2958,
2010-05-06,102.3337,
2010-05-07,103.0094,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,103.4191,
2010-05-11,102.1764,
2010-05-12,101.7290,
2010-05-13,101.2240,
2010-05-14,101.0259,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,100.6122,
2010-05-18,100.9205,
2010-05-19,100.5390,
2010-05-20,101.4206,
2010-05-21,102.2964,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,101.3766,
2010-05-25,100.8398,
2010-05-26,100.9354,
2010-05-27,100.4473,
2010-05-28,101.0053,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,100.6662,
2010-06-01,99.8835,
2010-06-02,100.1873,
2010-06-03,100.2714,
2010-06-04,99.5981,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,99.1465,
2010-06-08,98.9757,
2010-06-09,99.1640,
2010-06-10,99.2690,
2010-06-11,99.6089,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,100.0383,
2010-06-15,100.1619,
2010-06-16,100.1722,
2010-06-17,100.4705,
2010-06-18,100.4075,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,100.1883,
2010-06-22,99.7189,
2010-06-23,99.5544,
2010-06-24,99.5317,
2010-06-25,99.8286,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,99.8424,
2010-06-29,99.1353,
2010-06-30,99.5167,
2010-07-01,99.8878,
2010-07-02,100.8132,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,100.7056,
2010-07-06,100.8917,
2010-07-07,100.8380,
2010-07-08,101.0943,
2010-07-09,100.9080,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,100.6478,
2010-07-13,100.5091,
2010-07-14,101.1573,
2010-07-15,101.6641,
2010-07-16,102.6214,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,102.8679,
2010-07-20,102.2717,
2010-07-21,101.7560,
2010-07-22,101.8774,
2010-07-23,101.9993,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,102.0203,
2010-07-27,102.4663,
2010-07-28,102.2554,
2010-07-29,102.4673,
2010-07-30,102.1546,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,102.0209,
2010-08-03,102.6672,
2010-08-04,102.5797,
2010-08-05,102.5259,
2010-08-06,102.4572,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,102.7260,
2010-08-10,102.5213,
2010-08-11,101.9027,
2010-08-12,100.9401,
2010-08-13,100.9965,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,100.9542,
2010-08-17,100.9756,
2010-08-18,100.9998,
2010-08-19,100.6812,
2010-08-20,100.2783,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,100.1800,
2010-08-24,99.9725,
2010-08-25,99.9414,
2010-08-26,100.1606,
2010-08-27,100.2909,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,100.1339,
2010-08-31,100.3170,
2010-09-01,100.7287,
2010-09-02,100.7282,
2010-09-03,100.8056,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,100.9199,
2010-09-07,100.2517,
2010-09-08,99.8670,
2010-09-09,99.8496,
2010-09-10,99.8440,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,100.2307,
2010-09-14,100.3339,
2010-09-15,101.0997,
2010-09-16,101.5865,
2010-09-17,101.5556,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,101.5428,
2010-09-21,101.7535,
2010-09-22,102.7746,
2010-09-23,102.6371,
2010-09-24,102.9856,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,103.0484,
2010-09-28,103.0990,
2010-09-29,103.7528,
2010-09-30,103.8487,
2010-10-01,104.2204,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,104.0694,
2010-10-05,104.4911,
2010-10-06,104.7600,
2010-10-07,105.2242,
2010-10-08,104.9557,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,105.0294,
2010-10-12,104.5923,
2010-10-13,105.1340,
2010-10-14,105.3942,
2010-10-15,105.3361,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,104.7093,
2010-10-19,104.8352,
2010-10-20,104.8494,
2010-10-21,105.5649,
2010-10-22,105.3290,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,105.5429,
2010-10-26,104.9851,
2010-10-27,104.7349,
2010-10-28,104.8420,
2010-10-29,104.7635,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,104.9419,
2010-11-02,105.3760,
2010-11-03,105.2786,
2010-11-04,106.0336,
2010-11-05,105.2910,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,104.5795,
2010-11-09,104.5189,
2010-11-10,103.8096,
2010-11-11,103.4304,
2010-11-12,103.6693,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,103.4887,
2010-11-16,103.4773,
2010-11-17,103.1188,
2010-11-18,103.6448,
2010-11-19,103.9376,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,103.7484,
2010-11-23,103.1725,
2010-11-24,102.3699,
2010-11-25,102.3638,
2010-11-26,102.2402,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,101.8556,
2010-11-30,101.1332,
2010-12-01,101.5510,
2010-12-02,101.7587,
2010-12-03,101.9964,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,102.0291,
2010-12-07,102.2279,
2010-12-08,101.8031,
2010-12-09,101.7455,
2010-12-10,101.7827,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,102.0666,
2010-12-14,102.5608,
2010-12-15,102.3296,
2010-12-16,101.8034,
2010-12-17,101.8719,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,101.3718,
2010-12-21,101.3742,
2010-12-22,101.0893,
2010-12-23,100.8803,
2010-12-24,100.9566,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,101.1762,
2010-12-28,101.2605,
2010-12-29,100.9703,
2010-12-30,101.4815,
2010-12-31,101.6913,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,101.5676,
2011-01-04,101.9439,
2011-01-05,100.9362,
2011-01-06,100.3539,
2011-01-07,99.7250,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,99.4541,
2011-01-11,99.5158,
2011-01-12,99.4067,
2011-01-13,100.5055,
2011-01-14,101.3687,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,100.9251,
2011-01-18,101.0478,
2011-01-19,101.7401,
2011-01-20,101.8401,
2011-01-21,102.1084,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,102.3440,
2011-01-25,102.5184,
2011-01-26,102.8125,
2011-01-27,102.9825,
2011-01-28,102.9736,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,102.9598,
2011-02-01,102.8501,
2011-02-02,102.9221,
2011-02-03,102.7227,
2011-02-04,102.1471,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,101.7194,
2011-02-08,102.2105,
2011-02-09,102.5234,
2011-02-10,102.4902,
2011-02-11,102.2245,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,101.7201,
2011-02-15,101.9176,
2011-02-16,101.9249,
2011-02-17,101.9851,
2011-02-18,102.1561,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,102.4355,
2011-02-22,102.6135,
2011-02-23,102.8052,
2011-02-24,103.0243,
2011-02-25,102.9882,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,103.0910,
2011-03-01,103.0058,
2011-03-02,102.9298,
2011-03-03,103.1201,
2011-03-04,103.8962,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,104.0604,
2011-03-08,103.6561,
2011-03-09,103.7022,
2011-03-10,103.3662,
2011-03-11,103.2717,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,104.0125,
2011-03-15,103.8945,
2011-03-16,104.0579,
2011-03-17,104.1074,
2011-03-18,104.8469,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,104.9767,
2011-03-22,104.8991,
2011-03-23,104.6074,
2011-03-24,104.6315,
2011-03-25,104.6687,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,104.4194,
2011-03-29,104.6768,
2011-03-30,104.6725,
2011-03-31,105.1704,
2011-04-01,105.0398,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,105.3950,
2011-04-05,104.9380,
2011-04-06,105.5382,
2011-04-07,105.4862,
2011-04-08,105.9226,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,106.1228,
2011-04-12,106.3384,
2011-04-13,106.3137,
2011-04-14,105.6823,
2011-04-15,105.8179,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,104.9742,
2011-04-19,105.0450,
2011-04-20,105.9452,
2011-04-21,105.8337,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,106.1243,
2011-04-27,106.3270,
2011-04-28,106.7725,
2011-04-29,106.9111,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,106.7560,
2011-05-03,106.7254,
2011-05-04,107.2339,
2011-05-05,106.9360,
2011-05-06,105.4773,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,104.9420,
2011-05-10,104.6899,
2011-05-11,104.5494,
2011-05-12,103.9165,
2011-05-13,104.5999,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,104.0538,
2011-05-17,104.2688,
2011-05-18,104.5523,
2011-05-19,104.7357,
2011-05-20,104.3994,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,103.5979,
2011-05-24,103.9003,
2011-05-25,103.7639,
2011-05-26,104.0664,
2011-05-27,104.2374,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,104.1151,
2011-05-31,104.7123,
2011-06-01,104.7573,
2011-06-02,105.1143,
2011-06-03,105.2934,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,105.7047,
2011-06-07,105.9509,
2011-06-08,105.8236,
2011-06-09,105.7551,
2011-06-10,105.2056,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,104.5905,
2011-06-14,104.9057,
2011-06-15,104.4560,
2011-06-16,103.7309,
2011-06-17,104.4744,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,104.3287,
2011-06-21,104.8702,
2011-06-22,105.0606,
2011-06-23,104.3467,
2011-06-24,104.3215,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,104.4057,
2011-06-28,104.7301,
2011-06-29,105.3712,
2011-06-30,105.3949,
2011-07-01,105.6125,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,105.5218,
2011-07-05,105.3197,
2011-07-06,104.6445,
2011-07-07,104.2974,
2011-07-08,104.2502,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,103.2217,
2011-07-12,103.0433,
2011-07-13,103.4579,
2011-07-14,103.7529,
2011-07-15,103.5409,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,103.1060,
2011-07-19,103.6223,
2011-07-20,103.6657,
2011-07-21,103.6221,
2011-07-22,104.2338,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,104.1226,
2011-07-26,104.3984,
2011-07-27,104.2524,
2011-07-28,103.3162,
2011-07-29,103.3116,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,103.6542,
2011-08-02,102.7080,
2011-08-03,103.2594,
2011-08-04,103.3401,
2011-08-05,102.9692,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,103.2198,
2011-08-09,103.3575,
2011-08-10,103.6136,
2011-08-11,102.8838,
2011-08-12,103.4383,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,103.9073,
2011-08-16,103.9859,
2011-08-17,104.3586,
2011-08-18,103.9822,
2011-08-19,104.1171,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,104.2784,
2011-08-23,104.3962,
2011-08-24,104.3464,
2011-08-25,104.4166,
2011-08-26,104.3587,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,104.7563,
2011-08-30,104.4633,
2011-08-31,104.4651,
2011-09-01,103.6447,
2011-09-02,103.4387,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,103.0292,
2011-09-06,103.6043,
2011-09-07,103.2534,
2011-09-08,103.2965,
2011-09-09,102.4813,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,101.8747,
2011-09-13,102.0700,
2011-09-14,102.5885,
2011-09-15,102.8968,
2011-09-16,102.6627,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,102.4008,
2011-09-20,102.7155,
2011-09-21,102.7867,
2011-09-22,102.5292,
2011-09-23,102.3276,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,102.3506,
2011-09-27,102.4567,
2011-09-28,102.8333,
2011-09-29,102.9124,
2011-09-30,102.4479,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,101.5351,
2011-10-04,101.0635,
2011-10-05,101.7480,
2011-10-06,101.5487,
2011-10-07,102.0310,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,102.4698,
2011-10-11,102.6974,
2011-10-12,103.2132,
2011-10-13,103.1413,
2011-10-14,103.4636,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,103.2351,
2011-10-18,103.0077,
2011-10-19,103.5045,
2011-10-20,103.4757,
2011-10-21,103.4030,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,103.4343,
2011-10-25,103.5723,
2011-10-26,103.6081,
2011-10-27,103.9252,
2011-10-28,104.3257,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,103.9275,
2011-11-01,102.6561,
2011-11-02,103.2789,
2011-11-03,102.9282,
2011-11-04,103.0407,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,102.9841,
2011-11-08,103.1714,
2011-11-09,102.6256,
2011-11-10,102.6057,
2011-11-11,102.8819,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,102.9456,
2011-11-15,102.4452,
2011-11-16,102.2914,
2011-11-17,102.3236,
2011-11-18,102.6102,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,102.3776,
2011-11-22,102.7560,
2011-11-23,102.2410,
2011-11-24,102.2331,
2011-11-25,101.8484,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,102.2384,
2011-11-29,101.9192,
2011-11-30,102.1047,
2011-12-01,102.3019,
2011-12-02,102.2958,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,101.9758,
2011-12-06,101.7148,
2011-12-07,101.7136,
2011-12-08,101.7360,
2011-12-09,101.8198,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,101.3961,
2011-12-13,101.1484,
2011-12-14,100.3509,
2011-12-15,100.2555,
2011-12-16,100.2966,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,100.1675,
2011-12-20,100.2073,
2011-12-21,100.0248,
2011-12-22,100.0659,
2011-12-23,100.1040,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,100.0409,
2011-12-28,100.0299,
2011-12-29,99.4727,
2011-12-30,99.5944,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,99.4779,
2012-01-03,99.7548,
2012-01-04,99.5105,
2012-01-05,99.0680,
2012-01-06,98.8525,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,98.5281,
2012-01-10,98.7792,
2012-01-11,98.4172,
2012-01-12,98.4464,
2012-01-13,98.5562,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,98.0506,
2012-01-17,98.5136,
2012-01-18,98.6220,
2012-01-19,98.7788,
2012-01-20,98.8652,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,99.1242,
2012-01-24,99.1690,
2012-01-25,98.9122,
2012-01-26,99.5365,
2012-01-27,99.4361,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,99.4036,
2012-01-31,99.4444,
2012-02-01,99.2919,
2012-02-02,98.8781,
2012-02-03,99.1903,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,98.6593,
2012-02-07,98.9848,
2012-02-08,99.6088,
2012-02-09,99.7938,
2012-02-10,99.6040,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,99.7266,
2012-02-14,99.4506,
2012-02-15,99.1004,
2012-02-16,98.8262,
2012-02-17,99.3698,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,99.7838,
2012-02-21,99.7091,
2012-02-22,100.0067,
2012-02-23,100.2803,
2012-02-24,100.7272,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,100.6818,
2012-02-28,100.8265,
2012-02-29,100.5472,
2012-03-01,99.9665,
2012-03-02,99.5650,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,99.7238,
2012-03-06,99.5692,
2012-03-07,99.5396,
2012-03-08,99.9561,
2012-03-09,99.6745,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,99.5917,
2012-03-13,99.3621,
2012-03-14,99.4666,
2012-03-15,99.4296,
2012-03-16,99.4997,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,99.5677,
2012-03-20,99.8836,
2012-03-21,100.1688,
2012-03-22,99.8989,
2012-03-23,100.2006,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,100.2486,
2012-03-27,100.4147,
2012-03-28,100.5523,
2012-03-29,100.2612,
2012-03-30,100.4607,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,100.2580,
2012-04-03,100.1281,
2012-04-04,99.5168,
2012-04-05,99.1811,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,99.4404,
2012-04-11,99.5267,
2012-04-12,99.5574,
2012-04-13,99.4695,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,99.0309,
2012-04-17,99.3888,
2012-04-18,99.1888,
2012-04-19,99.1766,
2012-04-20,99.6318,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,99.4164,
2012-04-24,99.4854,
2012-04-25,99.5504,
2012-04-26,99.4078,
2012-04-27,99.4439,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,99.2470,
2012-05-01,.,No value available
2012-05-02,98.8814,
2012-05-03,98.8503,
2012-05-04,99.0570,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,98.5732,
2012-05-08,98.5402,
2012-05-09,98.4157,
2012-05-10,98.3982,
2012-05-11,98.4893,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,98.3005,
2012-05-15,98.3061,
2012-05-16,98.0839,
2012-05-17,97.9412,
2012-05-18,98.0362,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,98.1959,
2012-05-22,98.2775,
2012-05-23,97.9576,
2012-05-24,97.3902,
2012-05-25,97.4095,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,97.3704,
2012-05-29,97.2483,
2012-05-30,96.9454,
2012-05-31,96.9469,
2012-06-01,96.7951,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,97.2526,
2012-06-05,97.2139,
2012-06-06,97.3223,
2012-06-07,97.5468,
