"",BBEX3.D.PHP.EUR.BB.AC.000,BBEX3.D.PHP.EUR.BB.AC.000_FLAGS
2002-01-27,.,No value available
2002-01-28,43.983,
2002-01-29,44.106,
2002-01-30,44.220,
2002-01-31,44.248,
2002-02-01,44.272,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,44.268,
2002-02-05,44.493,
2002-02-06,44.413,
2002-02-07,44.378,
2002-02-08,44.784,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,45.086,
2002-02-12,44.965,
2002-02-13,44.834,
2002-02-14,44.585,
2002-02-15,44.588,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,44.628,
2002-02-19,44.590,
2002-02-20,44.844,
2002-02-21,44.653,
2002-02-22,44.892,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,44.825,
2002-02-26,44.561,
2002-02-27,44.421,
2002-02-28,44.334,
2002-03-01,44.355,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,44.152,
2002-03-05,44.396,
2002-03-06,44.521,
2002-03-07,44.676,
2002-03-08,45.053,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,44.580,
2002-03-12,44.418,
2002-03-13,44.735,
2002-03-14,44.895,
2002-03-15,45.149,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,44.861,
2002-03-19,45.139,
2002-03-20,44.971,
2002-03-21,45.028,
2002-03-22,44.904,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,44.778,
2002-03-26,44.695,
2002-03-27,44.629,
2002-03-28,44.514,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,44.886,
2002-04-03,45.034,
2002-04-04,45.085,
2002-04-05,44.917,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,44.800,
2002-04-09,44.737,
2002-04-10,44.831,
2002-04-11,44.821,
2002-04-12,44.917,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,44.848,
2002-04-16,44.876,
2002-04-17,45.294,
2002-04-18,45.354,
2002-04-19,45.179,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,45.274,
2002-04-23,45.233,
2002-04-24,45.238,
2002-04-25,45.598,
2002-04-26,45.630,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,45.746,
2002-04-30,45.608,
2002-05-01,.,No value available
2002-05-02,45.357,
2002-05-03,45.501,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,45.515,
2002-05-07,45.394,
2002-05-08,45.249,
2002-05-09,45.218,
2002-05-10,45.246,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,45.119,
2002-05-14,44.948,
2002-05-15,44.827,
2002-05-16,45.204,
2002-05-17,45.252,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,45.350,
2002-05-21,45.557,
2002-05-22,46.094,
2002-05-23,45.941,
2002-05-24,46.284,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,46.456,
2002-05-28,46.345,
2002-05-29,46.665,
2002-05-30,46.928,
2002-05-31,47.107,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,46.904,
2002-06-04,47.599,
2002-06-05,47.706,
2002-06-06,47.819,
2002-06-07,48.132,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,47.839,
2002-06-11,47.525,
2002-06-12,47.711,
2002-06-13,47.494,
2002-06-14,47.832,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,47.356,
2002-06-18,47.578,
2002-06-19,48.015,
2002-06-20,48.203,
2002-06-21,48.504,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,49.369,
2002-06-25,48.863,
2002-06-26,49.893,
2002-06-27,49.462,
2002-06-28,50.204,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,49.936,
2002-07-02,49.925,
2002-07-03,49.627,
2002-07-04,49.488,
2002-07-05,49.389,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,49.855,
2002-07-09,49.926,
2002-07-10,49.620,
2002-07-11,49.557,
2002-07-12,49.849,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,50.526,
2002-07-16,51.048,
2002-07-17,50.665,
2002-07-18,50.670,
2002-07-19,51.123,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,50.821,
2002-07-23,50.105,
2002-07-24,50.302,
2002-07-25,50.734,
2002-07-26,51.359,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,50.620,
2002-07-30,50.352,
2002-07-31,50.160,
2002-08-01,49.903,
2002-08-02,50.659,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,50.680,
2002-08-06,50.170,
2002-08-07,50.092,
2002-08-08,50.071,
2002-08-09,50.359,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,50.621,
2002-08-13,50.922,
2002-08-14,51.034,
2002-08-15,50.660,
2002-08-16,50.899,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,50.874,
2002-08-20,50.832,
2002-08-21,50.785,
2002-08-22,50.924,
2002-08-23,50.791,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,50.633,
2002-08-27,50.952,
2002-08-28,51.000,
2002-08-29,50.965,
2002-08-30,50.977,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,50.930,
2002-09-03,51.200,
2002-09-04,51.548,
2002-09-05,51.583,
2002-09-06,51.473,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,50.840,
2002-09-10,50.735,
2002-09-11,50.658,
2002-09-12,50.712,
2002-09-13,51.272,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,50.761,
2002-09-17,50.625,
2002-09-18,50.870,
2002-09-19,51.260,
2002-09-20,51.195,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,51.441,
2002-09-24,51.411,
2002-09-25,51.151,
2002-09-26,51.381,
2002-09-27,51.279,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,51.694,
2002-10-01,51.708,
2002-10-02,51.798,
2002-10-03,52.099,
2002-10-04,51.956,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,51.820,
2002-10-08,51.618,
2002-10-09,51.807,
2002-10-10,52.053,
2002-10-11,52.028,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,52.333,
2002-10-15,52.079,
2002-10-16,52.025,
2002-10-17,51.723,
2002-10-18,51.892,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,51.874,
2002-10-22,52.037,
2002-10-23,51.806,
2002-10-24,51.739,
2002-10-25,51.845,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,51.722,
2002-10-29,52.163,
2002-10-30,52.206,
2002-10-31,52.405,
2002-11-01,52.942,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,52.690,
2002-11-05,52.934,
2002-11-06,52.725,
2002-11-07,53.008,
2002-11-08,53.404,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,53.636,
2002-11-12,53.656,
2002-11-13,53.565,
2002-11-14,53.887,
2002-11-15,53.549,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,53.741,
2002-11-19,54.077,
2002-11-20,53.761,
2002-11-21,53.587,
2002-11-22,53.979,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,53.317,
2002-11-26,53.137,
2002-11-27,53.239,
2002-11-28,53.258,
2002-11-29,53.137,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,52.850,
2002-12-03,53.349,
2002-12-04,53.685,
2002-12-05,53.521,
2002-12-06,53.494,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,53.779,
2002-12-10,53.930,
2002-12-11,53.767,
2002-12-12,54.141,
2002-12-13,54.762,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,54.801,
2002-12-17,55.383,
2002-12-18,55.063,
2002-12-19,55.200,
2002-12-20,55.128,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,54.899,
2002-12-24,54.953,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,55.344,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,55.589,
2002-12-31,56.318,
2003-01-01,.,No value available
2003-01-02,55.916,
2003-01-03,55.621,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,55.969,
2003-01-07,55.767,
2003-01-08,55.541,
2003-01-09,56.321,
2003-01-10,56.212,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,56.413,
2003-01-14,56.468,
2003-01-15,56.291,
2003-01-16,56.518,
2003-01-17,57.060,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,57.188,
2003-01-21,57.258,
2003-01-22,57.472,
2003-01-23,57.714,
2003-01-24,57.789,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,58.348,
2003-01-28,58.085,
2003-01-29,58.402,
2003-01-30,57.816,
2003-01-31,58.233,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,57.851,
2003-02-04,58.390,
2003-02-05,58.890,
2003-02-06,58.374,
2003-02-07,58.326,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,58.231,
2003-02-11,57.681,
2003-02-12,57.886,
2003-02-13,58.069,
2003-02-14,58.274,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,58.095,
2003-02-18,58.052,
2003-02-19,58.169,
2003-02-20,58.387,
2003-02-21,58.794,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,58.298,
2003-02-25,58.498,
2003-02-26,58.435,
2003-02-27,58.850,
2003-02-28,58.797,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,58.955,
2003-03-04,59.463,
2003-03-05,60.034,
2003-03-06,60.086,
2003-03-07,60.579,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,60.624,
2003-03-11,60.785,
2003-03-12,60.801,
2003-03-13,59.690,
2003-03-14,59.023,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,59.268,
2003-03-18,58.266,
2003-03-19,58.167,
2003-03-20,57.748,
2003-03-21,57.582,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,57.935,
2003-03-25,58.022,
2003-03-26,57.280,
2003-03-27,57.183,
2003-03-28,57.457,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,58.316,
2003-04-01,58.101,
2003-04-02,57.586,
2003-04-03,56.775,
2003-04-04,57.092,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,56.392,
2003-04-08,56.288,
2003-04-09,56.484,
2003-04-10,56.738,
2003-04-11,56.259,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,56.445,
2003-04-15,56.466,
2003-04-16,56.643,
2003-04-17,56.994,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,57.647,
2003-04-23,57.448,
2003-04-24,58.139,
2003-04-25,58.263,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,58.296,
2003-04-29,57.941,
2003-04-30,58.469,
2003-05-01,.,No value available
2003-05-02,58.998,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,58.755,
2003-05-06,59.314,
2003-05-07,59.416,
2003-05-08,59.561,
2003-05-09,59.939,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,60.357,
2003-05-13,60.074,
2003-05-14,59.982,
2003-05-15,59.691,
2003-05-16,60.461,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,61.073,
2003-05-20,61.470,
2003-05-21,61.498,
2003-05-22,61.940,
2003-05-23,62.114,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,62.369,
2003-05-27,62.916,
2003-05-28,62.326,
2003-05-29,62.611,
2003-05-30,62.981,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,62.173,
2003-06-03,62.287,
2003-06-04,62.238,
2003-06-05,62.787,
2003-06-06,62.787,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,62.566,
2003-06-10,62.385,
2003-06-11,62.793,
2003-06-12,62.863,
2003-06-13,62.889,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,63.268,
2003-06-17,63.012,
2003-06-18,62.467,
2003-06-19,62.159,
2003-06-20,62.214,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,61.543,
2003-06-24,61.778,
2003-06-25,61.599,
2003-06-26,60.956,
2003-06-27,61.219,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,61.037,
2003-07-01,61.627,
2003-07-02,61.511,
2003-07-03,61.090,
2003-07-04,61.189,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,60.623,
2003-07-08,60.546,
2003-07-09,60.608,
2003-07-10,60.584,
2003-07-11,60.391,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,60.430,
2003-07-15,60.634,
2003-07-16,59.711,
2003-07-17,60.184,
2003-07-18,60.174,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,60.565,
2003-07-22,61.090,
2003-07-23,61.597,
2003-07-24,61.822,
2003-07-25,62.002,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,62.461,
2003-07-29,62.648,
2003-07-30,62.431,
2003-07-31,61.907,
2003-08-01,61.371,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,62.001,
2003-08-05,62.153,
2003-08-06,62.422,
2003-08-07,62.078,
2003-08-08,61.984,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,61.931,
2003-08-12,62.061,
2003-08-13,61.827,
2003-08-14,61.861,
2003-08-15,61.954,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,61.638,
2003-08-19,60.999,
2003-08-20,61.278,
2003-08-21,60.878,
2003-08-22,60.157,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,60.361,
2003-08-26,59.972,
2003-08-27,60.316,
2003-08-28,59.509,
2003-08-29,59.962,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,60.234,
2003-09-02,59.483,
2003-09-03,59.067,
2003-09-04,59.424,
2003-09-05,59.916,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,61.012,
2003-09-09,61.421,
2003-09-10,61.379,
2003-09-11,61.722,
2003-09-12,61.402,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,62.012,
2003-09-16,61.832,
2003-09-17,61.823,
2003-09-18,62.290,
2003-09-19,62.235,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,63.102,
2003-09-23,63.026,
2003-09-24,63.158,
2003-09-25,63.385,
2003-09-26,63.222,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,62.638,
2003-09-30,63.957,
2003-10-01,63.928,
2003-10-02,64.259,
2003-10-03,64.136,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,63.747,
2003-10-07,64.809,
2003-10-08,64.821,
2003-10-09,64.706,
2003-10-10,64.489,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,63.743,
2003-10-14,63.640,
2003-10-15,63.710,
2003-10-16,63.450,
2003-10-17,63.323,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,63.489,
2003-10-21,63.756,
2003-10-22,64.588,
2003-10-23,65.124,
2003-10-24,65.154,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,65.172,
2003-10-28,64.630,
2003-10-29,64.522,
2003-10-30,64.902,
2003-10-31,64.307,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,64.316,
2003-11-04,63.478,
2003-11-05,63.337,
2003-11-06,63.056,
2003-11-07,63.133,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,63.519,
2003-11-11,63.421,
2003-11-12,64.130,
2003-11-13,64.633,
2003-11-14,65.174,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,65.416,
2003-11-18,65.259,
2003-11-19,65.953,
2003-11-20,65.850,
2003-11-21,66.137,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,65.707,
2003-11-25,65.339,
2003-11-26,65.710,
2003-11-27,66.286,
2003-11-28,66.845,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,66.714,
2003-12-02,66.500,
2003-12-03,67.046,
2003-12-04,66.745,
2003-12-05,66.901,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,67.591,
2003-12-09,67.757,
2003-12-10,67.760,
2003-12-11,67.552,
2003-12-12,67.957,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,67.866,
2003-12-16,68.519,
2003-12-17,68.390,
2003-12-18,68.605,
2003-12-19,68.815,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,69.033,
2003-12-23,68.859,
2003-12-24,68.894,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,68.894,
2003-12-30,69.393,
2003-12-31,70.171,
2004-01-01,.,No value available
2004-01-02,69.878,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,69.995,
2004-01-06,70.331,
2004-01-07,70.028,
2004-01-08,69.681,
2004-01-09,70.460,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,70.882,
2004-01-13,70.626,
2004-01-14,70.401,
2004-01-15,70.149,
2004-01-16,69.366,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,68.820,
2004-01-20,69.803,
2004-01-21,70.050,
2004-01-22,70.050,
2004-01-23,70.584,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,70.192,
2004-01-27,69.831,
2004-01-28,70.213,
2004-01-29,69.876,
2004-01-30,69.252,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,69.827,
2004-02-03,70.751,
2004-02-04,70.395,
2004-02-05,70.367,
2004-02-06,70.157,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,71.063,
2004-02-10,71.242,
2004-02-11,70.927,
2004-02-12,71.660,
2004-02-13,71.907,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,71.523,
2004-02-17,72.111,
2004-02-18,71.972,
2004-02-19,71.972,
2004-02-20,71.319,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,70.744,
2004-02-24,70.881,
2004-02-25,70.953,
2004-02-26,70.094,
2004-02-27,69.925,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,70.257,
2004-03-02,69.745,
2004-03-03,68.294,
2004-03-04,68.354,
2004-03-05,68.670,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,69.472,
2004-03-09,69.487,
2004-03-10,69.140,
2004-03-11,68.989,
2004-03-12,68.893,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,69.143,
2004-03-16,69.464,
2004-03-17,68.940,
2004-03-18,69.001,
2004-03-19,69.585,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,69.691,
2004-03-23,69.212,
2004-03-24,68.666,
2004-03-25,68.441,
2004-03-26,68.658,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,68.330,
2004-03-30,68.662,
2004-03-31,68.646,
2004-04-01,69.185,
2004-04-02,69.329,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,67.905,
2004-04-06,68.048,
2004-04-07,68.080,
2004-04-08,67.937,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,66.876,
2004-04-14,66.590,
2004-04-15,66.584,
2004-04-16,66.678,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,67.003,
2004-04-20,66.334,
2004-04-21,66.077,
2004-04-22,66.291,
2004-04-23,66.251,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,65.986,
2004-04-27,66.099,
2004-04-28,66.407,
2004-04-29,66.275,
2004-04-30,66.972,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,66.659,
2004-05-04,67.200,
2004-05-05,67.219,
2004-05-06,67.434,
2004-05-07,67.242,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,65.968,
2004-05-11,66.087,
2004-05-12,66.235,
2004-05-13,66.162,
2004-05-14,66.065,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,67.230,
2004-05-18,66.904,
2004-05-19,66.836,
2004-05-20,66.610,
2004-05-21,66.610,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,67.002,
2004-05-25,67.544,
2004-05-26,67.739,
2004-05-27,67.986,
2004-05-28,68.415,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,68.059,
2004-06-01,68.283,
2004-06-02,68.411,
2004-06-03,68.188,
2004-06-04,68.199,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,68.730,
2004-06-08,68.461,
2004-06-09,67.664,
2004-06-10,67.206,
2004-06-11,67.107,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,67.201,
2004-06-15,67.483,
2004-06-16,67.788,
2004-06-17,67.877,
2004-06-18,67.959,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,68.065,
2004-06-22,67.987,
2004-06-23,67.948,
2004-06-24,67.917,
2004-06-25,68.061,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,68.521,
2004-06-29,68.368,
2004-06-30,68.220,
2004-07-01,68.131,
2004-07-02,68.000,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,68.514,
2004-07-06,68.841,
2004-07-07,69.126,
2004-07-08,69.084,
2004-07-09,69.025,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,69.160,
2004-07-13,69.001,
2004-07-14,69.174,
2004-07-15,69.259,
2004-07-16,69.157,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,69.409,
2004-07-20,69.210,
2004-07-21,68.780,
2004-07-22,68.699,
2004-07-23,68.357,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,68.237,
2004-07-27,68.180,
2004-07-28,67.393,
2004-07-29,67.405,
2004-07-30,67.350,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,67.242,
2004-08-03,67.168,
2004-08-04,66.999,
2004-08-05,67.178,
2004-08-06,67.322,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,68.228,
2004-08-10,68.353,
2004-08-11,68.318,
2004-08-12,68.250,
2004-08-13,68.051,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,68.768,
2004-08-17,68.766,
2004-08-18,68.766,
2004-08-19,68.926,
2004-08-20,68.485,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,68.352,
2004-08-24,67.965,
2004-08-25,67.767,
2004-08-26,67.804,
2004-08-27,67.898,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,67.726,
2004-08-31,68.034,
2004-09-01,68.453,
2004-09-02,68.318,
2004-09-03,68.255,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,67.755,
2004-09-07,67.775,
2004-09-08,67.501,
2004-09-09,68.382,
2004-09-10,68.613,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,68.785,
2004-09-14,68.749,
2004-09-15,68.664,
2004-09-16,68.290,
2004-09-17,68.673,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,68.236,
2004-09-21,69.131,
2004-09-22,68.978,
2004-09-23,69.435,
2004-09-24,69.386,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,69.172,
2004-09-28,69.547,
2004-09-29,69.407,
2004-09-30,69.835,
2004-10-01,69.931,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,69.244,
2004-10-05,69.252,
2004-10-06,69.156,
2004-10-07,69.364,
2004-10-08,69.362,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,69.801,
2004-10-12,69.423,
2004-10-13,69.108,
2004-10-14,69.871,
2004-10-15,70.066,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,70.390,
2004-10-19,70.528,
2004-10-20,70.925,
2004-10-21,70.991,
2004-10-22,71.025,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,72.021,
2004-10-26,72.040,
2004-10-27,72.138,
2004-10-28,72.138,
2004-10-29,71.741,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,71.743,
2004-11-02,71.558,
2004-11-03,71.915,
2004-11-04,72.566,
2004-11-05,72.493,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,72.652,
2004-11-09,72.562,
2004-11-10,73.107,
2004-11-11,72.636,
2004-11-12,72.811,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,72.921,
2004-11-16,73.104,
2004-11-17,73.419,
2004-11-18,73.299,
2004-11-19,73.338,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,73.338,
2004-11-23,73.658,
2004-11-24,74.065,
2004-11-25,74.381,
2004-11-26,74.345,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,74.441,
2004-11-30,74.678,
2004-12-01,74.626,
2004-12-02,74.671,
2004-12-03,74.562,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,75.354,
2004-12-07,75.437,
2004-12-08,74.630,
2004-12-09,74.689,
2004-12-10,74.329,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,74.747,
2004-12-14,74.961,
2004-12-15,75.354,
2004-12-16,75.429,
2004-12-17,74.664,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,75.151,
2004-12-21,75.182,
2004-12-22,75.137,
2004-12-23,75.624,
2004-12-24,75.912,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,75.893,
2004-12-28,76.758,
2004-12-29,76.623,
2004-12-30,76.494,
2004-12-31,76.510,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,75.881,
2005-01-04,75.034,
2005-01-05,74.367,
2005-01-06,73.891,
2005-01-07,74.171,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,73.544,
2005-01-11,73.725,
2005-01-12,73.460,
2005-01-13,73.678,
2005-01-14,73.114,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,72.663,
2005-01-18,72.663,
2005-01-19,72.666,
2005-01-20,71.726,
2005-01-21,71.997,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,72.347,
2005-01-25,72.067,
2005-01-26,71.977,
2005-01-27,71.823,
2005-01-28,71.816,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,71.828,
2005-02-01,71.681,
2005-02-02,71.846,
2005-02-03,71.400,
2005-02-04,70.876,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,70.078,
2005-02-08,70.298,
2005-02-09,69.981,
2005-02-10,69.995,
2005-02-11,70.404,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,70.714,
2005-02-15,71.157,
2005-02-16,71.778,
2005-02-17,71.539,
2005-02-18,71.365,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,71.721,
2005-02-22,72.059,
2005-02-23,72.186,
2005-02-24,72.557,
2005-02-25,71.994,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,72.464,
2005-03-01,72.359,
2005-03-02,71.783,
2005-03-03,72.208,
2005-03-04,72.108,
