SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1978-07,Jul-78,IDX,Index,0,units,,,56.90908,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1978-08,Aug-78,IDX,Index,0,units,,,57.22018,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1978-09,Sep-78,IDX,Index,0,units,,,57.50628,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1978-10,Oct-78,IDX,Index,0,units,,,57.75699,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1978-11,Nov-78,IDX,Index,0,units,,,57.98122,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1978-12,Dec-78,IDX,Index,0,units,,,58.18597,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-01,Jan-79,IDX,Index,0,units,,,58.3849,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-02,Feb-79,IDX,Index,0,units,,,58.5888,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-03,Mar-79,IDX,Index,0,units,,,58.78492,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-04,Apr-79,IDX,Index,0,units,,,58.94976,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-05,May-79,IDX,Index,0,units,,,59.07122,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-06,Jun-79,IDX,Index,0,units,,,59.13987,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-07,Jul-79,IDX,Index,0,units,,,59.15776,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-08,Aug-79,IDX,Index,0,units,,,59.13712,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-09,Sep-79,IDX,Index,0,units,,,59.09987,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-10,Oct-79,IDX,Index,0,units,,,59.06315,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-11,Nov-79,IDX,Index,0,units,,,59.03203,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1979-12,Dec-79,IDX,Index,0,units,,,59.01411,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-01,Jan-80,IDX,Index,0,units,,,58.99976,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-02,Feb-80,IDX,Index,0,units,,,58.9643,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-03,Mar-80,IDX,Index,0,units,,,58.89132,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-04,Apr-80,IDX,Index,0,units,,,58.78042,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-05,May-80,IDX,Index,0,units,,,58.65253,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-06,Jun-80,IDX,Index,0,units,,,58.54009,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-07,Jul-80,IDX,Index,0,units,,,58.47063,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-08,Aug-80,IDX,Index,0,units,,,58.44648,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-09,Sep-80,IDX,Index,0,units,,,58.46063,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-10,Oct-80,IDX,Index,0,units,,,58.49702,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-11,Nov-80,IDX,Index,0,units,,,58.54867,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1980-12,Dec-80,IDX,Index,0,units,,,58.61622,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-01,Jan-81,IDX,Index,0,units,,,58.69286,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-02,Feb-81,IDX,Index,0,units,,,58.77098,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-03,Mar-81,IDX,Index,0,units,,,58.84317,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-04,Apr-81,IDX,Index,0,units,,,58.91796,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-05,May-81,IDX,Index,0,units,,,58.99789,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-06,Jun-81,IDX,Index,0,units,,,59.09306,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-07,Jul-81,IDX,Index,0,units,,,59.20526,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-08,Aug-81,IDX,Index,0,units,,,59.32355,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-09,Sep-81,IDX,Index,0,units,,,59.44146,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-10,Oct-81,IDX,Index,0,units,,,59.54738,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-11,Nov-81,IDX,Index,0,units,,,59.62857,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1981-12,Dec-81,IDX,Index,0,units,,,59.6811,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-01,Jan-82,IDX,Index,0,units,,,59.70164,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-02,Feb-82,IDX,Index,0,units,,,59.69386,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-03,Mar-82,IDX,Index,0,units,,,59.64064,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-04,Apr-82,IDX,Index,0,units,,,59.5406,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-05,May-82,IDX,Index,0,units,,,59.41675,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-06,Jun-82,IDX,Index,0,units,,,59.29985,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-07,Jul-82,IDX,Index,0,units,,,59.22036,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-08,Aug-82,IDX,Index,0,units,,,59.21688,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-09,Sep-82,IDX,Index,0,units,,,59.31717,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-10,Oct-82,IDX,Index,0,units,,,59.53049,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-11,Nov-82,IDX,Index,0,units,,,59.84003,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1982-12,Dec-82,IDX,Index,0,units,,,60.19883,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-01,Jan-83,IDX,Index,0,units,,,60.55262,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-02,Feb-83,IDX,Index,0,units,,,60.86264,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-03,Mar-83,IDX,Index,0,units,,,61.12578,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-04,Apr-83,IDX,Index,0,units,,,61.3432,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-05,May-83,IDX,Index,0,units,,,61.53207,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-06,Jun-83,IDX,Index,0,units,,,61.7014,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-07,Jul-83,IDX,Index,0,units,,,61.8695,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-08,Aug-83,IDX,Index,0,units,,,62.05373,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-09,Sep-83,IDX,Index,0,units,,,62.24576,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-10,Oct-83,IDX,Index,0,units,,,62.43365,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-11,Nov-83,IDX,Index,0,units,,,62.61297,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1983-12,Dec-83,IDX,Index,0,units,,,62.76461,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-01,Jan-84,IDX,Index,0,units,,,62.87288,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-02,Feb-84,IDX,Index,0,units,,,62.93122,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-03,Mar-84,IDX,Index,0,units,,,62.94604,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-04,Apr-84,IDX,Index,0,units,,,62.94695,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-05,May-84,IDX,Index,0,units,,,62.96102,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-06,Jun-84,IDX,Index,0,units,,,63.00393,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-07,Jul-84,IDX,Index,0,units,,,63.08277,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-08,Aug-84,IDX,Index,0,units,,,63.17693,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-09,Sep-84,IDX,Index,0,units,,,63.27638,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-10,Oct-84,IDX,Index,0,units,,,63.37967,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-11,Nov-84,IDX,Index,0,units,,,63.48322,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1984-12,Dec-84,IDX,Index,0,units,,,63.59447,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-01,Jan-85,IDX,Index,0,units,,,63.71462,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-02,Feb-85,IDX,Index,0,units,,,63.83378,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-03,Mar-85,IDX,Index,0,units,,,63.95106,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-04,Apr-85,IDX,Index,0,units,,,64.06786,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-05,May-85,IDX,Index,0,units,,,64.18558,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-06,Jun-85,IDX,Index,0,units,,,64.30424,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-07,Jul-85,IDX,Index,0,units,,,64.42625,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-08,Aug-85,IDX,Index,0,units,,,64.54359,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-09,Sep-85,IDX,Index,0,units,,,64.65169,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-10,Oct-85,IDX,Index,0,units,,,64.7405,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-11,Nov-85,IDX,Index,0,units,,,64.80405,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1985-12,Dec-85,IDX,Index,0,units,,,64.85078,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-01,Jan-86,IDX,Index,0,units,,,64.89236,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-02,Feb-86,IDX,Index,0,units,,,64.93553,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-03,Mar-86,IDX,Index,0,units,,,64.98895,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-04,Apr-86,IDX,Index,0,units,,,65.05487,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-05,May-86,IDX,Index,0,units,,,65.11945,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-06,Jun-86,IDX,Index,0,units,,,65.18774,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-07,Jul-86,IDX,Index,0,units,,,65.24962,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-08,Aug-86,IDX,Index,0,units,,,65.30016,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-09,Sep-86,IDX,Index,0,units,,,65.34819,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-10,Oct-86,IDX,Index,0,units,,,65.39452,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-11,Nov-86,IDX,Index,0,units,,,65.44631,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1986-12,Dec-86,IDX,Index,0,units,,,65.52158,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-01,Jan-87,IDX,Index,0,units,,,65.63275,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-02,Feb-87,IDX,Index,0,units,,,65.80325,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-03,Mar-87,IDX,Index,0,units,,,66.02357,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-04,Apr-87,IDX,Index,0,units,,,66.27659,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-05,May-87,IDX,Index,0,units,,,66.54718,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-06,Jun-87,IDX,Index,0,units,,,66.82427,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-07,Jul-87,IDX,Index,0,units,,,67.08111,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-08,Aug-87,IDX,Index,0,units,,,67.31676,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-09,Sep-87,IDX,Index,0,units,,,67.52752,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-10,Oct-87,IDX,Index,0,units,,,67.71323,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-11,Nov-87,IDX,Index,0,units,,,67.89326,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1987-12,Dec-87,IDX,Index,0,units,,,68.10189,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-01,Jan-88,IDX,Index,0,units,,,68.36615,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-02,Feb-88,IDX,Index,0,units,,,68.67927,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-03,Mar-88,IDX,Index,0,units,,,69.02072,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-04,Apr-88,IDX,Index,0,units,,,69.37024,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-05,May-88,IDX,Index,0,units,,,69.70731,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-06,Jun-88,IDX,Index,0,units,,,70.01755,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-07,Jul-88,IDX,Index,0,units,,,70.29316,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-08,Aug-88,IDX,Index,0,units,,,70.54931,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-09,Sep-88,IDX,Index,0,units,,,70.78327,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-10,Oct-88,IDX,Index,0,units,,,71.00084,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-11,Nov-88,IDX,Index,0,units,,,71.21804,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1988-12,Dec-88,IDX,Index,0,units,,,71.42575,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-01,Jan-89,IDX,Index,0,units,,,71.62375,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-02,Feb-89,IDX,Index,0,units,,,71.82478,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-03,Mar-89,IDX,Index,0,units,,,72.03179,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-04,Apr-89,IDX,Index,0,units,,,72.24399,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-05,May-89,IDX,Index,0,units,,,72.45798,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-06,Jun-89,IDX,Index,0,units,,,72.6709,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-07,Jul-89,IDX,Index,0,units,,,72.87466,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-08,Aug-89,IDX,Index,0,units,,,73.07555,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-09,Sep-89,IDX,Index,0,units,,,73.28104,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-10,Oct-89,IDX,Index,0,units,,,73.49886,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-11,Nov-89,IDX,Index,0,units,,,73.73799,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1989-12,Dec-89,IDX,Index,0,units,,,73.99964,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-01,Jan-90,IDX,Index,0,units,,,74.28053,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-02,Feb-90,IDX,Index,0,units,,,74.5834,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-03,Mar-90,IDX,Index,0,units,,,74.90434,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-04,Apr-90,IDX,Index,0,units,,,75.22854,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-05,May-90,IDX,Index,0,units,,,75.54343,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-06,Jun-90,IDX,Index,0,units,,,75.83571,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-07,Jul-90,IDX,Index,0,units,,,76.10057,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-08,Aug-90,IDX,Index,0,units,,,76.31931,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-09,Sep-90,IDX,Index,0,units,,,76.4747,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-10,Oct-90,IDX,Index,0,units,,,76.56723,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-11,Nov-90,IDX,Index,0,units,,,76.61163,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1990-12,Dec-90,IDX,Index,0,units,,,76.62994,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-01,Jan-91,IDX,Index,0,units,,,76.64454,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-02,Feb-91,IDX,Index,0,units,,,76.6822,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-03,Mar-91,IDX,Index,0,units,,,76.76112,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-04,Apr-91,IDX,Index,0,units,,,76.87727,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-05,May-91,IDX,Index,0,units,,,77.02617,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-06,Jun-91,IDX,Index,0,units,,,77.20252,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-07,Jul-91,IDX,Index,0,units,,,77.39653,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-08,Aug-91,IDX,Index,0,units,,,77.60487,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-09,Sep-91,IDX,Index,0,units,,,77.81232,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-10,Oct-91,IDX,Index,0,units,,,78.01054,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-11,Nov-91,IDX,Index,0,units,,,78.17961,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1991-12,Dec-91,IDX,Index,0,units,,,78.30656,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-01,Jan-92,IDX,Index,0,units,,,78.39394,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-02,Feb-92,IDX,Index,0,units,,,78.45081,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-03,Mar-92,IDX,Index,0,units,,,78.4724,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-04,Apr-92,IDX,Index,0,units,,,78.45407,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-05,May-92,IDX,Index,0,units,,,78.38806,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-06,Jun-92,IDX,Index,0,units,,,78.26933,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-07,Jul-92,IDX,Index,0,units,,,78.09863,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-08,Aug-92,IDX,Index,0,units,,,77.89505,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-09,Sep-92,IDX,Index,0,units,,,77.69194,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-10,Oct-92,IDX,Index,0,units,,,77.53071,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-11,Nov-92,IDX,Index,0,units,,,77.44625,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1992-12,Dec-92,IDX,Index,0,units,,,77.44946,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-01,Jan-93,IDX,Index,0,units,,,77.51367,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-02,Feb-93,IDX,Index,0,units,,,77.62583,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-03,Mar-93,IDX,Index,0,units,,,77.78644,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-04,Apr-93,IDX,Index,0,units,,,77.99333,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-05,May-93,IDX,Index,0,units,,,78.24263,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-06,Jun-93,IDX,Index,0,units,,,78.52281,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-07,Jul-93,IDX,Index,0,units,,,78.82813,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-08,Aug-93,IDX,Index,0,units,,,79.1552,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-09,Sep-93,IDX,Index,0,units,,,79.49317,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-10,Oct-93,IDX,Index,0,units,,,79.84232,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-11,Nov-93,IDX,Index,0,units,,,80.21363,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1993-12,Dec-93,IDX,Index,0,units,,,80.61311,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-01,Jan-94,IDX,Index,0,units,,,81.04282,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-02,Feb-94,IDX,Index,0,units,,,81.49583,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-03,Mar-94,IDX,Index,0,units,,,81.94909,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-04,Apr-94,IDX,Index,0,units,,,82.38393,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-05,May-94,IDX,Index,0,units,,,82.78661,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-06,Jun-94,IDX,Index,0,units,,,83.15341,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-07,Jul-94,IDX,Index,0,units,,,83.48474,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-08,Aug-94,IDX,Index,0,units,,,83.79229,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-09,Sep-94,IDX,Index,0,units,,,84.07806,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-10,Oct-94,IDX,Index,0,units,,,84.31407,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-11,Nov-94,IDX,Index,0,units,,,84.46965,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1994-12,Dec-94,IDX,Index,0,units,,,84.52114,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-01,Jan-95,IDX,Index,0,units,,,84.47819,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-02,Feb-95,IDX,Index,0,units,,,84.36983,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-03,Mar-95,IDX,Index,0,units,,,84.21733,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-04,Apr-95,IDX,Index,0,units,,,84.05518,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-05,May-95,IDX,Index,0,units,,,83.90832,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-06,Jun-95,IDX,Index,0,units,,,83.78236,,
LOLITOTR_STSA,Trend restored (CLI),DEU,Germany,M,Monthly,1995-07,Jul-95,IDX,Index,0,units,,,83.68848,,
