"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2003-12,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26746384,26731667,26731667,26731667,26731667,26731667,26731667,26731667
2004-01,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26407977,26384415,26384415,26384415,26384415,26384415,26384415,26384415
2004-02,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26329411,26312684,26312684,26312684,26312684,26312684,26312684,26312684
2004-03,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26427917,26444797,26444797,26444797,26444797,26444797,26444797,26444797
2004-04,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26483850,26501000,26501000,26501000,26501000,26501000,26501000,26501000
2004-05,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26513597,26539565,26539565,26539565,26539565,26539565,26539565,26539565
2004-06,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26523982,26547978,26547978,26547978,26547978,26547978,26547978,26547978
2004-07,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26409888,26421065,26421065,26421065,26421065,26421065,26421065,26421065
2004-08,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26621666,26637071,26637071,26637071,26637071,26637071,26637071,26637071
2004-09,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26916694,26968308,26968308,26968308,26968308,26968308,26968308,26968308
2004-10,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26822301,26886637,26886637,26886637,26886637,26886637,26886637,26886637
2004-11,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26714066,26813636,26813636,26813636,26813636,26813636,26813636,26813636
2004-12,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26381842,26502359,26502359,26502359,26502359,26502359,26502359,26502359
2005-01,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26062852,26087134,26087134,26087134,26087134,26087134,26087134,26087134
2005-02,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,25989733,26017393,26017393,26017393,26017393,26017393,26017393,26017393
2005-03,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,25999500,26100960,26100960,26100960,26100960,26100960,26100960,26100960
2005-04,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26098049,26206610,26206610,26206610,26206610,26206610,26206610,26206610
2005-05,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26174136,26288913,26288913,26288913,26288913,26288913,26288913,26288913
2005-06,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26178266,26299560,26299560,26299560,26299560,26299560,26299560,26299560
2005-07,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26088504,26196343,26196343,26196343,26196343,26196343,26196343,26196343
2005-08,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26305084,26416350,26416350,26416350,26416350,26416350,26416350,26416350
2005-09,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26565925,26712681,26712681,26712681,26712681,26712681,26712681,26712681
2005-10,26573800,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26560121,26725363,26725363,26725363,26725363,26725363,26725363,26725363
2005-11,26532500,26499900,26522953,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26522956,26704856,26704856,26704856,26704856,26704856,26704856,26704856
2005-12,26196200,26163800,26159200,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26205969,26406648,26406648,26406648,26406648,26406648,26406648,26406648
2006-01,25897200,25848800,25844400,25876400,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,25835714,26029303,26029303,26029303,26029303,26029303,26029303,26029303
2006-02,,25837400,25786900,25821800,25838900,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,25815795,26008773,26008773,26008773,26008773,26008773,26008773,26008773
2006-03,,,25911300,25944100,25961000,25964800,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,25937677,26134558,26134558,26134558,26134558,26134558,26134558,26134558
2006-04,,,,26102100,26090100,26093700,26077500,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26116257,26315646,26315646,26315646,26315646,26315646,26315646,26315646
2006-05,,,,,26228400,26277700,26261200,26278200,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26296744,26500166,26500166,26500166,26500166,26500166,26500166,26500166
