"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2000-10,,,,,,,,,,,,,,,,,,,,,,,,180.94,180.94,181.56,181.56,181.55,181.55,183.42,183.42,183.42,183.50,183.79,183.79,183.79,184.17,184.02,184.02,184.13,185.57,185.45,185.45,185.45,185.45,186.04,186.04,186.04,186.04,185.24,185.24,185.24,185.24,185.06,185.06,185.06,185.06,185.08,185.08,185.08,185.08,185.11,185.11,185.11,185.11,183.72,183.72,183.72,183.72,184.50,184.50,184.50,184.50,184.44,184.44,184.44,184.44,174.599,174.599,174.599
2001-01,,,,,,,,,,,,,,,,,,,,,,,,,179.64,180.98,180.64,181.36,181.36,183.30,183.30,183.30,183.26,183.77,183.77,183.77,183.55,183.95,183.95,183.90,183.75,183.59,183.59,183.59,183.59,183.44,183.44,183.44,183.44,183.51,183.51,183.51,183.51,183.44,183.44,183.44,183.44,183.42,183.42,183.42,183.42,183.39,183.39,183.39,183.39,182.30,182.30,182.30,182.30,182.07,182.07,182.07,182.07,182.02,182.02,182.02,182.02,173.522,173.522,173.522
2001-04,,,,,,,,,,,,,,,,,,,,,,,,,,182.07,182.66,182.47,182.47,182.89,182.89,182.89,182.80,184.75,184.75,184.75,184.49,182.98,182.98,182.84,183.87,183.81,183.81,183.81,183.81,183.78,183.78,183.78,183.78,184.63,184.63,184.63,184.63,184.85,184.85,184.85,184.85,184.89,184.89,184.89,184.89,184.96,184.96,184.96,184.95,183.80,183.80,183.80,183.80,183.54,183.54,183.54,183.54,183.63,183.63,183.63,183.63,174.362,174.362,174.362
2001-07,,,,,,,,,,,,,,,,,,,,,,,,,,,180.56,180.46,180.46,181.32,181.32,181.32,181.35,182.02,182.02,182.02,182.01,181.45,181.45,181.48,182.83,183.48,183.48,183.48,183.48,183.00,183.00,183.00,183.00,183.02,183.02,183.02,183.02,182.98,182.98,182.98,182.98,183.01,183.01,183.01,183.01,183.03,183.03,183.03,183.03,182.07,182.07,182.07,182.07,181.66,181.66,181.66,181.66,181.72,181.72,181.72,181.72,174.088,174.088,174.088
2001-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.15,180.15,182.22,182.22,182.22,182.32,183.44,183.44,183.44,183.93,184.62,184.62,184.78,187.26,187.15,187.15,187.15,187.15,187.81,187.81,187.81,187.81,186.89,186.89,186.89,186.89,186.70,186.70,186.70,186.70,186.75,186.75,186.75,186.75,186.79,186.79,186.79,186.81,185.67,185.67,185.67,185.67,186.60,186.60,186.60,186.60,186.55,186.55,186.55,186.55,175.504,175.504,175.504
2002-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.26,183.73,183.39,183.45,183.36,185.18,185.18,185.18,184.92,186.47,186.47,186.42,186.81,186.65,186.65,186.65,186.65,186.36,186.36,186.36,186.36,186.42,186.42,186.42,186.42,186.29,186.29,186.29,186.29,186.33,186.33,186.33,186.33,186.37,186.37,186.37,186.38,185.17,185.17,185.17,185.17,184.94,184.94,184.94,184.94,184.99,184.99,184.99,184.99,174.690,174.690,174.690
2002-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.38,185.88,185.91,185.80,189.43,189.43,189.43,189.06,189.24,189.24,189.01,190.41,189.62,189.62,189.62,189.62,189.67,189.67,189.67,189.67,190.67,190.67,190.67,190.67,190.93,190.93,190.93,190.93,190.95,190.95,190.95,190.95,190.98,190.98,190.98,190.96,189.92,189.92,189.92,189.92,189.68,189.68,189.68,189.68,189.73,189.73,189.73,189.73,179.705,179.705,179.705
2002-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.32,190.63,190.72,192.64,192.64,192.64,192.67,192.72,192.72,192.79,194.58,194.56,194.56,194.56,194.56,194.00,194.00,194.00,194.00,193.91,193.91,193.91,193.91,193.84,193.84,193.84,193.84,193.84,193.84,193.84,193.84,193.81,193.81,193.81,193.78,192.60,192.60,192.60,192.60,192.25,192.25,192.25,192.25,192.27,192.27,192.27,192.27,182.468,182.468,182.468
2002-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.37,191.49,193.18,193.18,193.18,193.78,195.76,195.76,195.99,198.32,197.54,197.54,197.54,197.54,198.51,198.51,198.51,198.51,197.52,197.52,197.52,197.52,197.44,197.44,197.44,197.44,197.47,197.47,197.47,197.47,197.51,197.51,197.51,197.53,195.90,195.90,195.90,195.90,196.75,196.75,196.75,196.75,196.71,196.71,196.71,196.71,185.684,185.684,185.684
2003-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.42,192.46,192.46,191.63,192.79,194.64,194.64,194.58,193.05,193.43,193.43,193.43,193.43,192.63,192.63,192.63,192.63,192.69,192.69,192.69,192.69,192.33,192.33,192.33,192.33,192.41,192.41,192.41,192.41,192.48,192.48,192.48,192.49,191.18,191.18,191.18,191.18,191.04,191.04,191.04,191.04,191.04,191.04,191.04,191.04,178.998,178.998,178.998
2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.68,187.66,186.54,187.78,188.12,188.12,187.86,187.09,188.11,188.11,188.11,188.11,187.62,187.62,187.62,187.62,188.94,188.94,188.94,188.94,189.26,189.26,189.26,189.26,189.42,189.42,189.42,189.42,189.42,189.42,189.42,189.38,188.42,188.42,188.42,188.42,188.24,188.24,188.24,188.24,188.32,188.32,188.32,188.32,177.559,177.559,177.559
2003-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.87,191.95,193.48,193.72,193.72,193.80,194.70,196.01,196.01,196.01,196.01,194.84,194.84,194.84,194.84,194.80,194.80,194.80,194.80,194.74,194.74,194.74,194.74,194.75,194.75,194.75,194.75,194.71,194.71,194.71,194.70,193.81,193.81,193.81,193.81,193.49,193.49,193.49,193.49,193.46,193.46,193.46,193.46,182.495,182.495,182.495
2003-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.94,193.57,194.69,194.69,194.94,195.98,197.12,197.12,197.12,197.12,197.65,197.65,197.65,197.65,196.86,196.86,196.86,196.86,196.96,196.96,196.96,196.96,196.99,196.99,196.99,196.99,197.04,197.04,197.04,197.09,196.17,196.17,196.17,196.17,196.92,196.92,196.92,196.92,196.86,196.86,196.86,196.86,186.737,186.737,186.737
2004-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.70,203.21,203.08,202.45,202.58,203.09,203.09,203.09,203.09,203.14,203.14,203.14,203.14,204.00,204.00,204.00,204.00,203.69,203.69,203.69,203.69,203.49,203.49,203.49,203.49,203.60,203.60,203.60,203.67,202.71,202.71,202.71,202.71,202.58,202.58,202.58,202.58,202.49,202.49,202.49,202.49,193.545,193.545,193.545
2004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.46,210.48,209.68,210.31,210.98,210.98,210.98,210.98,211.65,211.65,211.65,211.65,213.92,213.92,213.92,213.92,214.87,214.87,214.87,214.87,214.90,214.90,214.90,214.90,214.83,214.83,214.83,214.74,213.80,213.80,213.80,213.80,213.72,213.72,213.72,213.72,213.72,213.72,213.72,213.72,203.037,203.037,203.037
2004-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.80,206.78,208.87,210.90,210.90,210.90,210.90,210.26,210.26,210.26,210.26,211.54,211.54,211.54,211.54,211.97,211.97,211.97,211.97,212.02,212.02,212.02,212.02,211.96,211.96,211.96,211.90,211.22,211.22,211.22,211.22,211.06,211.06,211.06,211.06,210.99,210.99,210.99,210.99,200.246,200.246,200.246
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.13,211.32,212.33,212.33,212.33,212.33,214.62,214.62,214.62,214.62,213.99,213.99,213.99,213.99,214.79,214.79,214.79,214.79,214.41,214.41,214.41,214.41,214.26,214.26,214.26,214.33,213.69,213.69,213.69,213.69,214.17,214.17,214.17,214.17,213.92,213.92,213.92,213.92,202.627,202.627,202.627
2005-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.26,217.01,216.16,216.18,216.18,218.01,218.01,218.01,218.01,218.72,218.72,218.72,218.72,219.17,219.17,219.17,219.17,219.19,219.19,219.19,219.19,219.62,219.62,219.62,219.79,218.91,218.91,218.91,218.91,218.81,218.81,218.81,218.81,218.89,218.89,218.89,218.89,207.435,207.435,207.435
2005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.05,219.24,219.25,219.25,222.71,222.71,222.71,222.71,225.91,225.91,225.91,225.91,227.05,227.05,227.05,227.05,226.94,226.94,226.94,226.94,226.55,226.55,226.55,226.48,225.59,225.59,225.59,225.59,225.45,225.45,225.45,225.45,225.23,225.23,225.23,225.23,211.891,211.891,211.891
2005-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.07,230.05,230.05,232.20,232.20,232.20,232.20,233.36,233.36,233.36,233.36,233.58,233.58,233.58,233.58,233.89,233.89,233.89,233.89,233.85,233.85,233.85,233.60,233.01,233.01,233.01,233.01,233.01,233.01,233.01,233.01,232.90,232.90,232.90,232.90,220.402,220.402,220.402
2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.60,232.60,236.71,236.71,236.71,236.71,237.41,237.41,237.41,237.41,238.77,238.77,238.77,238.77,238.71,238.71,238.71,238.71,238.58,238.58,238.58,238.74,238.65,238.65,238.65,238.65,239.00,239.00,239.00,239.00,238.94,238.94,238.94,238.94,225.184,225.184,225.184
2006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.05,249.99,246.91,246.28,247.70,249.83,249.83,249.83,249.83,249.13,249.13,249.13,249.13,248.63,248.63,248.63,248.63,249.18,249.18,249.18,249.53,248.70,248.70,248.70,248.70,248.38,248.38,248.38,248.38,248.10,248.10,248.10,248.10,233.594,233.594,233.594
2006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.68,250.63,249.87,251.23,255.37,255.37,255.37,255.37,257.54,257.54,257.54,257.54,258.51,258.51,258.51,258.51,258.66,258.66,258.66,258.50,258.18,258.18,258.18,258.18,258.16,258.16,258.16,258.16,258.24,258.24,258.24,258.24,241.390,241.390,241.390
2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.03,262.14,263.07,264.03,264.03,264.03,264.03,264.73,264.73,264.73,264.73,265.63,265.63,265.63,265.63,265.76,265.76,265.76,265.28,264.69,264.69,264.69,264.69,264.85,264.85,264.85,264.85,264.82,264.82,264.82,264.82,248.221,248.221,248.221
2006-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.81,278.75,277.62,277.62,277.62,277.62,281.52,281.52,281.52,281.52,282.58,282.58,282.58,282.58,282.54,282.54,282.54,282.83,282.49,282.49,282.49,282.49,282.82,282.82,282.82,282.82,282.93,282.93,282.93,282.93,263.097,263.097,263.097
2007-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.52,276.66,276.67,276.66,276.64,278.47,278.47,278.47,278.47,277.70,277.70,277.70,277.70,278.54,278.54,278.54,279.12,279.70,279.70,279.70,279.70,279.27,279.27,279.27,279.27,278.92,278.92,278.92,278.92,262.887,262.887,262.887
2007-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.49,281.07,281.07,281.05,283.12,283.12,283.12,283.12,283.84,283.84,283.84,283.84,284.00,284.00,284.00,283.82,284.71,284.71,284.71,284.71,284.73,284.73,284.73,284.73,284.73,284.73,284.73,284.73,270.030,270.030,270.030
2007-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.16,287.09,287.09,287.58,287.58,287.58,287.58,288.50,288.50,288.50,288.50,289.17,289.17,289.17,288.33,289.70,289.70,289.70,289.70,289.80,289.80,289.80,289.80,289.74,289.74,289.74,289.74,275.049,275.049,275.049
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.06,290.08,290.73,290.73,290.73,290.73,292.78,292.78,292.78,292.78,293.27,293.27,293.27,293.68,295.33,295.33,295.33,295.33,295.85,295.85,295.85,295.85,296.27,296.27,296.27,296.27,276.861,276.861,276.861
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.56,298.80,299.75,299.17,299.85,299.43,299.43,299.43,299.43,299.48,299.48,299.48,300.30,302.45,302.45,302.45,302.45,302.01,302.01,302.01,302.01,301.88,301.88,301.88,301.88,282.842,282.842,282.842
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.57,300.54,299.72,300.63,300.73,300.73,300.73,300.73,299.75,299.75,299.75,299.64,302.28,302.28,302.28,302.28,302.37,302.37,302.37,302.37,301.86,301.86,301.86,301.86,283.045,283.045,283.045
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.20,300.34,300.88,301.59,301.59,301.59,301.59,300.54,300.54,300.54,299.44,300.96,300.96,300.96,300.96,302.44,302.44,302.44,302.44,302.12,302.12,302.12,302.12,281.462,281.462,281.462
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.61,273.35,275.04,275.04,275.04,275.04,275.49,275.49,275.49,275.91,281.15,281.15,281.15,281.15,282.20,282.20,282.20,282.20,282.83,282.83,282.83,282.83,263.122,263.122,263.122
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.32,240.99,240.98,241.11,241.69,242.10,242.10,242.10,242.81,246.33,246.33,246.33,246.33,247.75,247.75,247.75,247.75,247.99,247.99,247.99,247.99,229.319,229.319,229.319
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.93,236.75,236.88,236.66,236.12,236.12,236.12,236.11,240.73,240.73,240.73,240.73,243.30,243.30,243.30,243.30,243.36,243.36,243.36,243.36,224.336,224.336,224.336
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.33,246.39,245.71,244.91,244.91,244.91,243.84,250.04,250.04,250.04,250.04,252.20,252.20,252.20,252.20,252.09,252.09,252.09,252.09,232.894,232.894,232.894
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.91,253.36,253.61,253.61,253.61,253.97,257.08,257.08,257.08,257.08,261.65,261.65,261.65,261.65,262.74,262.74,262.74,262.74,241.060,241.060,241.060
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.42,262.28,261.90,259.95,264.95,266.01,266.01,266.01,266.01,269.69,269.69,269.69,269.69,273.28,273.28,273.28,273.28,249.345,249.345,249.345
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.96,285.20,283.11,286.34,288.30,288.30,288.30,288.30,291.51,291.51,291.51,291.51,294.80,294.80,294.80,294.80,270.820,270.820,270.820
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.37,294.64,294.29,298.05,298.05,298.05,298.05,299.60,299.60,299.60,299.60,302.42,302.42,302.42,302.42,278.227,278.227,278.227
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.97,300.99,302.09,302.09,302.09,302.09,307.21,307.21,307.21,307.21,312.23,312.23,312.23,312.23,285.273,285.273,285.273
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.20,311.87,310.40,310.38,311.80,319.01,319.01,319.01,319.01,325.17,325.17,325.17,325.17,295.553,295.553,295.553
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.60,319.47,319.23,319.35,320.90,320.90,320.90,320.90,325.87,325.87,325.87,325.87,300.338,300.338,300.338
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.74,328.79,329.03,328.74,328.74,328.74,328.74,332.42,332.42,332.42,332.42,304.218,304.218,304.218
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.49,324.70,327.90,327.90,327.90,327.90,333.26,333.26,333.26,333.26,304.453,304.453,304.453
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.93,333.67,331.94,331.96,333.48,342.20,342.20,342.20,342.20,312.468,312.468,312.468
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.80,343.48,343.50,344.39,348.07,348.07,348.07,348.07,317.260,317.260,317.260
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.96,348.98,349.52,349.98,349.98,349.98,349.98,321.239,321.239,321.239
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.74,340.81,344.01,344.01,344.01,344.01,314.623,314.623,314.623
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.49,340.82,339.77,339.90,340.99,316.088,316.088,316.088
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.89,347.70,347.84,349.11,320.488,320.488,320.488
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.13,347.05,347.26,321.569,321.569,321.569
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.17,355.27,326.876,326.876,326.876
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.25,326.777,326.255,325.183
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.608,329.900,328.432
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.670,335.518
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.993
