Year,Month,Year_Month,MTI_all_all,MTI_DE_all,MTI_all_Gegenwart,MTI_all_Zukunft,MTI_all_Klima,MTI_DE_Gegenwart,MTI_DE_Zukunft,MTI_DE_Klima,MTI_all_Konsum-/Geschaeftsklima,MTI_all_Wettbewerbsfaehigkeit/Nachfrage,MTI_all_Internationale Wirtschaft,MTI_all_Wirtschaftsstandort,MTI_all_Waehrungspolitik/EURO/Geldpolitik,MTI_all_Steuerpolitik,MTI_all_Wirtschaftspolitik,MTI_all_Konjunktur,MTI_all_Arbeitsmarkt,MTI_all_Haushaltspolitik,MTI_DE_Konsum-/Geschaeftsklima,MTI_DE_Wettbewerbsfaehigkeit/Nachfrage,MTI_DE_Internationale Wirtschaft,MTI_DE_Wirtschaftsstandort,MTI_DE_Waehrungspolitik/EURO/Geldpolitik,MTI_DE_Steuerpolitik,MTI_DE_Wirtschaftspolitik,MTI_DE_Konjunktur,MTI_DE_Arbeitsmarkt,MTI_DE_Haushaltspolitik
2014,3,2014_03,-34.63035019,-10.85972851,-37.16216216,-27.97619048,67.27421841,-1.739130435,-22.61904762,87.19816322,100,-11.76470588,-29.46428571,-36.36363636,-56.81818182,-27.27272727,-47.82608696,-48.45360825,-36.84210526,-27.16049383,100,55.55555556,-28.57142857,-62.5,-42.85714286,-22.22222222,-54.54545455,42.85714286,-22.53521127,-2.325581395
2014,4,2014_04,-20.45855379,-4.700854701,-26.4957265,-1.986754967,84.87869208,-12.5,12.34567901,99.14760165,100,-15.38461538,-47.36842105,31.03448276,-16.66666667,-77.14285714,-50,1.379310345,-7.368421053,-37.38317757,100,-20,-20,5,11.11111111,-80,-83.33333333,50,10.9375,-25
2014,5,2014_05,-23.44322344,-1.809954751,-29.16666667,-1.986754967,83.32229507,-3.149606299,1.515151515,99.15534474,0,31.25,-8.333333333,33.33333333,-3.703703704,-23.40425532,-58.33333333,-32.33082707,-25.74257426,-20.83333333,-100,55.55555556,-22.22222222,33.33333333,0,-32.25806452,-33.33333333,37.5,-1.666666667,-1.960784314
2014,6,2014_06,-34.32055749,-23.67149758,-40.89635854,-27.53623188,65.4436595,-30.63063063,-25.33333333,71.96929609,-20,-33.33333333,-18.18181818,-26.31578947,-41.89189189,-40,-42.85714286,-19.81981982,-48.24561404,-31.03448276,33.33333333,22.22222222,0,-20,-21.73913043,-62.5,-61.53846154,18.18181818,-47.54098361,-6.25
2014,7,2014_07,-19.12144703,-1.621621622,-20.08928571,-23.57723577,78.14728196,-7.216494845,-5.882352941,93.44819523,-100,23.07692308,-60.81081081,15.78947368,37.5,-12,-76.92307692,-7.01754386,12.85714286,-30,-100,-50,-56.25,16.66666667,100,-9.523809524,-80,56.25,12.72727273,6.896551724
2014,8,2014_08,-29.02298851,-22.22222222,-41.99134199,-17.64705882,69.11717298,-36.2745098,-18.75,71.95620945,-83.33333333,-35.29411765,-67.34693878,-18.18181818,4.761904762,-53.33333333,-56,-17.20430108,-3.846153846,-19.17808219,-80,-62.5,-52.94117647,-11.11111111,10,-50,-72.72727273,-17.24137931,9.090909091,10.34482759
2014,9,2014_09,-31.96202532,-13.04347826,-36.73965937,-20.58823529,70.8774667,-20.35928144,-5.479452055,86.76222886,-50,9.756097561,-59.64912281,-5.882352941,-52.38095238,-33.33333333,-53.7037037,-30.98591549,-7.042253521,-31.11111111,-25,17.64705882,-23.07692308,-23.07692308,-25,-31.57894737,-64.70588235,24.13793103,4.255319149,-13.88888889
2014,10,2014_10,-44.72789116,-34.50980392,-56.38297872,-32.30769231,54.3372508,-39.31034483,-37.64705882,61.51567686,0,-45.16129032,-29.26829268,-23.68421053,-66.66666667,-55.26315789,-39.02439024,-53.57142857,-44,-45.3125,0,-31.25,-33.33333333,-25.80645161,33.33333333,-50,-46.66666667,-51.42857143,2.777777778,-56.25
2014,11,2014_11,-30.95890411,-17.40614334,-33.95833333,-15.29411765,74.79383429,-16.23376623,-19.44444444,82.14520983,80,-6.25,-47.11538462,-4.545454545,-54.28571429,-55.26315789,-35.13513514,-28.28947368,-18.75,-38.81578947,100,-44.44444444,0,0,-53.84615385,-64.28571429,-22.22222222,-38.23529412,-1.612903226,-8.450704225
2014,12,2014_12,-36.7816092,-6.382978723,-45.55160142,-24.85875706,63.96342975,-9.821428571,-5.102040816,92.50817472,100,-23.52941176,-58.53658537,-27.77777778,-51.51515152,-35.9375,-33.33333333,-45.52845528,-16.90140845,-44.56521739,100,-22.22222222,25,-21.42857143,0,-32.75862069,-23.52941176,37.5,3.703703704,-17.94871795
2015,1,2015_01,-27.94486216,-4.365079365,-29.04656319,-32.77310924,69.06503417,-7.382550336,-2.816901408,94.8728135,85.71428571,-25.80645161,-41.66666667,0,-38.37209302,-26.92307692,-48.27586207,-10.14492754,-28.86597938,-31.62393162,100,-14.28571429,0,-100,-23.80952381,-26.31578947,-28.57142857,46.875,-20.73170732,-1.851851852
