,DE.INDU,DE.SERV,DE.CONS,DE.RETA,DE.BUIL,DE.ESI,INDU.DE.TOT.2.BS.M,INDU.DE.TOT.3.BS.M,INDU.DE.TOT.4.BS.M,INDU.DE.TOT.5.BS.M,INDU.DE.TOT.6.BS.M,INDU.DE.TOT.7.BS.M,CONS.DE.TOT.COF.BS.M,CONS.DE.TOT.1.BS.M,CONS.DE.TOT.2.BS.M,CONS.DE.TOT.3.BS.M,CONS.DE.TOT.4.BS.M,CONS.DE.TOT.5.BS.M,CONS.DE.TOT.6.BS.M,CONS.DE.TOT.7.BS.M,CONS.DE.TOT.8.BS.M,CONS.DE.TOT.9.BS.M,CONS.DE.TOT.10.BS.M,CONS.DE.TOT.11.BS.M,CONS.DE.TOT.12.BS.M
1999-06,-14,46.3,-3.9,-13.5,-28.1,104.7,-24.9,-30.8,14.9,-2.4,4.7,-14.9,-3.9,-6.5,0.9,-10.2,-9.6,9,33.2,19.1,0.8,-24,49,12.3,13
1999-07,-13.6,30.5,-3.5,-17.1,-26.5,101.7,-25.3,-30.3,12.5,-2.9,4.5,-17,-3.5,-6.3,0.4,-12.4,-9.8,8.5,31.9,14.5,2,-24.4,54.4,9.9,11.9
1999-08,-13,30,-4.3,-18.2,-25.8,101.8,-24.1,-28.6,11.6,-3.2,5.6,-17.9,-4.3,-6.6,-0.3,-10,-10.1,9.2,29,18.6,0.5,-25.2,51.8,11.6,14
1999-09,-11.5,29.5,-5,-22.6,-28.5,101.8,-22.3,-28.3,11.8,-0.3,7.1,-15.2,-5,-9.1,0.1,-14.1,-11.5,10,32.2,19.4,-1.1,-23.4,49.6,10.9,12.7
1999-10,-9.6,44.6,-4.4,-18.4,-30.3,105.8,-22.5,-26.8,10,3.7,5.7,-17.3,-4.4,-6.8,-0.1,-13.4,-12,11,33.4,15.4,-0.4,-23.7,49.5,9.7,12.1
1999-11,-7.9,44.8,-3.5,-13.8,-31.9,106.5,-18.3,-22.2,10.2,4.9,7.1,-14.9,-3.5,-7.5,0.4,-15.2,-8.5,9.8,27.8,14.6,0.2,-24.9,47.2,8.6,11
1999-12,-5.8,45,-1,-11.1,-32.5,108.5,-15.5,-20.9,8.2,6.4,9.8,-13.1,-1,-6.2,1.1,-11.5,-6,12.3,30.6,13.3,2.5,-22.2,49.7,14.3,13.3
2000-01,-6.1,43.4,1.1,-13.5,-34.8,108.2,-16.6,-22.5,10,8.3,10.1,-12.1,1.1,-6.5,0.5,-6.9,-2.6,18.2,34,7.9,1.3,-22.6,52.1,14.3,13.8
2000-02,-2.6,43.6,1.9,-6.3,-37.4,110.4,-11.3,-17.3,7.3,10.8,8.9,-10.6,1.9,-4.9,2.6,-3.1,-0.4,16.4,29.9,10.4,-0.5,-20.4,52.3,15.9,14.7
2000-03,-1.6,43.7,2.1,-15.6,-39.5,110.2,-8.7,-13.7,7,10.9,12.9,-9,2.1,-6.8,3.3,-5,-0.4,20.7,32,9.5,-0.1,-21.2,55.3,14.8,12.7
2000-04,-1.1,39.4,1.4,-5.5,-39.1,109.9,-9.8,-14.6,4.7,11.1,13.8,-7.7,1.4,-6.9,2,-3.4,-0.1,17.6,23.8,8.3,-3.2,-21.9,53.5,12,14.1
2000-05,1.3,39.6,7.6,-6.4,-39.8,112.4,-6.1,-10.9,2.2,12.3,13.9,-7,7.6,-2.6,4.2,3.4,5,15.7,27.3,-4.5,2.7,-21,55.7,16.9,14.6
2000-06,0.7,39.7,4.3,-9.2,-40.9,110.9,-4.3,-10.2,4.1,10.4,14.4,-4.9,4.3,-5.8,2.7,-1.4,-0.9,24.3,35.1,-0.1,-2,-24,53.7,15.4,12.9
2000-07,0.7,43.6,3.8,-13,-43.3,111.5,-5.6,-11,3.3,11.2,14.2,-8.3,3.8,-5.3,2.4,-1.9,-1.6,22.6,31.8,0.9,-1.5,-21.3,53.9,15.2,12.7
2000-08,1.4,43.6,6.9,-5,-44.4,112.6,-3,-9,4.3,11.6,11.8,-6.2,6.9,-4.3,3,0.3,4,23.4,31.5,-3.8,-2.8,-24.2,58.4,16.8,13.7
2000-09,1.5,43.6,2.8,-12.2,-42.5,110.8,-2.6,-8.1,3.6,10.6,13.9,-5.3,2.8,-7.3,0.3,-2,-2.8,30.2,34.9,-3.3,-6.7,-23.8,50.6,10.4,14.3
2000-10,1.5,44.9,-0.3,-10.1,-41.7,110.7,-1.9,-7.9,4.3,10.7,14.9,-3.5,-0.3,-8.9,-0.6,-5.9,-7.6,32,34.8,0.9,-6.6,-25.2,49.1,7.8,14.8
2000-11,-1,45.3,3.4,-10,-40.1,110.8,-3.3,-7.2,7.9,8,12.9,-3,3.4,-6.9,1.5,-5.8,-2.8,35.9,37.8,-1,-4.4,-25.3,54.9,14,14.2
2000-12,-2.2,45.7,2,-9.1,-40.6,110,-3.5,-7.8,7.2,4,11.7,-4.4,2,-7.1,1.6,-3.4,-3,35,36.8,2.3,-5.3,-23.4,51,11.5,13.4
2001-01,-2.6,32.4,3.9,-6.6,-39.3,107.6,-3.7,-9.1,6.9,2.9,10,-5.9,3.9,-4.8,2.6,-1.4,-0.4,31.1,34.9,-1.1,-2.4,-23.9,54.6,12.3,13.7
2001-02,-4.6,28,1.5,-13.9,-41.2,105,-5.2,-9.1,9.3,0.7,9.4,-6.4,1.5,-5.2,2.4,-5.9,-3,32.3,38.3,8.4,-6.2,-23.6,54,14.9,14.6
2001-03,-6.8,18.7,3.1,-12.2,-41.7,102.5,-8.5,-12.4,11.2,-0.7,6.5,-8,3.1,-4.6,2.6,-4.3,-1.8,33,36.3,6.1,-6.2,-23.6,56,17.9,15.4
2001-04,-10.8,26.1,3.6,-14.4,-44.5,102.7,-14.4,-15.3,12.4,-5.6,3.1,-11.6,3.6,-3.5,3.4,-2.3,-2.5,33,34.3,4.4,-1.7,-23.8,55.7,18,16.8
2001-05,-11.8,25.6,0.4,-15.2,-44.9,101.1,-13.9,-15.3,14.4,-7,2.4,-10.5,0.4,-6,1.7,-8.3,-6.9,45.9,43.1,8.8,-2.6,-24.4,53.8,15.7,14
2001-06,-14.5,22.7,-2,-11.2,-45.3,99,-19.3,-18.1,16.4,-7.7,-1.2,-12.8,-2,-6.6,1,-12.2,-10.2,43.8,43.1,12.9,-5.3,-25.8,52.1,14.2,14.3
2001-07,-13.5,15.3,-5.3,-16.7,-46,96.7,-19.5,-20.2,14.7,-6.4,3.9,-17.3,-5.3,-8.3,-0.3,-20.8,-15.5,46.1,41.2,18,-3.8,-25.5,49.9,12.7,14.1
2001-08,-17.4,13.7,-9.1,-10.2,-44.3,94.1,-23.4,-22.7,17.5,-11.4,1,-18.9,-9.1,-9,-2.3,-24.7,-19.3,47.1,45.9,25.9,-4.7,-24.7,50.8,11.2,12.5
2001-09,-21.1,10.7,-7.4,-13.4,-47,92.3,-27.5,-26.1,18.4,-17.3,-1,-22.2,-7.4,-8.9,-1.7,-22.8,-15.3,40.7,42.8,26.9,-2.5,-25.5,56.4,14.2,13.5
2001-10,-24.6,-6.1,-8,-19.2,-46.3,87.2,-33,-28.5,20.1,-20.8,-3,-24.8,-8,-7.8,-0.7,-24.6,-20.1,39.5,46.1,27.6,-4.6,-25.5,52.4,16.3,12.9
2001-11,-25.6,-16.4,-12.9,-19.2,-45,83.5,-36.5,-33.6,19.9,-20.4,-7.8,-26,-12.9,-8.2,-2.9,-30,-24.3,39.5,44.6,36.3,-6.2,-27.7,52.6,11.8,12.7
2001-12,-23.4,-14,-13.5,-21.8,-44.8,84.6,-36.2,-34.4,19.5,-14.4,-6.8,-27.3,-13.5,-10.9,-3.2,-33.7,-23.2,39.5,43.5,37.4,-6.3,-26.8,51.5,9.8,12.8
2002-01,-23.8,-8.3,-12.2,-23.6,-51.8,85.6,-36.5,-33.6,18.6,-16.2,-4.3,-28.2,-12.2,-12.8,-3.8,-39.3,-21.7,52.6,35.8,33.8,-14.3,-30.9,54.7,10.4,12.5
2002-02,-20.3,-4.8,-12,-29.1,-49.3,87.6,-36.1,-31.7,16.5,-8.2,-5,-26.3,-12,-15.8,-4.4,-41.4,-19.9,62.4,32.5,31.4,-20.8,-32,53.8,7.6,9.1
2002-03,-17.5,-0.3,-10.4,-24.6,-48.9,90.4,-36.2,-28.4,17,0.7,0.1,-28.2,-10.4,-17.6,-4.6,-42.3,-17.5,66.1,26.2,26.9,-22.9,-31.2,53.2,7.4,9.1
2002-04,-16.5,-1.2,-9.9,-26.8,-49.2,90.4,-35.1,-28.3,16.3,1.9,1.2,-27.1,-9.9,-19.4,-5.3,-44.1,-15.7,68.5,22.7,22.6,-26.3,-31.1,54.6,4,7.7
2002-05,-15.4,-7,-8.7,-31,-50.1,89.4,-32.6,-27.4,16.2,2.5,1.8,-27.4,-8.7,-22.5,-4.8,-44.3,-13.9,67.8,18.1,20.3,-24.3,-32.4,56,4.3,6.7
2002-06,-16.6,-10.7,-6.8,-32.6,-50.6,88.6,-35.5,-26.4,16.5,2,2.6,-26.3,-6.8,-23.4,-3.7,-40.8,-10.4,70,12.1,18.1,-27.9,-32.5,56.8,5.1,7.5
2002-07,-17.7,-11.1,-7,-32.3,-52.2,88.2,-35.3,-26.9,15.1,-2.6,0.4,-25.9,-7,-22,-2.6,-43.6,-9.7,72,10.9,21.4,-24.8,-34.7,58.2,5.8,8.9
2002-08,-18.8,-12.9,-10.1,-33.4,-48.3,86.6,-35.7,-26.9,15.3,-5.3,-0.5,-26.2,-10.1,-25,-2.6,-49.4,-13.2,73.7,15,28,-25.3,-33.2,58.3,3.3,5.6
2002-09,-17.2,-9.5,-5.1,-30.8,-46.7,89.3,-35.4,-26.5,16.4,0.1,2.1,-25,-5.1,-24,-2.7,-45.7,-8.4,72.6,10.3,16.9,-24.6,-32.8,61.1,7.6,7.1
2002-10,-15.3,-19.6,-10.5,-31.6,-49.1,86.3,-33,-21.6,14.2,1.4,1.1,-23.1,-10.5,-24.6,-5.7,-45.1,-13.2,68.4,11.7,24.6,-26.1,-35.2,54.6,1.6,6.3
2002-11,-15.8,-18.2,-17.5,-33.3,-51.3,84.4,-32.4,-24.7,13.4,-1.6,-1.2,-26.3,-17.5,-29.6,-10.2,-52.2,-24,70.8,15.5,33.9,-30.8,-38.5,52,-2.2,4
2002-12,-18.3,-19.9,-21,-36.2,-55.4,81.8,-33.3,-25.5,14,-7.8,-4.4,-28.7,-21,-31.2,-10.3,-58.7,-27.8,72.2,12.4,40.6,-27.3,-38.1,55.7,-5.2,2
2003-01,-16.9,-16.9,-19.9,-37.4,-55.1,83.3,-31.3,-24.7,12.7,-6.8,-0.8,-25.9,-19.9,-29.1,-9.4,-58.5,-26.5,69.2,14.3,39.8,-21.6,-36.3,53,-3.9,3.2
2003-02,-15.5,-15.5,-20.1,-26.6,-53.5,84.9,-29.9,-24.9,12.6,-4.1,-2.6,-25.3,-20.1,-29.7,-10.5,-57.3,-27.2,61,18,40.7,-23.2,-38.9,52.4,-1.9,4
2003-03,-18,-12.2,-21.6,-28.3,-50.2,84,-31.9,-26.3,13.6,-8.4,2,-25.5,-21.6,-28.7,-11.5,-57.7,-29.1,59.9,19.5,40.7,-21,-36.2,53,-5.2,3.6
2003-04,-16.9,-1.5,-19.6,-27.9,-48.2,87.5,-32,-28.3,14.2,-4.4,0.6,-22.6,-19.6,-27.8,-9,-54.5,-25.7,55.6,16.2,38.6,-22.5,-35.2,53.7,-4.9,4.2
2003-05,-18.6,-6,-22.5,-20.2,-47.9,85.6,-33.2,-29.4,15,-7.8,-3.3,-26,-22.5,-22.2,-7.8,-60.4,-31.3,46.4,10.9,46.3,-23.7,-36.1,48.1,-4.6,12
2003-06,-18.4,1.7,-19.7,-21.3,-48.5,88,-33.3,-31.1,14.2,-7.8,-3.7,-27.7,-19.7,-18.6,-7.1,-55.8,-25.5,39.1,7.6,42.4,-19,-32.6,44.4,-3.9,14.6
2003-07,-20.3,6.2,-17.8,-22.1,-49,88.7,-35.4,-31.4,15.2,-10.2,-5.3,-27.6,-17.8,-17.1,-6.4,-52.5,-22.1,38.9,8.8,42,-22,-32.9,42.6,-0.7,16.1
2003-08,-16.5,13.7,-17.7,-21.9,-46.5,92.2,-33.4,-30,14.4,-1.9,-0.2,-23.9,-17.7,-19.9,-7.3,-51.7,-22.9,42.4,13.3,42,-21.1,-33.6,44.6,1.3,18.4
2003-09,-13,15.8,-18.5,-17.2,-45.1,94.2,-31.8,-29.6,14.5,7.3,0,-22.2,-18.5,-19,-6.9,-50.9,-23,36.7,15.2,43.7,-19.4,-34.8,45.8,-0.6,17
2003-10,-12.2,14.6,-17,-14.2,-46.5,94.8,-29.9,-27.2,13.7,7,-2.6,-21.7,-17,-18.2,-6.4,-49.9,-21.2,39.8,8.9,41.1,-18.2,-34.9,46.4,0.9,17.2
2003-11,-9.7,18.5,-14.5,-15.6,-45.7,97.2,-26.1,-23,12.2,9.3,0.1,-19.8,-14.5,-16,-5.3,-46.7,-17.9,37,8.9,36.9,-15.5,-29.6,43,2,21.5
2003-12,-11.9,18.3,-15.3,-21.6,-48.1,95.3,-27,-25,13.7,4.9,1.7,-22.9,-15.3,-16.1,-7.2,-44.5,-16.9,35.7,6.2,39.1,-21.8,-33,45.3,2.2,22.8
2004-01,-9.1,8.6,-16.4,-19.6,-45.9,94.2,-25.9,-23.7,11.6,10.2,1,-21.8,-16.4,-17.3,-9,-46.5,-19.2,36.5,10.8,38.7,-22.8,-36.8,42.3,1.2,20.2
2004-02,-9.1,17.6,-13.2,-23.7,-46.4,97.1,-26,-23.5,12.4,11.2,2.1,-21.6,-13.2,-15.4,-5.8,-42.5,-16,32.2,9.8,34.7,-16.8,-33.2,46.6,3.8,23.3
2004-03,-9.9,10.5,-15.9,-28.4,-46.6,94.4,-27.4,-22,11.3,8.9,1.2,-21.7,-15.9,-16.3,-7.7,-43.2,-20.2,32.1,10.5,38,-17.1,-32.4,45.6,2.4,23.5
2004-04,-6.5,8.5,-16.3,-21.4,-45.4,95.3,-19.1,-15.7,9.8,9.4,2.8,-20.4,-16.3,-15.2,-6.5,-43.8,-20.8,27.9,7.6,38,-17.6,-35.7,45.7,0,19.1
2004-05,-6.9,8.8,-17,-26.6,-47.2,94.9,-20.4,-16.3,8.4,8.2,7.5,-19.8,-17,-18.5,-8.4,-43.8,-22.6,29.1,14,38.4,-21.4,-32.2,46.5,1.2,19.7
2004-06,-7,7.1,-14.4,-30,-47.7,94.7,-18,-14.5,10,6.9,7.8,-17.7,-14.4,-15.9,-6.5,-39.8,-18.2,27.7,13,34.5,-16.4,-33.9,48.1,1.5,19.6
2004-07,-5.8,10.4,-16.7,-29.4,-49.6,94.9,-13.6,-9.1,9.3,5.4,7.7,-18.1,-16.7,-18.7,-8,-41.6,-21.7,28.6,14,35.6,-21.9,-35.1,46.5,-1.7,18.3
2004-08,-4.7,6.6,-18,-27.6,-49.5,95,-13,-8.1,6.6,5.6,7.9,-18.4,-18,-14.2,-7.9,-39.5,-23.6,25,13.3,42.1,-18.7,-33.1,41.1,1.5,21.8
2004-09,-3.8,9.5,-14.7,-25.2,-49,96.7,-11.4,-8,8.1,8.1,8.1,-14.6,-14.7,-12.3,-6.5,-38.6,-20.9,26.6,11.8,33.9,-17.8,-32.9,44.2,2.4,21.1
2004-10,-3.8,9.7,-18.1,-25.1,-48.9,95.9,-11.2,-8.5,8.3,8.2,9,-14.9,-18.1,-12.7,-7.9,-39.8,-22.9,24.5,10.7,42.4,-19.4,-32.5,43.2,0.8,21.6
2004-11,-3.9,11.2,-17.6,-22.8,-48.5,96.9,-10.5,-8.5,8,6.8,11.7,-13.9,-17.6,-12.3,-5.8,-41.1,-22.3,25.4,6.8,45.4,-19.6,-32.7,45.9,3,23.6
2004-12,-3.8,3.8,-17,-24.8,-51.7,95.1,-7.5,-7.9,7.2,3.4,15,-18.5,-17,-12.1,-5,-36.6,-20.4,23.3,5.2,46.9,-19,-30.4,45.5,4.3,23.4
2005-01,-4.3,10.2,-12.2,-24.7,-47.8,97.5,-7.9,-7.4,8.1,3.1,12.9,-17,-12.2,-11,-2.1,-33.3,-16.1,19.6,8,35.2,-15.2,-29.8,45.2,4.7,24.8
2005-02,-7.1,4.7,-16,-24.1,-49.8,94.3,-12.7,-7,10.5,1.8,10.9,-17.1,-16,-10.9,-2.9,-33.6,-18.7,23.3,8.1,47,-13.5,-30.2,44.8,4.5,24.1
2005-03,-9.7,3.6,-18.2,-30.5,-48.2,91.9,-16,-10.9,13,-0.1,5.3,-21,-18.2,-11.3,-4.2,-38.9,-22.7,21.5,8.8,46.1,-12.8,-28.5,42.1,0.3,24.5
2005-04,-10.7,1.2,-14.5,-26.4,-45.4,92,-17.6,-12.1,13.1,-1.5,1.3,-21.5,-14.5,-12.4,-3.7,-40.3,-20.8,25.1,8.9,35.1,-18,-30.8,43.7,1.7,23.1
2005-05,-10.6,7.4,-13.1,-28.9,-42.4,93.6,-17.6,-10.5,13.1,-1,-1.2,-19.4,-13.1,-11.5,-5.5,-36.8,-19.7,19.5,9.3,28.6,-14.2,-29.7,42.3,1.4,22.6
2005-06,-9.8,6.1,-14.5,-23.1,-44.4,93.4,-17.6,-12,12.9,1.1,-1.6,-18.7,-14.5,-13.2,-5.5,-42,-20.8,20.5,10.7,31,-17.1,-29,45,-0.8,20.6
2005-07,-9.8,10.1,-15.9,-25.1,-42.2,93.9,-18,-13.3,11.6,0.3,-0.6,-17.6,-15.9,-14.5,-6.9,-42.1,-23.8,25.1,19,31.3,-14.4,-30.2,43.4,-1.5,19.8
2005-08,-9.1,9,-14.8,-25.4,-41.3,94.5,-19,-14.7,11.5,3.1,-1.1,-17.4,-14.8,-12.4,-6.2,-39,-20.1,25.4,14.2,33.7,-11.5,-28.1,44.8,0.8,22.3
2005-09,-7.7,8.1,-13.1,-21.9,-37.1,95.1,-15.8,-11.7,10.1,3,2.5,-17.3,-13.1,-13.1,-7.5,-39.8,-18.8,32.3,18,25.2,-14.8,-28.5,44.8,-0.8,19.3
2005-10,-5.7,9.9,-11,-19.8,-34.8,97.1,-13,-11.3,9.6,5.4,0.8,-15.3,-11,-12.9,-5.4,-37.9,-13.6,31.2,16,24.8,-12.1,-29.2,46.4,-0.4,21.4
2005-11,-6.9,7.4,-12.2,-24.7,-35,95.8,-15.2,-10.9,9.5,4,4.1,-16.9,-12.2,-11.2,-5,-36,-15.7,30.6,20.8,29.5,-11.5,-26.1,46.7,1.3,21.4
2005-12,-5.7,11.7,-8.3,-19.5,-36.1,98,-12.9,-7,10.4,6.1,3.4,-13.9,-8.3,-11.9,-4.6,-30.9,-7.8,29.4,19.5,21.6,-8.1,-26.8,46.4,0.8,22.6
2006-01,-3.8,16.8,-6.3,-21.8,-32.6,100.2,-10.1,-7.6,9.7,8.4,3.9,-14.4,-6.3,-9.2,-2.6,-26,-4.5,27,15,17.9,0.2,-22.7,45.1,-0.2,23
2006-02,-1.7,15,-8.2,-15.4,-28.6,101,-5.9,-6.3,7.9,8.8,4.9,-12.6,-8.2,-8.5,-3.3,-24,-5.6,28.7,18.8,26.2,-4.2,-23.5,46.1,2.2,24.1
2006-03,0.1,15.7,-8.4,-10.3,-26.3,102.1,-1.9,-3,7.9,10,5.6,-11.1,-8.4,-8.8,-3.1,-23.7,-6.5,25.9,20.2,26.6,0.2,-23.3,46.5,2.7,23.9
2006-04,3,17,-5.4,-9.7,-20.1,104.5,3.1,2.2,5.1,10.9,7.9,-11.4,-5.4,-8.4,-3.7,-20.5,-4.8,26.8,24.5,17.2,8.3,-23.1,42.9,4.2,24
2006-05,3.4,19.4,-2.7,-9.8,-19.3,105.8,1,0.3,5.6,14.6,7.3,-10.9,-2.7,-9.1,-3.2,-13.9,-1.1,27.4,31.4,10.3,15.9,-18.1,46.8,3.8,24
2006-06,4.7,15.3,-4.4,-5.2,-16.7,104.9,6.8,4.1,2.5,9.9,8.4,-11.7,-4.4,-8.8,-5.2,-11.4,-4.6,26.7,39,8.5,19,-17.9,42.7,0.5,21.8
2006-07,5.5,16.3,-5.4,-8.6,-14.5,105.4,7.5,2.7,2.8,11.8,7.7,-8.9,-5.4,-8.7,-5.2,-7.9,-6.8,26.6,41.3,13.4,23.8,-21,45.6,3.7,21.8
2006-08,5.3,12,-7.3,-9,-13.8,103.6,7.9,4.7,1.7,9.7,10.4,-5.9,-7.3,-9.4,-5,-9.6,-7,26,45.1,13.8,21.8,-20.7,45.8,-3.3,21.7
2006-09,7.3,9.1,-6.3,-5.7,-14,104.4,11.9,6.9,1.7,11.6,12.1,-6.6,-6.3,-8.6,-5.8,-6.6,-9.5,28.1,46.5,13.3,28.8,-21.4,47.6,3.2,23.6
2006-10,8.7,13.5,-7.4,-7.4,-14.8,105.6,14.3,7.3,0.2,12.1,11.5,-5.5,-7.4,-9,-5.5,-5.9,-10.4,29.6,51.6,14.7,30.7,-23.8,47.1,1,23.1
2006-11,11.5,14.8,-5.5,-5.8,-14.3,107.5,15.9,9,0,18.5,9.9,-2.3,-5.5,-8.5,-4.5,-1,-6.1,29,51.5,12.5,32.2,-23.3,47.7,0.9,23
2006-12,10.3,15.3,-1.8,-3.1,-14.3,107.5,17.7,11.1,-1.4,11.8,11,0.2,-1.8,-7,-5.7,6.5,0.7,32.2,52.9,0.2,28.6,-25.4,45.5,-2,21.7
2007-01,9.6,17.6,-0.1,-3.2,-16.4,108.1,15,10.4,0.1,13.8,15.1,1.5,-0.1,-7.9,-5.2,7.4,-0.4,33.9,42.2,-3.8,-3.2,-28,46.5,1.3,24.1
2007-02,8.5,14.9,1.7,-6.4,-21.6,107.3,15,9.4,0.1,10.7,11.5,1.4,1.7,-7.4,-4.1,10.3,4.2,34.7,30.3,-4.7,-6.3,-26.5,48,1.9,23.3
2007-03,9.8,18.2,3,-3.5,-23.2,108.9,15.5,9.7,-0.2,13.6,12,5.7,3,-6,-1.4,13.6,6.7,33.7,24.8,-5.7,-6.7,-27.8,47.3,0.9,23.9
2007-04,10,20.3,7.2,-1.5,-26.4,110.4,16.2,8.2,1.3,15,10.7,2.7,7.2,-5.1,-0.1,16.8,10.1,34.6,22.2,-14.4,-3.7,-25,45,4.6,26.2
2007-05,9.5,20.3,10.2,-1.7,-26.2,110.9,15,8.4,1.9,15.4,10.8,4.9,10.2,-4.5,0.6,19.5,14.7,35.5,21.1,-18.6,-5,-23.7,50.6,6.7,24.9
2007-06,10.8,19.4,9.2,-3.5,-26.9,111,14.8,10.5,0.5,18,14.7,5.2,9.2,-4.2,1,21,14.1,33.6,19.1,-17.2,-1.8,-24.7,49,4.4,25
2007-07,9.3,19,9,-1.8,-25.2,110.2,14.1,10.1,1.7,15.6,13.1,6.7,9,-2.7,0.5,20.7,14.2,32.9,16.7,-17.1,-4.1,-24.6,49.8,4.3,24.5
2007-08,8.2,22.7,4.4,-5.1,-24.6,109.4,14.9,10.8,2.1,11.8,15.2,4.9,4.4,-5.4,-1.3,19.2,9.8,46.5,35.9,-4.8,-7,-24.3,48.9,4.3,23.6
2007-09,6.5,17,2.3,-11.5,-24.6,106.7,10.8,9.6,3.2,11.8,11.9,4.2,2.3,-5.3,-2.2,16.1,6.1,49.6,33.9,-1.7,-10.5,-26.3,49.7,3.5,24.5
2007-10,4.5,17.7,2.9,-9.5,-23.7,106,9.3,7.1,4,8.3,12.1,1.6,2.9,-7,-2.7,14.6,7.1,57.1,31.5,-7.1,-13.5,-22.5,48.6,0.3,23.5
2007-11,4.8,11.2,1.9,-7.5,-22.5,104.8,7.5,5.4,5,12,11.8,4.7,1.9,-8.6,-2.2,13.9,4.1,62,30.2,-4.1,-18.5,-27.3,50.2,1.5,23.8
2007-12,4.7,10.2,1.4,-14.5,-22.6,104.3,7.1,6.3,5.9,12.8,12.8,6.6,1.4,-7.6,-1.9,10.2,0.8,65.4,26.8,-2.1,-15.2,-25.6,50.1,4.8,24.9
2008-01,2.8,12,-0.8,-10.5,-21.6,103.3,5,3.8,6.8,10.1,14.5,2.7,-0.8,-8.1,-3.9,9,-1.8,63.9,31.3,-2.2,-9.5,-25.8,51.1,0.3,23
2008-02,3.2,11.6,-3.6,-6.4,-22.9,102.9,5.2,4.2,5.2,9.5,11.6,1.7,-3.6,-8.9,-3.4,4.6,-6,62.4,32.2,3.2,-8.5,-26.7,48.7,-1.8,23.5
2008-03,5.1,13.1,-2.8,-4.1,-24.5,104.3,9.3,7,4.1,10.1,12.2,1.6,-2.8,-8.9,-4.1,5.8,-4.2,66.5,34.7,3.6,-9.1,-27.3,49.5,0.9,23.5
2008-04,2.2,12,0.7,-11.7,-28.5,103.3,3.1,2.3,5.3,8.7,13.1,1,0.7,-8,-3.3,4.8,-4.5,63.3,33.8,-7.7,-7.6,-26.9,50.4,2.9,24.6
2008-05,3.1,14.2,-2.7,-11.9,-25.1,103,5.6,1.6,4.9,8.6,12.7,1.4,-2.7,-10,-5.9,-1.2,-9.2,73.1,36.1,-6.3,-15.8,-29.6,48.8,-2,22.3
2008-06,-0.8,13.6,-2.6,-12.2,-23.3,101.6,0.9,-0.6,5.6,2.5,15.8,-2.6,-2.6,-11,-6.1,-2.5,-9.9,76.9,41.7,-5.2,-18.6,-32.6,53.6,0.4,23.8
2008-07,-3,7.9,-6.6,-22.7,-23,98.1,-2.4,-3.3,6.6,0.1,18.1,-4.6,-6.6,-13.6,-8.6,-8.2,-16,77.8,40.2,0.8,-22.2,-31.8,50.6,-1.1,22.8
2008-08,-6.3,5.4,-10.2,-18,-27.1,95.6,-3.6,-5.5,9.5,-5.6,16.5,-9.7,-10.2,-12.5,-7,-12.4,-18.9,72.6,28,14.9,-23.3,-32.9,50.7,0,21.7
2008-09,-9.9,-0.7,-9.1,-27.1,-27.9,92.5,-10.6,-10.3,10.6,-8.6,11.4,-12.3,-9.1,-12.8,-6.1,-13.3,-16.7,66.8,23.4,12.5,-17.5,-30,48,-1.1,22.3
2008-10,-18.3,-3.3,-12.1,-27.9,-25.2,88,-19,-19.9,15.5,-20.3,6.7,-15.7,-12.1,-11.4,-6.1,-16.8,-26.3,65.6,26.7,16.2,-19.4,-31.1,44.4,0.3,22.6
2008-11,-28.7,-7.8,-16.3,-31.5,-27,81.7,-30.7,-28.7,20.7,-34.7,-1.3,-25,-16.3,-11,-4.2,-22.9,-28.4,57,13.5,31.1,-14.6,-29.3,41.8,-1.5,22.6
2008-12,-35.8,-16.3,-23.4,-30.6,-28,75.9,-41.6,-41.3,25.2,-40.7,-6.9,-31.6,-23.4,-10.9,-5.1,-32.7,-41.4,46.4,11.4,48.1,-14.5,-30.5,42.1,0.8,23.4
2009-01,-37.7,-17.2,-27.5,-28.4,-30.2,74.3,-47.8,-45.4,24.6,-40.8,-11.1,-31.5,-27.5,-11.3,-7.9,-40.2,-46.1,44.6,16.5,54.3,-0.7,-27.3,40.5,-1.9,22.3
2009-02,-41.8,-18.3,-29.9,-21.9,-27.8,72.5,-55.2,-53.2,29.1,-41,-11.5,-33.2,-29.9,-11,-7.2,-47.5,-46.5,34.5,11,63.7,2.2,-30.5,42.9,-2.3,23.5
2009-03,-42.5,-19.1,-32.8,-25.9,-28,71.8,-59.2,-58.2,29,-39.2,-13.5,-39.5,-32.8,-12,-7.5,-56.6,-52.1,27.9,11.9,71.9,0.7,-29.5,41.6,0.3,24.4
2009-04,-41.1,-13.7,-32.9,-24.1,-30.6,73.3,-60.3,-61.3,30.7,-32.4,-12.3,-38.3,-32.9,-10.3,-7.5,-61.8,-51.9,19.4,10,71,-0.6,-29.4,40.8,-1.1,23
2009-05,-39.8,-12.9,-32.4,-20.8,-32,74.6,-62.3,-63.4,29.3,-27.7,-10.9,-39,-32.4,-10.4,-6.8,-65.6,-51.4,12.3,1.3,69.8,-0.2,-31.2,40.1,-1.7,23.1
