"wort","wert","stem","form"
"verschwend",-0.0494,"verschwenden","VVINF"
"verschwende",-0.0494,"verschwenden","VVINF"
"verschwendten",-0.0494,"verschwenden","VVINF"
"verschwendtet",-0.0494,"verschwenden","VVINF"
"verschwendeten",-0.0494,"verschwenden","VVINF"
"verschwendest",-0.0494,"verschwenden","VVINF"
"verschwendte",-0.0494,"verschwenden","VVINF"
"verschwendetest",-0.0494,"verschwenden","VVINF"
"verschwendete",-0.0494,"verschwenden","VVINF"
"verschwendet",-0.0494,"verschwenden","VVINF"
"verschwendetet",-0.0494,"verschwenden","VVINF"
"verschwenderisch",-0.0048,"verschwenderisch","ADJX"
"verschwenderischst",-0.0048,"verschwenderisch","ADJX"
"verschwenderischste",-0.0048,"verschwenderisch","ADJX"
"verschwenderischeres",-0.0048,"verschwenderisch","ADJX"
"verschwenderische",-0.0048,"verschwenderisch","ADJX"
"verschwenderischen",-0.0048,"verschwenderisch","ADJX"
"verschwenderischem",-0.0048,"verschwenderisch","ADJX"
"verschwenderischer",-0.0048,"verschwenderisch","ADJX"
"verschwenderisches",-0.0048,"verschwenderisch","ADJX"
"verschwenderischstem",-0.0048,"verschwenderisch","ADJX"
"verschwenderischsten",-0.0048,"verschwenderisch","ADJX"
"verschwenderischster",-0.0048,"verschwenderisch","ADJX"
"verschwenderischstes",-0.0048,"verschwenderisch","ADJX"
"verschwenderischere",-0.0048,"verschwenderisch","ADJX"
"verschwenderischerer",-0.0048,"verschwenderisch","ADJX"
"verschwenderischeren",-0.0048,"verschwenderisch","ADJX"
"verschwenderischerem",-0.0048,"verschwenderisch","ADJX"
"verschwinden",-0.3588,"verschwinden","VVINF"
"versenken",-0.0048,"versenken","VVINF"
"versenk",-0.0048,"versenken","VVINF"
"versenkt",-0.0048,"versenken","VVINF"
"versenktet",-0.0048,"versenken","VVINF"
"versenkte",-0.0048,"versenken","VVINF"
"vergesenkt",-0.0048,"versenken","VVINF"
"versenket",-0.0048,"versenken","VVINF"
"versenkst",-0.0048,"versenken","VVINF"
"versenke",-0.0048,"versenken","VVINF"
"versenktest",-0.0048,"versenken","VVINF"
"versenkten",-0.0048,"versenken","VVINF"
"versenkest",-0.0048,"versenken","VVINF"
"versklaven",-0.3142,"versklaven","VVINF"
"versklave",-0.3142,"versklaven","VVINF"
"versklavet",-0.3142,"versklaven","VVINF"
"versklav",-0.3142,"versklaven","VVINF"
"versklavtet",-0.3142,"versklaven","VVINF"
"versklavst",-0.3142,"versklaven","VVINF"
"versklavest",-0.3142,"versklaven","VVINF"
"versklavteres",-0.0048,"versklavt","VVINF"
"versklavterer",-0.0048,"versklavt","VVINF"
"versklavteste",-0.0048,"versklavt","VVINF"
"versklavtesten",-0.0048,"versklavt","VVINF"
"versklavteren",-0.0048,"versklavt","VVINF"
"versklavtestem",-0.0048,"versklavt","VVINF"
"versklavterem",-0.0048,"versklavt","VVINF"
"versklavtestes",-0.0048,"versklavt","VVINF"
"versklavtester",-0.0048,"versklavt","VVINF"
"versklavtere",-0.0048,"versklavt","VVINF"
"versklavtem",-0.0048,"versklavt","VVINF"
"versklavtes",-0.0048,"versklavt","VVINF"
"versklavter",-0.0048,"versklavt","VVINF"
"verspielen",-0.0048,"verspielen","VVINF"
"verspiele",-0.0048,"verspielen","VVINF"
"verspielt",-0.0048,"verspielen","VVINF"
"verspieltet",-0.0048,"verspielen","VVINF"
"verspielet",-0.0048,"verspielen","VVINF"
"verspielst",-0.0048,"verspielen","VVINF"
"verspieltest",-0.0048,"verspielen","VVINF"
"verspielte",-0.0048,"verspielen","VVINF"
"verspielten",-0.0048,"verspielen","VVINF"
"verspielest",-0.0048,"verspielen","VVINF"
"verspiel",-0.0048,"verspielen","VVINF"
"verspätet",-0.4819,"verspätet","VVINF"
"verstimmen",-0.0048,"verstimmen","VVINF"
"verstimmtet",-0.0048,"verstimmen","VVINF"
"verstimmet",-0.0048,"verstimmen","VVINF"
"verstimm",-0.0048,"verstimmen","VVINF"
"verstimmten",-0.0048,"verstimmen","VVINF"
"verstimme",-0.0048,"verstimmen","VVINF"
"verstimmst",-0.0048,"verstimmen","VVINF"
"verstimmt",-0.0048,"verstimmen","VVINF"
"verstimmte",-0.0048,"verstimmen","VVINF"
"verstimmtest",-0.0048,"verstimmen","VVINF"
"verstimmest",-0.0048,"verstimmen","VVINF"
"verstopfen",-0.0048,"verstopfen","VVINF"
"verstoßen",-0.3521,"verstoßen","VVINF"
"verstricken",-0.0048,"verstricken","VVINF"
"verstrick",-0.0048,"verstricken","VVINF"
"verstrickst",-0.0048,"verstricken","VVINF"
"verstrickte",-0.0048,"verstricken","VVINF"
"verstrickt",-0.0048,"verstricken","VVINF"
"verstricktet",-0.0048,"verstricken","VVINF"
"verstricke",-0.0048,"verstricken","VVINF"
"verstrickest",-0.0048,"verstricken","VVINF"
"verstricket",-0.0048,"verstricken","VVINF"
"verstricktest",-0.0048,"verstricken","VVINF"
"verstrickten",-0.0048,"verstricken","VVINF"
"vertreiben",-0.3684,"vertreiben","VVINF"
"verurteilen",-0.77,"verurteilen","VVINF"
"verurteilest",-0.77,"verurteilen","VVINF"
"verurteiltet",-0.77,"verurteilen","VVINF"
"verurteil",-0.77,"verurteilen","VVINF"
"verurteile",-0.77,"verurteilen","VVINF"
"verurteilten",-0.77,"verurteilen","VVINF"
"verurteilet",-0.77,"verurteilen","VVINF"
"verurteilt",-0.77,"verurteilen","VVINF"
"verurteilte",-0.77,"verurteilen","VVINF"
"verurteiltest",-0.77,"verurteilen","VVINF"
"verurteilst",-0.77,"verurteilen","VVINF"
"verwelken",-0.0048,"verwelken","VVINF"
"verwerflich",-0.7418,"verwerflich","ADJX"
"verwerflichst",-0.7418,"verwerflich","ADJX"
"verwerflicheres",-0.7418,"verwerflich","ADJX"
"verwerflichem",-0.7418,"verwerflich","ADJX"
"verwerflicherer",-0.7418,"verwerflich","ADJX"
"verwerflichstem",-0.7418,"verwerflich","ADJX"
"verwerflichsten",-0.7418,"verwerflich","ADJX"
"verwerflichstes",-0.7418,"verwerflich","ADJX"
"verwerflichster",-0.7418,"verwerflich","ADJX"
"verwerfliche",-0.7418,"verwerflich","ADJX"
"verwerflichere",-0.7418,"verwerflich","ADJX"
"verwerflichste",-0.7418,"verwerflich","ADJX"
"verwerflichen",-0.7418,"verwerflich","ADJX"
"verwerflicherem",-0.7418,"verwerflich","ADJX"
"verwerflicheren",-0.7418,"verwerflich","ADJX"
"verwerflicher",-0.7418,"verwerflich","ADJX"
"verwerfliches",-0.7418,"verwerflich","ADJX"
"verwickeln",-0.0048,"verwickeln","VVINF"
"verwickelten",-0.0048,"verwickeln","VVINF"
"verwickle",-0.0048,"verwickeln","VVINF"
"verwickeltest",-0.0048,"verwickeln","VVINF"
"verwickelen",-0.0048,"verwickeln","VVINF"
"verwickl",-0.0048,"verwickeln","VVINF"
"verwickeltet",-0.0048,"verwickeln","VVINF"
"verwickel",-0.0048,"verwickeln","VVINF"
"verwickelte",-0.0048,"verwickeln","VVINF"
"verwickelst",-0.0048,"verwickeln","VVINF"
"verwickele",-0.0048,"verwickeln","VVINF"
"verwickelt",-0.0048,"verwickeln","VVINF"
"verwirren",-0.0474,"verwirren","VVINF"
"verwirret",-0.0474,"verwirren","VVINF"
"verwirre",-0.0474,"verwirren","VVINF"
"verwirrtet",-0.0474,"verwirren","VVINF"
"verwirrest",-0.0474,"verwirren","VVINF"
"verwirrt",-0.0474,"verwirren","VVINF"
"verwirr",-0.0474,"verwirren","VVINF"
"verwirrst",-0.0474,"verwirren","VVINF"
"verwirrten",-0.0474,"verwirren","VVINF"
"verwirrte",-0.0474,"verwirren","VVINF"
"verwirrtest",-0.0474,"verwirren","VVINF"
"verworren",-0.0048,"verworren","ADJX"
"verworrenstes",-0.0048,"verworren","ADJX"
"verworrenster",-0.0048,"verworren","ADJX"
"verworrenes",-0.0048,"verworren","ADJX"
"verworrener",-0.0048,"verworren","ADJX"
"verworrene",-0.0048,"verworren","ADJX"
"verworrenem",-0.0048,"verworren","ADJX"
"verworrenen",-0.0048,"verworren","ADJX"
"verworrenst",-0.0048,"verworren","ADJX"
"verworrnere",-0.0048,"verworren","ADJX"
"verworrenere",-0.0048,"verworren","ADJX"
"verworrnerem",-0.0048,"verworren","ADJX"
"verworrner",-0.0048,"verworren","ADJX"
"verworrenerer",-0.0048,"verworren","ADJX"
"verworrneren",-0.0048,"verworren","ADJX"
"verworreneres",-0.0048,"verworren","ADJX"
"verworrenste",-0.0048,"verworren","ADJX"
"verworrneres",-0.0048,"verworren","ADJX"
"verworrensten",-0.0048,"verworren","ADJX"
"verworrenerem",-0.0048,"verworren","ADJX"
"verworreneren",-0.0048,"verworren","ADJX"
"verworrnerer",-0.0048,"verworren","ADJX"
"verworrenstem",-0.0048,"verworren","ADJX"
"verwunden",-0.3186,"verwunden","VVINF"
"verwundetet",-0.3186,"verwunden","VVINF"
"verwundtet",-0.3186,"verwunden","VVINF"
"verwund",-0.3186,"verwunden","VVINF"
"verwundest",-0.3186,"verwunden","VVINF"
"verwundete",-0.3186,"verwunden","VVINF"
"verwunde",-0.3186,"verwunden","VVINF"
"verwundte",-0.3186,"verwunden","VVINF"
"verwundetest",-0.3186,"verwunden","VVINF"
"verwundten",-0.3186,"verwunden","VVINF"
"verwundet",-0.3186,"verwunden","VVINF"
"verwundeten",-0.3186,"verwunden","VVINF"
"verwundtest",-0.3186,"verwunden","VVINF"
"verwüsten",-0.0048,"verwüsten","VVINF"
"verwüstest",-0.0048,"verwüsten","VVINF"
"verwüst",-0.0048,"verwüsten","VVINF"
"verwüstten",-0.0048,"verwüsten","VVINF"
"verwüstet",-0.0048,"verwüsten","VVINF"
"verwüste",-0.0048,"verwüsten","VVINF"
"verwüstt",-0.0048,"verwüsten","VVINF"
"verwüsttest",-0.0048,"verwüsten","VVINF"
"verwüstte",-0.0048,"verwüsten","VVINF"
"verwüstst",-0.0048,"verwüsten","VVINF"
"verwüsttet",-0.0048,"verwüsten","VVINF"
"verzerren",-0.0048,"verzerren","VVINF"
"verzerrte",-0.0048,"verzerren","VVINF"
"verzerrten",-0.0048,"verzerren","VVINF"
"verzerrst",-0.0048,"verzerren","VVINF"
"verzerret",-0.0048,"verzerren","VVINF"
"verzerr",-0.0048,"verzerren","VVINF"
"verzerrtest",-0.0048,"verzerren","VVINF"
"verzerre",-0.0048,"verzerren","VVINF"
"verzerrest",-0.0048,"verzerren","VVINF"
"verzerrt",-0.0048,"verzerren","VVINF"
"verzerrtet",-0.0048,"verzerren","VVINF"
"verzichten",-0.0048,"verzichten","VVINF"
"verzweifeln",-0.0048,"verzweifeln","VVINF"
"verzweifl",-0.0048,"verzweifeln","VVINF"
"verzweifeltest",-0.0048,"verzweifeln","VVINF"
"verzweifeltet",-0.0048,"verzweifeln","VVINF"
"verzweifelst",-0.0048,"verzweifeln","VVINF"
"verzweifelen",-0.0048,"verzweifeln","VVINF"
"verzweifle",-0.0048,"verzweifeln","VVINF"
"verzweifel",-0.0048,"verzweifeln","VVINF"
"verzweifele",-0.0048,"verzweifeln","VVINF"
"verzweifeltstes",-0.1947,"verzweifelt","ADJX"
"verzweifeltster",-0.1947,"verzweifelt","ADJX"
"verzweifelterer",-0.1947,"verzweifelt","ADJX"
"verzweifeltstem",-0.1947,"verzweifelt","ADJX"
"verzweifeltsten",-0.1947,"verzweifelt","ADJX"
"verzweifelteres",-0.1947,"verzweifelt","ADJX"
"verzweifelteren",-0.1947,"verzweifelt","ADJX"
"verzweifelterem",-0.1947,"verzweifelt","ADJX"
"verzweifeltere",-0.1947,"verzweifelt","ADJX"
"verzweifeltes",-0.1947,"verzweifelt","ADJX"
"verzweifelter",-0.1947,"verzweifelt","ADJX"
"verzweifeltst",-0.1947,"verzweifelt","ADJX"
"verzweifeltste",-0.1947,"verzweifelt","ADJX"
"verzweifeltem",-0.1947,"verzweifelt","ADJX"
"verzwickt",-0.0403,"verzwickt","ADJX"
"verzwicktestes",-0.0403,"verzwickt","ADJX"
"verzwicktester",-0.0403,"verzwickt","ADJX"
"verzwicktem",-0.0403,"verzwickt","ADJX"
"verzwicktere",-0.0403,"verzwickt","ADJX"
"verzwickten",-0.0403,"verzwickt","ADJX"
"verzwickte",-0.0403,"verzwickt","ADJX"
"verzwickteste",-0.0403,"verzwickt","ADJX"
"verzwicktest",-0.0403,"verzwickt","ADJX"
"verzwicktes",-0.0403,"verzwickt","ADJX"
"verzwickter",-0.0403,"verzwickt","ADJX"
"verzwicktestem",-0.0403,"verzwickt","ADJX"
"verzwicktesten",-0.0403,"verzwickt","ADJX"
"verzwickteres",-0.0403,"verzwickt","ADJX"
"verzwickterer",-0.0403,"verzwickt","ADJX"
"verzwickteren",-0.0403,"verzwickt","ADJX"
"verzwickterem",-0.0403,"verzwickt","ADJX"
"verzögern",-0.3409,"verzögern","VVINF"
"verzögertet",-0.3409,"verzögern","VVINF"
"verzögert",-0.3409,"verzögern","VVINF"
"verzögeren",-0.3409,"verzögern","VVINF"
"verzögerte",-0.3409,"verzögern","VVINF"
"verzögerten",-0.3409,"verzögern","VVINF"
"vergezögert",-0.3409,"verzögern","VVINF"
"verzögerst",-0.3409,"verzögern","VVINF"
"verzögertest",-0.3409,"verzögern","VVINF"
"verzöger",-0.3409,"verzögern","VVINF"
"verzögere",-0.3409,"verzögern","VVINF"
"verächtlich",-0.3245,"verächtlich","ADJX"
"verächtlichere",-0.3245,"verächtlich","ADJX"
"verächtlichem",-0.3245,"verächtlich","ADJX"
"verächtlichen",-0.3245,"verächtlich","ADJX"
"verächtlichster",-0.3245,"verächtlich","ADJX"
"verächtlichstes",-0.3245,"verächtlich","ADJX"
"verächtlicheres",-0.3245,"verächtlich","ADJX"
"verächtlicher",-0.3245,"verächtlich","ADJX"
"verächtlicherer",-0.3245,"verächtlich","ADJX"
"verächtlichstem",-0.3245,"verächtlich","ADJX"
"verächtlichsten",-0.3245,"verächtlich","ADJX"
"verächtliches",-0.3245,"verächtlich","ADJX"
"verächtlichst",-0.3245,"verächtlich","ADJX"
"verächtlichste",-0.3245,"verächtlich","ADJX"
"verächtlicheren",-0.3245,"verächtlich","ADJX"
"verächtlicherem",-0.3245,"verächtlich","ADJX"
"verächtliche",-0.3245,"verächtlich","ADJX"
"verängstigt",-0.056,"verängstigt","VVINF"
"verärgern",-0.1825,"verärgern","VVINF"
"verärgerte",-0.1825,"verärgern","VVINF"
"verärgerst",-0.1825,"verärgern","VVINF"
"verärgertest",-0.1825,"verärgern","VVINF"
"verärgerten",-0.1825,"verärgern","VVINF"
"verärger",-0.1825,"verärgern","VVINF"
"verärgeren",-0.1825,"verärgern","VVINF"
"verärgertet",-0.1825,"verärgern","VVINF"
"verärgert",-0.1825,"verärgern","VVINF"
"verärgere",-0.1825,"verärgern","VVINF"
"volltrunken",-0.0048,"volltrunken","ADJX"
"volltrunkenst",-0.0048,"volltrunken","ADJX"
"volltrunkenster",-0.0048,"volltrunken","ADJX"
"volltrunkenere",-0.0048,"volltrunken","ADJX"
"volltrunkenstes",-0.0048,"volltrunken","ADJX"
"volltrunkenem",-0.0048,"volltrunken","ADJX"
"volltrunkenen",-0.0048,"volltrunken","ADJX"
"volltrunkener",-0.0048,"volltrunken","ADJX"
"volltrunkenste",-0.0048,"volltrunken","ADJX"
"volltrunkene",-0.0048,"volltrunken","ADJX"
"volltrunkenes",-0.0048,"volltrunken","ADJX"
"volltrunkenstem",-0.0048,"volltrunken","ADJX"
"volltrunkensten",-0.0048,"volltrunken","ADJX"
"volltrunkeneren",-0.0048,"volltrunken","ADJX"
"volltrunkenerem",-0.0048,"volltrunken","ADJX"
"volltrunkeneres",-0.0048,"volltrunken","ADJX"
"volltrunkenerer",-0.0048,"volltrunken","ADJX"
"vorhersehbar",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarere",-0.3414,"vorhersehbar","ADJX"
"vorhersehbareres",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarerer",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarste",-0.3414,"vorhersehbar","ADJX"
"vorhersehbareren",-0.3414,"vorhersehbar","ADJX"
"vorhersehbares",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarer",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarerem",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarst",-0.3414,"vorhersehbar","ADJX"
"vorhersehbaren",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarem",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarstes",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarster",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarsten",-0.3414,"vorhersehbar","ADJX"
"vorhersehbare",-0.3414,"vorhersehbar","ADJX"
"vorhersehbarstem",-0.3414,"vorhersehbar","ADJX"
"vorwerfen",-0.3254,"vorwerfen","VVINF"
"vorzeitig",-0.3462,"vorzeitig","ADJX"
"vorzeitigerem",-0.3462,"vorzeitig","ADJX"
"vorzeitigere",-0.3462,"vorzeitig","ADJX"
"vorzeitigeren",-0.3462,"vorzeitig","ADJX"
"vorzeitigsten",-0.3462,"vorzeitig","ADJX"
"vorzeitigen",-0.3462,"vorzeitig","ADJX"
"vorzeitigerer",-0.3462,"vorzeitig","ADJX"
"vorzeitigste",-0.3462,"vorzeitig","ADJX"
"vorzeitigstem",-0.3462,"vorzeitig","ADJX"
"vorzeitigem",-0.3462,"vorzeitig","ADJX"
"vorzeitigster",-0.3462,"vorzeitig","ADJX"
"vorzeitiges",-0.3462,"vorzeitig","ADJX"
"vorzeitige",-0.3462,"vorzeitig","ADJX"
"vorzeitiger",-0.3462,"vorzeitig","ADJX"
"vorzeitigeres",-0.3462,"vorzeitig","ADJX"
"vorzeitigstes",-0.3462,"vorzeitig","ADJX"
"vorzeitigst",-0.3462,"vorzeitig","ADJX"
"vulgär",-0.3122,"vulgär","ADJX"
"vulgärsten",-0.3122,"vulgär","ADJX"
"vulgärst",-0.3122,"vulgär","ADJX"
"vulgäre",-0.3122,"vulgär","ADJX"
"vulgärstem",-0.3122,"vulgär","ADJX"
"vulgärstes",-0.3122,"vulgär","ADJX"
"vulgäreren",-0.3122,"vulgär","ADJX"
"vulgärster",-0.3122,"vulgär","ADJX"
"vulgärerem",-0.3122,"vulgär","ADJX"
"vulgäreres",-0.3122,"vulgär","ADJX"
"vulgärerer",-0.3122,"vulgär","ADJX"
"vulgärste",-0.3122,"vulgär","ADJX"
"vulgärere",-0.3122,"vulgär","ADJX"
"vulgärem",-0.3122,"vulgär","ADJX"
"vulgären",-0.3122,"vulgär","ADJX"
"vulgärer",-0.3122,"vulgär","ADJX"
"vulgäres",-0.3122,"vulgär","ADJX"
"wackelig",-0.0048,"wackelig","ADJX"
"wackeligst",-0.0048,"wackelig","ADJX"
"wackeligerer",-0.0048,"wackelig","ADJX"
"wackeligste",-0.0048,"wackelig","ADJX"
"wackeligeres",-0.0048,"wackelig","ADJX"
"wackeligere",-0.0048,"wackelig","ADJX"
"wackeligen",-0.0048,"wackelig","ADJX"
"wackeliger",-0.0048,"wackelig","ADJX"
"wackeliges",-0.0048,"wackelig","ADJX"
"wackeligstes",-0.0048,"wackelig","ADJX"
"wackeligster",-0.0048,"wackelig","ADJX"
"wackeligsten",-0.0048,"wackelig","ADJX"
"wackeligem",-0.0048,"wackelig","ADJX"
"wackeligstem",-0.0048,"wackelig","ADJX"
"wackeligeren",-0.0048,"wackelig","ADJX"
"wackeligerem",-0.0048,"wackelig","ADJX"
"wackelige",-0.0048,"wackelig","ADJX"
"wackeln",-0.0048,"wackeln","VVINF"
"wackelst",-0.0048,"wackeln","VVINF"
"wackel",-0.0048,"wackeln","VVINF"
"wackeltest",-0.0048,"wackeln","VVINF"
"wackele",-0.0048,"wackeln","VVINF"
"wackelt",-0.0048,"wackeln","VVINF"
"wackle",-0.0048,"wackeln","VVINF"
"wackl",-0.0048,"wackeln","VVINF"
"wackeltet",-0.0048,"wackeln","VVINF"
"wackelten",-0.0048,"wackeln","VVINF"
"gewackelt",-0.0048,"wackeln","VVINF"
"wackelte",-0.0048,"wackeln","VVINF"
"wackelen",-0.0048,"wackeln","VVINF"
"wahnsinnig",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigen",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigere",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigem",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigst",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigerem",-0.0048,"wahnsinnig","ADJX"
"wahnsinnige",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigeren",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigster",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigstes",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigerer",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigeres",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigsten",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigste",-0.0048,"wahnsinnig","ADJX"
"wahnsinnigstem",-0.0048,"wahnsinnig","ADJX"
"wahnsinniges",-0.0048,"wahnsinnig","ADJX"
"wahnsinniger",-0.0048,"wahnsinnig","ADJX"
"wankelmütig",-0.0048,"wankelmütig","ADJX"
"wankelmütigem",-0.0048,"wankelmütig","ADJX"
"wankelmütigen",-0.0048,"wankelmütig","ADJX"
"wankelmütigere",-0.0048,"wankelmütig","ADJX"
"wankelmütige",-0.0048,"wankelmütig","ADJX"
"wankelmütigst",-0.0048,"wankelmütig","ADJX"
"wankelmütigstes",-0.0048,"wankelmütig","ADJX"
"wankelmütigeren",-0.0048,"wankelmütig","ADJX"
"wankelmütigerem",-0.0048,"wankelmütig","ADJX"
"wankelmütigster",-0.0048,"wankelmütig","ADJX"
"wankelmütigerer",-0.0048,"wankelmütig","ADJX"
"wankelmütigeres",-0.0048,"wankelmütig","ADJX"
"wankelmütigsten",-0.0048,"wankelmütig","ADJX"
"wankelmütigstem",-0.0048,"wankelmütig","ADJX"
"wankelmütiges",-0.0048,"wankelmütig","ADJX"
"wankelmütiger",-0.0048,"wankelmütig","ADJX"
"wankelmütigste",-0.0048,"wankelmütig","ADJX"
"wegfallen",-0.0048,"wegfallen","VVINF"
"weglassen",-0.3362,"weglassen","VVINF"
"wehklagend",-0.0048,"wehklagend","ADJX"
"weinen",-0.1651,"weinen","VVINF"
"weinst",-0.1651,"weinen","VVINF"
"weintet",-0.1651,"weinen","VVINF"
"weintest",-0.1651,"weinen","VVINF"
"weinte",-0.1651,"weinen","VVINF"
"weinet",-0.1651,"weinen","VVINF"
"weinest",-0.1651,"weinen","VVINF"
"weinten",-0.1651,"weinen","VVINF"
"geweint",-0.1651,"weinen","VVINF"
"weint",-0.1651,"weinen","VVINF"
"weine",-0.1651,"weinen","VVINF"
"wein",-0.1651,"weinen","VVINF"
"welken",-0.0531,"welken","VVINF"
"welkt",-0.0531,"welken","VVINF"
"welket",-0.0531,"welken","VVINF"
"gewelkt",-0.0531,"welken","VVINF"
"welke",-0.0531,"welken","VVINF"
"welk",-0.0531,"welken","VVINF"
"welkest",-0.0531,"welken","VVINF"
"welktest",-0.0531,"welken","VVINF"
"welkst",-0.0531,"welken","VVINF"
"welktet",-0.0531,"welken","VVINF"
"welkte",-0.0531,"welken","VVINF"
"welkten",-0.0531,"welken","VVINF"
"wertlos",-0.6264,"wertlos","ADJX"
"wertlosest",-0.6264,"wertlos","ADJX"
"wertlosesten",-0.6264,"wertlos","ADJX"
"wertlosestem",-0.6264,"wertlos","ADJX"
"wertlose",-0.6264,"wertlos","ADJX"
"wertlosen",-0.6264,"wertlos","ADJX"
"wertlosem",-0.6264,"wertlos","ADJX"
"wertloses",-0.6264,"wertlos","ADJX"
"wertloser",-0.6264,"wertlos","ADJX"
"wertloserem",-0.6264,"wertlos","ADJX"
"wertloseren",-0.6264,"wertlos","ADJX"
"wertlosester",-0.6264,"wertlos","ADJX"
"wertlosere",-0.6264,"wertlos","ADJX"
"wertlosestes",-0.6264,"wertlos","ADJX"
"wertloserer",-0.6264,"wertlos","ADJX"
"wertloseste",-0.6264,"wertlos","ADJX"
"wertloseres",-0.6264,"wertlos","ADJX"
"wettbewerbswidrig",-0.0048,"wettbewerbswidrig","ADJX"
"wichtigtun",-0.0048,"wichtigtun","VVINF"
"widerlegen",-0.3452,"widerlegen","VVINF"
"widerlegte",-0.3452,"widerlegen","VVINF"
"widerlegten",-0.3452,"widerlegen","VVINF"
"widergelegt",-0.3452,"widerlegen","VVINF"
"widerlegtest",-0.3452,"widerlegen","VVINF"
"widerlegst",-0.3452,"widerlegen","VVINF"
"widerlegest",-0.3452,"widerlegen","VVINF"
"widerleget",-0.3452,"widerlegen","VVINF"
"widerleg",-0.3452,"widerlegen","VVINF"
"widerlegt",-0.3452,"widerlegen","VVINF"
"widerlege",-0.3452,"widerlegen","VVINF"
"widerlegtet",-0.3452,"widerlegen","VVINF"
"widernatürlich",-0.3064,"widernatürlich","ADJX"
"widernatürlicher",-0.3064,"widernatürlich","ADJX"
"widernatürlichere",-0.3064,"widernatürlich","ADJX"
"widernatürlichen",-0.3064,"widernatürlich","ADJX"
"widernatürlichst",-0.3064,"widernatürlich","ADJX"
"widernatürlichem",-0.3064,"widernatürlich","ADJX"
"widernatürlicherem",-0.3064,"widernatürlich","ADJX"
"widernatürlichste",-0.3064,"widernatürlich","ADJX"
"widernatürliches",-0.3064,"widernatürlich","ADJX"
"widernatürlichstes",-0.3064,"widernatürlich","ADJX"
"widernatürlicherer",-0.3064,"widernatürlich","ADJX"
"widernatürlichster",-0.3064,"widernatürlich","ADJX"
"widernatürlicheres",-0.3064,"widernatürlich","ADJX"
"widernatürlicheren",-0.3064,"widernatürlich","ADJX"
"widernatürliche",-0.3064,"widernatürlich","ADJX"
"widernatürlichstem",-0.3064,"widernatürlich","ADJX"
"widernatürlichsten",-0.3064,"widernatürlich","ADJX"
"widerrufen",-0.0048,"widerrufen","VVINF"
"widersinnig",-0.3266,"widersinnig","ADJX"
"widersinnigste",-0.3266,"widersinnig","ADJX"
"widersinnigere",-0.3266,"widersinnig","ADJX"
"widersinnigen",-0.3266,"widersinnig","ADJX"
"widersinnigst",-0.3266,"widersinnig","ADJX"
"widersinnigem",-0.3266,"widersinnig","ADJX"
